first,second,morphemes,root,prefixes,suffixes,word,target_type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error,wordlength
reinnurtuble,reinnurtuble,pprs,nurt,re_in,able,reinnurtable,target,s,0.0,0,a,u,reinnurtuble,2,12
erpnithols,erpnittols,pr_long,nithols,erp,,erpnithols,control,r,,3,h,t,erpnittols,1,10
ketistically,tetistically,rssss,ket,,ist_ic_al_ly,ketistically,target,r,,0,k,t,tetistically,1,12
trilewdable,trilendable,rs_long,trilend,,able,trilendable,target,r,,5,n,w,trilewdable,3,11
namptor,namptom,r_long,namptor,,,namptor,target,r,,6,r,m,namptom,1,7
teakically,feakically,rsss,teak,,ic_al_ly,teakically,target,r,,0,t,f,feakically,1,10
numoos,numoos,pr,moos,nu,,numoos,control,r,,1,o,e,numeos,0,6
rooutket,reoutket,ppr,ket,re_out,,reoutket,target,p,0.0,1,e,o,rooutket,3,8
imconiousness,inconiousness,pprss,con,in,ious_ness,inconiousness,target,p,0.0,1,n,m,imconiousness,3,13
prozicerelion,prozicerelion,prs_long,zicerel,pro,ion,prozicerelion,target,s,0.0,0,i,e,prozicereleon,0,13
drunious,drumious,rs,drun,,ious,drunious,target,r,,3,n,m,drumious,1,8
nuc,nuc,r,nuc,,,nuc,control,r,,0,n,m,muc,0,3
teerality,teerality,rss,teer,,al_ity,teerality,target,r,,0,t,h,heerality,0,9
absoomally,absoomelly,prss,soom,ab,al_ly,absoomally,target,s,0.0,0,a,e,absoomelly,1,10
unkelsational,unkelsational,prsss,kels,un,at_ion_al,unkelsational,target,r,,1,e,o,unkolsational,0,13
unfamnoss,unfamnoss,prs,fam,un,ness,unfamness,target,s,0.0,1,e,o,unfamnoss,2,9
nuremteonilayl,nuremtaonilayl,prssss,rem,nu,ta_oni_la_yl,nuremtaonilayl,control,s,0.0,1,a,e,nuremteonilayl,3,14
inkoulationally,unkoulationally,prssss,koul,un,at_ion_al_ly,unkoulationally,target,p,0.0,0,u,i,inkoulationally,3,15
