first,second,condition,root,prefixes,suffixes,word,target_type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error,wordlength
reemsels,reemsels,rs,reem,,sels,reemsels,control,r,,3,m,r,reersels,0,8
pookically,pookically,rsss,pook,,ic_al_ly,pookically,target,r,,3,k,t,pootically,0,10
infomability,infomability,prss,fom,in,abil_ity,infomability,target,r,,0,f,s,insomability,0,12
prowondelion,prowondeleon,prs_long,wondel,pro,ion,prowondelion,target,s,0.0,0,i,e,prowondeleon,1,12
ednautlazitaoni,ednauflazitaoni,prssss,naut,ed,la_zi_ta_oni,ednautlazitaoni,control,r,,3,t,f,ednauflazitaoni,1,15
werklasit,werklasit,rss,werk,,la_sit,werklasit,control,r,,2,r,m,wemklasit,0,9
sidmofulf,sudmofulf,prs,mof,sid,ulf,sidmofulf,control,p,0.0,1,i,u,sudmofulf,1,9
deteakization,duteakization,prsss,teak,de,iz_at_ion,deteakization,target,p,0.0,1,e,u,duteakization,1,13
reinkoul,reinkoul,ppr,koul,re_in,,reinkoul,target,p,1.0,0,i,a,reankoul,0,8
edtrupvitaoni,edtrupvitaoni,prsss,trup,ed,vi_ta_oni,edtrupvitaoni,control,p,0.0,0,e,o,odtrupvitaoni,0,13
negationally,negationally,rssss,neg,,at_ion_al_ly,negationally,target,r,,2,g,s,nesationally,0,12
imkrew,ilkrew,pr,krew,im,,imkrew,target,p,0.0,1,m,l,ilkrew,1,6
unsoom,unsoam,pr,soom,un,,unsoom,target,r,,2,o,a,unsoam,1,6
selbsitci,selbsitci,rss,selb,,sit_ci,selbsitci,control,s,1.0,0,c,s,selbsitsi,0,9
revolejent,revelejent,pr_long,lejent,revo,,revolejent,control,p,0.0,3,o,e,revelejent,1,10
edrieklazitaoni,edrieklazituoni,prssss,riek,ed,la_zi_ta_oni,edrieklazitaoni,control,s,2.0,1,a,u,edrieklazituoni,1,15
ungirtliness,ungiwtliness,prss,girt,un,li_ness,ungirtliness,target,r,,2,r,w,ungiwtliness,1,12
fobmentalism,fobmentalitm,rsss,fob,,ment_al_ism,fobmentalism,target,s,2.0,1,s,t,fobmentalitm,1,12
soomal,soomal,rs,soom,,al,soomal,target,s,0.0,0,a,e,soomel,0,6
drun,drun,r,drun,,,drun,target,r,,3,n,r,drur,0,4
geef,geaf,r,geef,,,geef,target,r,,2,e,a,geaf,1,4
demeeralization,demeeralization,prssss,meer,de,al_iz_at_ion,demeeralization,target,r,,1,e,i,demieralization,0,15
repsidtalc,repsidtalc,ppr,talc,rep_sid,,repsidtalc,control,p,1.0,1,i,o,repsodtalc,0,10
drozirac,drozirac,r_long,drozirac,,,drozirac,control,r,,1,r,y,dyozirac,0,8
overskrupit,ovemskrupit,pr_long,skrupit,over,,overskrupit,target,p,0.0,3,r,m,ovemskrupit,1,11
predislon,credislon,ppr,lon,pre_dis,,predislon,target,p,0.0,0,p,c,credislon,1,9
edmarzitaoni,edmarzitaoni,prsss,mar,ed,zi_ta_oni,edmarzitaoni,control,p,0.0,1,d,p,epmarzitaoni,0,12
lienationalism,lianationalism,rssss,lien,,at_ion_al_ism,lienationalism,target,r,,2,e,a,lianationalism,1,14
ernibofacne,ernibofacre,pprs,bof,er_ni,acne,ernibofacne,control,s,0.0,2,n,r,ernibofacre,1,11
sidniremoniray,sidniremoniray,pprss,rem,sid_ni,oni_ray,sidniremoniray,control,r,,2,m,w,sidnirewoniray,0,14
inteakionary,inteakeonary,pprss,teak,in,ion_ary,inteakionary,target,s,0.0,0,i,e,inteakeonary,1,12
riektaonilasim,riektaoniladim,rssss,riek,,ta_oni_la_sim,riektaonilasim,control,s,3.0,0,s,d,riektaoniladim,1,14
demeerivation,demeerivation,prsss,meer,de,iv_at_ion,demeerivation,target,s,2.0,0,i,e,demeerivateon,0,13
nimearbilayit,rimearbilayit,prss,mear,ni,bila_yit,nimearbilayit,control,p,0.0,0,n,r,rimearbilayit,1,13
nuloukilsens,nuloukilsens,prss,louk,nu,il_sens,nuloukilsens,control,p,0.0,1,u,o,noloukilsens,0,12
disfomful,disfomful,prs,fom,dis,ful,disfomful,target,p,0.0,1,i,e,desfomful,0,9
droziracenca,droziraconca,rs_long,drozirac,,enca,droziracenca,control,s,0.0,0,e,o,droziraconca,1,12
misiwsens,misiwsens,prs,siw,mi,sens,misiwsens,control,p,0.0,1,i,e,mesiwsens,0,9
erptec,erptec,pr,tec,erp,,erptec,control,r,,0,t,s,erpsec,0,6
jadolinance,nadolinance,rs_long,jadolin,,ance,jadolinance,target,r,,0,j,n,nadolinance,1,11
nunetorkison,nunetorkison,prs_long,netork,nu,ison,nunetorkison,control,p,0.0,0,n,l,lunetorkison,0,12
unskrupitious,unskruditious,prs_long,skrupit,un,ious,unskrupitious,target,r,,4,p,d,unskruditious,1,13
nautcilayl,nautcilarl,rsss,naut,,ci_la_yl,nautcilayl,control,s,2.0,0,y,r,nautcilarl,1,10
flomakless,flomakless,rs_long,flomak,,less,flomakless,target,s,0.0,2,s,f,flomaklefs,0,10
disinwisant,disinwisang,pprs,wis,dis_in,ant,disinwisant,target,s,0.0,2,t,g,disinwisang,1,11
ernimoosacne,ornimoosacne,pprs,moos,er_ni,acne,ernimoosacne,control,p,0.0,0,e,o,ornimoosacne,1,12
erninurd,erninurd,ppr,nurd,er_ni,,erninurd,control,r,,0,n,m,ernimurd,0,8
mofla,mofla,rs,mof,,la,mofla,control,s,0.0,1,a,e,mofle,0,5
recetable,mecetable,prs,cet,re,able,recetable,target,p,0.0,0,r,m,mecetable,1,9
glefen,plefen,r_long,glefen,,,glefen,target,r,,0,g,p,plefen,1,6
nutalcsitcilayl,nusalcsitcilayl,prssss,talc,nu,sit_ci_la_yl,nutalcsitcilayl,control,r,,0,t,s,nusalcsitcilayl,1,15
reindarfance,reindarfance,pprs,darf,re_in,ance,reindarfance,target,s,0.0,3,e,a,reindarfanca,0,12
talcnemtla,talcnemtla,rss,talc,,nemt_la,talcnemtla,control,s,0.0,2,m,r,talcnertla,0,10
sidniwerkouisyl,sidniyerkouisyl,pprss,werk,sid_ni,ouis_yl,sidniwerkouisyl,control,r,,0,w,y,sidniyerkouisyl,1,15
bof,bof,r,bof,,,bof,control,r,,0,b,s,sof,0,3
presoom,presoim,pr,soom,pre,,presoom,target,r,,2,o,i,presoim,1,7
deramalization,deramalization,prssss,ram,de,al_iz_at_ion,deramalization,target,s,3.0,2,n,r,deramalizatior,0,14
tonjer,tonyer,r_long,tonjer,,,tonjer,control,r,,3,j,y,tonyer,1,6
trilend,trilend,r_long,trilend,,,trilend,target,r,,2,i,e,trelend,0,7
nuneil,neneil,pr,neil,nu,,nuneil,control,p,0.0,1,u,e,neneil,1,6
imdarfness,imdarfness,prs,darf,im,ness,imdarfness,target,r,,0,d,g,imgarfness,0,10
siwlasitci,sewlasitci,rsss,siw,,la_sit_ci,siwlasitci,control,r,,1,i,e,sewlasitci,1,10
keatnemtlasim,keatnemtlasim,rsss,keat,,nemt_la_sim,keatnemtlasim,control,r,,2,a,e,keetnemtlasim,0,13
minuc,minuc,pr,nuc,mi,,minuc,control,r,,1,u,e,minec,0,5
redrunivity,redrunivity,pprss,drun,re,iv_ity,redrunivity,target,r,,3,n,l,redrulivity,0,11
reinpontance,reinpontance,pprs,pont,re_in,ance,reinpontance,target,p,0.0,0,r,m,meinpontance,0,12
wisalist,wisalist,rss,wis,,al_ist,wisalist,target,r,,1,i,e,wesalist,0,8
unlienally,unlienally,prss,lien,un,al_ly,unlienally,target,p,0.0,0,u,e,enlienally,0,10
indruniously,ildruniously,pprss,drun,in,ious_ly,indruniously,target,p,0.0,1,n,l,ildruniously,1,12
onnerbofviyit,innerbofviyit,pprss,bof,onn_er,vi_yit,onnerbofviyit,control,p,0.0,0,o,i,innerbofviyit,1,13
premisram,premisram,ppr,ram,pre_mis,,premisram,target,p,0.0,2,e,o,promisram,0,9
repsimkoop,repsimkoop,ppr,koop,rep_sim,,repsimkoop,control,r,,1,o,e,repsimkeop,0,10
nutriglayl,natriglayl,prss,trig,nu,la_yl,nutriglayl,control,p,0.0,1,u,a,natriglayl,1,10
trigtaonilayl,tridtaonilayl,rssss,trig,,ta_oni_la_yl,trigtaonilayl,control,r,,3,g,d,tridtaonilayl,1,13
outcardizor,outcaldizor,pr_long,cardizor,out,,outcardizor,target,r,,2,r,l,outcaldizor,1,11
ertrupelba,ertrupelca,prs,trup,er,elba,ertrupelba,control,s,0.0,2,b,c,ertrupelca,1,10
merationally,merationally,rssss,mer,,at_ion_al_ly,merationally,target,r,,1,e,i,mirationally,0,12
pookistic,pookistoc,rss,pook,,ist_ic,pookistic,target,s,1.0,0,i,o,pookistoc,1,9
keirism,keirism,rs,keir,,ism,keirism,target,r,,1,e,o,koirism,0,7
talcsim,talpsim,rs,talc,,sim,talcsim,control,r,,3,c,p,talpsim,1,7
uncunistically,uncunistically,prssss,cun,un,ist_ic_al_ly,uncunistically,target,s,3.0,0,l,m,uncunisticalmy,0,14
orpdojianoni,orpdojianeni,prs_long,dojian,orp,oni,orpdojianoni,control,s,0.0,0,o,e,orpdojianeni,1,12
taunless,tauyless,rs,taun,,less,taunless,target,r,,3,n,y,tauyless,1,8
reemtaonilayl,reemtaonilayl,rssss,reem,,ta_oni_la_yl,reemtaonilayl,control,r,,3,m,r,reertaonilayl,0,13
otudrozirac,otubrozirac,pr_long,drozirac,otu,,otudrozirac,control,r,,0,d,b,otubrozirac,1,11
erpgencilayl,erpgencilayl,prsss,gen,erp,ci_la_yl,erpgencilayl,control,r,,2,n,w,erpgewcilayl,0,12
preramically,preramically,prsss,ram,pre,ic_al_ly,preramically,target,r,,0,r,y,preyamically,0,12
sidnitalcnat,sidnitalcnat,pprs,talc,sid_ni,nat,sidnitalcnat,control,r,,1,a,o,sidnitolcnat,0,12
kaflomsels,kaflomhels,rs_long,kaflom,,sels,kaflomsels,control,s,0.0,0,s,h,kaflomhels,1,10
pookalistic,pookalistoc,rsss,pook,,al_ist_ic,pookalistic,target,s,2.0,0,i,o,pookalistoc,1,11
naut,naut,r,naut,,,naut,control,r,,0,n,m,maut,0,4
teakmental,teakmensal,rss,teak,,ment_al,teakmental,target,s,0.0,3,t,s,teakmensal,1,10
