first,second,condition,root,prefixes,suffixes,word,target_type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error,wordlength
otumear,otumear,pr,mear,otu,,otumear,control,p,0.0,1,t,h,ohumear,0,7
lejent,nejent,r_long,lejent,,,lejent,control,r,,0,l,n,nejent,1,6
ketistically,kepistically,rssss,ket,,ist_ic_al_ly,ketistically,target,r,,2,t,p,kepistically,1,12
glefen,glifen,r_long,glefen,,,glefen,target,r,,2,e,i,glifen,1,6
reglocivity,meglocivity,pprss,gloc,re,iv_ity,reglocivity,target,p,0.0,0,r,m,meglocivity,1,11
ungeefalistic,ungeefalistic,prsss,geef,un,al_ist_ic,ungeefalistic,target,p,0.0,1,n,r,urgeefalistic,0,13
uniclatly,uniclatly,prs,clat,uni,ly,uniclatly,target,r,,0,c,h,unihlatly,0,9
abmerality,abmerelity,prss,mer,ab,al_ity,abmerality,target,s,0.0,0,a,e,abmerelity,1,10
uniramly,uniramly,prs,ram,uni,ly,uniramly,target,p,0.0,0,u,i,iniramly,0,8
gen,gen,r,gen,,,gen,control,r,,0,g,p,pen,0,3
edneilezi,edneilazi,prs,neil,ed,ezi,edneilezi,control,s,0.0,0,e,a,edneilazi,1,9
edtalcvitaoni,edtalfvitaoni,prsss,talc,ed,vi_ta_oni,edtalcvitaoni,control,r,,3,c,f,edtalfvitaoni,1,13
pook,poek,r,pook,,,pook,target,r,,2,o,e,poek,1,4
trigsim,trigsil,rs,trig,,sim,trigsim,control,s,0.0,2,m,l,trigsil,1,7
nuselbsitcilayl,nuselbsitcilayl,prssss,selb,nu,sit_ci_la_yl,nuselbsitcilayl,control,s,1.0,0,c,d,nuselbsitdilayl,0,15
bamooslayit,bamoosrayit,prss,moos,ba,la_yit,bamooslayit,control,s,0.0,0,l,r,bamoosrayit,1,11
undarfistically,undarfistically,prssss,darf,un,ist_ic_al_ly,undarfistically,target,p,0.0,1,n,m,umdarfistically,0,15
tranil,tronil,r_long,tranil,,,tranil,control,r,,2,a,o,tronil,1,6
nukoopbalyit,nukiopbalyit,prss,koop,nu,bal_yit,nukoopbalyit,control,r,,1,o,i,nukiopbalyit,1,12
lejentulf,lejontulf,rs_long,lejent,,ulf,lejentulf,control,r,,3,e,o,lejontulf,1,9
erverofrad,emverofrad,ppr,frad,er_vero,,erverofrad,control,p,0.0,1,r,m,emverofrad,1,10
disinpookion,disinpookion,pprs,pook,dis_in,ion,disinpookion,target,r,,0,p,b,disinbookion,0,12
edsarplazitaoni,edsarplazitaoni,prssss,sarp,ed,la_zi_ta_oni,edsarplazitaoni,control,r,,2,r,m,edsamplazitaoni,0,15
keirfulness,keirfulness,rss,keir,,ful_ness,keirfulness,target,s,0.0,1,u,e,keirfelness,0,11
inudrozirac,inudrozirac,pr_long,drozirac,inu,,inudrozirac,control,r,,4,i,o,inudrozorac,0,11
nuremonila,ruremonila,prss,rem,nu,oni_la,nuremonila,control,p,0.0,0,n,r,ruremonila,1,10
riektaonilayl,liektaonilayl,rssss,riek,,ta_oni_la_yl,riektaonilayl,control,r,,0,r,l,liektaonilayl,1,13
trivin,trivir,r_long,trivin,,,trivin,target,r,,5,n,r,trivir,1,6
nufrad,nufrad,pr,frad,nu,,nufrad,control,p,0.0,0,n,r,rufrad,0,6
keatnemtlasim,keatnimtlasim,rsss,keat,,nemt_la_sim,keatnemtlasim,control,s,0.0,1,e,i,keatnimtlasim,1,13
sidtuskrip,sidtuskrap,pr_long,tuskrip,sid,,sidtuskrip,control,r,,5,i,a,sidtuskrap,1,10
onnerwerkviyit,onnerwerkviyit,pprss,werk,onn_er,vi_yit,onnerwerkviyit,control,s,1.0,1,i,o,onnerwerkviyot,0,14
krewal,krewil,rs,krew,,al,krewal,target,s,0.0,0,a,i,krewil,1,6
sidflientoni,sidflientoni,prs_long,flient,sid,oni,sidflientoni,control,p,0.0,2,d,f,sifflientoni,0,12
premistaun,premistaun,ppr,taun,pre_mis,,premistaun,target,r,,1,a,e,premisteun,0,10
debelsize,debelsize,prs,bels,de,ize,debelsize,target,p,0.0,0,d,h,hebelsize,0,9
siwulfsens,ciwulfsens,rss,siw,,ulf_sens,siwulfsens,control,r,,0,s,c,ciwulfsens,1,10
distrivin,distrivin,pr_long,trivin,dis,,distrivin,target,p,0.0,1,i,u,dustrivin,0,9
onnerriekviyit,onnerriekviyit,pprss,riek,onn_er,vi_yit,onnerriekviyit,control,r,,0,r,m,onnermiekviyit,0,14
nuteklasitci,nuteklasitci,prsss,tek,nu,la_sit_ci,nuteklasitci,control,s,1.0,0,s,c,nuteklacitci,0,12
fomationally,fomatiorally,rssss,fom,,at_ion_al_ly,fomationally,target,s,1.0,2,n,r,fomatiorally,1,12
nolsitcilayl,nowsitcilayl,rssss,nol,,sit_ci_la_yl,nolsitcilayl,control,r,,2,l,w,nowsitcilayl,1,12
trig,trig,r,trig,,,trig,control,r,,2,i,a,trag,0,4
zoreanance,zoreanance,rs_long,zorean,,ance,zoreanance,target,s,0.0,0,a,e,zoreanence,0,10
unglocional,unglocional,prss,gloc,un,ion_al,unglocional,target,p,0.0,0,u,a,anglocional,0,11
reemlayit,reemlayit,rss,reem,,la_yit,reemlayit,control,r,,1,e,a,raemlayit,0,9
inutekyl,initekyl,prs,tek,inu,yl,inutekyl,control,p,0.0,2,u,i,initekyl,1,8
imdarfically,imdarfucally,prsss,darf,im,ic_al_ly,imdarfically,target,s,0.0,0,i,u,imdarfucally,1,12
discardizorure,discardizorure,prs_long,cardizor,dis,ure,discardizorure,target,r,,4,i,a,discardazorure,0,14
rebelsivity,rebelsivity,pprss,bels,re,iv_ity,rebelsivity,target,s,1.0,0,i,e,rebelsivety,0,11
clatistically,cmatistically,rssss,clat,,ist_ic_al_ly,clatistically,target,r,,1,l,m,cmatistically,1,13
sidmeselb,sidmeselb,ppr,selb,sid_me,,sidmeselb,control,r,,2,l,y,sidmeseyb,0,9
inkoul,inkuul,pr,koul,in,,inkoul,target,r,,1,o,u,inkuul,1,6
nisiw,nisiw,pr,siw,ni,,nisiw,control,r,,1,i,o,nisow,0,5
inuselbyl,inusilbyl,prs,selb,inu,yl,inuselbyl,control,r,,1,e,i,inusilbyl,1,9
defomivation,defolivation,prsss,fom,de,iv_at_ion,defomivation,target,r,,2,m,l,defolivation,1,12
disempook,disempook,ppr,pook,dis_em,,disempook,target,p,0.0,0,d,c,cisempook,0,9
krew,krew,r,krew,,,krew,target,r,,2,e,u,kruw,0,4
flennerful,flennerful,rs_long,flenner,,ful,flennerful,target,s,0.0,1,u,i,flennerfil,0,10
rammentalism,rammentalism,rsss,ram,,ment_al_ism,rammentalism,target,s,0.0,3,t,f,rammenfalism,0,12
delonalization,gelonalization,prssss,lon,de,al_iz_at_ion,delonalization,target,p,0.0,0,d,g,gelonalization,1,14
unijadolin,umijadolin,pr_long,jadolin,uni,,unijadolin,target,p,0.0,1,n,m,umijadolin,1,10
disjentelion,dusjentelion,prs_long,jentel,dis,ion,disjentelion,target,p,0.0,1,i,u,dusjentelion,1,12
sidnineiloni,sidnireiloni,pprs,neil,sid_ni,oni,sidnineiloni,control,r,,0,n,r,sidnireiloni,1,12
remla,remla,rs,rem,,la,remla,control,r,,2,m,j,rejla,0,5
purtalistic,purtalistec,rsss,purt,,al_ist_ic,purtalistic,target,s,2.0,0,i,e,purtalistec,1,11
purtliness,furtliness,rss,purt,,li_ness,purtliness,target,r,,0,p,f,furtliness,1,10
ernisiwnemt,ernisiwnemt,pprs,siw,er_ni,nemt,ernisiwnemt,control,r,,0,s,h,ernihiwnemt,0,11
undrun,undrun,pr,drun,un,,undrun,target,p,0.0,0,u,e,endrun,0,6
reinsoomment,reinsoomment,pprs,soom,re_in,ment,reinsoomment,target,p,1.0,0,i,e,reensoomment,0,12
louklasitci,loeklasitci,rsss,louk,,la_sit_ci,louklasitci,control,r,,2,u,e,loeklasitci,1,11
pontically,pontacally,rsss,pont,,ic_al_ly,pontically,target,s,0.0,0,i,a,pontacally,1,10
colgcilayl,calgcilayl,rsss,colg,,ci_la_yl,colgcilayl,control,r,,1,o,a,calgcilayl,1,10
mitekcilayl,mitikcilayl,prsss,tek,mi,ci_la_yl,mitekcilayl,control,r,,1,e,i,mitikcilayl,1,11
soomality,soimality,rss,soom,,al_ity,soomality,target,r,,2,o,i,soimality,1,9
dekeiralization,dekeiralization,prssss,keir,de,al_iz_at_ion,dekeiralization,target,s,3.0,1,o,a,dekeiralizatian,0,15
feegsitcilayl,feegsitcilayl,rssss,feeg,,sit_ci_la_yl,feegsitcilayl,control,r,,3,g,f,feefsitcilayl,0,13
onnertekviyit,onnertekviyit,pprss,tek,onn_er,vi_yit,onnertekviyit,control,p,0.0,2,n,w,onwertekviyit,0,13
undrunability,undrunabilitr,prss,drun,un,abil_ity,undrunability,target,s,1.0,2,y,r,undrunabilitr,1,13
teakism,tuakism,rs,teak,,ism,teakism,target,r,,1,e,u,tuakism,1,7
edtalclazitaoni,edtalclazitaoni,prssss,talc,ed,la_zi_ta_oni,edtalclazitaoni,control,p,0.0,0,e,o,odtalclazitaoni,0,15
reoverdarf,meoverdarf,ppr,darf,re_over,,reoverdarf,target,p,0.0,0,r,m,meoverdarf,1,10
sidtirvineru,cidtirvineru,prs_long,tirvin,sid,eru,sidtirvineru,control,p,0.0,0,s,c,cidtirvineru,1,12
repsimnurd,repsimnurd,ppr,nurd,rep_sim,,repsimnurd,control,p,1.0,0,s,b,repbimnurd,0,10
disinclatant,disinclatalt,pprs,clat,dis_in,ant,disinclatant,target,s,0.0,1,n,l,disinclatalt,1,12
sidnimoosnat,sidnimoosnat,pprs,moos,sid_ni,nat,sidnimoosnat,control,p,0.0,0,s,p,pidnimoosnat,0,12
droziracenca,droziracenca,rs_long,drozirac,,enca,droziracenca,control,r,,4,i,e,drozeracenca,0,12
repontivity,repontivity,pprss,pont,re,iv_ity,repontivity,target,r,,2,n,m,repomtivity,0,11
sarpsim,sarpsem,rs,sarp,,sim,sarpsim,control,s,0.0,1,i,e,sarpsem,1,7
nautilsens,nautilsens,rss,naut,,il_sens,nautilsens,control,s,0.0,1,l,r,nautirsens,0,10
pontism,pontism,rs,pont,,ism,pontism,target,s,0.0,1,s,t,pontitm,0,7
outram,outram,pr,ram,out,,outram,target,p,0.0,2,t,p,oupram,0,6
