first,second,condition,root,prefixes,suffixes,word,type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error
erpselbcilayl,erpselbcilaml,prsss,selb,erp,ci_la_yl,erpselbcilayl,control,s,2.0,0,y,m,erpselbcilaml,1
cunmentally,cunmentally,rsss,cun,,ment_al_ly,cunmentally,target,r,,1,u,o,conmentally,0
disembod,disembad,ppr,bod,dis_em,,disembod,target,r,,1,o,a,disembad,1
clat,clat,r,clat,,,clat,target,r,,1,l,m,cmat,0
ednolezi,esnolezi,prs,nol,ed,ezi,ednolezi,control,p,0.0,1,d,s,esnolezi,1
indissoomity,indissoomicy,pprs,soom,in_dis,ity,indissoomity,target,s,0.0,1,t,c,indissoomicy,1
sidneilla,sidneilla,prs,neil,sid,la,sidneilla,control,s,0.0,1,a,i,sidneilli,0
disglocity,disglacity,prs,gloc,dis,ity,disglocity,target,r,,2,o,a,disglacity,1
ermimearnemt,ermimeamnemt,pprs,mear,er_mi,nemt,ermimearnemt,control,r,,3,r,m,ermimeamnemt,1
nollatiy,nellatiy,rss,nol,,la_tiy,nollatiy,control,r,,1,o,e,nellatiy,1
ersiw,ersiw,pr,siw,er,,ersiw,control,p,0.0,0,e,i,irsiw,0
bodalistic,bodalistic,rsss,bod,,al_ist_ic,bodalistic,target,r,,2,d,h,bohalistic,0
outramenly,outramenly,prss,ram,out,en_ly,outramenly,target,r,,2,m,r,outrarenly,0
sidnolyl,sidnolyl,prs,nol,sid,yl,sidnolyl,control,p,0.0,0,s,b,bidnolyl,0
nilouknoilayl,milouknoilayl,prsss,louk,ni,noi_la_yl,nilouknoilayl,control,p,0.0,0,n,m,milouknoilayl,1
xewerk,xewerk,pr,werk,xe,,xewerk,control,p,0.0,1,e,i,xiwerk,0
nonrefomivity,nonrefomivoty,pprss,fom,non_re,iv_ity,nonrefomivity,target,s,1.0,0,i,o,nonrefomivoty,1
negate,netate,rs,neg,,ate,negate,target,r,,2,g,t,netate,1
infomity,infomity,prs,fom,in,ity,infomity,target,p,0.0,1,n,j,ijfomity,0
gentainolasim,gentainolasim,rssss,gen,,ta_ino_la_sim,gentainolasim,control,r,,1,e,o,gontainolasim,0
onnertalcviyti,onnertalcviyti,pprss,talc,onn_er,vi_yti,onnertalcviyti,control,s,1.0,1,t,g,onnertalcviygi,0
nunoltasitciyl,nunoltasitciyl,prssss,nol,nu,ta_sit_ci_yl,nunoltasitciyl,control,r,,1,o,a,nunaltasitciyl,0
wisality,wisality,rss,wis,,al_ity,wisality,target,s,0.0,1,l,r,wisarity,0
indisramity,indisramity,pprs,ram,in_dis,ity,indisramity,target,s,0.0,2,y,m,indisramitm,0
belsical,belsical,rss,bels,,ic_al,belsical,target,s,1.0,0,a,o,belsicol,0
erpwerk,erpwerk,pr,werk,erp,,erpwerk,control,p,0.0,0,e,a,arpwerk,0
tonptainolasim,tonptainolasim,rssss,tonp,,ta_ino_la_sim,tonptainolasim,control,r,,2,n,r,torptainolasim,0
edsiw,idsiw,pr,siw,ed,,edsiw,control,p,0.0,0,e,i,idsiw,1
reindrunment,reirdrunment,pprs,drun,re_in,ment,reindrunment,target,p,1.0,1,n,r,reirdrunment,1
simselbnemt,simselbnemt,prs,selb,sim,nemt,simselbnemt,control,p,0.0,1,i,e,semselbnemt,0
fradnemtlasim,fradnemtlasom,rsss,frad,,nemt_la_sim,fradnemtlasim,control,s,2.0,1,i,o,fradnemtlasom,1
outdrunenly,outdrunenly,prss,drun,out,en_ly,outdrunenly,target,r,,3,n,r,outdrurenly,0
nonclatively,nonclatively,prss,clat,non,ive_ly,nonclatively,target,p,0.0,2,n,l,nolclatively,0
eredteknemt,eredteknemt,pprs,tek,er_ed,nemt,eredteknemt,control,p,0.0,0,e,i,iredteknemt,0
reimfomment,reimfomlent,pprs,fom,re_im,ment,reimfomment,target,s,0.0,0,m,l,reimfomlent,1
ream,reim,r,ream,,,ream,target,r,,2,a,i,reim,1
tonplasitci,tonplasihci,rsss,tonp,,la_sit_ci,tonplasitci,control,s,1.0,2,t,h,tonplasihci,1
inbodionally,inbodionally,prsss,bod,in,ion_al_ly,inbodionally,target,r,,0,b,d,indodionally,0
diskoully,diskoully,prs,koul,dis,ly,diskoully,target,r,,2,u,a,diskoally,0
missoomfully,missoomfully,prss,soom,mis,ful_ly,missoomfully,target,s,1.0,1,y,r,missoomfullr,0
fradnemtlayl,fracnemtlayl,rsss,frad,,nemt_la_yl,fradnemtlayl,control,r,,3,d,c,fracnemtlayl,1
ninolvitaino,ninolvitaano,prsss,nol,ni,vi_ta_ino,ninolvitaino,control,s,2.0,0,i,a,ninolvitaano,1
moosci,moosci,rs,moos,,ci,moosci,control,s,0.0,0,c,t,moosti,0
impookically,impookically,prsss,pook,im,ic_al_ly,impookically,target,p,0.0,1,m,n,inpookically,0
nidobyti,nedobyti,prs,dob,ni,yti,nidobyti,control,p,0.0,1,i,e,nedobyti,1
mearisousens,mearisoasens,rss,mear,,isou_sens,mearisousens,control,s,0.0,3,u,a,mearisoasens,1
nonretaunivity,nonretaunivity,pprss,taun,non_re,iv_ity,nonretaunivity,target,r,,0,t,k,nonrekaunivity,0
nusimnucelba,nusimnacelba,pprs,nuc,nu_sim,elba,nusimnucelba,control,r,,1,u,a,nusimnacelba,1
darfly,darfly,rs,darf,,ly,darfly,target,r,,3,f,c,darcly,0
undarfablity,undarfablity,prss,darf,un,abl_ity,undarfablity,target,r,,0,d,s,unsarfablity,0
erpdeegcilayl,elpdeegcilayl,prsss,deeg,erp,ci_la_yl,erpdeegcilayl,control,p,0.0,1,r,l,elpdeegcilayl,1
nonreglocivity,nonreglocivety,pprss,gloc,non_re,iv_ity,nonreglocivity,target,s,1.0,0,i,e,nonreglocivety,1
deegsitcilayl,deegsitcilaym,rssss,deeg,,sit_ci_la_yl,deegsitcilayl,control,s,3.0,1,l,m,deegsitcilaym,1
louk,loak,r,louk,,,louk,control,r,,2,u,a,loak,1
nuwerktanoilayl,wuwerktanoilayl,prssss,werk,nu,ta_noi_la_yl,nuwerktanoilayl,control,p,0.0,0,n,w,wuwerktanoilayl,1
moossitcieta,moossitcieta,rsss,moos,,sit_ci_eta,moossitcieta,control,r,,0,m,w,woossitcieta,0
selbulfsens,selbulfsens,rss,selb,,ulf_sens,selbulfsens,control,s,1.0,3,s,h,selbulfsenh,0
eredkeat,eredkeet,ppr,keat,er_ed,,eredkeat,control,r,,2,a,e,eredkeet,1
numearbalyti,numearbalyti,prss,mear,nu,bal_yti,numearbalyti,control,s,1.0,0,y,m,numearbalmti,0
sidnitrigoniyar,sidnitregoniyar,pprss,trig,sid_ni,oni_yar,sidnitrigoniyar,control,r,,2,i,e,sidnitregoniyar,1
nonfomically,nomfomically,prsss,fom,non,ic_al_ly,nonfomically,target,p,0.0,2,n,m,nomfomically,1
indistaunion,insistaunion,pprs,taun,in_dis,ion,indistaunion,target,p,1.0,0,d,s,insistaunion,1
nunautulfssen,nunautulfssen,prss,naut,nu,ulf_ssen,nunautulfssen,control,s,0.0,1,l,r,nunauturfssen,0
retinkoop,repinkoop,pr,koop,retin,,retinkoop,control,p,0.0,2,t,p,repinkoop,1
fradlasitciyl,fladlasitciyl,rssss,frad,,la_sit_ci_yl,fradlasitciyl,control,r,,1,r,l,fladlasitciyl,1
nupurtulfyl,lupurtulfyl,prss,purt,nu,ulf_yl,nupurtulfyl,control,p,0.0,0,n,l,lupurtulfyl,1
sidmepurt,sidmepirt,ppr,purt,sid_me,,sidmepurt,control,r,,1,u,i,sidmepirt,1
moralisticly,moralisticly,rssss,mor,,al_ist_ic_ly,moralisticly,target,r,,1,o,a,maralisticly,0
edtektanoialsim,edteqtanoialsim,prssss,tek,ed,ta_noi_al_sim,edtektanoialsim,control,r,,2,k,q,edteqtanoialsim,1
nurdnemtlasim,rurdnemtlasim,rsss,nurd,,nemt_la_sim,nurdnemtlasim,control,r,,0,n,r,rurdnemtlasim,1
ermipurt,ermipurt,ppr,purt,er_mi,,ermipurt,control,r,,2,r,m,ermipumt,0
cunistically,cunisbically,rssss,cun,,ist_ic_al_ly,cunistically,target,s,0.0,2,t,b,cunisbically,1
disinbodiousness,disanbodiousness,pprss,bod,dis_in,ious_ness,disinbodiousness,target,p,1.0,0,i,a,disanbodiousness,1
ermitalcelba,ermitalcelba,pprs,talc,er_mi,elba,ermitalcelba,control,r,,0,t,s,ermisalcelba,0
indisprasity,indidprasity,pprs,pras,in_dis,ity,indisprasity,target,p,1.0,2,s,d,indidprasity,1
trigilsens,trugilsens,rss,trig,,il_sens,trigilsens,control,r,,2,i,u,trugilsens,1
ermiromelba,elmiromelba,pprs,rom,er_mi,elba,ermiromelba,control,p,0.0,1,r,l,elmiromelba,1
teklasitci,teklasitca,rsss,tek,,la_sit_ci,teklasitci,control,s,2.0,1,i,a,teklasitca,1
ramic,remic,rs,ram,,ic,ramic,target,r,,1,a,e,remic,1
erdeeg,erdeeg,pr,deeg,er,,erdeeg,control,p,0.0,0,e,a,ardeeg,0
selblazei,selblazei,rss,selb,,la_zei,selblazei,control,r,,1,e,a,salblazei,0
fomalisticly,fomalisticly,rssss,fom,,al_ist_ic_ly,fomalisticly,target,s,1.0,2,t,b,fomalisbicly,0
erniselbnemt,erniselbnemt,pprs,selb,er_ni,nemt,erniselbnemt,control,r,,3,b,h,erniselhnemt,0
purttan,puwttan,rs,purt,,tan,purttan,control,r,,2,r,w,puwttan,1
indisgirtity,indisgirtaty,pprs,girt,in_dis,ity,indisgirtity,target,s,0.0,0,i,a,indisgirtaty,1
sidnimofouisyl,sidnimofouisyl,pprss,mof,sid_ni,ouis_yl,sidnimofouisyl,control,s,0.0,2,i,o,sidnimofouosyl,0
wisalisticly,wisalisticry,rssss,wis,,al_ist_ic_ly,wisalisticly,target,s,3.0,0,l,r,wisalisticry,1
simsarpulfssen,simsarpulfssen,prss,sarp,sim,ulf_ssen,simsarpulfssen,control,p,0.0,0,s,c,cimsarpulfssen,0
reamisticate,reemisticate,rsss,ream,,ist_ic_ate,reamisticate,target,r,,2,a,e,reemisticate,1
dekoul,dekoul,pr,koul,de,,dekoul,target,p,0.0,1,e,a,dakoul,0
remiskeirment,remiskeirment,pprs,keir,re_mis,ment,remiskeirment,target,s,0.0,3,t,s,remiskeirmens,0
sidniselbsioussen,sidniselbsioussen,pprss,selb,sid_ni,siou_ssen,sidniselbsioussen,control,p,1.0,1,i,e,sidneselbsioussen,0
tousarpneyl,tousarpneyl,prss,sarp,tou,ne_yl,tousarpneyl,control,r,,3,p,s,tousarsneyl,0
rieksitcieta,rieksitcieta,rsss,riek,,sit_ci_eta,rieksitcieta,control,s,2.0,0,e,a,rieksitciata,0
nemear,lemear,pr,mear,ne,,nemear,control,p,0.0,0,n,l,lemear,1
redekoul,redekoul,ppr,koul,re_de,,redekoul,target,r,,2,u,i,redekoil,0
prasmentalism,drasmentalism,rsss,pras,,ment_al_ism,prasmentalism,target,r,,0,p,d,drasmentalism,1
unkoulfully,unkoulfully,prss,koul,un,ful_ly,unkoulfully,target,p,0.0,0,u,o,onkoulfully,0
verokeatevi,verokeatovi,prs,keat,vero,evi,verokeatevi,control,s,0.0,0,e,o,verokeatovi,1
deegnemtlasim,deegnemtlasim,rsss,deeg,,nemt_la_sim,deegnemtlasim,control,r,,3,g,s,deesnemtlasim,0
redisream,redisream,ppr,ream,re_dis,,redisream,target,r,,0,r,m,redismeam,0
insoomionally,insoolionally,prsss,soom,in,ion_al_ly,insoomionally,target,r,,3,m,l,insoolionally,1
ernitek,ennitek,ppr,tek,er_ni,,ernitek,control,p,0.0,1,r,n,ennitek,1
moristicate,molisticate,rsss,mor,,ist_ic_ate,moristicate,target,r,,2,r,l,molisticate,1
ungirtistically,ungirtistically,prssss,girt,un,ist_ic_al_ly,ungirtistically,target,r,,0,g,t,untirtistically,0
koulor,coulor,rs,koul,,or,koulor,target,r,,0,k,c,coulor,1
unmiscunably,unmiscunably,pprss,cun,un_mis,abl_y,unmiscunably,target,r,,2,n,l,unmisculably,0
overkrewive,overkrewive,prs,krew,over,ive,overkrewive,target,r,,0,k,d,overdrewive,0
ersimwerk,ersimwerk,ppr,werk,er_sim,,ersimwerk,control,p,1.0,0,s,k,erkimwerk,0
nekoop,nikoop,pr,koop,ne,,nekoop,control,p,0.0,1,e,i,nikoop,1
ernineil,ernineil,ppr,neil,er_ni,,ernineil,control,p,0.0,1,r,m,emnineil,0
koopsitci,koopfitci,rss,koop,,sit_ci,koopsitci,control,s,0.0,0,s,f,koopfitci,1
premor,premor,pr,mor,pre,,premor,target,p,0.0,2,e,i,primor,0
deteakalization,heteakalization,prssss,teak,de,al_iz_at_ion,deteakalization,target,p,0.0,0,d,h,heteakalization,1
drun,drun,r,drun,,,drun,target,r,,2,u,e,dren,0
reimkoul,reimkour,ppr,koul,re_im,,reimkoul,target,r,,3,l,r,reimkour,1
ersimsarp,ersimsarp,ppr,sarp,er_sim,,ersimsarp,control,p,0.0,1,r,l,elsimsarp,0
mimearcilayl,mimearcilaml,prsss,mear,mi,ci_la_yl,mimearcilayl,control,s,2.0,0,y,m,mimearcilaml,1
moostainolayl,moustainolayl,rssss,moos,,ta_ino_la_yl,moostainolayl,control,r,,2,o,u,moustainolayl,1
ungirtationally,ungertationally,prssss,girt,un,at_ion_al_ly,ungirtationally,target,r,,1,i,e,ungertationally,1
onnmooscilayl,onnmooscilayl,prsss,moos,onn,ci_la_yl,onnmooscilayl,control,p,0.0,0,o,e,ennmooscilayl,0
delonalization,delonalizabion,prssss,lon,de,al_iz_at_ion,delonalization,target,s,2.0,1,t,b,delonalizabion,1
inmeerionally,inmeemionally,prsss,meer,in,ion_al_ly,inmeerionally,target,r,,3,r,m,inmeemionally,1
sidniwerkoniyar,sidniwerkoyiyar,pprss,werk,sid_ni,oni_yar,sidniwerkoniyar,control,s,0.0,1,n,y,sidniwerkoyiyar,1
unpookationally,unpookationally,prssss,pook,un,at_ion_al_ly,unpookationally,target,r,,0,p,t,untookationally,0
sarptainolasit,sarptainolasit,rssss,sarp,,ta_ino_la_sit,sarptainolasit,control,r,,1,a,e,serptainolasit,0
drunationally,drunationally,rssss,drun,,at_ion_al_ly,drunationally,target,r,,0,d,h,hrunationally,0
keatisou,keatisou,rs,keat,,isou,keatisou,control,r,,1,e,o,koatisou,0
ketment,ketmemt,rs,ket,,ment,ketment,target,s,0.0,2,n,m,ketmemt,1
reoutwis,reoetwis,ppr,wis,re_out,,reoutwis,target,p,1.0,1,u,e,reoetwis,1
xedob,xekob,pr,dob,xe,,xedob,control,r,,0,d,k,xekob,1
werkulf,werkulf,rs,werk,,ulf,werkulf,control,s,0.0,2,f,h,werkulh,0
morationally,moretionally,rssss,mor,,at_ion_al_ly,morationally,target,s,0.0,0,a,e,moretionally,1
selblasit,selblasit,rss,selb,,la_sit,selblasit,control,r,,2,l,n,senblasit,0
nonmeeric,nonmeeric,prs,meer,non,ic,nonmeeric,target,p,0.0,0,n,w,wonmeeric,0
bod,dod,r,bod,,,bod,target,r,,0,b,d,dod,1
nonmeerively,monmeerively,prss,meer,non,ive_ly,nonmeerively,target,p,0.0,0,n,m,monmeerively,1
onndobcilayl,onndoscilayl,prsss,dob,onn,ci_la_yl,onndobcilayl,control,r,,2,b,s,onndoscilayl,1
trupmentally,trupmintally,rsss,trup,,ment_al_ly,trupmentally,target,s,0.0,1,e,i,trupmintally,1
erpkoop,erpkoop,pr,koop,erp,,erpkoop,control,p,0.0,2,p,k,erkkoop,0
simsiwtanoi,simsiwtanoi,prss,siw,sim,ta_noi,simsiwtanoi,control,r,,0,s,v,simviwtanoi,0
sidmofelbassen,sidrofelbassen,prss,mof,sid,elba_ssen,sidmofelbassen,control,r,,0,m,r,sidrofelbassen,1
disintaunant,disintaunant,pprs,taun,dis_in,ant,disintaunant,target,r,,2,u,a,disintaanant,0
erotulouk,erotulouk,ppr,louk,er_otu,,erotulouk,control,r,,1,o,e,erotuleuk,0
reinkeirance,reinkeirance,pprs,keir,re_in,ance,reinkeirance,target,s,0.0,2,c,t,reinkeirante,0
moosoni,roosoni,rs,moos,,oni,moosoni,control,r,,0,m,r,roosoni,1
redelon,redilon,ppr,lon,re_de,,redelon,target,p,1.0,1,e,i,redilon,1
trupationalist,truhationalist,rssss,trup,,at_ion_al_ist,trupationalist,target,r,,3,p,h,truhationalist,1
mipurtcilayl,mipurtcilayl,prsss,purt,mi,ci_la_yl,mipurtcilayl,control,s,1.0,1,a,u,mipurtciluyl,0
nonretrupivity,nonretrupivity,pprss,trup,non_re,iv_ity,nonretrupivity,target,s,0.0,1,v,p,nonretrupipity,0
ramistic,rawistic,rss,ram,,ist_ic,ramistic,target,r,,2,m,w,rawistic,1
disemdrun,divemdrun,ppr,drun,dis_em,,disemdrun,target,p,0.0,2,s,v,divemdrun,1
ermear,ermear,pr,mear,er,,ermear,control,r,,2,a,i,ermeir,0
unramalisticly,unramalisticly,prssss,ram,un,al_ist_ic_ly,unramalisticly,target,s,2.0,1,c,g,unramalistigly,0
colgsitcilayl,colgsitcilaml,rssss,colg,,sit_ci_la_yl,colgsitcilayl,control,s,3.0,0,y,m,colgsitcilaml,1
edcolglazitanoi,edcoltlazitanoi,prssss,colg,ed,la_zi_ta_noi,edcolglazitanoi,control,r,,3,g,t,edcoltlazitanoi,1
presoomively,fresoomively,prss,soom,pre,ive_ly,presoomively,target,p,0.0,0,p,f,fresoomively,1
erninolnemt,erninoynemt,pprs,nol,er_ni,nemt,erninolnemt,control,r,,2,l,y,erninoynemt,1
redrun,redrum,pr,drun,re,,redrun,target,r,,3,n,m,redrum,1
nenurd,nenurd,pr,nurd,ne,,nenurd,control,p,0.0,0,n,w,wenurd,0
sidnikooponiyar,sidnikooponiyal,pprss,koop,sid_ni,oni_yar,sidnikooponiyar,control,s,1.0,2,r,l,sidnikooponiyal,1
reimbels,reimbels,ppr,bels,re_im,,reimbels,target,p,0.0,0,r,n,neimbels,0
retinlouk,retinleuk,pr,louk,retin,,retinlouk,control,r,,1,o,e,retinleuk,1
discunful,discunful,prs,cun,dis,ful,discunful,target,s,0.0,1,u,i,discunfil,0
edgenezi,edgenezi,prs,gen,ed,ezi,edgenezi,control,s,0.0,1,z,h,edgenehi,0
retinrom,retinmom,pr,rom,retin,,retinrom,control,r,,0,r,m,retinmom,1
ertalcevissen,irtalcevissen,prss,talc,er,evi_ssen,ertalcevissen,control,p,0.0,0,e,i,irtalcevissen,1
soomor,soomor,rs,soom,,or,soomor,target,s,0.0,1,r,m,soomom,0
prokrew,prekrew,pr,krew,pro,,prokrew,target,p,0.0,2,o,e,prekrew,1
predismeer,pretismeer,ppr,meer,pre_dis,,predismeer,target,p,1.0,0,d,t,pretismeer,1
gennemtlayl,gennemhlayl,rsss,gen,,nemt_la_yl,gennemtlayl,control,s,0.0,3,t,h,gennemhlayl,1
unnegationally,unnegationallr,prssss,neg,un,at_ion_al_ly,unnegationally,target,s,3.0,1,y,r,unnegationallr,1
prasationalism,crasationalism,rssss,pras,,at_ion_al_ism,prasationalism,target,r,,0,p,c,crasationalism,1
nisidmartiy,nipidmartiy,pprs,mar,ni_sid,tiy,nisidmartiy,control,p,1.0,0,s,p,nipidmartiy,1
deneg,denes,pr,neg,de,,deneg,target,r,,2,g,s,denes,1
nonreramivity,nonremamivity,pprss,ram,non_re,iv_ity,nonreramivity,target,r,,0,r,m,nonremamivity,1
dedarfalization,dedarfalization,prssss,darf,de,al_iz_at_ion,dedarfalization,target,r,,3,f,d,dedardalization,0
repsimnol,repsimnol,ppr,nol,rep_sim,,repsimnol,control,r,,1,o,i,repsimnil,0
resoomment,resoomment,prs,soom,re,ment,resoomment,target,r,,0,s,t,retoomment,0
erveroselb,eyveroselb,ppr,selb,er_vero,,erveroselb,control,p,0.0,1,r,y,eyveroselb,1
sidgenlusssen,didgenlusssen,prss,gen,sid,lus_ssen,sidgenlusssen,control,p,0.0,0,s,d,didgenlusssen,1
sarp,sarp,r,sarp,,,sarp,control,r,,1,a,e,serp,0
selbtainolayl,selbtainolayl,rssss,selb,,ta_ino_la_yl,selbtainolayl,control,r,,2,l,r,serbtainolayl,0
erverodeeg,emverodeeg,ppr,deeg,er_vero,,erverodeeg,control,p,0.0,1,r,m,emverodeeg,1
ermitek,ermites,ppr,tek,er_mi,,ermitek,control,r,,2,k,s,ermites,1
edmearlazitanoi,edmearlazitanoi,prssss,mear,ed,la_zi_ta_noi,edmearlazitanoi,control,s,0.0,1,a,i,edmearlizitanoi,0
werkcilayl,werkcilall,rsss,werk,,ci_la_yl,werkcilayl,control,s,2.0,0,y,l,werkcilall,1
disintrupionary,disintrupionery,pprss,trup,dis_in,ion_ary,disintrupionary,target,s,1.0,0,a,e,disintrupionery,1
nugentanoilayl,nugentanoilanl,prssss,gen,nu,ta_noi_la_yl,nugentanoilayl,control,s,3.0,0,y,n,nugentanoilanl,1
abnegality,abnegality,prss,neg,ab,al_ity,abnegality,target,r,,2,g,b,abnebality,0
disinsoomionary,disinsoemionary,pprss,soom,dis_in,ion_ary,disinsoomionary,target,r,,2,o,e,disinsoemionary,1
defomalization,defemalization,prssss,fom,de,al_iz_at_ion,defomalization,target,r,,1,o,e,defemalization,1
talcnemtlasim,dalcnemtlasim,rsss,talc,,nemt_la_sim,talcnemtlasim,control,r,,0,t,d,dalcnemtlasim,1
unglocalisticly,unglocalisticly,prssss,gloc,un,al_ist_ic_ly,unglocalisticly,target,p,0.0,0,u,i,inglocalisticly,0
deeglasitci,deeglasitci,rsss,deeg,,la_sit_ci,deeglasitci,control,s,2.0,1,i,e,deeglasitce,0
ednoltanoialsim,adnoltanoialsim,prssss,nol,ed,ta_noi_al_sim,ednoltanoialsim,control,p,0.0,0,e,a,adnoltanoialsim,1
deegouisyl,heegouisyl,rss,deeg,,ouis_yl,deegouisyl,control,r,,0,d,h,heegouisyl,1
dekeiralization,dekoiralization,prssss,keir,de,al_iz_at_ion,dekeiralization,target,r,,1,e,o,dekoiralization,1
darfationalism,darfationalism,rssss,darf,,at_ion_al_ism,darfationalism,target,r,,1,a,u,durfationalism,0
edneilvitaino,edneilvitaino,prsss,neil,ed,vi_ta_ino,edneilvitaino,control,s,2.0,0,i,o,edneilvitaono,0
deglocivation,deglocivation,prsss,gloc,de,iv_at_ion,deglocivation,target,p,0.0,1,e,o,doglocivation,0
sidniriekoniyar,sidniriekoniyar,pprss,riek,sid_ni,oni_yar,sidniriekoniyar,control,s,0.0,1,n,w,sidniriekowiyar,0
eredkeat,eredkeat,ppr,keat,er_ed,,eredkeat,control,r,,0,k,s,eredseat,0
nureemtasitciyl,nuriemtasitciyl,prssss,reem,nu,ta_sit_ci_yl,nureemtasitciyl,control,r,,1,e,i,nuriemtasitciyl,1
ketistically,kepistically,rssss,ket,,ist_ic_al_ly,ketistically,target,r,,2,t,p,kepistically,1
orpmear,orpmear,pr,mear,orp,,orpmear,control,r,,2,a,o,orpmeor,0
talcnemtlasim,talcnemtrasim,rsss,talc,,nemt_la_sim,talcnemtlasim,control,s,1.0,0,l,r,talcnemtrasim,1
keiror,keeror,rs,keir,,or,keiror,target,r,,2,i,e,keeror,1
reemlasitciyl,reemlasotciyl,rssss,reem,,la_sit_ci_yl,reemlasitciyl,control,s,1.0,1,i,o,reemlasotciyl,1
nautsels,nautselv,rs,naut,,sels,nautsels,control,s,0.0,3,s,v,nautselv,1
onnerromviyti,onnerromviyto,pprss,rom,onn_er,vi_yti,onnerromviyti,control,s,1.0,2,i,o,onnerromviyto,1
sidnigenoni,sidnigeroni,pprs,gen,sid_ni,oni,sidnigenoni,control,r,,2,n,r,sidnigeroni,1
repsidtalc,repsidtalc,ppr,talc,rep_sid,,repsidtalc,control,p,0.0,1,e,i,ripsidtalc,0
repsidsarp,repsidsarp,ppr,sarp,rep_sid,,repsidsarp,control,r,,0,s,d,repsiddarp,0
ungeedical,ungeedical,prss,geed,un,ic_al,ungeedical,target,r,,2,e,a,ungeadical,0
deteakationalism,doteakationalism,prssss,teak,de,at_ion_al_ism,deteakationalism,target,p,0.0,1,e,o,doteakationalism,1
drunistically,drunistically,rssss,drun,,ist_ic_al_ly,drunistically,target,r,,2,u,i,drinistically,0
premiskrew,premiskrew,ppr,krew,pre_mis,,premiskrew,target,r,,1,r,w,premiskwew,0
nusimmofbaly,nusimmofbaly,pprss,mof,nu_sim,bal_y,nusimmofbaly,control,p,0.0,1,u,i,nisimmofbaly,0
numearelba,numearelta,prs,mear,nu,elba,numearelba,control,s,0.0,2,b,t,numearelta,1
koulically,koulically,rsss,koul,,ic_al_ly,koulically,target,r,,3,l,r,kourically,0
outteakishness,outteakishness,prss,teak,out,ish_ness,outteakishness,target,p,0.0,2,t,h,ouhteakishness,0
ungirtable,ungirtablo,prs,girt,un,able,ungirtable,target,s,0.0,3,e,o,ungirtablo,1
disinteakiously,sisinteakiously,pprss,teak,dis_in,ious_ly,disinteakiously,target,p,0.0,0,d,s,sisinteakiously,1
reinpook,yeinpook,ppr,pook,re_in,,reinpook,target,p,0.0,0,r,y,yeinpook,1
bodistic,botistic,rss,bod,,ist_ic,bodistic,target,r,,2,d,t,botistic,1
unglocationally,unglocationally,prssss,gloc,un,at_ion_al_ly,unglocationally,target,s,2.0,0,a,e,unglocationelly,0
remisfom,remisfom,ppr,fom,re_mis,,remisfom,target,r,,1,o,e,remisfem,0
undrunional,undrumional,prss,drun,un,ion_al,undrunional,target,r,,3,n,m,undrumional,1
glocalisticly,glocalesticly,rssss,gloc,,al_ist_ic_ly,glocalisticly,target,s,1.0,0,i,e,glocalesticly,1
siwtainolayl,siwtainolayl,rssss,siw,,ta_ino_la_yl,siwtainolayl,control,r,,1,i,a,sawtainolayl,0
sidmofoni,sidmofoni,prs,mof,sid,oni,sidmofoni,control,s,0.0,0,o,a,sidmofani,0
prasal,prasal,rs,pras,,al,prasal,target,s,0.0,0,a,i,prasil,0
delonate,delonato,prs,lon,de,ate,delonate,target,s,0.0,2,e,o,delonato,1
teakisticate,teakisticate,rsss,teak,,ist_ic_ate,teakisticate,target,s,2.0,2,e,i,teakisticati,0
sidnicolgoniyar,sidnicolgoniyer,pprss,colg,sid_ni,oni_yar,sidnicolgoniyar,control,s,1.0,1,a,e,sidnicolgoniyer,1
lienic,lienic,rs,lien,,ic,lienic,target,r,,1,i,e,leenic,0
deeglatiy,deeglatiy,rss,deeg,,la_tiy,deeglatiy,control,s,1.0,2,y,l,deeglatil,0
numeartanoilayl,numeartanoilayl,prssss,mear,nu,ta_noi_la_yl,numeartanoilayl,control,p,0.0,0,n,r,rumeartanoilayl,0
moossitci,moossitci,rss,moos,,sit_ci,moossitci,control,s,0.0,0,s,d,moosditci,0
nuccila,nuccila,rss,nuc,,ci_la,nuccila,control,r,,2,c,t,nutcila,0
romtainolasit,romtainolasit,rssss,rom,,ta_ino_la_sit,romtainolasit,control,s,0.0,1,a,i,romtiinolasit,0
moosnemt,moohnemt,rs,moos,,nemt,moosnemt,control,r,,3,s,h,moohnemt,1
remeer,remeer,pr,meer,re,,remeer,target,r,,0,m,y,reyeer,0
nusarpsitcilayl,nusarpsitcilayl,prssss,sarp,nu,sit_ci_la_yl,nusarpsitcilayl,control,s,1.0,1,i,o,nusarpsitcolayl,0
nunurdtanoilayl,nanurdtanoilayl,prssss,nurd,nu,ta_noi_la_yl,nunurdtanoilayl,control,p,0.0,1,u,a,nanurdtanoilayl,1
dismoral,dismoral,prs,mor,dis,al,dismoral,target,r,,1,o,e,dismeral,0
nudobonila,nudobonila,prss,dob,nu,oni_la,nudobonila,control,p,0.0,0,n,r,rudobonila,0
dobtainolayl,dobtainolayl,rssss,dob,,ta_ino_la_yl,dobtainolayl,control,r,,2,b,c,doctainolayl,0
