first,second,morphemes,root,prefixes,suffixes,word,target_type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error,wordlength
moosgaonilasit,moosgaonilasit,rssss,moos,,ta_oni_la_sit,moostaonilasit,control,s,0.0,0,t,g,moosgaonilasit,2,14
onnertecviyit,onnertecveyit,pprss,tec,onn_er,vi_yit,onnertecviyit,control,s,0.0,1,i,e,onnertecveyit,1,13
teakmentalisr,teakmentalisr,rsss,teak,,ment_al_ism,teakmentalism,target,s,2.0,2,m,r,teakmentalisr,2,13
orptek,orptek,pr,tek,orp,,orptek,control,p,0.0,1,r,m,omptek,0,6
outflenner,oucflenner,pr_long,flenner,out,,outflenner,target,p,0.0,2,t,c,oucflenner,1,10
premisneg,premisneg,ppr,neg,pre_mis,,premisneg,target,p,1.0,0,m,l,prelisneg,0,9
kelsfully,kelsfullr,rss,kels,,ful_ly,kelsfully,target,s,1.0,1,y,r,kelsfullr,1,9
flomak,flomak,r_long,flomak,,,flomak,target,r,,5,k,s,flomas,0,6
erptrigcilayl,emptrigcilayl,prsss,trig,erp,ci_la_yl,erptrigcilayl,control,p,0.0,1,r,m,emptrigcilayl,1,13
riekouis,yiekouis,rs,riek,,ouis,riekouis,control,r,,0,r,y,yiekouis,1,8
misgirtment,mosgirtment,prs,girt,mis,ment,misgirtment,target,p,0.0,1,i,o,mosgirtment,1,11
defebalization,defobalization,prssss,fob,de,al_iz_at_ion,defobalization,target,r,,1,o,e,defebalization,3,14
marolticksens,marolticksens,prs_long,roltick,mi,sens,mirolticksens,control,p,0.0,1,i,a,marolticksens,2,13
nucolgouissens,nucoltouissens,prss,colg,nu,ouis_sens,nucolgouissens,control,r,,3,g,t,nucoltouissens,1,14
wondelrent,wondelrent,rs_long,wondel,,ment,wondelment,target,s,0.0,0,m,r,wondelrent,2,10
kels,cels,r,kels,,,kels,target,r,,0,k,c,cels,1,4
reinkoopment,reinkoopmert,pprs,koop,re_in,ment,reinkoopment,target,s,0.0,2,n,r,reinkoopmert,1,12
kaflom,kaflom,r_long,kaflom,,,kaflom,control,r,,1,a,i,kiflom,0,6
erptonjer,arptonjer,pr_long,tonjer,erp,,erptonjer,control,p,0.0,0,e,a,arptonjer,1,9
numoastaonilayl,numoostaonilayl,prssss,moos,nu,ta_oni_la_yl,numoostaonilayl,control,r,,2,o,a,numoastaonilayl,3,15
lienolistic,lienolistic,rsss,lien,,al_ist_ic,lienalistic,target,s,0.0,0,a,o,lienolistic,2,11
bafeeglayit,bafeeglayit,prss,feeg,ba,la_yit,bafeeglayit,control,s,0.0,1,a,e,bafeegleyit,0,11
orpnetorkoni,orpnetorkoni,prs_long,netork,orp,oni,orpnetorkoni,control,p,0.0,2,p,g,orgnetorkoni,0,12
miskeam,miskeam,pr,keam,mis,,miskeam,target,r,,0,k,b,misbeam,0,7
dewiser,dewisir,prs,wis,de,er,dewiser,target,s,0.0,0,e,i,dewisir,1,7
neut,neut,r,naut,,,naut,control,r,,1,a,e,neut,2,4
selktaonilasat,selktaonilasit,rssss,selk,,ta_oni_la_sit,selktaonilasit,control,s,3.0,1,i,a,selktaonilasat,3,14
erveromeak,erveromeak,ppr,meak,er_vero,,erveromeak,control,p,0.0,1,r,m,emveromeak,0,10
incetionary,incetionary,pprss,cet,in,ion_ary,incetionary,target,r,,0,c,k,inketionary,0,11
tnivinness,trivinness,rs_long,trivin,,ness,trivinness,target,r,,1,r,n,tnivinness,3,10
siwulfyy,siwulfyl,rss,siw,,ulf_yl,siwulfyl,control,s,1.0,1,l,y,siwulfyy,3,8
redeconment,redecomment,pprs,con,re_de,ment,redeconment,target,r,,2,n,m,redecomment,1,11
misawgcilayl,misawgcilayl,prsss,sarg,mi,ci_la_yl,misargcilayl,control,r,,2,r,w,misawgcilayl,2,12
yurdoni,yurdoni,rs,nurd,,oni,nurdoni,control,r,,0,n,y,yurdoni,2,7
