first,second,morphemes,root,prefixes,suffixes,word,target_type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error,wordlength
hredrunically,hredrunically,prsss,drun,pre,ic_al_ly,predrunically,target,p,0.0,0,p,h,hredrunically,2,13
nucnemtlesim,nucnemtlasim,rsss,nuc,,nemt_la_sim,nucnemtlasim,control,s,1.0,1,a,e,nucnemtlesim,3,12
nenetorknemt,nenetorknemt,prs_long,netork,ne,nemt,nenetorknemt,control,s,0.0,0,n,m,nenetorkmemt,0,12
boftan,boften,rs,bof,,tan,boftan,control,s,0.0,1,a,e,boften,1,6
colgonina,colgonina,rss,colg,,oni_la,colgonila,control,s,1.0,0,l,n,colgonina,2,9
mutalcsitcilayl,mutalcsitcilayl,prssss,talc,nu,sit_ci_la_yl,nutalcsitcilayl,control,p,0.0,0,n,m,mutalcsitcilayl,2,15
gloc,gloc,r,gloc,,,gloc,target,r,,1,l,r,groc,0,4
ongrasity,ingrasity,prs,gras,in,ity,ingrasity,target,p,0.0,0,i,o,ongrasity,3,9
girtigtically,girtistically,rssss,girt,,ist_ic_al_ly,girtistically,target,s,0.0,1,s,g,girtigtically,3,13
reinglocable,reinglotable,pprs,gloc,re_in,able,reinglocable,target,r,,3,c,t,reinglotable,1,12
encuniously,encuniously,pprss,cun,in,ious_ly,incuniously,target,p,0.0,0,i,e,encuniously,2,11
lendow,lensow,r_long,lendow,,,lendow,control,r,,3,d,s,lensow,1,6
unwiseous,unwisious,prs,wis,un,ious,unwisious,target,s,0.0,0,i,e,unwiseous,3,9
erpnurdcileyl,erpnurdcilayl,prsss,nurd,erp,ci_la_yl,erpnurdcilayl,control,s,1.0,1,a,e,erpnurdcileyl,3,13
ket,ket,r,ket,,,ket,target,r,,0,k,t,tet,0,3
remiskeirment,remiskeirment,pprs,keir,re_mis,ment,remiskeirment,target,p,0.0,0,r,n,nemiskeirment,0,13
girtaon,girtaon,rs,girt,,ion,girtion,target,s,0.0,0,i,a,girtaon,2,7
dojiansens,dojianhens,rs_long,dojian,,sens,dojiansens,control,s,0.0,0,s,h,dojianhens,1,10
simteculfsens,simteculfsens,prss,tec,sim,ulf_sens,simteculfsens,control,r,,2,c,f,simtefulfsens,0,13
ednauttaonialsim,ednauttaonialsam,prssss,naut,ed,ta_oni_al_sim,ednauttaonialsim,control,s,3.0,1,i,a,ednauttaonialsam,1,16
sidnireetouisyl,sidnireeteuisyl,pprss,reet,sid_ni,ouis_yl,sidnireetouisyl,control,s,0.0,0,o,e,sidnireeteuisyl,1,15
flenner,flenner,r_long,flenner,,,flenner,target,r,,3,n,m,flemner,0,7
xoopmentally,koopmentally,rsss,koop,,ment_al_ly,koopmentally,target,r,,0,k,x,xoopmentally,3,12
reovertaun,reovercaun,ppr,taun,re_over,,reovertaun,target,r,,0,t,c,reovercaun,1,10
drunfulnehs,drunfulness,rss,drun,,ful_ness,drunfulness,target,s,1.0,2,s,h,drunfulnehs,3,11
milopicursens,milopicursens,prs_long,losicur,mi,sens,milosicursens,control,r,,2,s,p,milopicursens,2,13
nucsitcilayl,nicsitcilayl,rssss,nuc,,sit_ci_la_yl,nucsitcilayl,control,r,,1,u,i,nicsitcilayl,1,12
interskrupit,intersbrupit,pr_long,skrupit,inter,,interskrupit,target,r,,1,k,b,intersbrupit,1,12
erkoop,enkoop,pr,koop,en,,enkoop,target,p,0.0,1,n,r,erkoop,3,6
unnegistically,unnegistically,prssss,neg,un,ist_ic_al_ly,unnegistically,target,s,2.0,1,l,w,unnegisticawly,0,14
nigenonilayj,nigenonilayj,prsss,gen,ni,oni_la_yl,nigenonilayl,control,s,2.0,1,l,j,nigenonilayj,2,12
enculolisment,enculolisment,prs_long,culoris,en,ment,enculorisment,target,r,,4,r,l,enculolisment,2,13
merem,nerem,pr,rem,ne,,nerem,control,p,0.0,0,n,m,merem,3,5
roos,roos,r,moos,,,moos,control,r,,0,m,r,roos,2,4
subjadolin,supjadolin,pr_long,jadolin,sub,,subjadolin,target,p,0.0,2,b,p,supjadolin,1,10
samalisticly,famalisticly,rssss,fam,,al_ist_ic_ly,famalisticly,target,r,,0,f,s,samalisticly,3,12
teemance,teemance,rs,teer,,ance,teerance,target,r,,3,r,m,teemance,2,8
geefiomal,geefiomal,rss,geef,,ion_al,geefional,target,s,0.0,2,n,m,geefiomal,2,9
ermimeakelba,ermimeakelba,pprs,meak,er_mi,elba,ermimeakelba,control,s,0.0,3,a,e,ermimeakelbe,0,12
nukeatnemtla,nukeatnemtla,prss,keat,nu,nemt_la,nukeatnemtla,control,s,1.0,0,l,w,nukeatnemtwa,0,12
tranil,tranil,r_long,tranil,,,tranil,control,r,,0,t,p,pranil,0,6
derfmentalism,derfmentalism,rsss,darf,,ment_al_ism,darfmentalism,target,r,,1,a,e,derfmentalism,2,13
neglocivity,neglocivity,pprss,gloc,re,iv_ity,reglocivity,target,p,0.0,0,r,n,neglocivity,2,11
traniyelba,tranilelba,rs_long,tranil,,elba,tranilelba,control,r,,5,l,y,traniyelba,3,10
miselksons,miselksens,prs,selk,mi,sens,miselksens,control,s,0.0,1,e,o,miselksons,3,10
erverotowc,erverotowc,ppr,tonc,er_vero,,erverotonc,control,r,,2,n,w,erverotowc,2,10
