first,second,condition,root,prefixes,suffixes,word,target_type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error,wordlength
talclasitci,talclasetci,rsss,talc,,la_sit_ci,talclasitci,control,s,1.0,1,i,e,talclasetci,1,11
genilsens,genilsens,rss,gen,,il_sens,genilsens,control,r,,0,g,s,senilsens,0,9
krewationally,krewationallm,rssss,krew,,at_ion_al_ly,krewationally,target,s,3.0,1,y,m,krewationallm,1,13
predissoom,predishoom,ppr,soom,pre_dis,,predissoom,target,r,,0,s,h,predishoom,1,10
drun,drun,r,drun,,,drun,target,r,,2,u,i,drin,0,4
imkeir,imkeir,pr,keir,im,,imkeir,target,p,0.0,0,i,e,emkeir,0,6
talctaonilasit,talctaonirasit,rssss,talc,,ta_oni_la_sit,talctaonilasit,control,s,2.0,0,l,r,talctaonirasit,1,14
reovercun,reovercun,ppr,cun,re_over,,reovercun,target,r,,0,c,s,reoversun,0,9
untaunationally,untaunationally,prssss,taun,un,at_ion_al_ly,untaunationally,target,s,1.0,0,i,u,untaunatuonally,0,15
mitrupsens,mihrupsens,prs,trup,mi,sens,mitrupsens,control,r,,0,t,h,mihrupsens,1,10
uniflenner,uniflenner,pr_long,flenner,uni,,uniflenner,target,p,0.0,1,n,m,umiflenner,0,10
depookalization,depookalization,prssss,pook,de,al_iz_at_ion,depookalization,target,s,3.0,1,o,e,depookalizatien,0,15
nufeegtaonilayl,nufeegtaonilayl,prssss,feeg,nu,ta_oni_la_yl,nufeegtaonilayl,control,r,,3,g,h,nufeehtaonilayl,0,15
glefenness,glefenness,rs_long,glefen,,ness,glefenness,target,s,0.0,0,n,m,glefenmess,0,10
inpontivation,inponhivation,prsss,pont,in,iv_at_ion,inpontivation,target,r,,3,t,h,inponhivation,1,13
ermitalcelba,ermitalcelba,pprs,talc,er_mi,elba,ermitalcelba,control,r,,0,t,h,ermihalcelba,0,12
mofnemtlasim,mofnemtlasim,rsss,mof,,nemt_la_sim,mofnemtlasim,control,s,1.0,0,l,w,mofnemtwasim,0,12
darfable,darfable,rs,darf,,able,darfable,target,s,0.0,2,l,r,darfabre,0,8
unineg,unineg,pr,neg,uni,,unineg,target,r,,0,n,w,uniweg,0,6
