first,second,morphemes,root,prefixes,suffixes,word,target_type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error,wordlength
simlendowoni,sillendowoni,prs_long,lendow,sim,oni,simlendowoni,control,p,0.0,2,m,l,sillendowoni,1,12
fradnemtlasim,fradnemtlasim,rsss,frad,,nemt_la_sim,fradnemtlasim,control,r,,1,r,m,fmadnemtlasim,0,13
frilend,frilend,r_long,trilend,,,trilend,target,r,,0,t,f,frilend,2,7
dekooper,dakooper,prs,koop,de,er,dekooper,target,p,0.0,1,e,a,dakooper,1,8
nutnigtaonila,nutrigtaonila,prsss,trig,nu,ta_oni_la,nutrigtaonila,control,r,,1,r,n,nutnigtaonila,3,13
neg,neg,r,neg,,,neg,target,r,,1,e,u,nug,0,3
orboftaoni,orboftaoni,prss,bof,er,ta_oni,erboftaoni,control,p,0.0,0,e,o,orboftaoni,2,10
plocant,plocant,rs,gloc,,ant,glocant,target,r,,0,g,p,plocant,2,7
dimtuskrip,dimtuskrip,pr_long,tuskrip,sim,,simtuskrip,control,p,0.0,0,s,d,dimtuskrip,2,10
repsidroos,repsidmoos,ppr,moos,rep_sid,,repsidmoos,control,r,,0,m,r,repsidroos,3,10
orpsamg,orpsamg,pr,sarg,orp,,orpsarg,control,r,,2,r,m,orpsamg,2,7
seerationally,teerationally,rssss,teer,,at_ion_al_ly,teerationally,target,r,,0,t,s,seerationally,3,13
erlitoncelba,ermitoncelba,pprs,tonc,er_mi,elba,ermitoncelba,control,p,1.0,0,m,l,erlitoncelba,3,12
condistic,condistic,rss,cont,,ist_ic,contistic,target,r,,3,t,d,condistic,2,9
onfamiously,onfamiously,pprss,fam,in,ious_ly,infamiously,target,p,0.0,0,i,o,onfamiously,2,11
urkeirationally,unkeirationally,prssss,keir,un,at_ion_al_ly,unkeirationally,target,p,0.0,1,n,r,urkeirationally,3,15
zicerelmant,zicerelment,rs_long,zicerel,,ment,zicerelment,target,s,0.0,1,e,a,zicerelmant,3,11
moob,moob,r,moos,,,moos,control,r,,3,s,b,moob,2,4
prediscet,predescet,ppr,cet,pre_dis,,prediscet,target,p,1.0,1,i,e,predescet,1,9
unsaunational,unsaunational,prsss,taun,un,at_ion_al,untaunational,target,r,,0,t,s,unsaunational,2,13
