first,second,morphemes,root,prefixes,suffixes,word,target_type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error,wordlength
sarglasit,sarglapit,rss,sarg,,la_sit,sarglasit,control,s,1.0,0,s,p,sarglapit,1,9
trunsens,trunsens,rs,trun,,sens,trunsens,control,s,0.0,0,s,c,truncens,0,8
intergeef,infergeef,pr,geef,inter,,intergeef,target,p,0.0,2,t,f,infergeef,1,9
otumoparnt,otumoparnt,pr_long,moparnt,otu,,otumoparnt,control,r,,3,a,e,otumopernt,0,10
distrilendkul,distrilendkul,prs_long,trilend,dis,ful,distrilendful,target,s,0.0,0,f,k,distrilendkul,2,13
con,coy,r,con,,,con,target,r,,2,n,y,coy,1,3
trilendness,trilendniss,rs_long,trilend,,ness,trilendness,target,s,0.0,1,e,i,trilendniss,1,11
redekeirment,redekoirment,pprs,keir,re_de,ment,redekeirment,target,r,,1,e,o,redekoirment,1,12
erloukevaeta,erloukevieta,prss,louk,er,evi_eta,erloukevieta,control,s,0.0,2,i,a,erloukevaeta,3,12
werklasitciyl,werklasitciyl,rssss,werk,,la_sit_ci_yl,werklasitciyl,control,r,,3,k,t,wertlasitciyl,0,13
girtalistiv,girtalistic,rsss,girt,,al_ist_ic,girtalistic,target,s,2.0,1,c,v,girtalistiv,3,11
uwwisalisticly,unwisalisticly,prssss,wis,un,al_ist_ic_ly,unwisalisticly,target,p,0.0,1,n,w,uwwisalisticly,3,14
onnertecviyit,onnertecviyit,pprss,tec,onn_er,vi_yit,onnertecviyit,control,p,1.0,0,e,o,onnortecviyit,0,13
nuneilelba,nuneilelba,prs,neil,nu,elba,nuneilelba,control,p,0.0,0,n,y,yuneilelba,0,10
nekork,netork,r_long,netork,,,netork,control,r,,2,t,k,nekork,3,6
erohuselk,erohuselk,ppr,selk,er_otu,,erotuselk,control,p,1.0,1,t,h,erohuselk,2,9
edtrigviteoni,edtrigvitaoni,prsss,trig,ed,vi_ta_oni,edtrigvitaoni,control,s,1.0,1,a,e,edtrigviteoni,3,13
kroten,krotey,r_long,kroten,,,kroten,target,r,,5,n,y,krotey,1,6
enfamionary,enfamionary,pprss,fam,in,ion_ary,infamionary,target,p,0.0,0,i,e,enfamionary,2,11
ertranilelbe,ertranilelbe,prs_long,tranil,er,elba,ertranilelba,control,s,0.0,3,a,e,ertranilelbe,2,12
jentelment,jantelment,rs_long,jentel,,ment,jentelment,target,r,,1,e,a,jantelment,1,10
bofmasitci,boflasitci,rsss,bof,,la_sit_ci,boflasitci,control,s,0.0,0,l,m,bofmasitci,3,10
kat,ket,r,ket,,,ket,target,r,,1,e,a,kat,3,3
fradilahyit,fradilabyit,rss,frad,,ilab_yit,fradilabyit,control,s,0.0,3,b,h,fradilahyit,3,11
retec,retec,pr,tec,ne,,netec,control,p,0.0,0,n,r,retec,2,5
inconahle,inconahle,prs,con,in,able,inconable,target,s,0.0,1,b,h,inconahle,2,9
inunevelg,inunevelg,pr_long,nefelg,inu,,inunefelg,control,r,,2,f,v,inunevelg,2,9
reouttaun,reouttaun,ppr,taun,re_out,,reouttaun,target,p,1.0,0,o,e,reeuttaun,0,9
nutalctaonilayl,nutalctaonilayl,prssss,talc,nu,ta_oni_la_yl,nutalctaonilayl,control,r,,1,a,e,nutelctaonilayl,0,15
eyedrieknemt,eyedrieknemt,pprs,riek,er_ed,nemt,eredrieknemt,control,p,0.0,1,r,y,eyedrieknemt,2,12
soomationelist,soomationalist,rssss,soom,,at_ion_al_ist,soomationalist,target,s,2.0,0,a,e,soomationelist,3,14
renurtivaxe,renurtivaxe,prss,nurt,re,iv_ate,renurtivate,target,s,1.0,1,t,x,renurtivaxe,2,11
drunful,drunful,rs,drun,,ful,drunful,target,s,0.0,0,f,v,drunvul,0,7
erptaldcilayl,erptalccilayl,prsss,talc,erp,ci_la_yl,erptalccilayl,control,r,,3,c,d,erptaldcilayl,3,13
reteerivity,reteerivitm,pprss,teer,re,iv_ity,reteerivity,target,s,1.0,2,y,m,reteerivitm,1,11
cuniously,cuniously,rss,cun,,ious_ly,cuniously,target,s,0.0,1,o,e,cunieusly,0,9
disimtaunion,disimtaunion,pprs,taun,dis_in,ion,disintaunion,target,p,1.0,1,n,m,disimtaunion,2,12
nimofelba,nimofelba,prs,mof,ni,elba,nimofelba,control,r,,1,o,a,nimafelba,0,9
erhdojian,erhdojian,pr_long,dojian,erp,,erpdojian,control,p,0.0,2,p,h,erhdojian,2,9
renamptorable,renamptorabli,prs_long,namptor,re,able,renamptorable,target,s,0.0,3,e,i,renamptorabli,1,13
trivin,trivin,r_long,trivin,,,trivin,target,r,,3,v,t,tritin,0,6
encun,oncun,pr,cun,en,,encun,target,p,0.0,0,e,o,oncun,1,5
reoitket,reoutket,ppr,ket,re_out,,reoutket,target,p,1.0,1,u,i,reoitket,3,8
sidtrunulfyl,didtrunulfyl,prss,trun,sid,ulf_yl,sidtrunulfyl,control,p,0.0,0,s,d,didtrunulfyl,1,12
mattaonilasit,maftaonilasit,rssss,maf,,ta_oni_la_sit,maftaonilasit,control,r,,2,f,t,mattaonilasit,3,13
unteakalisticly,unteaxalisticly,prssss,teak,un,al_ist_ic_ly,unteakalisticly,target,r,,3,k,x,unteaxalisticly,1,15
teknemtlayl,teknemtlaml,rsss,tek,,nemt_la_yl,teknemtlayl,control,s,2.0,0,y,m,teknemtlaml,1,11
carizorless,carizorless,rs_long,carizor,,less,carizorless,target,s,0.0,3,s,d,carizorlesd,0,11
precoltically,precontically,prsss,cont,pre,ic_al_ly,precontically,target,r,,2,n,l,precoltically,3,13
conness,colness,rs,con,,ness,conness,target,r,,2,n,l,colness,1,7
sarg,sayg,r,sarg,,,sarg,control,r,,2,r,y,sayg,1,4
clerieznemt,cleroeznemt,rs_long,cleriez,,nemt,clerieznemt,control,r,,4,i,o,cleroeznemt,1,11
somgentaoni,somgentaoni,prss,gen,sim,ta_oni,simgentaoni,control,p,0.0,1,i,o,somgentaoni,2,11
teakability,taakability,rss,teak,,abil_ity,teakability,target,r,,1,e,a,taakability,1,11
erotikeat,erotikeat,ppr,keat,er_otu,,erotukeat,control,p,1.0,2,u,i,erotikeat,2,9
domerivation,domerivation,prsss,mer,de,iv_at_ion,demerivation,target,p,0.0,1,e,o,domerivation,2,12
prenamptor,prinamptor,pr_long,namptor,pre,,prenamptor,target,p,0.0,2,e,i,prinamptor,1,10
ersimwerknemt,ersimwerknemt,pprs,werk,er_sim,nemt,ersimwerknemt,control,p,0.0,1,r,w,ewsimwerknemt,0,13
nelouk,nalouk,pr,louk,ne,,nelouk,control,p,0.0,1,e,a,nalouk,1,6
regrasivisy,regrasivisy,pprss,gras,re,iv_ity,regrasivity,target,s,1.0,1,t,s,regrasivisy,2,11
unketationally,unketationally,prssss,ket,un,at_ion_al_ly,unketationally,target,s,2.0,0,a,o,unketationolly,0,14
nardtaonilasim,nurdtaonilasim,rssss,nurd,,ta_oni_la_sim,nurdtaonilasim,control,r,,1,u,a,nardtaonilasim,3,14
rinurdelba,rinurdelba,prs,nurd,ni,elba,ninurdelba,control,p,0.0,0,n,r,rinurdelba,2,10
reetcirayl,reetcirayl,rsss,reet,,ci_la_yl,reetcilayl,control,s,1.0,0,l,r,reetcirayl,2,10
bof,bof,r,bof,,,bof,control,r,,1,o,a,baf,0,3
taunly,taunly,rs,taun,,ly,taunly,target,s,0.0,1,y,l,taunll,0,6
sidtusgriperu,sidtuskriperu,prs_long,tuskrip,sid,eru,sidtuskriperu,control,r,,3,k,g,sidtusgriperu,3,13
cleriez,cleriez,r_long,cleriez,,,cleriez,control,r,,0,c,k,kleriez,0,7
outkraten,outkraten,pr_long,kroten,out,,outkroten,target,r,,2,o,a,outkraten,2,9
ernepook,ernepook,ppr,pook,er_ni,,ernipook,control,p,1.0,1,i,e,ernepook,2,8
rozirocsens,rozirocsens,rs_long,rozirac,,sens,roziracsens,control,r,,5,a,o,rozirocsens,2,11
onnerbofviyit,onnerbogviyit,pprss,bof,onn_er,vi_yit,onnerbofviyit,control,r,,2,f,g,onnerbogviyit,1,13
diskeirfullw,diskeirfullw,prss,keir,dis,ful_ly,diskeirfully,target,s,1.0,1,y,w,diskeirfullw,2,12
