first,second,morphemes,root,prefixes,suffixes,word,target_type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error,wordlength
emmimeakelba,ermimeakelba,pprs,meak,er_mi,elba,ermimeakelba,control,p,0.0,1,r,m,emmimeakelba,3,12
raintaunable,reintaunable,pprs,taun,re_in,able,reintaunable,target,p,0.0,1,e,a,raintaunable,3,12
irpnetork,irpnetork,pr_long,netork,orp,,orpnetork,control,p,0.0,0,o,i,irpnetork,2,9
sidmemeak,sidmemuak,ppr,meak,sid_me,,sidmemeak,control,r,,1,e,u,sidmemuak,1,9
talculhsens,talculfsens,rss,talc,,ulf_sens,talculfsens,control,s,0.0,2,f,h,talculhsens,3,11
inkeamiousness,inkeamiouxness,pprss,keam,in,ious_ness,inkeamiousness,target,s,0.0,3,s,x,inkeamiouxness,1,14
nerklasitci,nerklasitci,rsss,werk,,la_sit_ci,werklasitci,control,r,,0,w,n,nerklasitci,2,11
dedrunivation,cedrunivation,prsss,drun,de,iv_at_ion,dedrunivation,target,p,0.0,0,d,c,cedrunivation,1,13
jantor,jantor,r_long,jentor,,,jentor,target,r,,1,e,a,jantor,2,6
tirvinelba,tirvinelba,rs_long,tirvin,,elba,tirvinelba,control,r,,3,v,t,tirtinelba,0,10
nudojianelba,nudojianelba,prs_long,dojian,nu,elba,nudojianelba,control,r,,1,o,e,nudejianelba,0,12
poohsim,pooksim,rs,pook,,sim,pooksim,control,r,,3,k,h,poohsim,3,7
kelsistically,kalsistically,rssss,kels,,ist_ic_al_ly,kelsistically,target,r,,1,e,a,kalsistically,1,13
rentilouk,rentilous,pr,louk,renti,,rentilouk,control,r,,3,k,s,rentilous,1,9
orpmofeviyl,orpmofeviyl,prss,mof,orp,evi_yl,orpmofeviyl,control,p,0.0,0,o,e,erpmofeviyl,0,11
unfobatienally,unfobatienally,prssss,fob,un,at_ion_al_ly,unfobationally,target,s,1.0,1,o,e,unfobatienally,2,14
nimoesyit,nimoosyit,prs,moos,ni,yit,nimoosyit,control,r,,2,o,e,nimoesyit,3,9
nurt,nurt,r,nurt,,,nurt,target,r,,3,t,h,nurh,0,4
unteakistically,unpeakistically,prssss,teak,un,ist_ic_al_ly,unteakistically,target,r,,0,t,p,unpeakistically,1,15
koopulistic,koopulistic,rsss,koop,,al_ist_ic,koopalistic,target,s,0.0,0,a,u,koopulistic,2,11
flomakless,flomaklass,rs_long,flomak,,less,flomakless,target,s,0.0,1,e,a,flomaklass,1,10
girf,girf,r,girt,,,girt,target,r,,3,t,f,girf,2,4
detaunize,hetaunize,prs,taun,de,ize,detaunize,target,p,0.0,0,d,h,hetaunize,1,9
pimsiw,simsiw,pr,siw,sim,,simsiw,control,p,0.0,0,s,p,pimsiw,3,6
medisfom,redisfom,ppr,fom,re_dis,,redisfom,target,p,0.0,0,r,m,medisfom,3,8
nunautilsens,nunautilsans,prss,naut,nu,il_sens,nunautilsens,control,s,1.0,1,e,a,nunautilsans,1,12
teegtaonilasit,teegtaonilasit,rssss,feeg,,ta_oni_la_sit,feegtaonilasit,control,r,,0,f,t,teegtaonilasit,2,14
kaflam,kaflom,r_long,kaflom,,,kaflom,control,r,,4,o,a,kaflam,3,6
reteakivity,reteakivity,pprss,teak,re,iv_ity,reteakivity,target,r,,1,e,o,retoakivity,0,11
unfrewational,unfrewational,prsss,krew,un,at_ion_al,unkrewational,target,r,,0,k,f,unfrewational,2,13
ernimeaknemt,ermimeaknemt,pprs,meak,er_ni,nemt,ernimeaknemt,control,p,1.0,0,n,m,ermimeaknemt,1,12
solksels,solksels,rs,selk,,sels,selksels,control,r,,1,e,o,solksels,2,8
koopfulness,koopfulness,rss,koop,,ful_ness,koopfulness,target,r,,2,o,e,koepfulness,0,11
unnalptorious,unnalptorious,prs_long,namptor,un,ious,unnamptorious,target,r,,2,m,l,unnalptorious,2,13
erplejent,erhlejent,pr_long,lejent,erp,,erplejent,control,p,0.0,2,p,h,erhlejent,1,9
skrupit,skrutit,r_long,skrupit,,,skrupit,target,r,,4,p,t,skrutit,1,7
misparf,misparf,pr,darf,mis,,misdarf,target,r,,0,d,p,misparf,2,7
nerd,nerd,r,nurd,,,nurd,control,r,,1,u,e,nerd,2,4
onnerbohviyit,onnerbohviyit,pprss,bof,onn_er,vi_yit,onnerbofviyit,control,r,,2,f,h,onnerbohviyit,2,13
ersadnurd,ersadnurd,ppr,nurd,er_sid,,ersidnurd,control,p,1.0,1,i,a,ersadnurd,2,9
kelsationalist,kelsationalist,rssss,kels,,at_ion_al_ist,kelsationalist,target,s,3.0,0,i,o,kelsationalost,0,14
nifeegvitaoni,nifeegvitaoni,prsss,feeg,ni,vi_ta_oni,nifeegvitaoni,control,p,0.0,0,n,y,yifeegvitaoni,0,13
darfaon,darfion,rs,darf,,ion,darfion,target,s,0.0,0,i,a,darfaon,3,7
numaftaonilayl,numaftaonirayl,prssss,maf,nu,ta_oni_la_yl,numaftaonilayl,control,s,2.0,0,l,r,numaftaonirayl,1,14
nulendowison,julendowison,prs_long,lendow,nu,ison,nulendowison,control,p,0.0,0,n,j,julendowison,1,12
toknemtlasim,teknemtlasim,rsss,tek,,nemt_la_sim,teknemtlasim,control,r,,1,e,o,toknemtlasim,3,12
nucultsens,nuculfsens,rss,nuc,,ulf_sens,nuculfsens,control,s,0.0,2,f,t,nucultsens,3,10
prutrilend,prutrilend,pr_long,trilend,pre,,pretrilend,target,p,0.0,2,e,u,prutrilend,2,10
jadolinable,jadolinable,rs_long,jadolin,,able,jadolinable,target,s,0.0,1,b,t,jadolinatle,0,11
nitrigeta,natrigeta,prs,trig,ni,eta,nitrigeta,control,p,0.0,1,i,a,natrigeta,1,9
unkoopical,unkoopisal,prss,koop,un,ic_al,unkoopical,target,s,0.0,1,c,s,unkoopisal,1,10
redeglocmelt,redeglocmelt,pprs,gloc,re_de,ment,redeglocment,target,s,0.0,2,n,l,redeglocmelt,2,12
reinkrewment,reinkrewment,pprs,krew,re_in,ment,reinkrewment,target,s,0.0,1,e,o,reinkrewmont,0,12
sadnitekouissens,sidnitekouissens,pprss,tek,sid_ni,ouis_sens,sidnitekouissens,control,p,0.0,1,i,a,sadnitekouissens,3,16
intamate,infamate,prs,fam,in,ate,infamate,target,r,,0,f,t,intamate,3,8
nefelgsens,nefelgsems,rs_long,nefelg,,sens,nefelgsens,control,s,0.0,2,n,m,nefelgsems,1,10
clatasm,clatasm,rs,clat,,ism,clatism,target,s,0.0,0,i,a,clatasm,2,7
flenner,flenner,r_long,flenner,,,flenner,target,r,,1,l,r,frenner,0,7
prefob,prefob,pr,fob,pre,,prefob,target,p,0.0,1,r,y,pyefob,0,6
disemkiul,disemkiul,ppr,koul,dis_em,,disemkoul,target,r,,1,o,i,disemkiul,2,9
coymentalism,coymentalism,rsss,con,,ment_al_ism,conmentalism,target,r,,2,n,y,coymentalism,2,12
boftaonilasit,boftaonilusit,rssss,bof,,ta_oni_la_sit,boftaonilasit,control,s,2.0,1,a,u,boftaonilusit,1,13
etulejent,etulejent,pr_long,lejent,otu,,otulejent,control,p,0.0,0,o,e,etulejent,2,9
reetulfyl,yeetulfyl,rss,reet,,ulf_yl,reetulfyl,control,r,,0,r,y,yeetulfyl,1,9
luboftaonila,luboftaonila,prsss,bof,nu,ta_oni_la,nuboftaonila,control,p,0.0,0,n,l,luboftaonila,2,12
unculorisadle,unculorisadle,prs_long,culoris,un,able,unculorisable,target,s,0.0,1,b,d,unculorisadle,2,13
nutruncila,mutruncila,prss,trun,nu,ci_la,nutruncila,control,p,0.0,0,n,m,mutruncila,1,10
com,com,r,con,,,con,target,r,,2,n,m,com,2,3
unnumtationally,unnumtationally,prssss,nurt,un,at_ion_al_ly,unnurtationally,target,r,,2,r,m,unnumtationally,2,15
