first,second,morphemes,root,prefixes,suffixes,word,target_type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error,wordlength
reosernurt,reovernurt,ppr,nurt,re_over,,reovernurt,target,p,1.0,1,v,s,reosernurt,3,10
werkenca,werkenca,rs,werk,,enca,werkenca,control,s,0.0,0,e,a,werkanca,0,8
nitrigvieta,nitrigvieta,prss,trig,ni,vi_eta,nitrigvieta,control,s,0.0,0,v,d,nitrigdieta,0,11
talgtaonilayl,talgtaonilayl,rssss,talc,,ta_oni_la_yl,talctaonilayl,control,r,,3,c,g,talgtaonilayl,2,13
miszoreanour,meszoreanour,prs_long,zorean,mis,our,miszoreanour,target,p,0.0,1,i,e,meszoreanour,1,12
selkilabyot,selkilabyit,rss,selk,,ilab_yit,selkilabyit,control,s,1.0,1,i,o,selkilabyot,3,11
nag,nag,r,neg,,,neg,target,r,,1,e,a,nag,2,3
edneilzitaoni,edleilzitaoni,prsss,neil,ed,zi_ta_oni,edneilzitaoni,control,r,,0,n,l,edleilzitaoni,1,13
miwerksens,miwerksens,prs,werk,mi,sens,miwerksens,control,s,0.0,3,s,p,miwerksenp,0,10
ingrasiousness,ingrasiousness,pprss,gras,in,ious_ness,ingrasiousness,target,p,0.0,0,i,e,engrasiousness,0,14
nufeeghasitciyl,nufeeghasitciyl,prssss,feeg,nu,ta_sit_ci_yl,nufeegtasitciyl,control,s,0.0,0,t,h,nufeeghasitciyl,2,15
sidnifradoni,sidnifradoni,pprs,frad,sid_ni,oni,sidnifradoni,control,r,,0,f,s,sidnisradoni,0,12
upcet,upcet,pr,cet,up,,upcet,target,r,,0,c,p,uppet,0,5
pretriran,pretrilan,pr_long,trilan,pre,,pretrilan,target,r,,3,l,r,pretriran,3,9
miloukcilbayit,miloukcilbayit,prsss,louk,mi,ci_lba_yit,miloukcilbayit,control,p,0.0,1,i,e,meloukcilbayit,0,14
lionationally,lienationally,rssss,lien,,at_ion_al_ly,lienationally,target,r,,2,e,o,lionationally,3,13
nemfeln,nerfeln,r_long,nerfeln,,,nerfeln,control,r,,2,r,m,nemfeln,3,7
rainclatance,rainclatance,pprs,clat,re_in,ance,reinclatance,target,p,0.0,1,e,a,rainclatance,2,12
purem,purem,pr,rem,pu,,purem,control,p,0.0,1,u,e,perem,0,5
supkroten,subkroten,pr_long,kroten,sub,,subkroten,target,p,0.0,2,b,p,supkroten,3,9
talcouissens,talsouissens,rss,talc,,ouis_sens,talcouissens,control,r,,3,c,s,talsouissens,1,12
ednautre,odnautre,prs,naut,ed,re,ednautre,control,p,0.0,0,e,o,odnautre,1,8
ungrasfulness,ungrasfulnuss,prss,gras,un,ful_ness,ungrasfulness,target,s,1.0,1,e,u,ungrasfulnuss,1,13
sidnibodouissens,sidnibodouissens,pprss,bof,sid_ni,ouis_sens,sidnibofouissens,control,r,,2,f,d,sidnibodouissens,2,16
vemonearozevi,veronearozevi,prs_long,nearoz,vero,evi,veronearozevi,control,p,0.0,2,r,m,vemonearozevi,3,13
predastaun,predastaun,ppr,taun,pre_dis,,predistaun,target,p,1.0,1,i,a,predastaun,2,10
namptorabre,namptorabre,rs_long,namptor,,able,namptorable,target,s,0.0,2,l,r,namptorabre,2,11
keamism,koamism,rs,keam,,ism,keamism,target,r,,1,e,o,koamism,1,7
nordnemtlayl,nurdnemtlayl,rsss,nurd,,nemt_la_yl,nurdnemtlayl,control,r,,1,u,o,nordnemtlayl,3,12
gen,gen,r,gen,,,gen,control,r,,2,n,r,ger,0,3
enkoopalisticly,unkoopalisticly,prssss,koop,un,al_ist_ic_ly,unkoopalisticly,target,p,0.0,0,u,e,enkoopalisticly,3,15
disskrupitment,disskrupitmenh,prs_long,skrupit,dis,ment,disskrupitment,target,s,0.0,3,t,h,disskrupitmenh,1,14
fomayce,fomayce,rs,fom,,ance,fomance,target,s,0.0,1,n,y,fomayce,2,7
feegnemtlasim,feegnemtlasim,rsss,feeg,,nemt_la_sim,feegnemtlasim,control,r,,2,e,i,feignemtlasim,0,13
erpmof,erpmof,pr,mof,erp,,erpmof,control,r,,1,o,e,erpmef,0,6
sitninucouissens,sidninucouissens,pprss,nuc,sid_ni,ouis_sens,sidninucouissens,control,p,0.0,2,d,t,sitninucouissens,3,16
otudrelint,otudrelint,pr_long,drelint,otu,,otudrelint,control,p,0.0,1,t,f,ofudrelint,0,10
onkelsivate,onkelsivate,prss,kels,in,iv_ate,inkelsivate,target,p,0.0,0,i,o,onkelsivate,2,11
twigtaonilayl,trigtaonilayl,rssss,trig,,ta_oni_la_yl,trigtaonilayl,control,r,,1,r,w,twigtaonilayl,3,13
nikeatonilayl,nekeatonilayl,prsss,keat,ni,oni_la_yl,nikeatonilayl,control,p,0.0,1,i,e,nekeatonilayl,1,13
inkeamniss,inkeamniss,prs,keam,in,ness,inkeamness,target,s,0.0,1,e,i,inkeamniss,2,10
mof,mov,r,mof,,,mof,control,r,,2,f,v,mov,1,3
boomability,soomability,rss,soom,,abil_ity,soomability,target,r,,0,s,b,boomability,3,11
mumaftasitciyl,numaftasitciyl,prssss,maf,nu,ta_sit_ci_yl,numaftasitciyl,control,p,0.0,0,n,m,mumaftasitciyl,3,14
ervurorem,erverorem,ppr,rem,er_vero,,erverorem,control,p,1.0,1,e,u,ervurorem,3,9
disinwision,dicinwision,pprs,wis,dis_in,ion,disinwision,target,p,0.0,2,s,c,dicinwision,1,11
lendow,lendow,r_long,lendow,,,lendow,control,r,,2,n,l,leldow,0,6
moparntsels,mocarntsels,rs_long,moparnt,,sels,moparntsels,control,r,,2,p,c,mocarntsels,1,11
fimmentally,fommentally,rsss,fom,,ment_al_ly,fommentally,target,r,,1,o,i,fimmentally,3,11
sidniwerkouisyl,sidniyerkouisyl,pprss,werk,sid_ni,ouis_yl,sidniwerkouisyl,control,r,,0,w,y,sidniyerkouisyl,1,15
rentimeak,rentimaak,pr,meak,renti,,rentimeak,control,r,,1,e,a,rentimaak,1,9
timnetorkoru,simnetorkoru,prs_long,netork,sim,oru,simnetorkoru,control,p,0.0,0,s,t,timnetorkoru,3,12
disamcon,disemcon,ppr,con,dis_em,,disemcon,target,p,1.0,0,e,a,disamcon,3,8
boom,boom,r,soom,,,soom,target,r,,0,s,b,boom,2,4
inglocicablity,inglocicablity,prsss,gloc,in,ic_abl_ity,inglocicablity,target,r,,0,g,h,inhlocicablity,0,14
outjintor,outjentor,pr_long,jentor,out,,outjentor,target,r,,1,e,i,outjintor,3,9
reinkoopnent,reinkoopment,pprs,koop,re_in,ment,reinkoopment,target,s,0.0,0,m,n,reinkoopnent,3,12
dekelser,dekelsem,prs,kels,de,er,dekelser,target,s,0.0,1,r,m,dekelsem,1,8
drelinterba,drelintelba,rs_long,drelint,,elba,drelintelba,control,s,0.0,1,l,r,drelinterba,3,11
ketless,ketless,rs,ket,,less,ketless,target,s,0.0,1,e,i,ketliss,0,7
grivon,grivon,r_long,grivon,,,grivon,target,r,,3,v,t,griton,0,6
unrisalisticly,unrisalisticly,prssss,wis,un,al_ist_ic_ly,unwisalisticly,target,r,,0,w,r,unrisalisticly,2,14
orpreettaone,orpreettaoni,prss,reet,orp,ta_oni,orpreettaoni,control,s,1.0,2,i,e,orpreettaone,3,12
girtistic,girtictic,rss,girt,,ist_ic,girtistic,target,s,0.0,1,s,c,girtictic,1,9
werktaomilasim,werktaonilasim,rssss,werk,,ta_oni_la_sim,werktaonilasim,control,s,1.0,1,n,m,werktaomilasim,3,14
deteerer,deteerew,prs,teer,de,er,deteerer,target,s,0.0,1,r,w,deteerew,1,8
numafulfsens,numatulfsens,prss,maf,nu,ulf_sens,numafulfsens,control,r,,2,f,t,numatulfsens,1,12
skruhit,skruhit,r_long,skrupit,,,skrupit,target,r,,4,p,h,skruhit,2,7
nurtationally,nurtationally,rssss,nurt,,at_ion_al_ly,nurtationally,target,s,2.0,0,a,i,nurtationilly,0,13
erprozimac,erprozimac,pr_long,rozirac,erp,,erprozirac,control,r,,4,r,m,erprozimac,2,10
overglefenive,averglefenive,prs_long,glefen,over,ive,overglefenive,target,p,0.0,0,o,a,averglefenive,1,13
sargsels,gargsels,rs,sarg,,sels,sargsels,control,r,,0,s,g,gargsels,1,8
dedarfization,hedarfization,prsss,darf,de,iz_at_ion,dedarfization,target,p,0.0,0,d,h,hedarfization,1,13
kelsmentalism,pelsmentalism,rsss,kels,,ment_al_ism,kelsmentalism,target,r,,0,k,p,pelsmentalism,1,13
inkoumiousness,inkouliousness,pprss,koul,in,ious_ness,inkouliousness,target,r,,3,l,m,inkoumiousness,3,14
sidmetec,sidmetec,ppr,tec,sid_me,,sidmetec,control,r,,2,c,h,sidmeteh,0,8
trilanless,trilanlesp,rs_long,trilan,,less,trilanless,target,s,0.0,3,s,p,trilanlesp,1,10
nurd,nund,r,nurd,,,nurd,control,r,,2,r,n,nund,1,4
lutectaonilayl,nutectaonilayl,prssss,tec,nu,ta_oni_la_yl,nutectaonilayl,control,p,0.0,0,n,l,lutectaonilayl,3,14
ontercont,intercont,pr,cont,inter,,intercont,target,p,0.0,0,i,o,ontercont,3,9
ernimeakacne,ermimeakacne,pprs,meak,er_ni,acne,ernimeakacne,control,p,1.0,0,n,m,ermimeakacne,1,12
curiousness,curiousness,rss,cun,,ious_ness,cuniousness,target,r,,2,n,r,curiousness,2,11
