first,second,condition,root,prefixes,suffixes,word,target_type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error,wordlength
nitrupvitaoni,natrupvitaoni,prsss,trup,ni,vi_ta_oni,nitrupvitaoni,control,p,0.0,1,i,a,natrupvitaoni,1,13
disinpurtion,disindurtion,pprs,purt,dis_in,ion,disinpurtion,target,r,,0,p,d,disindurtion,1,12
tirvinsens,hirvinsens,rs_long,tirvin,,sens,tirvinsens,control,r,,0,t,h,hirvinsens,1,10
denegalization,denegalization,prssss,neg,de,al_iz_at_ion,denegalization,target,r,,2,g,f,denefalization,0,14
werk,wark,r,werk,,,werk,control,r,,1,e,a,wark,1,4
repsimnol,repsimnol,ppr,nol,rep_sim,,repsimnol,control,p,0.0,1,e,o,ropsimnol,0,9
colgsitci,colgsitci,rss,colg,,sit_ci,colgsitci,control,r,,2,l,y,coygsitci,0,9
krewiousness,krewiousness,rss,krew,,ious_ness,krewiousness,target,s,1.0,0,n,r,krewiousress,0,12
ersidreem,ersitreem,ppr,reem,er_sid,,ersidreem,control,p,1.0,2,d,t,ersitreem,1,9
genro,genri,rs,gen,,ro,genro,control,s,0.0,1,o,i,genri,1,5
mikoop,mikaop,pr,koop,mi,,mikoop,control,r,,1,o,a,mikaop,1,6
numoflasitci,nemoflasitci,prsss,mof,nu,la_sit_ci,numoflasitci,control,p,0.0,1,u,e,nemoflasitci,1,12
fomalistic,fomelistic,rsss,fom,,al_ist_ic,fomalistic,target,s,0.0,0,a,e,fomelistic,1,10
reemtaonilasim,reemtaonilasim,rssss,reem,,ta_oni_la_sim,reemtaonilasim,control,r,,2,e,a,reamtaonilasim,0,14
kaflom,kaklom,r_long,kaflom,,,kaflom,control,r,,2,f,k,kaklom,1,6
edselblazitaoni,edselblazitaoni,prssss,selb,ed,la_zi_ta_oni,edselblazitaoni,control,p,0.0,1,d,c,ecselblazitaoni,0,15
impras,impras,pr,pras,im,,impras,target,p,0.0,0,i,o,ompras,0,6
untaunable,untaunable,prs,taun,un,able,untaunable,target,r,,3,n,m,untaumable,0,10
unpontalistic,unpontalistic,prsss,pont,un,al_ist_ic,unpontalistic,target,r,,0,p,t,untontalistic,0,13
unitrilan,unitrilam,pr_long,trilan,uni,,unitrilan,target,r,,5,n,m,unitrilam,1,9
meer,meer,r,meer,,,meer,target,r,,3,r,m,meem,0,4
pookor,poohor,rs,pook,,or,pookor,target,r,,3,k,h,poohor,1,6
inunithols,inanithols,pr_long,nithols,inu,,inunithols,control,p,0.0,2,u,a,inanithols,1,10
uncetliness,unhetliness,prss,cet,un,li_ness,uncetliness,target,r,,0,c,h,unhetliness,1,11
cardizor,caydizor,r_long,cardizor,,,cardizor,target,r,,2,r,y,caydizor,1,8
meeriousness,meerioufness,rss,meer,,ious_ness,meeriousness,target,s,0.0,3,s,f,meerioufness,1,12
neriek,neruek,pr,riek,ne,,neriek,control,r,,1,i,u,neruek,1,6
lejentoni,lejentoni,rs_long,lejent,,oni,lejentoni,control,s,0.0,0,o,e,lejenteni,0,9
purtly,purtly,rs,purt,,ly,purtly,target,s,0.0,1,y,r,purtlr,0,6
inbelsivation,inbelsivatien,prsss,bels,in,iv_at_ion,inbelsivation,target,s,2.0,1,o,e,inbelsivatien,1,13
ednuclazitaoni,ednoclazitaoni,prssss,nuc,ed,la_zi_ta_oni,ednuclazitaoni,control,r,,1,u,o,ednoclazitaoni,1,14
subjentor,subjentom,pr_long,jentor,sub,,subjentor,target,r,,5,r,m,subjentom,1,9
unpurtmental,unpartmental,prss,purt,un,ment_al,unpurtmental,target,r,,1,u,a,unpartmental,1,12
colgtaonilasit,colgtaonalasit,rssss,colg,,ta_oni_la_sit,colgtaonilasit,control,s,1.0,2,i,a,colgtaonalasit,1,14
errolticknemt,errolticknemt,prs_long,roltick,er,nemt,errolticknemt,control,p,0.0,0,e,i,irrolticknemt,0,13
reamationalist,reamationalist,rssss,ream,,at_ion_al_ist,reamationalist,target,r,,2,a,o,reomationalist,0,14
netec,netec,pr,tec,ne,,netec,control,p,0.0,1,e,a,natec,0,5
nurdlasitci,nurdlasitci,rsss,nurd,,la_sit_ci,nurdlasitci,control,s,1.0,1,i,u,nurdlasutci,0,11
nearoz,nearoz,r_long,nearoz,,,nearoz,control,r,,4,o,e,nearez,0,6
riekouissens,riekouissons,rss,riek,,ouis_sens,riekouissens,control,s,1.0,1,e,o,riekouissons,1,12
krotenness,kritenness,rs_long,kroten,,ness,krotenness,target,r,,2,o,i,kritenness,1,10
keatlasitci,teatlasitci,rsss,keat,,la_sit_ci,keatlasitci,control,r,,0,k,t,teatlasitci,1,11
dedarfalization,dedarfalization,prssss,darf,de,al_iz_at_ion,dedarfalization,target,s,1.0,1,z,t,dedarfalitation,0,15
orpsarponi,orpsarponi,prs,sarp,orp,oni,orpsarponi,control,p,0.0,1,r,m,ompsarponi,0,10
edloukzitaoni,edloukzitaoni,prsss,louk,ed,zi_ta_oni,edloukzitaoni,control,r,,3,k,c,edlouczitaoni,0,13
prasant,prasant,rs,pras,,ant,prasant,target,r,,1,r,n,pnasant,0,7
purt,purt,r,purt,,,purt,target,r,,0,p,t,turt,0,4
sidniloukouisyl,sidnilaukouisyl,pprss,louk,sid_ni,ouis_yl,sidniloukouisyl,control,r,,1,o,a,sidnilaukouisyl,1,15
deramization,deramidation,prsss,ram,de,iz_at_ion,deramization,target,s,0.0,1,z,d,deramidation,1,12
colgtaonilayl,colgtaonilayl,rssss,colg,,ta_oni_la_yl,colgtaonilayl,control,r,,3,g,h,colhtaonilayl,0,13
nusimselbbaly,nusimselbbaly,pprss,selb,nu_sim,bal_y,nusimselbbaly,control,p,1.0,1,i,u,nusumselbbaly,0,13
dismeerableness,dismeerableness,prss,meer,dis,able_ness,dismeerableness,target,s,1.0,2,s,c,dismeerablenecs,0,15
ensoom,ensoom,pr,soom,en,,ensoom,target,r,,0,s,h,enhoom,0,6
sidninuconi,sidninaconi,pprs,nuc,sid_ni,oni,sidninuconi,control,r,,1,u,a,sidninaconi,1,11
reflomakment,reflomakment,prs_long,flomak,re,ment,reflomakment,target,p,0.0,0,r,m,meflomakment,0,12
premislon,premislon,ppr,lon,pre_mis,,premislon,target,r,,1,o,i,premislin,0,9
taunalistic,taunalistic,rsss,taun,,al_ist_ic,taunalistic,target,r,,1,a,e,teunalistic,0,11
miskrewably,wiskrewably,pprss,krew,mis,abl_y,miskrewably,target,p,0.0,0,m,w,wiskrewably,1,11
fobationalism,fibationalism,rssss,fob,,at_ion_al_ism,fobationalism,target,r,,1,o,i,fibationalism,1,13
remispont,remispont,ppr,pont,re_mis,,remispont,target,p,1.0,0,m,n,renispont,0,9
