first,second,morphemes,root,prefixes,suffixes,word,target_type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error,wordlength
lejentouis,lejentouis,rs_long,lejent,,ouis,lejentouis,control,r,,2,j,r,lerentouis,0,10
erotutonc,irotutonc,ppr,tonc,er_otu,,erotutonc,control,p,0.0,0,e,i,irotutonc,1,9
erpook,elpook,pr,pook,er,,erpook,control,p,0.0,1,r,l,elpook,1,6
nulendowelba,nulendowelba,prs_long,lendow,nu,elba,nulendowelba,control,p,0.0,0,n,w,wulendowelba,0,12
defamalization,defamalization,prssss,fam,de,al_iz_at_ion,defamalization,target,p,0.0,0,d,p,pefamalization,0,14
indrunable,indrunable,prs,drun,in,able,indrunable,target,p,0.0,1,n,m,imdrunable,0,10
simouisyl,simouisyl,rss,siw,,ouis_yl,siwouisyl,control,r,,2,w,m,simouisyl,2,9
disgrivon,ditgrivon,pr_long,grivon,dis,,disgrivon,target,p,0.0,2,s,t,ditgrivon,1,9
runocouisyl,runocouisyl,prss,noc,nu,ouis_yl,nunocouisyl,control,p,0.0,0,n,r,runocouisyl,2,11
nasidwerkoni,nasidwerkoni,pprs,werk,ni_sid,oni,nisidwerkoni,control,p,0.0,1,i,a,nasidwerkoni,2,12
cet,ces,r,cet,,,cet,target,r,,2,t,s,ces,1,3
netorkouis,netorkeuis,rs_long,netork,,ouis,netorkouis,control,s,0.0,0,o,e,netorkeuis,1,10
disemket,disemket,ppr,ket,dis_em,,disemket,target,r,,0,k,s,disemset,0,8
sidninocouissens,sidninocouissens,pprss,noc,sid_ni,ouis_sens,sidninocouissens,control,s,0.0,1,u,a,sidninocoaissens,0,16
tomalistic,fomalistic,rsss,fom,,al_ist_ic,fomalistic,target,r,,0,f,t,tomalistic,3,10
erptalctilayl,erptalccilayl,prsss,talc,erp,ci_la_yl,erptalccilayl,control,s,0.0,0,c,t,erptalctilayl,3,13
gwasationally,gwasationally,rssss,gras,,at_ion_al_ly,grasationally,target,r,,1,r,w,gwasationally,2,13
glefen,glefen,r_long,glefen,,,glefen,target,r,,0,g,d,dlefen,0,6
kelsful,kelstul,rs,kels,,ful,kelsful,target,s,0.0,0,f,t,kelstul,1,7
jentor,jentor,r_long,jentor,,,jentor,target,r,,4,o,e,jenter,0,6
keamiously,keamiously,rss,keam,,ious_ly,keamiously,target,s,1.0,0,l,m,keamiousmy,0,10
unkrewalistic,unkrewalistic,prsss,krew,un,al_ist_ic,unkrewalistic,target,r,,3,w,y,unkreyalistic,0,13
nutetouisyl,nutetouisyl,prss,tek,nu,ouis_yl,nutekouisyl,control,r,,2,k,t,nutetouisyl,2,11
derfationalist,darfationalist,rssss,darf,,at_ion_al_ist,darfationalist,target,r,,1,a,e,derfationalist,3,14
reanglocable,reanglocable,pprs,gloc,re_in,able,reinglocable,target,p,1.0,0,i,a,reanglocable,2,12
tran,trun,r,trun,,,trun,control,r,,2,u,a,tran,3,4
relien,relien,pr,lien,re,,relien,target,p,0.0,0,r,m,melien,0,6
unfomistihally,unfomistihally,prssss,fom,un,ist_ic_al_ly,unfomistically,target,s,1.0,1,c,h,unfomistihally,2,14
keamamce,keamance,rs,keam,,ance,keamance,target,s,0.0,1,n,m,keamamce,3,8
sidniwewkoniray,sidniwewkoniray,pprss,werk,sid_ni,oni_ray,sidniwerkoniray,control,r,,2,r,w,sidniwewkoniray,2,15
triglasitci,triglasitci,rsss,trig,,la_sit_ci,triglasitci,control,s,1.0,0,s,t,triglatitci,0,11
sidcleriez,sadcleriez,pr_long,cleriez,sid,,sidcleriez,control,p,0.0,1,i,a,sadcleriez,1,10
jenhorable,jentorable,rs_long,jentor,,able,jentorable,target,r,,3,t,h,jenhorable,3,10
repsidtalc,repsidtalc,ppr,talc,rep_sid,,repsidtalc,control,r,,0,t,p,repsidpalc,0,10
misjentelion,misjentelioy,prs_long,jentel,mis,ion,misjentelion,target,s,0.0,2,n,y,misjentelioy,1,12
diskrewity,diskrewity,prs,krew,dis,ity,diskrewity,target,s,0.0,1,t,g,diskrewigy,0,10
innigiousness,innigiousness,pprss,neg,in,ious_ness,innegiousness,target,r,,1,e,i,innigiousness,2,13
prediscun,prediscun,ppr,cun,pre_dis,,prediscun,target,p,0.0,1,r,y,pyediscun,0,9
indisgirtion,indisgirtion,pprs,girt,in_dis,ion,indisgirtion,target,p,1.0,2,s,k,indikgirtion,0,12
sidcyeriezoni,sidcleriezoni,prs_long,cleriez,sid,oni,sidcleriezoni,control,r,,1,l,y,sidcyeriezoni,3,13
otaloukneyl,otaloukneyl,prss,louk,otu,ne_yl,otuloukneyl,control,p,0.0,2,u,a,otaloukneyl,2,11
koopustically,koopustically,rssss,koop,,ist_ic_al_ly,koopistically,target,s,0.0,0,i,u,koopustically,2,13
nothols,nithols,r_long,nithols,,,nithols,control,r,,1,i,o,nothols,3,7
edteclasitaoni,edteclazitaoni,prssss,tec,ed,la_zi_ta_oni,edteclazitaoni,control,s,1.0,0,z,s,edteclasitaoni,3,14
numurdcilayl,numurdcilayl,prsss,nurd,nu,ci_la_yl,nunurdcilayl,control,r,,0,n,m,numurdcilayl,2,12
moos,roos,r,moos,,,moos,control,r,,0,m,r,roos,1,4
jenteliois,jentelious,rs_long,jentel,,ious,jentelious,target,s,0.0,2,u,i,jenteliois,3,10
detmentalism,cetmentalism,rsss,cet,,ment_al_ism,cetmentalism,target,r,,0,c,d,detmentalism,3,12
sidnefelg,sidnefelg,pr_long,nefelg,sid,,sidnefelg,control,p,0.0,1,i,o,sodnefelg,0,9
overwis,overwis,pr,wis,over,,overwis,target,p,0.0,1,v,h,oherwis,0,7
sidtekyti,sidtekyti,prs,tek,sid,yti,sidtekyti,control,s,0.0,2,i,a,sidtekyta,0,9
feegnemtla,feegnemtla,rss,feeg,,nemt_la,feegnemtla,control,r,,3,g,s,feesnemtla,0,10
remenca,remenda,rs,rem,,enca,remenca,control,s,0.0,2,c,d,remenda,1,7
