first,second,morphemes,root,prefixes,suffixes,word,target_type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error,wordlength
oturiekneyl,otureekneyl,prss,riek,otu,ne_yl,oturiekneyl,control,r,,1,i,e,otureekneyl,1,11
nunuc,nunuc,pr,nuc,nu,,nunuc,control,r,,1,u,i,nunic,0,5
unkeamistically,unkeamistically,prssss,keam,un,ist_ic_al_ly,unkeamistically,target,s,0.0,1,s,h,unkeamihtically,0,15
teksitcilayl,feksitcilayl,rssss,tek,,sit_ci_la_yl,teksitcilayl,control,r,,0,t,f,feksitcilayl,1,12
disincontion,disincontion,pprs,cont,dis_in,ion,disincontion,target,p,1.0,0,i,e,disencontion,0,12
inwondelable,inwondelable,prs_long,wondel,in,able,inwondelable,target,s,0.0,2,l,y,inwondelabye,0,12
lienalistic,lienalistic,rsss,lien,,al_ist_ic,lienalistic,target,s,2.0,0,i,e,lienalistec,0,11
ersidgen,ersedgen,ppr,gen,er_sid,,ersidgen,control,p,1.0,1,i,e,ersedgen,1,8
taunist,taunist,rs,taun,,ist,taunist,target,s,0.0,2,t,s,tauniss,0,7
rentilendow,rentilendow,pr_long,lendow,renti,,rentilendow,control,p,0.0,1,e,a,rantilendow,0,11
deteerer,detaerer,prs,teer,de,er,deteerer,target,r,,1,e,a,detaerer,1,8
ingirtieusness,ingirtiousness,pprss,girt,in,ious_ness,ingirtiousness,target,s,0.0,1,o,e,ingirtieusness,3,14
jentorious,jentorious,rs_long,jentor,,ious,jentorious,target,r,,1,e,i,jintorious,0,10
erpfridcilayl,erpfridcilayl,prsss,frad,erp,ci_la_yl,erpfradcilayl,control,r,,2,a,i,erpfridcilayl,2,13
nefalg,nefelg,r_long,nefelg,,,nefelg,control,r,,3,e,a,nefalg,3,6
naudonila,nautonila,rss,naut,,oni_la,nautonila,control,r,,3,t,d,naudonila,3,9
lien,lien,r,lien,,,lien,target,r,,2,e,o,lion,0,4
trog,trig,r,trig,,,trig,control,r,,2,i,o,trog,3,4
ruwerkouisyl,ruwerkouisyl,prss,werk,nu,ouis_yl,nuwerkouisyl,control,p,0.0,0,n,r,ruwerkouisyl,2,12
overtmilanive,overtrilanive,prs_long,trilan,over,ive,overtrilanive,target,r,,1,r,m,overtmilanive,3,13
remisclatment,memisclatment,pprs,clat,re_mis,ment,remisclatment,target,p,0.0,0,r,m,memisclatment,1,13
keatcilayl,keagcilayl,rsss,keat,,ci_la_yl,keatcilayl,control,r,,3,t,g,keagcilayl,1,10
girtalizo,girtalize,rss,girt,,al_ize,girtalize,target,s,1.0,2,e,o,girtalizo,3,9
reincont,meincont,ppr,cont,re_in,,reincont,target,p,0.0,0,r,m,meincont,1,8
onnersargviyit,onnersargviyit,pprss,sarg,onn_er,vi_yit,onnersargviyit,control,p,1.0,0,e,a,onnarsargviyit,0,14
prekroten,prekloten,pr_long,kroten,pre,,prekroten,target,r,,1,r,l,prekloten,1,9
zoreanness,zoreanness,rs_long,zorean,,ness,zoreanness,target,s,0.0,2,s,h,zoreannehs,0,10
keatro,keatre,rs,keat,,ro,keatro,control,s,0.0,1,o,e,keatre,1,6
otufrad,otufmad,pr,frad,otu,,otufrad,control,r,,1,r,m,otufmad,1,7
nufradlasitci,nufradlasitci,prsss,frad,nu,la_sit_ci,nufradlasitci,control,s,1.0,1,i,o,nufradlasotci,0,13
