first,second,condition,root,prefixes,suffixes,word,target_type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error,wordlength
trivinance,trivinance,rs_long,trivin,,ance,trivinance,target,s,0.0,3,e,i,trivinanci,0,10
reingeefment,reingeefment,pprs,geef,re_in,ment,reingeefment,target,p,1.0,1,n,m,reimgeefment,0,12
unipleriez,uripleriez,pr_long,pleriez,uni,,unipleriez,target,p,0.0,1,n,r,uripleriez,1,10
nibof,nibof,pr,bof,ni,,nibof,control,r,,0,b,h,nihof,0,5
ersimtrup,irsimtrup,ppr,trup,er_sim,,ersimtrup,control,p,0.0,0,e,i,irsimtrup,1,9
redepurtment,redepuytment,pprs,purt,re_de,ment,redepurtment,target,r,,2,r,y,redepuytment,1,12
predarfically,pmedarfically,prsss,darf,pre,ic_al_ly,predarfically,target,p,0.0,1,r,m,pmedarfically,1,13
reteakivity,reteekivity,pprss,teak,re,iv_ity,reteakivity,target,r,,2,a,e,reteekivity,1,11
cunalize,dunalize,rss,cun,,al_ize,cunalize,target,r,,0,c,d,dunalize,1,8
uncetistically,uncetistigally,prssss,cet,un,ist_ic_al_ly,uncetistically,target,s,1.0,1,c,g,uncetistigally,1,14
moosouissens,moosouissens,rss,moos,,ouis_sens,moosouissens,control,r,,0,m,w,woosouissens,0,12
diswisiously,diswusiously,prss,wis,dis,ious_ly,diswisiously,target,r,,1,i,u,diswusiously,1,12
sidmoparnteru,sismoparnteru,prs_long,moparnt,sid,eru,sidmoparnteru,control,p,0.0,2,d,s,sismoparnteru,1,13
ramalisticly,ramalisticry,rssss,ram,,al_ist_ic_ly,ramalisticly,target,s,3.0,0,l,r,ramalisticry,1,12
edtruplazitaoni,edtruhlazitaoni,prssss,trup,ed,la_zi_ta_oni,edtruplazitaoni,control,r,,3,p,h,edtruhlazitaoni,1,15
onnerselbviyit,onnerselbviyit,pprss,selb,onn_er,vi_yit,onnerselbviyit,control,s,1.0,1,i,a,onnerselbviyat,0,14
inpontionally,inpontionally,prsss,pont,in,ion_al_ly,inpontionally,target,p,0.0,0,i,e,enpontionally,0,13
krewiousness,kmewiousness,rss,krew,,ious_ness,krewiousness,target,r,,1,r,m,kmewiousness,1,12
puloris,puloris,r_long,puloris,,,puloris,target,r,,4,r,n,pulonis,0,7
tuskripsels,tuskripsels,rs_long,tuskrip,,sels,tuskripsels,control,r,,5,i,e,tuskrepsels,0,11
ingeefionary,ingeefionary,pprss,geef,in,ion_ary,ingeefionary,target,s,0.0,1,o,e,ingeefienary,0,12
eredgennemt,eredgennemt,pprs,gen,er_ed,nemt,eredgennemt,control,s,0.0,3,t,f,eredgennemf,0,11
keatnemtlasim,keatnemtlasim,rsss,keat,,nemt_la_sim,keatnemtlasim,control,s,0.0,3,t,d,keatnemdlasim,0,13
drelint,dreliwt,r_long,drelint,,,drelint,control,r,,5,n,w,dreliwt,1,7
nenuc,nenuc,pr,nuc,ne,,nenuc,control,p,0.0,0,n,l,lenuc,0,5
mofnemtlasim,yofnemtlasim,rsss,mof,,nemt_la_sim,mofnemtlasim,control,r,,0,m,y,yofnemtlasim,1,12
erpnolcilayl,erpnolcilayl,prsss,nol,erp,ci_la_yl,erpnolcilayl,control,r,,0,n,y,erpyolcilayl,0,12
lonmentalism,lonmantalism,rsss,lon,,ment_al_ism,lonmentalism,target,s,0.0,1,e,a,lonmantalism,1,12
nusiwsens,nusiwsens,prs,siw,nu,sens,nusiwsens,control,s,0.0,1,e,i,nusiwsins,0,9
ersidtonp,ersidtonp,ppr,tonp,er_sid,,ersidtonp,control,p,1.0,0,s,p,erpidtonp,0,9
belsness,belpness,rs,bels,,ness,belsness,target,r,,3,s,p,belpness,1,8
inpurt,inpurt,pr,purt,in,,inpurt,target,r,,3,t,c,inpurc,0,6
nunucsitcilayl,nunucsitcilayl,prssss,nuc,nu,sit_ci_la_yl,nunucsitcilayl,control,p,0.0,1,u,a,nanucsitcilayl,0,14
kooptaonilasim,cooptaonilasim,rssss,koop,,ta_oni_la_sim,kooptaonilasim,control,r,,0,k,c,cooptaonilasim,1,14
otunerfeln,otunerfeln,pr_long,nerfeln,otu,,otunerfeln,control,p,0.0,1,t,p,opunerfeln,0,10
cetationally,setationally,rssss,cet,,at_ion_al_ly,cetationally,target,r,,0,c,s,setationally,1,12
remisdarf,remisderf,ppr,darf,re_mis,,remisdarf,target,r,,1,a,e,remisderf,1,9
glefenless,glefenlets,rs_long,glefen,,less,glefenless,target,s,0.0,2,s,t,glefenlets,1,10
feegnemtlayl,feesnemtlayl,rsss,feeg,,nemt_la_yl,feegnemtlayl,control,r,,3,g,s,feesnemtlayl,1,12
untaunistic,untaunistic,prss,taun,un,ist_ic,untaunistic,target,p,0.0,1,n,r,urtaunistic,0,11
nuboflasitci,nuboflasitci,prsss,bof,nu,la_sit_ci,nuboflasitci,control,r,,0,b,h,nuhoflasitci,0,12
ermitrig,ermitrig,ppr,trig,er_mi,,ermitrig,control,p,1.0,0,m,w,erwitrig,0,8
tekouisyl,tesouisyl,rss,tek,,ouis_yl,tekouisyl,control,r,,2,k,s,tesouisyl,1,9
glociously,gliciously,rss,gloc,,ious_ly,glociously,target,r,,2,o,i,gliciously,1,10
reimbels,reimbels,ppr,bels,re_im,,reimbels,target,p,0.0,0,r,m,meimbels,0,8
trupsim,vrupsim,rs,trup,,sim,trupsim,control,r,,0,t,v,vrupsim,1,7
unreamness,urreamness,prs,ream,un,ness,unreamness,target,p,0.0,1,n,r,urreamness,1,10
sidfeegouisyl,sidfeegouisyl,prss,feeg,sid,ouis_yl,sidfeegouisyl,control,p,0.0,1,i,u,sudfeegouisyl,0,13
untaunful,untaunful,prs,taun,un,ful,untaunful,target,p,0.0,1,n,r,urtaunful,0,9
unmeralistic,unmeramistic,prsss,mer,un,al_ist_ic,unmeralistic,target,s,0.0,1,l,m,unmeramistic,1,12
inuroltick,inuroltick,pr_long,roltick,inu,,inuroltick,control,p,0.0,0,i,a,anuroltick,0,10
erpreem,erpreer,pr,reem,erp,,erpreem,control,r,,3,m,r,erpreer,1,7
tirvin,tirsin,r_long,tirvin,,,tirvin,control,r,,3,v,s,tirsin,1,6
nitalconilayl,nitalconilayl,prsss,talc,ni,oni_la_yl,nitalconilayl,control,s,1.0,1,a,e,nitalconileyl,0,13
simtalcoru,simtalcoru,prs,talc,sim,oru,simtalcoru,control,p,0.0,1,i,e,semtalcoru,0,10
redispook,redispook,ppr,pook,re_dis,,redispook,target,r,,0,p,v,redisvook,0,9
nuteculf,nuteculh,prs,tec,nu,ulf,nuteculf,control,s,0.0,2,f,h,nuteculh,1,8
