first,second,condition,root,prefixes,suffixes,word,target_type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error,wordlength
migencilayl,migancilayl,prsss,gen,mi,ci_la_yl,migencilayl,control,r,,1,e,a,migancilayl,1,11
defobization,pefobization,prsss,fob,de,iz_at_ion,defobization,target,p,0.0,0,d,p,pefobization,1,12
tek,tek,r,tek,,,tek,control,r,,1,e,i,tik,0,3
belsor,belsor,rs,bels,,or,belsor,target,s,0.0,1,r,w,belsow,0,6
disflenner,dasflenner,pr_long,flenner,dis,,disflenner,target,p,0.0,1,i,a,dasflenner,1,10
reimcun,reimcun,ppr,cun,re_im,,reimcun,target,r,,0,c,t,reimtun,0,7
keatro,keatro,rs,keat,,ro,keatro,control,s,0.0,0,r,w,keatwo,0,6
inkoulate,inkoulahe,prs,koul,in,ate,inkoulate,target,s,0.0,1,t,h,inkoulahe,1,9
nimeareta,nimeameta,prs,mear,ni,eta,nimeareta,control,r,,3,r,m,nimeameta,1,9
uncunistically,uncunistically,prssss,cun,un,ist_ic_al_ly,uncunistically,target,p,0.0,1,n,w,uwcunistically,0,14
numearsitcilayl,numearsitcilayl,prssss,mear,nu,sit_ci_la_yl,numearsitcilayl,control,s,1.0,1,i,a,numearsitcalayl,0,15
edmooslazitaoni,edmooslazitaoni,prssss,moos,ed,la_zi_ta_oni,edmooslazitaoni,control,s,2.0,0,t,g,edmooslazigaoni,0,15
sidmenaut,sidmenaut,ppr,naut,sid_me,,sidmenaut,control,r,,1,a,e,sidmeneut,0,9
sidnisiwouisyl,sidnisiwouisll,pprss,siw,sid_ni,ouis_yl,sidnisiwouisyl,control,s,1.0,0,y,l,sidnisiwouisll,1,14
sidnetork,sidnetork,pr_long,netork,sid,,sidnetork,control,r,,0,n,m,sidmetork,0,9
genilsens,genilsens,rss,gen,,il_sens,genilsens,control,r,,2,n,y,geyilsens,0,9
immerness,immerless,prs,mer,im,ness,immerness,target,s,0.0,0,n,l,immerless,1,9
trilock,trilock,r_long,trilock,,,trilock,target,r,,2,i,e,trelock,0,7
disflomakure,disflomakure,prs_long,flomak,dis,ure,disflomakure,target,s,0.0,1,r,l,disflomakule,0,12
siddojian,siddojien,pr_long,dojian,sid,,siddojian,control,r,,4,a,e,siddojien,1,9
unlonational,uwlonational,prsss,lon,un,at_ion_al,unlonational,target,p,0.0,1,n,w,uwlonational,1,12
sarplasit,sorplasit,rss,sarp,,la_sit,sarplasit,control,r,,1,a,o,sorplasit,1,9
nirolticketa,nirolticketa,prs_long,roltick,ni,eta,nirolticketa,control,r,,4,i,o,niroltocketa,0,12
keatsens,keatsans,rs,keat,,sens,keatsens,control,s,0.0,1,e,a,keatsans,1,8
truplasitciyl,truplasitceyl,rssss,trup,,la_sit_ci_yl,truplasitciyl,control,s,2.0,1,i,e,truplasitceyl,1,13
negable,negable,rs,neg,,able,negable,target,r,,0,n,r,regable,0,7
siwcilayl,siwcilayl,rsss,siw,,ci_la_yl,siwcilayl,control,r,,1,i,a,sawcilayl,0,9
colgtaonilasit,colgtaonilasit,rssss,colg,,ta_oni_la_sit,colgtaonilasit,control,s,1.0,0,o,i,colgtainilasit,0,14
reincunable,reincunable,pprs,cun,re_in,able,reincunable,target,p,0.0,1,e,i,riincunable,0,11
decetationalism,detetationalism,prssss,cet,de,at_ion_al_ism,decetationalism,target,r,,0,c,t,detetationalism,1,15
teknemtlayl,teknemtlayl,rsss,tek,,nemt_la_yl,teknemtlayl,control,s,1.0,1,a,e,teknemtleyl,0,11
ketationalist,katationalist,rssss,ket,,at_ion_al_ist,ketationalist,target,r,,1,e,a,katationalist,1,13
reamfully,reamfully,rss,ream,,ful_ly,reamfully,target,s,0.0,2,l,r,reamfurly,0,9
cunliness,conliness,rss,cun,,li_ness,cunliness,target,r,,1,u,o,conliness,1,9
nefelg,nefelg,r_long,nefelg,,,nefelg,control,r,,5,g,t,nefelt,0,6
girtalisticly,girtalisticly,rssss,girt,,al_ist_ic_ly,girtalisticly,target,r,,1,i,o,gortalisticly,0,13
erriek,erriek,pr,riek,er,,erriek,control,r,,2,e,a,erriak,0,6
refomishment,reforishment,prss,fom,re,ish_ment,refomishment,target,r,,2,m,r,reforishment,1,12
overclative,overclative,prs,clat,over,ive,overclative,target,p,0.0,2,e,i,ovirclative,0,11
selblasitciyl,selblasitciyr,rssss,selb,,la_sit_ci_yl,selblasitciyl,control,s,3.0,1,l,r,selblasitciyr,1,13
eredfeegnemt,eredpeegnemt,pprs,feeg,er_ed,nemt,eredfeegnemt,control,r,,0,f,p,eredpeegnemt,1,12
defomalization,befomalization,prssss,fom,de,al_iz_at_ion,defomalization,target,p,0.0,0,d,b,befomalization,1,14
fradelba,frademba,rs,frad,,elba,fradelba,control,s,0.0,1,l,m,frademba,1,8
geefalisticly,geefalisticly,rssss,geef,,al_ist_ic_ly,geefalisticly,target,s,2.0,0,i,u,geefalistucly,0,13
incun,incun,pr,cun,in,,incun,target,r,,1,u,e,incen,0,5
ermooshisnemt,ormooshisnemt,prss,moos,er,his_nemt,ermooshisnemt,control,p,0.0,0,e,o,ormooshisnemt,1,13
darfically,darfically,rsss,darf,,ic_al_ly,darfically,target,r,,0,d,c,carfically,0,10
nutrigtaonila,nutrigtaonila,prsss,trig,nu,ta_oni_la,nutrigtaonila,control,r,,2,i,e,nutregtaonila,0,13
inteakiously,inteakiously,pprss,teak,in,ious_ly,inteakiously,target,r,,2,a,e,inteekiously,0,12
sidninolouissens,sidnimolouissens,pprss,nol,sid_ni,ouis_sens,sidninolouissens,control,r,,0,n,m,sidnimolouissens,1,16
mitalcsens,mitalcsems,prs,talc,mi,sens,mitalcsens,control,s,0.0,2,n,m,mitalcsems,1,10
revonaut,revenaut,pr,naut,revo,,revonaut,control,p,0.0,3,o,e,revenaut,1,8
ermifrad,ermifred,ppr,frad,er_mi,,ermifrad,control,r,,2,a,e,ermifred,1,8
premislien,premisrien,ppr,lien,pre_mis,,premislien,target,r,,0,l,r,premisrien,1,10
pontalistic,pontalistic,rsss,pont,,al_ist_ic,pontalistic,target,r,,2,n,y,poytalistic,0,11
nerfelnouis,nemfelnouis,rs_long,nerfeln,,ouis,nerfelnouis,control,r,,2,r,m,nemfelnouis,1,11
repsimmoos,repsimmoas,ppr,moos,rep_sim,,repsimmoos,control,r,,2,o,a,repsimmoas,1,10
ermibofelba,ermibofelba,pprs,bof,er_mi,elba,ermibofelba,control,s,0.0,3,a,e,ermibofelbe,0,11
rededrunment,rededrunrent,pprs,drun,re_de,ment,rededrunment,target,s,0.0,0,m,r,rededrunrent,1,12
sidnitecouisyl,sidniteciuisyl,pprss,tec,sid_ni,ouis_yl,sidnitecouisyl,control,s,0.0,0,o,i,sidniteciuisyl,1,14
nitrigeviyl,nitrigevoyl,prss,trig,ni,evi_yl,nitrigeviyl,control,s,0.0,2,i,o,nitrigevoyl,1,11
edkeattaonialsim,edkeatteonialsim,prssss,keat,ed,ta_oni_al_sim,edkeattaonialsim,control,s,0.0,1,a,e,edkeatteonialsim,1,16
otunauteviyl,otunauteviyl,prss,naut,otu,evi_yl,otunauteviyl,control,p,0.0,2,u,a,otanauteviyl,0,12
injentorate,injentorete,prs_long,jentor,in,ate,injentorate,target,s,0.0,0,a,e,injentorete,1,11
inpontively,inpontively,prss,pont,in,ive_ly,inpontively,target,r,,3,t,s,inponsively,0,11
reinreamable,reinreamable,pprs,ream,re_in,able,reinreamable,target,r,,1,e,i,reinriamable,0,12
nonketively,nontetively,prss,ket,non,ive_ly,nonketively,target,r,,0,k,t,nontetively,1,11
veromofevi,veremofevi,prs,mof,vero,evi,veromofevi,control,p,0.0,3,o,e,veremofevi,1,10
trilockful,trilochful,rs_long,trilock,,ful,trilockful,target,r,,6,k,h,trilochful,1,10
keir,kiir,r,keir,,,keir,target,r,,1,e,i,kiir,1,4
fomness,fomyess,rs,fom,,ness,fomness,target,s,0.0,0,n,y,fomyess,1,7
fob,dob,r,fob,,,fob,target,r,,0,f,d,dob,1,3
nitec,nitec,pr,tec,ni,,nitec,control,p,0.0,1,i,e,netec,0,5
flennerious,flennerious,rs_long,flenner,,ious,flennerious,target,r,,4,n,r,flenrerious,0,11
sidmoparnteru,sidmoparnteru,prs_long,moparnt,sid,eru,sidmoparnteru,control,r,,2,p,t,sidmotarnteru,0,13
imramically,imramically,prsss,ram,im,ic_al_ly,imramically,target,r,,0,r,l,imlamically,0,11
selb,selb,r,selb,,,selb,control,r,,2,l,r,serb,0,4
truplasitci,triplasitci,rsss,trup,,la_sit_ci,truplasitci,control,r,,2,u,i,triplasitci,1,11
fradulfyl,fradulfyl,rss,frad,,ulf_yl,fradulfyl,control,s,0.0,1,l,r,fradurfyl,0,9
wisalist,yisalist,rss,wis,,al_ist,wisalist,target,r,,0,w,y,yisalist,1,8
jentor,jentor,r_long,jentor,,,jentor,target,r,,3,t,s,jensor,0,6
inmeeriousness,inmeerioasness,pprss,meer,in,ious_ness,inmeeriousness,target,s,0.0,2,u,a,inmeerioasness,1,14
lienmentally,lienmentallm,rsss,lien,,ment_al_ly,lienmentally,target,s,2.0,1,y,m,lienmentallm,1,12
disemgloc,tisemgloc,ppr,gloc,dis_em,,disemgloc,target,p,0.0,0,d,t,tisemgloc,1,9
indarfiously,indorfiously,pprss,darf,in,ious_ly,indarfiously,target,r,,1,a,o,indorfiously,1,12
reram,reram,pr,ram,re,,reram,target,r,,2,m,r,rerar,0,5
distrivin,distrivin,pr_long,trivin,dis,,distrivin,target,r,,0,t,d,disdrivin,0,9
ednurdzitaoni,ehnurdzitaoni,prsss,nurd,ed,zi_ta_oni,ednurdzitaoni,control,p,0.0,1,d,h,ehnurdzitaoni,1,13
overream,overream,pr,ream,over,,overream,target,p,0.0,0,o,e,everream,0,8
tonjerulf,tonjerulf,rs_long,tonjer,,ulf,tonjerulf,control,s,0.0,1,l,m,tonjerumf,0,9
dojian,dojian,r_long,dojian,,,dojian,control,r,,3,i,o,dojoan,0,6
ermigenelba,ermigenelba,pprs,gen,er_mi,elba,ermigenelba,control,p,0.0,1,r,m,emmigenelba,0,11
