first,second,morphemes,root,prefixes,suffixes,word,target_type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error,wordlength
diskoulableness,diskoulibleness,prss,koul,dis,able_ness,diskoulableness,target,s,0.0,0,a,i,diskoulibleness,1,15
edreetvitaoni,edreetvetaoni,prsss,reet,ed,vi_ta_oni,edreetvitaoni,control,s,0.0,1,i,e,edreetvetaoni,1,13
sidninautoniray,sidninautoniray,pprss,naut,sid_ni,oni_ray,sidninautoniray,control,s,1.0,2,y,l,sidninautoniral,0,15
soomliness,soomlinoss,rss,soom,,li_ness,soomliness,target,s,1.0,1,e,o,soomlinoss,1,10
nucleriezsens,necleriezsens,prs_long,cleriez,nu,sens,nucleriezsens,control,p,0.0,1,u,e,necleriezsens,1,13
nureeptasitciyl,nureettasitciyl,prssss,reet,nu,ta_sit_ci_yl,nureettasitciyl,control,r,,3,t,p,nureeptasitciyl,3,15
incetage,incetage,prs,cet,in,ate,incetate,target,s,0.0,1,t,g,incetage,2,8
feegcilayl,feegcilayl,rsss,feeg,,ci_la_yl,feegcilayl,control,r,,3,g,p,feepcilayl,0,10
remisgrasment,remisgrasmint,pprs,gras,re_mis,ment,remisgrasment,target,s,0.0,1,e,i,remisgrasmint,1,13
fobly,sobly,rs,fob,,ly,fobly,target,r,,0,f,s,sobly,1,5
ertron,ertron,pr,trun,er,,ertrun,control,r,,2,u,o,ertron,2,6
trilendance,trilendance,rs_long,trilend,,ance,trilendance,target,r,,2,i,a,tralendance,0,11
preflenit,preflenet,pr_long,flenit,pre,,preflenit,target,r,,4,i,e,preflenet,1,9
keop,koop,r,koop,,,koop,target,r,,1,o,e,keop,3,4
sidmesim,sidmesim,ppr,siw,sid_me,,sidmesiw,control,r,,2,w,m,sidmesim,2,8
damfationalist,damfationalist,rssss,darf,,at_ion_al_ist,darfationalist,target,r,,2,r,m,damfationalist,2,14
oturiekneml,oturiekneyl,prss,riek,otu,ne_yl,oturiekneyl,control,s,1.0,0,y,m,oturiekneml,3,11
proglefenion,praglefenion,prs_long,glefen,pro,ion,proglefenion,target,p,0.0,2,o,a,praglefenion,1,12
sidniremnat,sidniremnat,pprs,rem,sid_ni,nat,sidniremnat,control,s,0.0,2,t,f,sidniremnaf,0,11
presoomically,presoomically,prsss,soom,pre,ic_al_ly,presoomically,target,r,,1,o,u,presuomically,0,13
belsically,kelsically,rsss,kels,,ic_al_ly,kelsically,target,r,,0,k,b,belsically,3,10
mutecsens,nutecsens,prs,tec,nu,sens,nutecsens,control,p,0.0,0,n,m,mutecsens,3,9
nocyl,nocyy,rs,noc,,yl,nocyl,control,s,0.0,1,l,y,nocyy,1,5
moos,moos,r,moos,,,moos,control,r,,1,o,e,meos,0,4
rediscet,redistet,ppr,cet,re_dis,,rediscet,target,r,,0,c,t,redistet,1,8
docon,docon,pr,con,de,,decon,target,p,0.0,1,e,o,docon,2,5
inwisiously,inrisiously,pprss,wis,in,ious_ly,inwisiously,target,r,,0,w,r,inrisiously,1,11
neintaonilasit,neiltaonilasit,rssss,neil,,ta_oni_la_sit,neiltaonilasit,control,r,,3,l,n,neintaonilasit,3,14
neariz,nearoz,r_long,nearoz,,,nearoz,control,r,,4,o,i,neariz,3,6
pookilsens,pookimsens,rss,pook,,il_sens,pookilsens,control,s,0.0,1,l,m,pookimsens,1,10
jadolinness,jadalinness,rs_long,jadolin,,ness,jadolinness,target,r,,3,o,a,jadalinness,1,11
edneillazitaoni,edneillazitaoni,prssss,neil,ed,la_zi_ta_oni,edneillazitaoni,control,r,,1,e,o,ednoillazitaoni,0,15
unislefen,unislefen,pr_long,glefen,uni,,uniglefen,target,r,,0,g,s,unislefen,2,9
sarg,sarg,r,sarg,,,sarg,control,r,,1,a,i,sirg,0,4
epsarg,epsarg,pr,sarg,ed,,edsarg,control,p,0.0,1,d,p,epsarg,2,6
loukonila,loukonila,rss,louk,,oni_la,loukonila,control,s,0.0,0,o,u,loukunila,0,9
dekrenivation,dekrenivation,prsss,krew,de,iv_at_ion,dekrewivation,target,r,,3,w,n,dekrenivation,2,13
drunalisticly,drunalisticly,rssss,drun,,al_ist_ic_ly,drunalisticly,target,s,1.0,0,i,o,drunalosticly,0,13
inteunness,inteunness,prs,taun,in,ness,intaunness,target,r,,1,a,e,inteunness,2,10
inunithols,imunithols,pr_long,nithols,inu,,inunithols,control,p,0.0,1,n,m,imunithols,1,10
sidlendowmemt,sidlendowmemt,prs_long,lendow,sid,nemt,sidlendownemt,control,s,0.0,0,n,m,sidlendowmemt,2,13
nirgovsenh,nirgovsenh,rs_long,nirgov,,sens,nirgovsens,control,s,0.0,3,s,h,nirgovsenh,2,10
inteakiously,inteakiously,pprss,teak,in,ious_ly,inteakiously,target,s,0.0,1,o,e,inteakieusly,0,12
moukelba,moukelba,rs,louk,,elba,loukelba,control,r,,0,l,m,moukelba,2,8
tirvin,timvin,r_long,tirvin,,,tirvin,control,r,,2,r,m,timvin,1,6
nocnemtlayl,nocnemtlayl,rsss,noc,,nemt_la_yl,nocnemtlayl,control,r,,1,o,e,necnemtlayl,0,11
disemgeuf,disemgeef,ppr,geef,dis_em,,disemgeef,target,r,,2,e,u,disemgeuf,3,9
ungrasalisticly,ungrasalisticly,prssss,gras,un,al_ist_ic_ly,ungrasalisticly,target,s,3.0,0,l,m,ungrasalisticmy,0,15
indisteerion,indasteerion,pprs,teer,in_dis,ion,indisteerion,target,p,1.0,1,i,a,indasteerion,1,12
outnegenness,outnegenness,prss,neg,out,en_ness,outnegenness,target,p,0.0,0,o,a,autnegenness,0,12
glod,gloc,r,gloc,,,gloc,target,r,,3,c,d,glod,3,4
sidnimiekouisyl,sidniriekouisyl,pprss,riek,sid_ni,ouis_yl,sidniriekouisyl,control,r,,0,r,m,sidnimiekouisyl,3,15
ersidtalc,ersidtalc,ppr,talc,er_sid,,ersidtalc,control,r,,1,a,e,ersidtelc,0,9
mafsitcileyl,mafsitcilayl,rssss,maf,,sit_ci_la_yl,mafsitcilayl,control,s,2.0,1,a,e,mafsitcileyl,3,12
sidnuydelbasens,sidnuydelbasens,prss,nurd,sid,elba_sens,sidnurdelbasens,control,r,,2,r,y,sidnuydelbasens,2,15
urskrupitness,urskrupitness,prs_long,skrupit,un,ness,unskrupitness,target,p,0.0,1,n,r,urskrupitness,2,13
zicerel,zicerel,r_long,zicerel,,,zicerel,target,r,,0,z,t,ticerel,0,7
onfob,onfob,pr,fob,en,,enfob,target,p,0.0,0,e,o,onfob,2,5
detaunalization,detauralization,prssss,taun,de,al_iz_at_ion,detaunalization,target,r,,3,n,r,detauralization,1,15
jentelnest,jentelness,rs_long,jentel,,ness,jentelness,target,s,0.0,3,s,t,jentelnest,3,10
drunabme,drunabme,rs,drun,,able,drunable,target,s,0.0,2,l,m,drunabme,2,8
oturortick,oturoltick,pr_long,roltick,otu,,oturoltick,control,r,,2,l,r,oturortick,3,10
wisional,wisional,rss,wis,,ion_al,wisional,target,r,,0,w,y,yisional,0,8
reetnemtlayl,reetnemtlawl,rsss,reet,,nemt_la_yl,reetnemtlayl,control,s,2.0,0,y,w,reetnemtlawl,1,12
edtrigvitaoni,edtrigvitooni,prsss,trig,ed,vi_ta_oni,edtrigvitaoni,control,s,1.0,1,a,o,edtrigvitooni,1,13
minocsens,yinocsens,prs,noc,mi,sens,minocsens,control,p,0.0,0,m,y,yinocsens,1,9
ersimmoosnemt,ersimmaosnemt,pprs,moos,er_sim,nemt,ersimmoosnemt,control,r,,1,o,a,ersimmaosnemt,1,13
koul,koul,r,koul,,,koul,target,r,,1,o,e,keul,0,4
nuslasitciyl,nuclasitciyl,rssss,nuc,,la_sit_ci_yl,nuclasitciyl,control,r,,2,c,s,nuslasitciyl,3,12
orproziraconi,oyproziraconi,prs_long,rozirac,orp,oni,orproziraconi,control,p,0.0,1,r,y,oyproziraconi,1,13
dusingeefant,disingeefant,pprs,geef,dis_in,ant,disingeefant,target,p,0.0,1,i,u,dusingeefant,3,12
premiscon,premiscon,ppr,con,pre_mis,,premiscon,target,r,,0,c,s,premisson,0,9
nurdyl,nerdyl,rs,nurd,,yl,nurdyl,control,r,,1,u,e,nerdyl,1,6
sidnimofouisyl,sidnimofouisyl,pprss,mof,sid_ni,ouis_yl,sidnimofouisyl,control,s,0.0,0,o,i,sidnimofiuisyl,0,14
nunurdsitcilayl,numurdsitcilayl,prssss,nurd,nu,sit_ci_la_yl,nunurdsitcilayl,control,r,,0,n,m,numurdsitcilayl,1,15
erptonjer,erptonjer,pr_long,tonjer,erp,,erptonjer,control,p,0.0,2,p,d,erdtonjer,0,9
remien,relien,pr,lien,re,,relien,target,r,,0,l,m,remien,3,6
decetivotion,decetivotion,prsss,cet,de,iv_at_ion,decetivation,target,s,1.0,0,a,o,decetivotion,2,12
outyurtenly,outyurtenly,prss,nurt,out,en_ly,outnurtenly,target,r,,0,n,y,outyurtenly,2,11
siwulfyl,siwulfml,rss,siw,,ulf_yl,siwulfyl,control,s,1.0,0,y,m,siwulfml,1,8
kelsmentally,kelsmentolly,rsss,kels,,ment_al_ly,kelsmentally,target,s,1.0,0,a,o,kelsmentolly,1,12
trilend,triwend,r_long,trilend,,,trilend,target,r,,3,l,w,triwend,1,7
lejentenca,lejemtenca,rs_long,lejent,,enca,lejentenca,control,r,,4,n,m,lejemtenca,1,10
nibofeta,nibofota,prs,bof,ni,eta,nibofeta,control,s,0.0,0,e,o,nibofota,1,8
