first,second,morphemes,root,prefixes,suffixes,word,target_type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error,wordlength
otunurdnesins,otunurdnesins,prss,nurd,otu,ne_sens,otunurdnesens,control,s,1.0,1,e,i,otunurdnesins,2,13
rerk,werk,r,werk,,,werk,control,r,,0,w,r,rerk,3,4
repsimtalc,repsimtalc,ppr,talc,rep_sim,,repsimtalc,control,p,0.0,2,p,g,regsimtalc,0,10
cunistically,cunistically,rssss,cun,,ist_ic_al_ly,cunistically,target,r,,2,n,m,cumistically,0,12
distrilohkment,distrilockment,prs_long,trilock,dis,ment,distrilockment,target,r,,5,c,h,distrilohkment,3,14
ungirtistically,unfirtistically,prssss,girt,un,ist_ic_al_ly,ungirtistically,target,r,,0,g,f,unfirtistically,1,15
nurtfully,nurtpully,rss,nurt,,ful_ly,nurtfully,target,s,0.0,0,f,p,nurtpully,1,9
mermentally,mermentally,rsss,mer,,ment_al_ly,mermentally,target,s,2.0,1,y,r,mermentallr,0,11
contlm,contly,rs,cont,,ly,contly,target,s,0.0,1,y,m,contlm,3,6
nenuc,nenuc,pr,nuc,ne,,nenuc,control,p,0.0,0,n,m,menuc,0,5
erdfeegcilayl,erdfeegcilayl,prsss,feeg,erp,ci_la_yl,erpfeegcilayl,control,p,0.0,2,p,d,erdfeegcilayl,2,13
nithols,nithols,r_long,nithols,,,nithols,control,r,,1,i,o,nothols,0,7
infoyionary,infomionary,pprss,fom,in,ion_ary,infomionary,target,r,,2,m,y,infoyionary,3,11
outjintor,outjentor,pr_long,jentor,out,,outjentor,target,r,,1,e,i,outjintor,3,9
nisidtalconi,nisidtalconi,pprs,talc,ni_sid,oni,nisidtalconi,control,p,0.0,0,n,r,risidtalconi,0,12
insoomness,insoomness,prs,soom,un,ness,unsoomness,target,p,0.0,0,u,i,insoomness,2,10
nearozsens,nearodsens,rs_long,nearoz,,sens,nearozsens,control,r,,5,z,d,nearodsens,1,10
flenit,flenit,r_long,flenit,,,flenit,target,r,,3,n,r,flerit,0,6
