first,second,morphemes,root,prefixes,suffixes,word,target_type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error,wordlength
ernoczie,ernoczie,prs,noc,er,zie,ernoczie,control,s,0.0,1,i,o,ernoczoe,0,8
inmerionary,inmerionary,pprss,mer,in,ion_ary,inmerionary,target,p,0.0,0,i,e,enmerionary,0,11
flennerless,flennerlesh,rs_long,flenner,,less,flennerless,target,s,0.0,3,s,h,flennerlesh,1,11
darf,darf,r,darf,,,darf,target,r,,1,a,i,dirf,0,4
ungeefetional,ungeefational,prsss,geef,un,at_ion_al,ungeefational,target,s,0.0,0,a,e,ungeefetional,3,13
conisticilly,conisticilly,rssss,con,,ist_ic_al_ly,conistically,target,s,2.0,0,a,i,conisticilly,2,12
nanurdouisyl,nanurdouisyl,prss,nurd,nu,ouis_yl,nunurdouisyl,control,p,0.0,1,u,a,nanurdouisyl,2,12
mistrilockment,mistrilockment,prs_long,trilock,mis,ment,mistrilockment,target,p,0.0,1,i,e,mestrilockment,0,14
disemfob,dusemfob,ppr,fob,dis_em,,disemfob,target,p,0.0,1,i,u,dusemfob,1,8
teakiousnest,teakiousnest,rss,teak,,ious_ness,teakiousness,target,s,1.0,3,s,t,teakiousnest,2,12
revotirvin,revetirvin,pr_long,tirvin,revo,,revotirvin,control,p,0.0,3,o,e,revetirvin,1,10
pookeyba,pookeyba,rs,pook,,elba,pookelba,control,s,0.0,1,l,y,pookeyba,2,8
bassiw,bassiw,pr,siw,bus,,bussiw,control,p,0.0,1,u,a,bassiw,2,6
negmentarly,negmentally,rsss,neg,,ment_al_ly,negmentally,target,s,1.0,1,l,r,negmentarly,3,11
nutork,nutork,r_long,netork,,,netork,control,r,,1,e,u,nutork,2,6
unkesalisticly,unketalisticly,prssss,ket,un,al_ist_ic_ly,unketalisticly,target,r,,2,t,s,unkesalisticly,3,14
ermicolselba,ermicolselba,pprs,colg,er_mi,elba,ermicolgelba,control,r,,3,g,s,ermicolselba,2,12
trentaonilasim,truntaonilasim,rssss,trun,,ta_oni_la_sim,truntaonilasim,control,r,,2,u,e,trentaonilasim,3,14
flomak,flomak,r_long,flomak,,,flomak,target,r,,0,f,x,xlomak,0,6
cetfully,cekfully,rss,cet,,ful_ly,cetfully,target,r,,2,t,k,cekfully,1,8
unnegiously,unnegiously,prss,neg,un,ious_ly,unnegiously,target,p,0.0,0,u,a,annegiously,0,11
ednurdtaonialsim,ednurdtaonialsim,prssss,nurd,ed,ta_oni_al_sim,ednurdtaonialsim,control,s,2.0,1,l,r,ednurdtaoniarsim,0,16
otulosicur,otulosicur,pr_long,losicur,otu,,otulosicur,control,r,,0,l,r,oturosicur,0,10
nout,naut,r,naut,,,naut,control,r,,1,a,o,nout,3,4
sidmoosre,sidmoosre,prs,moos,sid,re,sidmoosre,control,s,0.0,0,r,n,sidmoosne,0,9
nugentaonila,nugentaonira,prsss,gen,nu,ta_oni_la,nugentaonila,control,s,2.0,0,l,r,nugentaonira,1,12
sidmewerk,sidmewerk,ppr,werk,sid_me,,sidmewerk,control,r,,3,k,h,sidmewerh,0,9
