first,second,condition,root,prefixes,suffixes,word,target_type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error,wordlength
remisket,remisket,ppr,ket,re_mis,,remisket,target,p,1.0,0,m,w,rewisket,0,8
darfationalism,derfationalism,rssss,darf,,at_ion_al_ism,darfationalism,target,r,,1,a,e,derfationalism,1,14
unclatationally,uncletationally,prssss,clat,un,at_ion_al_ly,unclatationally,target,r,,2,a,e,uncletationally,1,15
fomically,fomically,rsss,fom,,ic_al_ly,fomically,target,s,0.0,1,c,f,fomifally,0,9
nautcilayl,nautcilayl,rsss,naut,,ci_la_yl,nautcilayl,control,r,,0,n,r,rautcilayl,0,10
mimar,mimam,pr,mar,mi,,mimar,control,r,,2,r,m,mimam,1,5
nisidnurdoni,nisidlurdoni,pprs,nurd,ni_sid,oni,nisidnurdoni,control,r,,0,n,l,nisidlurdoni,1,12
krew,krem,r,krew,,,krew,target,r,,3,w,m,krem,1,4
orpnuctaoni,orpnuctaori,prss,nuc,orp,ta_oni,orpnuctaoni,control,s,1.0,1,n,r,orpnuctaori,1,11
keirationalist,keirationalist,rssss,keir,,at_ion_al_ist,keirationalist,target,r,,1,e,i,kiirationalist,0,14
fradcilayl,fradcilayn,rsss,frad,,ci_la_yl,fradcilayl,control,s,2.0,1,l,n,fradcilayn,1,10
rekoulivity,rekoulevity,pprss,koul,re,iv_ity,rekoulivity,target,s,0.0,0,i,e,rekoulevity,1,11
feegtaonilasim,feegtaonilasim,rssss,feeg,,ta_oni_la_sim,feegtaonilasim,control,s,0.0,0,t,c,feegcaonilasim,0,14
retrilockate,retrilockate,prs_long,trilock,re,ate,retrilockate,target,r,,5,c,f,retrilofkate,0,12
tec,tec,r,tec,,,tec,control,r,,2,c,k,tek,0,3
inteakionally,inteakionalmy,prsss,teak,in,ion_al_ly,inteakionally,target,s,2.0,0,l,m,inteakionalmy,1,13
inkouliousness,inkouliousness,pprss,koul,in,ious_ness,inkouliousness,target,r,,2,u,a,inkoaliousness,0,14
colglasitci,colglasitci,rsss,colg,,la_sit_ci,colglasitci,control,s,1.0,0,s,h,colglahitci,0,11
sidnitekouissens,sidnitekouicsens,pprss,tek,sid_ni,ouis_sens,sidnitekouissens,control,s,0.0,3,s,c,sidnitekouicsens,1,16
ernifeeg,ernifeig,ppr,feeg,er_ni,,ernifeeg,control,r,,2,e,i,ernifeig,1,8
ersimneil,ersimneim,ppr,neil,er_sim,,ersimneil,control,r,,3,l,m,ersimneim,1,9
nunolison,nunelison,prs,nol,nu,ison,nunolison,control,r,,1,o,e,nunelison,1,9
disemcet,disemcit,ppr,cet,dis_em,,disemcet,target,r,,1,e,i,disemcit,1,8
outkrew,outkrer,pr,krew,out,,outkrew,target,r,,3,w,r,outkrer,1,7
erniremacne,erniremacne,pprs,rem,er_ni,acne,erniremacne,control,s,0.0,1,c,h,erniremahne,0,11
proketation,proketation,prss,ket,pro,at_ion,proketation,target,s,1.0,0,i,e,proketateon,0,11
pleriezment,plejiezment,rs_long,pleriez,,ment,pleriezment,target,r,,3,r,j,plejiezment,1,11
ertranileta,ertwanileta,prs_long,tranil,er,eta,ertranileta,control,r,,1,r,w,ertwanileta,1,11
otuloukeviyl,oturoukeviyl,prss,louk,otu,evi_yl,otuloukeviyl,control,r,,0,l,r,oturoukeviyl,1,12
misbelsation,misbelsation,prss,bels,mis,at_ion,misbelsation,target,p,0.0,1,i,a,masbelsation,0,12
unpontalisticly,unpontalistifly,prssss,pont,un,al_ist_ic_ly,unpontalisticly,target,s,2.0,1,c,f,unpontalistifly,1,15
disteakure,disteakuru,prs,teak,dis,ure,disteakure,target,s,0.0,2,e,u,disteakuru,1,10
nukooptaonilayl,nukeoptaonilayl,prssss,koop,nu,ta_oni_la_yl,nukooptaonilayl,control,r,,1,o,e,nukeoptaonilayl,1,15
geefalistic,geefalistic,rsss,geef,,al_ist_ic,geefalistic,target,s,2.0,0,i,a,geefalistac,0,11
indisprasion,indisprasion,pprs,pras,in_dis,ion,indisprasion,target,s,0.0,0,i,o,indisprasoon,0,12
niremonilayl,noremonilayl,prsss,rem,ni,oni_la_yl,niremonilayl,control,p,0.0,1,i,o,noremonilayl,1,12
ziperel,ziparel,r_long,ziperel,,,ziperel,control,r,,3,e,a,ziparel,1,7
pontiously,pontiously,rss,pont,,ious_ly,pontiously,target,s,0.0,2,u,a,pontioasly,0,10
imkrew,omkrew,pr,krew,im,,imkrew,target,p,0.0,0,i,o,omkrew,1,6
simneil,simneil,pr,neil,sim,,simneil,control,p,0.0,0,s,d,dimneil,0,7
inglefenate,inglefenate,prs_long,glefen,in,ate,inglefenate,target,p,0.0,1,n,m,imglefenate,0,11
teklazei,teklazei,rss,tek,,la_zei,teklazei,control,s,1.0,1,e,i,teklazii,0,8
unketically,onketically,prsss,ket,un,ic_al_ly,unketically,target,p,0.0,0,u,o,onketically,1,11
overflomak,overflomak,pr_long,flomak,over,,overflomak,target,r,,1,l,m,overfmomak,0,10
bofouisyl,bofouisyl,rss,bof,,ouis_yl,bofouisyl,control,s,1.0,1,l,m,bofouisym,0,9
sidteceru,sidteceru,prs,tec,sid,eru,sidteceru,control,r,,0,t,d,siddeceru,0,9
taunless,teunless,rs,taun,,less,taunless,target,r,,1,a,e,teunless,1,8
numoostasitciyl,numoostasitciyl,prssss,moos,nu,ta_sit_ci_yl,numoostasitciyl,control,p,0.0,1,u,e,nemoostasitciyl,0,15
nureemlasitci,nureemlasifci,prsss,reem,nu,la_sit_ci,nureemlasitci,control,s,1.0,2,t,f,nureemlasifci,1,13
nuctaonilasim,nuctaonilasim,rssss,nuc,,ta_oni_la_sim,nuctaonilasim,control,s,0.0,1,a,e,nucteonilasim,0,13
simreemtaoni,simreemtaona,prss,reem,sim,ta_oni,simreemtaoni,control,s,1.0,2,i,a,simreemtaona,1,12
mislonably,mislonably,pprss,lon,mis,abl_y,mislonably,target,r,,2,n,l,mislolably,0,10
tuskrip,tuskrip,r_long,tuskrip,,,tuskrip,control,r,,4,r,w,tuskwip,0,7
nuloukcilayl,nuloukcilayl,prsss,louk,nu,ci_la_yl,nuloukcilayl,control,p,0.0,0,n,m,muloukcilayl,0,12
ketalize,ketalize,rss,ket,,al_ize,ketalize,target,r,,0,k,b,betalize,0,8
moparntouis,moparntouis,rs_long,moparnt,,ouis,moparntouis,control,r,,1,o,i,miparntouis,0,11
internamptor,intewnamptor,pr_long,namptor,inter,,internamptor,target,p,0.0,4,r,w,intewnamptor,1,12
