first,second,condition,root,prefixes,suffixes,word,target_type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error,wordlength
simmoftaoni,simmoftaoni,prss,mof,sim,ta_oni,simmoftaoni,control,r,,0,m,n,simnoftaoni,0,11
kaflom,kaflom,r_long,kaflom,,,kaflom,control,r,,2,f,p,kaplom,0,6
insoomionary,insoomionary,pprss,soom,in,ion_ary,insoomionary,target,r,,3,m,w,insoowionary,0,12
belsable,belhable,rs,bels,,able,belsable,target,r,,3,s,h,belhable,1,8
trigouissens,trigouissens,rss,trig,,ouis_sens,trigouissens,control,s,0.0,3,s,t,trigouitsens,0,12
inmeriousness,inmeriousness,pprss,mer,in,ious_ness,inmeriousness,target,p,0.0,0,i,o,onmeriousness,0,13
sarpnemtlayl,sarpnemtlayl,rsss,sarp,,nemt_la_yl,sarpnemtlayl,control,r,,2,r,w,sawpnemtlayl,0,12
ernireemacne,ernireemacne,pprs,reem,er_ni,acne,ernireemacne,control,s,0.0,0,a,o,ernireemocne,0,12
erniwerk,erniwerk,ppr,werk,er_ni,,erniwerk,control,r,,3,k,t,erniwert,0,8
outglefen,outglefen,pr_long,glefen,out,,outglefen,target,p,0.0,2,t,d,oudglefen,0,9
reoversoom,reeversoom,ppr,soom,re_over,,reoversoom,target,p,1.0,0,o,e,reeversoom,1,10
nemoos,nemoof,pr,moos,ne,,nemoos,control,r,,3,s,f,nemoof,1,6
nuselbtasitciyl,nuselbtasitciyl,prssss,selb,nu,ta_sit_ci_yl,nuselbtasitciyl,control,s,0.0,0,t,p,nuselbpasitciyl,0,15
disgrivonful,disgrivonful,prs_long,grivon,dis,ful,disgrivonful,target,r,,1,r,m,disgmivonful,0,12
cunationally,cunationallm,rssss,cun,,at_ion_al_ly,cunationally,target,s,3.0,1,y,m,cunationallm,1,12
erminurd,erminard,ppr,nurd,er_mi,,erminurd,control,r,,1,u,a,erminard,1,8
