first,second,morphemes,root,prefixes,suffixes,word,target_type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error,wordlength
sidpradnemt,sidpradnemt,prs,frad,sid,nemt,sidfradnemt,control,r,,0,f,p,sidpradnemt,2,11
sidninuconiray,sidninuconiray,pprss,nuc,sid_ni,oni_ray,sidninuconiray,control,s,0.0,2,i,e,sidninuconeray,0,14
mecleriezsens,micleriezsens,prs_long,cleriez,mi,sens,micleriezsens,control,p,0.0,1,i,e,mecleriezsens,3,13
famationally,famationally,rssss,fam,,at_ion_al_ly,famationally,target,r,,2,m,y,fayationally,0,12
bofro,bofri,rs,bof,,ro,bofro,control,s,0.0,1,o,i,bofri,1,5
edfradlazitaeni,edfradlazitaoni,prssss,frad,ed,la_zi_ta_oni,edfradlazitaoni,control,s,3.0,0,o,e,edfradlazitaeni,3,15
erpcolg,erpcilg,pr,colg,erp,,erpcolg,control,r,,1,o,i,erpcilg,1,7
gloc,gloc,r,gloc,,,gloc,target,r,,1,l,m,gmoc,0,4
nusimcowgelba,nusimcolgelba,pprs,colg,nu_sim,elba,nusimcolgelba,control,r,,2,l,w,nusimcowgelba,3,13
ungeefically,ungeepically,prsss,geef,un,ic_al_ly,ungeefically,target,r,,3,f,p,ungeepically,1,12
otanerfeln,otanerfeln,pr_long,nerfeln,otu,,otunerfeln,control,p,0.0,2,u,a,otanerfeln,2,10
erpmooseviyl,empmooseviyl,prss,moos,erp,evi_yl,erpmooseviyl,control,p,0.0,1,r,m,empmooseviyl,1,12
sarglasim,sarglasam,rss,sarg,,la_sim,sarglasim,control,s,1.0,1,i,a,sarglasam,1,9
nehelgenca,nefelgenca,rs_long,nefelg,,enca,nefelgenca,control,r,,2,f,h,nehelgenca,3,10
tmilan,trilan,r_long,trilan,,,trilan,target,r,,1,r,m,tmilan,3,6
ketmentalism,ketmentalitm,rsss,ket,,ment_al_ism,ketmentalism,target,s,2.0,1,s,t,ketmentalitm,1,12
erveroreet,erveroreit,ppr,reet,er_vero,,erveroreet,control,r,,2,e,i,erveroreit,1,10
fom,fom,r,fom,,,fom,target,r,,2,m,l,fol,0,3
dekeamalozation,dekeamalozation,prssss,keam,de,al_iz_at_ion,dekeamalization,target,s,1.0,0,i,o,dekeamalozation,2,15
moessitcilayl,moossitcilayl,rssss,moos,,sit_ci_la_yl,moossitcilayl,control,r,,2,o,e,moessitcilayl,3,13
silselkulfsens,silselkulfsens,prss,selk,sim,ulf_sens,simselkulfsens,control,p,0.0,2,m,l,silselkulfsens,2,14
sidnimeakouisyl,sidnineakouisyl,pprss,meak,sid_ni,ouis_yl,sidnimeakouisyl,control,r,,0,m,n,sidnineakouisyl,1,15
indistaunion,indistauyion,pprs,taun,in_dis,ion,indistaunion,target,r,,3,n,y,indistauyion,1,12
neilcelayl,neilcelayl,rsss,neil,,ci_la_yl,neilcilayl,control,s,0.0,1,i,e,neilcelayl,2,10
rooutsoom,rooutsoom,ppr,soom,re_out,,reoutsoom,target,p,0.0,1,e,o,rooutsoom,2,9
inlienivation,inlienivation,prsss,lien,in,iv_at_ion,inlienivation,target,s,1.0,1,t,d,inlienivadion,0,13
trilenvness,trilenvness,rs_long,trilend,,ness,trilendness,target,r,,6,d,v,trilenvness,2,11
regirt,regirt,pr,girt,re,,regirt,target,r,,3,t,h,regirh,0,6
dojean,dojean,r_long,dojian,,,dojian,control,r,,3,i,e,dojean,2,6
unwisfil,unwisful,prs,wis,un,ful,unwisful,target,s,0.0,1,u,i,unwisfil,3,8
mistrilock,mistrilock,pr_long,trilock,mis,,mistrilock,target,p,0.0,1,i,o,mostrilock,0,10
reetlasim,reetlasim,rss,reet,,la_sim,reetlasim,control,r,,1,e,o,roetlasim,0,9
glocment,glocment,rs,gloc,,ment,glocment,target,r,,1,l,y,gyocment,0,8
dostrivinful,dostrivinful,prs_long,trivin,dis,ful,distrivinful,target,p,0.0,1,i,o,dostrivinful,2,12
