first,second,morphemes,root,prefixes,suffixes,word,target_type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error,wordlength
erverofof,erverobof,ppr,bof,er_vero,,erverobof,control,r,,0,b,f,erverofof,3,9
redekeammeng,redekeamment,pprs,keam,re_de,ment,redekeamment,target,s,0.0,3,t,g,redekeammeng,3,12
onnernaatviyit,onnernautviyit,pprss,naut,onn_er,vi_yit,onnernautviyit,control,r,,2,u,a,onnernaatviyit,3,14
nurdlasitci,nurdlasitci,rsss,nurd,,la_sit_ci,nurdlasitci,control,r,,1,u,a,nardlasitci,0,11
keattaonilayl,keattaunilayl,rssss,keat,,ta_oni_la_yl,keattaonilayl,control,s,1.0,0,o,u,keattaunilayl,1,13
procamizor,procamizor,pr_long,carizor,pro,,procarizor,target,r,,2,r,m,procamizor,2,10
netorkouis,netorkouis,rs_long,netork,,ouis,netorkouis,control,s,0.0,2,i,a,netorkouas,0,10
ernitorcacne,ernitorcacne,pprs,tonc,er_ni,acne,ernitoncacne,control,r,,2,n,r,ernitorcacne,2,12
colgilabyit,colgilabyit,rss,colg,,ilab_yit,colgilabyit,control,s,1.0,1,i,e,colgilabyet,0,11
onnersarbviyit,onnersargviyit,pprss,sarg,onn_er,vi_yit,onnersargviyit,control,r,,3,g,b,onnersarbviyit,3,14
edboftaonialsim,edboftaonialsim,prssss,bof,ed,ta_oni_al_sim,edboftaonialsim,control,r,,1,o,e,edbeftaonialsim,0,15
inhunically,inhunically,prsss,cun,in,ic_al_ly,incunically,target,r,,0,c,h,inhunically,2,11
nutrivelba,nutrigelba,prs,trig,nu,elba,nutrigelba,control,r,,3,g,v,nutrivelba,3,10
cmat,cmat,r,clat,,,clat,target,r,,1,l,m,cmat,2,4
ovemwis,ovemwis,pr,wis,over,,overwis,target,p,0.0,3,r,m,ovemwis,2,7
nudojiansens,nudojiamsens,prs_long,dojian,nu,sens,nudojiansens,control,r,,5,n,m,nudojiamsens,1,12
repsimmaf,repsimmaf,ppr,maf,rep_sim,,repsimmaf,control,p,0.0,2,p,h,rehsimmaf,0,9
girtayt,girtayt,rs,girt,,ant,girtant,target,s,0.0,1,n,y,girtayt,2,7
nefelg,lefelg,r_long,nefelg,,,nefelg,control,r,,0,n,l,lefelg,1,6
ertalcevisens,artalcevisens,prss,talc,er,evi_sens,ertalcevisens,control,p,0.0,0,e,a,artalcevisens,1,13
