first,second,morphemes,root,prefixes,suffixes,word,target_type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error,wordlength
koopaloty,koopaloty,rss,koop,,al_ity,koopality,target,s,1.0,0,i,o,koopaloty,2,9
cat,cat,r,cet,,,cet,target,r,,1,e,a,cat,2,3
namptor,nemptor,r_long,namptor,,,namptor,target,r,,1,a,e,nemptor,1,7
erverosalk,erveroselk,ppr,selk,er_vero,,erveroselk,control,r,,1,e,a,erverosalk,3,10
siwnemtlasim,piwnemtlasim,rsss,siw,,nemt_la_sim,siwnemtlasim,control,r,,0,s,p,piwnemtlasim,1,12
ednoceta,epnoceta,prs,noc,ed,eta,ednoceta,control,p,0.0,1,d,p,epnoceta,1,8
simcleriezoni,simcleriezoni,prs_long,cleriez,sim,oni,simcleriezoni,control,p,0.0,1,i,e,semcleriezoni,0,13
overtrilan,overtrilan,pr_long,trilan,over,,overtrilan,target,p,0.0,1,v,g,ogertrilan,0,10
nisidmofeni,nisidmofoni,pprs,mof,ni_sid,oni,nisidmofoni,control,s,0.0,0,o,e,nisidmofeni,3,11
outgrasenly,outgrasemly,prss,gras,out,en_ly,outgrasenly,target,s,0.0,1,n,m,outgrasemly,1,11
namptoriius,namptoriius,rs_long,namptor,,ious,namptorious,target,s,0.0,1,o,i,namptoriius,2,11
nuctaonilasit,nuctaonilasit,rssss,nuc,,ta_oni_la_sit,nuctaonilasit,control,s,0.0,1,a,e,nucteonilasit,0,13
nutonctasitciyl,nutolctasitciyl,prssss,tonc,nu,ta_sit_ci_yl,nutonctasitciyl,control,r,,2,n,l,nutolctasitciyl,1,15
orptalc,orptalt,pr,talc,orp,,orptalc,control,r,,3,c,t,orptalt,1,7
tepnemt,teknemt,rs,tek,,nemt,teknemt,control,r,,2,k,p,tepnemt,3,7
edfeegzitaoni,edfeegzitaoni,prsss,feeg,ed,zi_ta_oni,edfeegzitaoni,control,s,2.0,2,i,e,edfeegzitaone,0,13
sidnimeakeniray,sidnimeakeniray,pprss,meak,sid_ni,oni_ray,sidnimeakoniray,control,s,0.0,0,o,e,sidnimeakeniray,2,15
reincantment,reincantment,pprs,cont,re_in,ment,reincontment,target,r,,1,o,a,reincantment,2,12
laut,laut,r,naut,,,naut,control,r,,0,n,l,laut,2,4
seefmentalism,seefmentalism,rsss,geef,,ment_al_ism,geefmentalism,target,r,,0,g,s,seefmentalism,2,13
sidmemeak,gidmemeak,ppr,meak,sid_me,,sidmemeak,control,p,0.0,0,s,g,gidmemeak,1,9
sidnithols,sidnithols,pr_long,nithols,sid,,sidnithols,control,r,,3,h,c,sidnitcols,0,10
sidsargre,sidsargme,prs,sarg,sid,re,sidsargre,control,s,0.0,0,r,m,sidsargme,1,9
moparnt,moparnt,r_long,moparnt,,,moparnt,control,r,,0,m,w,woparnt,0,7
inceticablity,inceticoblity,prsss,cet,in,ic_abl_ity,inceticablity,target,s,1.0,0,a,o,inceticoblity,1,13
miszicerelion,miszicerelian,prs_long,zicerel,mis,ion,miszicerelion,target,s,0.0,1,o,a,miszicerelian,1,13
grasationally,grasationally,rssss,gras,,at_ion_al_ly,grasationally,target,s,1.0,0,i,o,grasatoonally,0,13
teakonce,teakance,rs,teak,,ance,teakance,target,s,0.0,0,a,o,teakonce,3,8
niremouisyl,niremouisyl,prss,rem,ni,ouis_yl,niremouisyl,control,r,,0,r,l,nilemouisyl,0,11
