first,second,condition,root,prefixes,suffixes,word,target_type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error,wordlength
putrup,putrup,pr,trup,pu,,putrup,control,r,,3,p,t,putrut,0,6
erninurd,erninumd,ppr,nurd,er_ni,,erninurd,control,r,,2,r,m,erninumd,1,8
drun,drun,r,drun,,,drun,target,r,,2,u,e,dren,0,4
reamalize,reamalize,rss,ream,,al_ize,reamalize,target,s,1.0,1,z,d,reamalide,0,9
reovergloc,leovergloc,ppr,gloc,re_over,,reovergloc,target,p,0.0,0,r,l,leovergloc,1,10
minolcilayl,minolciliyl,prsss,nol,mi,ci_la_yl,minolcilayl,control,s,1.0,1,a,i,minolciliyl,1,11
marlazei,marlazei,rss,mar,,la_zei,marlazei,control,r,,2,r,m,mamlazei,0,8
indrunity,indrunity,prs,drun,in,ity,indrunity,target,r,,1,r,y,indyunity,0,9
geefmentally,geefmentally,rsss,geef,,ment_al_ly,geefmentally,target,r,,2,e,u,geufmentally,0,12
nibofyit,nebofyit,prs,bof,ni,yit,nibofyit,control,p,0.0,1,i,e,nebofyit,1,8
inpookiousness,inpookioutness,pprss,pook,in,ious_ness,inpookiousness,target,s,0.0,3,s,t,inpookioutness,1,14
koulalisticly,koulalisticly,rssss,koul,,al_ist_ic_ly,koulalisticly,target,r,,0,k,c,coulalisticly,0,13
nubofcilayl,rubofcilayl,prsss,bof,nu,ci_la_yl,nubofcilayl,control,p,0.0,0,n,r,rubofcilayl,1,11
subzorean,sabzorean,pr_long,zorean,sub,,subzorean,target,p,0.0,1,u,a,sabzorean,1,9
geefability,geefability,rss,geef,,abil_ity,geefability,target,s,1.0,1,t,p,geefabilipy,0,11
gensens,gensens,rs,gen,,sens,gensens,control,r,,2,n,y,geysens,0,7
uppook,uppoot,pr,pook,up,,uppook,target,r,,3,k,t,uppoot,1,6
ramness,ramnass,rs,ram,,ness,ramness,target,s,0.0,1,e,a,ramnass,1,7
onnerselbviyit,olnerselbviyit,pprss,selb,onn_er,vi_yit,onnerselbviyit,control,p,0.0,1,n,l,olnerselbviyit,1,14
reinlon,reinlon,ppr,lon,re_in,,reinlon,target,r,,2,n,l,reinlol,0,7
nutonpouissens,nutonpouissens,prss,tonp,nu,ouis_sens,nutonpouissens,control,p,0.0,0,n,w,wutonpouissens,0,14
netork,netark,r_long,netork,,,netork,control,r,,3,o,a,netark,1,6
unkrewliness,unkrewliness,prss,krew,un,li_ness,unkrewliness,target,p,0.0,0,u,e,enkrewliness,0,12
nunolilsens,numolilsens,prss,nol,nu,il_sens,nunolilsens,control,r,,0,n,m,numolilsens,1,11
mearnemt,mearnemb,rs,mear,,nemt,mearnemt,control,s,0.0,3,t,b,mearnemb,1,8
nutektaonila,mutektaonila,prsss,tek,nu,ta_oni_la,nutektaonila,control,p,0.0,0,n,m,mutektaonila,1,12
intrilanate,intrilanate,prs_long,trilan,in,ate,intrilanate,target,s,0.0,2,e,o,intrilanato,0,11
nuboftaonilayl,nuboftaonilayl,prssss,bof,nu,ta_oni_la_yl,nuboftaonilayl,control,s,0.0,1,a,e,nubofteonilayl,0,14
trupsit,trupsit,rs,trup,,sit,trupsit,control,r,,3,p,d,trudsit,0,7
demeeralization,demeeralization,prssss,meer,de,al_iz_at_ion,demeeralization,target,r,,3,r,m,demeemalization,0,15
nidrelinteta,nidrelinteha,prs_long,drelint,ni,eta,nidrelinteta,control,s,0.0,1,t,h,nidrelinteha,1,12
ersimmearnemt,ersemmearnemt,pprs,mear,er_sim,nemt,ersimmearnemt,control,p,1.0,1,i,e,ersemmearnemt,1,13
fomically,fomically,rsss,fom,,ic_al_ly,fomically,target,s,0.0,1,c,t,fomitally,0,9
trilan,trilan,r_long,trilan,,,trilan,target,r,,1,r,n,tnilan,0,6
rekeirivity,mekeirivity,pprss,keir,re,iv_ity,rekeirivity,target,p,0.0,0,r,m,mekeirivity,1,11
belsment,belsmenk,rs,bels,,ment,belsment,target,s,0.0,3,t,k,belsmenk,1,8
nolcilayl,nolcilayl,rsss,nol,,ci_la_yl,nolcilayl,control,r,,2,l,m,nomcilayl,0,9
redarfivity,medarfivity,pprss,darf,re,iv_ity,redarfivity,target,p,0.0,0,r,m,medarfivity,1,11
untrilendious,untrilendious,prs_long,trilend,un,ious,untrilendious,target,p,0.0,1,n,r,urtrilendious,0,13
remisramment,remisrammeng,pprs,ram,re_mis,ment,remisramment,target,s,0.0,3,t,g,remisrammeng,1,12
nunearozison,nunearozison,prs_long,nearoz,nu,ison,nunearozison,control,p,0.0,0,n,l,lunearozison,0,12
disemmeer,diseymeer,ppr,meer,dis_em,,disemmeer,target,p,1.0,1,m,y,diseymeer,1,9
reamically,reamicallm,rsss,ream,,ic_al_ly,reamically,target,s,2.0,1,y,m,reamicallm,1,10
fradcilayl,fredcilayl,rsss,frad,,ci_la_yl,fradcilayl,control,r,,2,a,e,fredcilayl,1,10
trilanant,trilanant,rs_long,trilan,,ant,trilanant,target,r,,0,t,p,prilanant,0,9
disfobly,disfotly,prs,fob,dis,ly,disfobly,target,r,,2,b,t,disfotly,1,8
numearsitcilayl,nemearsitcilayl,prssss,mear,nu,sit_ci_la_yl,numearsitcilayl,control,p,0.0,1,u,e,nemearsitcilayl,1,15
unfomiousness,unfomiousnesk,prss,fom,un,ious_ness,unfomiousness,target,s,1.0,3,s,k,unfomiousnesk,1,13
erverofrad,erverofras,ppr,frad,er_vero,,erverofrad,control,r,,3,d,s,erverofras,1,10
unkeirically,unkeiricayly,prsss,keir,un,ic_al_ly,unkeirically,target,s,1.0,1,l,y,unkeiricayly,1,12
rentilosipur,rentilosipur,pr_long,losipur,renti,,rentilosipur,control,r,,5,u,i,rentilosipir,0,12
interpuloris,interpuloris,pr_long,puloris,inter,,interpuloris,target,r,,3,o,a,interpularis,0,12
outgeef,outgeef,pr,geef,out,,outgeef,target,p,0.0,0,o,a,autgeef,0,7
moftaonilayl,moftaonilayl,rssss,mof,,ta_oni_la_yl,moftaonilayl,control,r,,2,f,s,mostaonilayl,0,12
flomak,flomok,r_long,flomak,,,flomak,target,r,,4,a,o,flomok,1,6
sidselberu,sidselberu,prs,selb,sid,eru,sidselberu,control,s,0.0,1,r,m,sidselbemu,0,10
busnerfeln,buhnerfeln,pr_long,nerfeln,bus,,busnerfeln,control,p,0.0,2,s,h,buhnerfeln,1,10
unkoulational,umkoulational,prsss,koul,un,at_ion_al,unkoulational,target,p,0.0,1,n,m,umkoulational,1,13
flenition,flenihion,rs_long,flenit,,ion,flenition,target,r,,5,t,h,flenihion,1,9
tirvin,tirven,r_long,tirvin,,,tirvin,control,r,,4,i,e,tirven,1,6
sidmenurd,sitmenurd,ppr,nurd,sid_me,,sidmenurd,control,p,0.0,2,d,t,sitmenurd,1,9
ersimnucnemt,ersimnucnimt,pprs,nuc,er_sim,nemt,ersimnucnemt,control,s,0.0,1,e,i,ersimnucnimt,1,12
nuc,nuc,r,nuc,,,nuc,control,r,,2,c,t,nut,0,3
