first,second,condition,root,prefixes,suffixes,word,target_type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error,wordlength
dedarfalization,dedarfalization,prssss,darf,de,al_iz_at_ion,dedarfalization,target,p,0.0,0,d,s,sedarfalization,0,15
reimpontment,reimpontmert,pprs,pont,re_im,ment,reimpontment,target,s,0.0,2,n,r,reimpontmert,1,12
ninautvitaoni,niwautvitaoni,prsss,naut,ni,vi_ta_oni,ninautvitaoni,control,r,,0,n,w,niwautvitaoni,1,13
prasiously,prasiously,rss,pras,,ious_ly,prasiously,target,s,0.0,2,u,e,prasioesly,0,10
drunically,dranically,rsss,drun,,ic_al_ly,drunically,target,r,,2,u,a,dranically,1,10
nunautlayl,nunautlayl,prss,naut,nu,la_yl,nunautlayl,control,s,0.0,1,a,o,nunautloyl,0,10
teakalist,teakalist,rss,teak,,al_ist,teakalist,target,r,,0,t,f,feakalist,0,9
ermofla,elmofla,prs,mof,er,la,ermofla,control,p,0.0,1,r,l,elmofla,1,7
reoutgeef,reoutgeef,ppr,geef,re_out,,reoutgeef,target,p,1.0,1,u,e,reoetgeef,0,9
sidniwerkouisyl,sidniwerkouisyl,pprss,werk,sid_ni,ouis_yl,sidniwerkouisyl,control,p,0.0,2,d,t,sitniwerkouisyl,0,15
nuriektaonilayl,nuriektaolilayl,prssss,riek,nu,ta_oni_la_yl,nuriektaonilayl,control,s,1.0,1,n,l,nuriektaolilayl,1,15
netalc,natalc,pr,talc,ne,,netalc,control,p,0.0,1,e,a,natalc,1,6
cetless,cetleds,rs,cet,,less,cetless,target,s,0.0,2,s,d,cetleds,1,7
unzoreanful,unzoreanful,prs_long,zorean,un,ful,unzoreanful,target,p,0.0,1,n,w,uwzoreanful,0,11
ermareta,ermareta,prs,mar,er,eta,ermareta,control,s,0.0,2,a,i,ermareti,0,8
triglasitciyl,treglasitciyl,rssss,trig,,la_sit_ci_yl,triglasitciyl,control,r,,2,i,e,treglasitciyl,1,13
nirgov,nergov,r_long,nirgov,,,nirgov,control,r,,1,i,e,nergov,1,6
mooslasit,mooslasit,rss,moos,,la_sit,mooslasit,control,s,1.0,1,i,a,mooslasat,0,9
onnerfradviyit,onnirfradviyit,pprss,frad,onn_er,vi_yit,onnerfradviyit,control,p,1.0,0,e,i,onnirfradviyit,1,14
inmeriously,inmeriously,pprss,mer,in,ious_ly,inmeriously,target,r,,0,m,l,inleriously,0,11
overtrilend,ovemtrilend,pr_long,trilend,over,,overtrilend,target,p,0.0,3,r,m,ovemtrilend,1,11
ernibofnemt,ernibofmemt,pprs,bof,er_ni,nemt,ernibofnemt,control,s,0.0,0,n,m,ernibofmemt,1,11
marsitcilayl,marsitcilayl,rssss,mar,,sit_ci_la_yl,marsitcilayl,control,r,,1,a,e,mersitcilayl,0,12
lienor,lienol,rs,lien,,or,lienor,target,s,0.0,1,r,l,lienol,1,6
jadolinate,jadolinate,rs_long,jadolin,,ate,jadolinate,target,s,0.0,1,t,c,jadolinace,0,10
nolouisyl,nolouisyl,rss,nol,,ouis_yl,nolouisyl,control,s,0.0,2,i,e,nolouesyl,0,9
misclatfulness,misclatfulness,prss,clat,mis,ful_ness,misclatfulness,target,r,,3,t,c,misclacfulness,0,14
nunefelgulf,nunedelgulf,prs_long,nefelg,nu,ulf,nunefelgulf,control,r,,2,f,d,nunedelgulf,1,11
tonp,tonp,r,tonp,,,tonp,control,r,,1,o,e,tenp,0,4
neilsels,neilsels,rs,neil,,sels,neilsels,control,s,0.0,0,s,t,neiltels,0,8
disempook,disompook,ppr,pook,dis_em,,disempook,target,p,1.0,0,e,o,disompook,1,9
sidmenaut,sidmenaut,ppr,naut,sid_me,,sidmenaut,control,r,,1,a,i,sidmeniut,0,9
nimofvitaoni,nimofvitaoni,prsss,mof,ni,vi_ta_oni,nimofvitaoni,control,p,0.0,1,i,e,nemofvitaoni,0,12
flenner,flenner,r_long,flenner,,,flenner,target,r,,4,n,w,flenwer,0,7
flennerful,flennerful,rs_long,flenner,,ful,flennerful,target,r,,3,n,j,flejnerful,0,10
unkrewally,unkrewally,prss,krew,un,al_ly,unkrewally,target,r,,1,r,w,unkwewally,0,10
girtalistic,girtalistic,rsss,girt,,al_ist_ic,girtalistic,target,r,,3,t,p,girpalistic,0,11
ertirvinelba,ertirvinelba,prs_long,tirvin,er,elba,ertirvinelba,control,p,0.0,1,r,y,eytirvinelba,0,12
reinpont,reinpent,ppr,pont,re_in,,reinpont,target,r,,1,o,e,reinpent,1,8
ermimofnemt,ermimofnemt,pprs,mof,er_mi,nemt,ermimofnemt,control,r,,2,f,g,ermimognemt,0,11
unclatationally,anclatationally,prssss,clat,un,at_ion_al_ly,unclatationally,target,p,0.0,0,u,a,anclatationally,1,15
neillasitci,naillasitci,rsss,neil,,la_sit_ci,neillasitci,control,r,,1,e,a,naillasitci,1,11
inreamivation,irreamivation,prsss,ream,in,iv_at_ion,inreamivation,target,p,0.0,1,n,r,irreamivation,1,13
sidniriekouisyl,sidniriekouisyl,pprss,riek,sid_ni,ouis_yl,sidniriekouisyl,control,s,0.0,1,u,e,sidniriekoeisyl,0,15
losipureta,losipureta,rs_long,losipur,,eta,losipureta,control,r,,1,o,a,lasipureta,0,10
mearilabyit,mearilabyit,rss,mear,,ilab_yit,mearilabyit,control,s,0.0,3,b,d,meariladyit,0,11
incetiously,uncetiously,pprss,cet,in,ious_ly,incetiously,target,p,0.0,0,i,u,uncetiously,1,11
fobationally,fobationolly,rssss,fob,,at_ion_al_ly,fobationally,target,s,2.0,0,a,o,fobationolly,1,12
inusarp,anusarp,pr,sarp,inu,,inusarp,control,p,0.0,0,i,a,anusarp,1,7
subpuloris,subpuloris,pr_long,puloris,sub,,subpuloris,target,p,0.0,1,u,a,sabpuloris,0,10
ramistically,rimistically,rssss,ram,,ist_ic_al_ly,ramistically,target,r,,1,a,i,rimistically,1,12
edkooplazitaoni,edkooplazitaoni,prssss,koop,ed,la_zi_ta_oni,edkooplazitaoni,control,p,0.0,1,d,h,ehkooplazitaoni,0,15
inuwerkyl,inuwerkyl,prs,werk,inu,yl,inuwerkyl,control,s,0.0,1,l,r,inuwerkyr,0,9
simteculfsens,simheculfsens,prss,tec,sim,ulf_sens,simteculfsens,control,r,,0,t,h,simheculfsens,1,13
reglocate,reglocate,prs,gloc,re,ate,reglocate,target,r,,2,o,e,reglecate,0,9
cardizor,cardizor,r_long,cardizor,,,cardizor,target,r,,3,d,t,cartizor,0,8
inramivation,inramivution,prsss,ram,in,iv_at_ion,inramivation,target,s,1.0,0,a,u,inramivution,1,12
wis,wis,r,wis,,,wis,target,r,,1,i,o,wos,0,3
koopouis,koopouic,rs,koop,,ouis,koopouis,control,s,0.0,3,s,c,koopouic,1,8
prodarfively,prodarfively,prss,darf,pro,ive_ly,prodarfively,target,s,1.0,1,y,l,prodarfivell,0,12
erotutec,erotufec,ppr,tec,er_otu,,erotutec,control,r,,0,t,f,erotufec,1,8
moparnt,woparnt,r_long,moparnt,,,moparnt,control,r,,0,m,w,woparnt,1,7
regirtal,regirtan,prs,girt,re,al,regirtal,target,s,0.0,1,l,n,regirtan,1,8
nicolg,nicolg,pr,colg,ni,,nicolg,control,p,0.0,1,i,o,nocolg,0,6
uniwis,uliwis,pr,wis,uni,,uniwis,target,p,0.0,1,n,l,uliwis,1,6
frad,fmad,r,frad,,,frad,control,r,,1,r,m,fmad,1,4
orploukeviyl,orpwoukeviyl,prss,louk,orp,evi_yl,orploukeviyl,control,r,,0,l,w,orpwoukeviyl,1,12
demeeralization,demeeralization,prssss,meer,de,al_iz_at_ion,demeeralization,target,s,2.0,1,t,f,demeeralizafion,0,15
numooscilayl,numoohcilayl,prsss,moos,nu,ci_la_yl,numooscilayl,control,r,,3,s,h,numoohcilayl,1,12
rebelsivity,rebelsivity,pprss,bels,re,iv_ity,rebelsivity,target,r,,0,b,t,retelsivity,0,11
meerability,meerabiyity,rss,meer,,abil_ity,meerability,target,s,0.0,3,l,y,meerabiyity,1,11
disinmeerant,disinmierant,pprs,meer,dis_in,ant,disinmeerant,target,r,,1,e,i,disinmierant,1,12
neg,neg,r,neg,,,neg,target,r,,2,g,s,nes,0,3
reinkeirment,reinkeirment,pprs,keir,re_in,ment,reinkeirment,target,p,1.0,1,n,r,reirkeirment,0,12
werkro,werkro,rs,werk,,ro,werkro,control,s,0.0,1,o,u,werkru,0,6
edcolglazitaoni,edcolglazitaoni,prssss,colg,ed,la_zi_ta_oni,edcolglazitaoni,control,r,,1,o,e,edcelglazitaoni,0,15
uniclatly,eniclatly,prs,clat,uni,ly,uniclatly,target,p,0.0,0,u,e,eniclatly,1,9
remcilayl,ramcilayl,rsss,rem,,ci_la_yl,remcilayl,control,r,,1,e,a,ramcilayl,1,9
inpras,impras,pr,pras,in,,inpras,target,p,0.0,1,n,m,impras,1,6
ernikoop,erwikoop,ppr,koop,er_ni,,ernikoop,control,p,1.0,0,n,w,erwikoop,1,8
nollasitci,nollasitci,rsss,nol,,la_sit_ci,nollasitci,control,r,,0,n,y,yollasitci,0,10
unclatically,onclatically,prsss,clat,un,ic_al_ly,unclatically,target,p,0.0,0,u,o,onclatically,1,12
drunalistic,drunalistic,rsss,drun,,al_ist_ic,drunalistic,target,r,,0,d,f,frunalistic,0,11
busnerfeln,busnerfeln,pr_long,nerfeln,bus,,busnerfeln,control,r,,2,r,y,busneyfeln,0,10
encun,encum,pr,cun,en,,encun,target,r,,2,n,m,encum,1,5
rezoreanable,rezoreanable,prs_long,zorean,re,able,rezoreanable,target,p,0.0,1,e,o,rozoreanable,0,12
prasious,pratious,rs,pras,,ious,prasious,target,r,,3,s,t,pratious,1,8
sidniselbnat,sidniselbnat,pprs,selb,sid_ni,nat,sidniselbnat,control,s,0.0,0,n,y,sidniselbyat,0,12
nauttaonilayl,neuttaonilayl,rssss,naut,,ta_oni_la_yl,nauttaonilayl,control,r,,1,a,e,neuttaonilayl,1,13
revoziperel,revobiperel,pr_long,ziperel,revo,,revoziperel,control,r,,0,z,b,revobiperel,1,11
netorkulf,netorkulh,rs_long,netork,,ulf,netorkulf,control,s,0.0,2,f,h,netorkulh,1,9
purtalisticly,purhalisticly,rssss,purt,,al_ist_ic_ly,purtalisticly,target,r,,3,t,h,purhalisticly,1,13
