first,second,morphemes,root,prefixes,suffixes,word,target_type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error,wordlength
teakmentalism,teavmentalism,rsss,teak,,ment_al_ism,teakmentalism,target,r,,3,k,v,teavmentalism,1,13
enwis,enwis,pr,wis,in,,inwis,target,p,0.0,0,i,e,enwis,2,5
edsiwtaonialsim,edsewtaonialsim,prssss,siw,ed,ta_oni_al_sim,edsiwtaonialsim,control,r,,1,i,e,edsewtaonialsim,1,15
recarizorable,resarizorable,prs_long,carizor,re,able,recarizorable,target,r,,0,c,s,resarizorable,1,13
redecun,redecan,ppr,cun,re_de,,redecun,target,r,,1,u,a,redecan,1,7
sarg,sarg,r,sarg,,,sarg,control,r,,0,s,h,harg,0,4
misfobour,misfobiur,prs,fob,mis,our,misfobour,target,s,0.0,0,o,i,misfobiur,1,9
nikeatonilayl,nikeatonilayl,prsss,keat,ni,oni_la_yl,nikeatonilayl,control,p,0.0,0,n,j,jikeatonilayl,0,13
nitekeviml,nitekeviyl,prss,tek,ni,evi_yl,nitekeviyl,control,s,1.0,0,y,m,nitekeviml,3,10
retaunivity,retaunivaty,pprss,taun,re,iv_ity,retaunivity,target,s,1.0,0,i,a,retaunivaty,1,11
tekanila,tekonila,rss,tek,,oni_la,tekonila,control,s,0.0,0,o,a,tekanila,3,8
fridtan,fridtan,rs,frad,,tan,fradtan,control,r,,2,a,i,fridtan,2,7
rozilac,rozirac,r_long,rozirac,,,rozirac,control,r,,4,r,l,rozilac,3,7
subkroten,subkroten,pr_long,kroten,sub,,subkroten,target,r,,1,r,m,subkmoten,0,9
lodicurelba,lodicurelba,rs_long,losicur,,elba,losicurelba,control,r,,2,s,d,lodicurelba,2,11
sidnicolgnat,sidricolgnat,pprs,colg,sid_ni,nat,sidnicolgnat,control,p,1.0,0,n,r,sidricolgnat,1,12
fobationolism,fobationolism,rssss,fob,,at_ion_al_ism,fobationalism,target,s,2.0,0,a,o,fobationolism,2,13
trigtaonilaym,trigtaonilaym,rssss,trig,,ta_oni_la_yl,trigtaonilayl,control,s,3.0,1,l,m,trigtaonilaym,2,13
nufoftaonilayl,nufoftaonilayl,prssss,bof,nu,ta_oni_la_yl,nuboftaonilayl,control,r,,0,b,f,nufoftaonilayl,2,14
netark,netark,r_long,netork,,,netork,control,r,,3,o,a,netark,2,6
elnifradnemt,elnifradnemt,pprs,frad,er_ni,nemt,ernifradnemt,control,p,0.0,1,r,l,elnifradnemt,2,12
sisdrun,sisdrun,pr,drun,dis,,disdrun,target,p,0.0,0,d,s,sisdrun,2,7
bleriezsels,cleriezsels,rs_long,cleriez,,sels,cleriezsels,control,r,,0,c,b,bleriezsels,3,11
nunurdonila,nunordonila,prss,nurd,nu,oni_la,nunurdonila,control,r,,1,u,o,nunordonila,1,11
nurt,nirt,r,nurt,,,nurt,target,r,,1,u,i,nirt,1,4
conant,conant,rs,con,,ant,conant,target,s,0.0,2,t,b,conanb,0,6
tisskrupit,tisskrupit,pr_long,skrupit,dis,,disskrupit,target,p,0.0,0,d,t,tisskrupit,2,10
diskrotenful,diskrotenful,prs_long,kroten,dis,ful,diskrotenful,target,s,0.0,1,u,o,diskrotenfol,0,12
teccilayl,tekcilayl,rsss,tek,,ci_la_yl,tekcilayl,control,r,,2,k,c,teccilayl,3,9
simfradowu,simfradoru,prs,frad,sim,oru,simfradoru,control,s,0.0,1,r,w,simfradowu,3,10
onnerreetviyit,onnerreetviyit,pprss,reet,onn_er,vi_yit,onnerreetviyit,control,r,,0,r,w,onnerweetviyit,0,14
nogalize,nogalize,rss,neg,,al_ize,negalize,target,r,,1,e,o,nogalize,2,8
erotunoil,erotuneil,ppr,neil,er_otu,,erotuneil,control,r,,1,e,o,erotunoil,3,9
intaunically,intaunically,prsss,taun,in,ic_al_ly,intaunically,target,r,,1,a,e,inteunically,0,12
mubofcilayl,nubofcilayl,prsss,bof,nu,ci_la_yl,nubofcilayl,control,p,0.0,0,n,m,mubofcilayl,3,11
miscarizorment,miscarizorment,prs_long,carizor,mis,ment,miscarizorment,target,s,0.0,2,n,w,miscarizormewt,0,14
remissuom,remissoom,ppr,soom,re_mis,,remissoom,target,r,,1,o,u,remissuom,3,9
unkoulal,enkoulal,prs,koul,un,al,unkoulal,target,p,0.0,0,u,e,enkoulal,1,8
uncunianal,uncunional,prss,cun,un,ion_al,uncunional,target,s,0.0,1,o,a,uncunianal,3,10
buscleriez,buscleriez,pr_long,cleriez,bus,,buscleriez,control,p,0.0,0,b,p,puscleriez,0,10
dlocmentally,glocmentally,rsss,gloc,,ment_al_ly,glocmentally,target,r,,0,g,d,dlocmentally,3,12
nurtationalist,nurtotionalist,rssss,nurt,,at_ion_al_ist,nurtationalist,target,s,0.0,0,a,o,nurtotionalist,1,14
smithon,slithon,r_long,slithon,,,slithon,target,r,,1,l,m,smithon,3,7
disincetant,disincetant,pprs,cet,dis_in,ant,disincetant,target,s,0.0,2,t,c,disincetanc,0,11
geef,geef,r,geef,,,geef,target,r,,0,g,t,teef,0,4
onnergenvilit,onnergenvilit,pprss,gen,onn_er,vi_yit,onnergenviyit,control,s,1.0,0,y,l,onnergenvilit,2,13
anikels,anikels,pr,kels,uni,,unikels,target,p,0.0,0,u,a,anikels,2,7
keatciya,keatciya,rss,keat,,ci_la,keatcila,control,s,1.0,0,l,y,keatciya,2,8
famly,famly,rs,fam,,ly,famly,target,r,,0,f,h,hamly,0,5
wondelyess,wondelless,rs_long,wondel,,less,wondelless,target,s,0.0,0,l,y,wondelyess,3,10
dekoulotionalism,dekoulationalism,prssss,koul,de,at_ion_al_ism,dekoulationalism,target,s,0.0,0,a,o,dekoulotionalism,3,16
