first,second,morphemes,root,prefixes,suffixes,word,target_type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error,wordlength
erekfradnemt,erekfradnemt,pprs,frad,er_ed,nemt,eredfradnemt,control,p,1.0,1,d,k,erekfradnemt,2,12
simdojiannemt,simdojiannelt,prs_long,dojian,sim,nemt,simdojiannemt,control,s,0.0,2,m,l,simdojiannelt,1,13
mafnemtlayl,mafnemtlaml,rsss,maf,,nemt_la_yl,mafnemtlayl,control,s,2.0,0,y,m,mafnemtlaml,1,11
nuseltla,nuselkla,prs,selk,nu,la,nuselkla,control,r,,3,k,t,nuseltla,3,8
uncontistically,uncontistically,prssss,cont,un,ist_ic_al_ly,uncontistically,target,s,0.0,1,s,p,uncontiptically,0,15
tyun,tyun,r,trun,,,trun,control,r,,1,r,y,tyun,2,4
nimaf,nimaf,pr,maf,ni,,nimaf,control,p,0.0,0,n,r,rimaf,0,5
infopively,infobively,prss,fob,in,ive_ly,infobively,target,r,,2,b,p,infopively,3,10
keiric,teiric,rs,keir,,ic,keiric,target,r,,0,k,t,teiric,1,6
soemical,soemical,rss,soom,,ic_al,soomical,target,r,,2,o,e,soemical,2,8
uncontically,uncontically,prsss,cont,un,ic_al_ly,uncontically,target,r,,2,n,y,uncoytically,0,12
sidritoncouissens,sidritoncouissens,pprss,tonc,sid_ni,ouis_sens,sidnitoncouissens,control,p,1.0,0,n,r,sidritoncouissens,2,17
trivin,tyivin,r_long,trivin,,,trivin,target,r,,1,r,y,tyivin,1,6
misslithon,misslithoj,pr_long,slithon,mis,,misslithon,target,r,,6,n,j,misslithoj,1,10
misationally,misationally,rssss,wis,,at_ion_al_ly,wisationally,target,r,,0,w,m,misationally,2,12
eredtarg,eredsarg,ppr,sarg,er_ed,,eredsarg,control,r,,0,s,t,eredtarg,3,8
netorkselt,netorksels,rs_long,netork,,sels,netorksels,control,s,0.0,3,s,t,netorkselt,3,10
colgtaonilasim,celgtaonilasim,rssss,colg,,ta_oni_la_sim,colgtaonilasim,control,r,,1,o,e,celgtaonilasim,1,14
louklapei,louklazei,rss,louk,,la_zei,louklazei,control,s,1.0,0,z,p,louklapei,3,9
inclativeyy,inclatively,prss,clat,in,ive_ly,inclatively,target,s,1.0,0,l,y,inclativeyy,3,11
nefemg,nefemg,r_long,nefelg,,,nefelg,control,r,,4,l,m,nefemg,2,6
weoutkoop,reoutkoop,ppr,koop,re_out,,reoutkoop,target,p,0.0,0,r,w,weoutkoop,3,9
zoreanable,zoreanable,rs_long,zorean,,able,zoreanable,target,s,0.0,3,e,o,zoreanablo,0,10
fradnemtlasim,fradnemtlasem,rsss,frad,,nemt_la_sim,fradnemtlasim,control,s,2.0,1,i,e,fradnemtlasem,1,13
semnirgov,simnirgov,pr_long,nirgov,sim,,simnirgov,control,p,0.0,1,i,e,semnirgov,3,9
enlienness,enlienness,prs,lien,un,ness,unlienness,target,p,0.0,0,u,e,enlienness,2,10
redemerment,wedemerment,pprs,mer,re_de,ment,redemerment,target,p,0.0,0,r,w,wedemerment,1,11
mifradtilayl,mifradtilayl,prsss,frad,mi,ci_la_yl,mifradcilayl,control,s,0.0,0,c,t,mifradtilayl,2,12
incetiousress,incetiousness,pprss,cet,in,ious_ness,incetiousness,target,s,1.0,0,n,r,incetiousress,3,13
bof,bof,r,bof,,,bof,control,r,,0,b,t,tof,0,3
inutrun,inutrun,pr,trun,inu,,inutrun,control,p,0.0,2,u,a,inatrun,0,7
meakci,meakco,rs,meak,,ci,meakci,control,s,0.0,1,i,o,meakco,1,6
unglocationally,inglocationally,prssss,gloc,un,at_ion_al_ly,unglocationally,target,p,0.0,0,u,i,inglocationally,1,15
sidtirsinulf,sidtirsinulf,prs_long,tirvin,sid,ulf,sidtirvinulf,control,r,,3,v,s,sidtirsinulf,2,12
reindrunment,reindrunmant,pprs,drun,re_in,ment,reindrunment,target,s,0.0,1,e,a,reindrunmant,1,12
fridyl,fradyl,rs,frad,,yl,fradyl,control,r,,2,a,i,fridyl,3,6
unsoomionalmy,unsoomionalmy,prsss,soom,un,ion_al_ly,unsoomionally,target,s,2.0,0,l,m,unsoomionalmy,2,13
darficallm,darfically,rsss,darf,,ic_al_ly,darfically,target,s,2.0,1,y,m,darficallm,3,10
sidtranil,sivtranil,pr_long,tranil,sid,,sidtranil,control,p,0.0,2,d,v,sivtranil,1,9
ursimkeat,ursimkeat,ppr,keat,er_sim,,ersimkeat,control,p,0.0,0,e,u,ursimkeat,2,9
numeaksitcilayl,numeaksitcilayl,prssss,meak,nu,sit_ci_la_yl,numeaksitcilayl,control,p,0.0,0,n,w,wumeaksitcilayl,0,15
trifinless,trifinless,rs_long,trivin,,less,trivinless,target,r,,3,v,f,trifinless,2,10
ertranilelba,erhranilelba,prs_long,tranil,er,elba,ertranilelba,control,r,,0,t,h,erhranilelba,1,12
clat,clat,r,clat,,,clat,target,r,,3,t,c,clac,0,4
sidkeat,sidkeap,pr,keat,sid,,sidkeat,control,r,,3,t,p,sidkeap,1,7
fradtaonilasit,fradtaonilasit,rssss,frad,,ta_oni_la_sit,fradtaonilasit,control,r,,2,a,o,frodtaonilasit,0,14
numeaksens,numeabsens,prs,meak,nu,sens,numeaksens,control,r,,3,k,b,numeabsens,1,10
renegivity,renegivity,pprss,neg,re,iv_ity,renegivity,target,r,,2,g,d,renedivity,0,10
trilock,trilock,r_long,trilock,,,trilock,target,r,,5,c,t,trilotk,0,7
nipookeviyl,nipookeviyl,prss,pook,ni,evi_yl,nipookeviyl,control,r,,2,o,i,nipoikeviyl,0,11
glocional,glocional,rss,gloc,,ion_al,glocional,target,r,,1,l,w,gwocional,0,9
