first,second,condition,root,prefixes,suffixes,word,target_type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error,wordlength
drun,drun,r,drun,,,drun,target,r,,2,u,e,dren,0,4
puloris,puloris,r_long,puloris,,,puloris,target,r,,5,i,e,pulores,0,7
reinpont,reinpont,ppr,pont,re_in,,reinpont,target,r,,1,o,e,reinpent,0,8
redekeirment,redekeurment,pprs,keir,re_de,ment,redekeirment,target,r,,2,i,u,redekeurment,1,12
trig,trug,r,trig,,,trig,control,r,,2,i,u,trug,1,4
preclatablly,proclatablly,prss,clat,pre,abl_ly,preclatablly,target,p,0.0,2,e,o,proclatablly,1,12
nucsitcilayl,nucsitcilayl,rssss,nuc,,sit_ci_la_yl,nucsitcilayl,control,r,,2,c,t,nutsitcilayl,0,12
zoreanious,zoreanious,rs_long,zorean,,ious,zoreanious,target,s,0.0,3,s,c,zoreaniouc,0,10
ingirtiousness,ingirtiousnass,pprss,girt,in,ious_ness,ingirtiousness,target,s,1.0,1,e,a,ingirtiousnass,1,14
sidnimarouissens,sidnimarouissens,pprss,mar,sid_ni,ouis_sens,sidnimarouissens,control,p,0.0,0,s,t,tidnimarouissens,0,16
dekoulalization,dekoulalization,prssss,koul,de,al_iz_at_ion,dekoulalization,target,p,0.0,0,d,h,hekoulalization,0,15
outdarfenly,oitdarfenly,prss,darf,out,en_ly,outdarfenly,target,p,0.0,1,u,i,oitdarfenly,1,11
erpreemcilayl,ertreemcilayl,prsss,reem,erp,ci_la_yl,erpreemcilayl,control,p,0.0,2,p,t,ertreemcilayl,1,13
nilendoweta,nilendaweta,prs_long,lendow,ni,eta,nilendoweta,control,r,,4,o,a,nilendaweta,1,11
teakmentally,teakmeytally,rsss,teak,,ment_al_ly,teakmentally,target,s,0.0,2,n,y,teakmeytally,1,12
unkrewistically,unkrewistically,prssss,krew,un,ist_ic_al_ly,unkrewistically,target,p,0.0,1,n,l,ulkrewistically,0,15
prepurtically,prepurtically,prsss,purt,pre,ic_al_ly,prepurtically,target,p,0.0,0,p,t,trepurtically,0,13
belsistic,bulsistic,rss,bels,,ist_ic,belsistic,target,r,,1,e,u,bulsistic,1,9
