first,second,morphemes,root,prefixes,suffixes,word,target_type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error,wordlength
endisfobion,endisfobion,pprs,fob,in_dis,ion,indisfobion,target,p,0.0,0,i,e,endisfobion,2,11
trilendness,trilendness,rs_long,trilend,,ness,trilendness,target,s,0.0,1,e,o,trilendnoss,0,11
fobmentally,febmentally,rsss,fob,,ment_al_ly,fobmentally,target,r,,1,o,e,febmentally,1,11
sidnisargouessens,sidnisargouissens,pprss,sarg,sid_ni,ouis_sens,sidnisargouissens,control,s,0.0,2,i,e,sidnisargouessens,3,17
prekels,prekelh,pr,kels,pre,,prekels,target,r,,3,s,h,prekelh,1,7
kelsisticalry,kelsisticalry,rssss,kels,,ist_ic_al_ly,kelsistically,target,s,3.0,0,l,r,kelsisticalry,2,13
anunithols,inunithols,pr_long,nithols,inu,,inunithols,control,p,0.0,0,i,a,anunithols,3,10
rozirac,rozirac,r_long,rozirac,,,rozirac,control,r,,2,z,h,rohirac,0,7
saun,taun,r,taun,,,taun,target,r,,0,t,s,saun,3,4
reinned,reinneg,ppr,neg,re_in,,reinneg,target,r,,2,g,d,reinned,3,7
fradsit,fradsit,rs,frad,,sit,fradsit,control,r,,1,r,w,fwadsit,0,7
edbobtaonialsim,edboftaonialsim,prssss,bof,ed,ta_oni_al_sim,edboftaonialsim,control,r,,2,f,b,edbobtaonialsim,3,15
koopistic,koogistic,rss,koop,,ist_ic,koopistic,target,r,,3,p,g,koogistic,1,9
edprigzitaoni,edprigzitaoni,prsss,trig,ed,zi_ta_oni,edtrigzitaoni,control,r,,0,t,p,edprigzitaoni,2,13
simlosicuroru,simlosicuroru,prs_long,losicur,sim,oru,simlosicuroru,control,s,0.0,1,r,w,simlosicurowu,0,13
rehlativeness,reclativeness,prss,clat,re,ive_ness,reclativeness,target,r,,0,c,h,rehlativeness,3,13
doslienity,dislienity,prs,lien,dis,ity,dislienity,target,p,0.0,1,i,o,doslienity,3,10
kaflomnems,kaflomnems,rs_long,kaflom,,nemt,kaflomnemt,control,s,0.0,3,t,s,kaflomnems,2,10
overwondem,overwondel,pr_long,wondel,over,,overwondel,target,r,,5,l,m,overwondem,3,10
sidroltickulf,sidroltickulf,prs_long,roltick,sid,ulf,sidroltickulf,control,p,0.0,2,d,s,sisroltickulf,0,13
nudonc,nudonc,pr,tonc,nu,,nutonc,control,r,,0,t,d,nudonc,2,6
