first,second,condition,root,prefixes,suffixes,word,target_type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error,wordlength
defomivation,defomivation,prsss,fom,de,iv_at_ion,defomivation,target,r,,1,o,e,defemivation,0,12
repurtivate,repurtivate,prss,purt,re,iv_ate,repurtivate,target,r,,2,r,l,repultivate,0,11
subpuloris,subpuloris,pr_long,puloris,sub,,subpuloris,target,p,0.0,0,s,x,xubpuloris,0,10
nusiwlasitci,nusiwlositci,prsss,siw,nu,la_sit_ci,nusiwlasitci,control,s,0.0,1,a,o,nusiwlositci,1,12
fomationalism,fomationalism,rssss,fom,,at_ion_al_ism,fomationalism,target,r,,0,f,c,comationalism,0,13
taunious,taunious,rs,taun,,ious,taunious,target,r,,0,t,p,paunious,0,8
ertek,ertek,pr,tek,er,,ertek,control,r,,2,k,p,ertep,0,5
predarfively,predarfively,prss,darf,pre,ive_ly,predarfively,target,p,0.0,0,p,s,sredarfively,0,12
selbtaonilasim,selbtaonilasim,rssss,selb,,ta_oni_la_sim,selbtaonilasim,control,r,,1,e,o,solbtaonilasim,0,14
fomationally,tomationally,rssss,fom,,at_ion_al_ly,fomationally,target,r,,0,f,t,tomationally,1,12
misjadolinour,mipjadolinour,prs_long,jadolin,mis,our,misjadolinour,target,p,0.0,2,s,p,mipjadolinour,1,13
cardizorment,cardizorrent,rs_long,cardizor,,ment,cardizorment,target,s,0.0,0,m,r,cardizorrent,1,12
debelsalization,dobelsalization,prssss,bels,de,al_iz_at_ion,debelsalization,target,p,0.0,1,e,o,dobelsalization,1,15
mer,mer,r,mer,,,mer,target,r,,0,m,w,wer,0,3
fobalistic,fobalistic,rsss,fob,,al_ist_ic,fobalistic,target,r,,0,f,d,dobalistic,0,10
bofulf,bofelf,rs,bof,,ulf,bofulf,control,s,0.0,0,u,e,bofelf,1,6
erniselbacne,erniselbacne,pprs,selb,er_ni,acne,erniselbacne,control,r,,2,l,y,erniseybacne,0,12
droziracouis,droziracouis,rs_long,drozirac,,ouis,droziracouis,control,s,0.0,3,s,d,droziracouid,0,12
nunolsitcilayl,nunolsitcilayl,prssss,nol,nu,sit_ci_la_yl,nunolsitcilayl,control,s,3.0,1,l,y,nunolsitcilayy,0,14
regloc,regloc,pr,gloc,re,,regloc,target,r,,2,o,a,reglac,0,6
numofsens,numofsens,prs,mof,nu,sens,numofsens,control,p,0.0,1,u,e,nemofsens,0,9
pontical,pontical,rss,pont,,ic_al,pontical,target,r,,3,t,c,poncical,0,8
unkeiralistic,unkeiralistic,prsss,keir,un,al_ist_ic,unkeiralistic,target,s,1.0,0,i,e,unkeiralestic,0,13
nisarp,nisarp,pr,sarp,ni,,nisarp,control,r,,0,s,g,nigarp,0,6
moftaonilasim,loftaonilasim,rssss,mof,,ta_oni_la_sim,moftaonilasim,control,r,,0,m,l,loftaonilasim,1,13
inket,inket,pr,ket,in,,inket,target,r,,1,e,o,inkot,0,5
erverotalc,ervurotalc,ppr,talc,er_vero,,erverotalc,control,p,1.0,1,e,u,ervurotalc,1,10
ermisiwnemt,ermisiwnemt,pprs,siw,er_mi,nemt,ermisiwnemt,control,p,1.0,1,i,o,ermosiwnemt,0,11
sidteknemt,sidtoknemt,prs,tek,sid,nemt,sidteknemt,control,r,,1,e,o,sidtoknemt,1,10
mimoos,mimoos,pr,moos,mi,,mimoos,control,r,,0,m,l,miloos,0,6
sarptaonilayl,sarptaonilayl,rssss,sarp,,ta_oni_la_yl,sarptaonilayl,control,r,,0,s,t,tarptaonilayl,0,13
mofeta,lofeta,rs,mof,,eta,mofeta,control,r,,0,m,l,lofeta,1,6
reincet,reincit,ppr,cet,re_in,,reincet,target,r,,1,e,i,reincit,1,7
erptalceviyl,orptalceviyl,prss,talc,erp,evi_yl,erptalceviyl,control,p,0.0,0,e,o,orptalceviyl,1,12
neillasitci,neilrasitci,rsss,neil,,la_sit_ci,neillasitci,control,s,0.0,0,l,r,neilrasitci,1,11
ernireem,ewnireem,ppr,reem,er_ni,,ernireem,control,p,0.0,1,r,w,ewnireem,1,8
outprasishness,outprasishness,prss,pras,out,ish_ness,outprasishness,target,r,,0,p,g,outgrasishness,0,14
imclat,imcnat,pr,clat,im,,imclat,target,r,,1,l,n,imcnat,1,6
otumarhissens,ohumarhissens,prss,mar,otu,his_sens,otumarhissens,control,p,0.0,1,t,h,ohumarhissens,1,13
cardizor,cargizor,r_long,cardizor,,,cardizor,target,r,,3,d,g,cargizor,1,8
busnetork,busnetomk,pr_long,netork,bus,,busnetork,control,r,,4,r,m,busnetomk,1,9
ketional,ketiunal,rss,ket,,ion_al,ketional,target,s,0.0,1,o,u,ketiunal,1,8
belsationalism,belsationalisr,rssss,bels,,at_ion_al_ism,belsationalism,target,s,3.0,2,m,r,belsationalisr,1,14
