first,second,condition,root,prefixes,suffixes,word,target_type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error,wordlength
darfalisticly,darfalisticly,rssss,darf,,al_ist_ic_ly,darfalisticly,target,s,1.0,0,i,a,darfalasticly,0,13
ersimtec,ersimtic,ppr,tec,er_sim,,ersimtec,control,r,,1,e,i,ersimtic,1,8
nol,nor,r,nol,,,nol,control,r,,2,l,r,nor,1,3
dispontment,dispontment,prs,pont,dis,ment,dispontment,target,p,0.0,1,i,e,despontment,0,11
disinpookion,disenpookion,pprs,pook,dis_in,ion,disinpookion,target,p,1.0,0,i,e,disenpookion,1,12
talcnemtlayl,talcnemtlall,rsss,talc,,nemt_la_yl,talcnemtlayl,control,s,2.0,0,y,l,talcnemtlall,1,12
unreamalisticly,unrearalisticly,prssss,ream,un,al_ist_ic_ly,unreamalisticly,target,r,,3,m,r,unrearalisticly,1,15
meareta,meareha,rs,mear,,eta,meareta,control,s,0.0,1,t,h,meareha,1,7
enlon,enlon,pr,lon,en,,enlon,target,p,0.0,0,e,o,onlon,0,5
krew,vrew,r,krew,,,krew,target,r,,0,k,v,vrew,1,4
inmeriousness,iwmeriousness,pprss,mer,in,ious_ness,inmeriousness,target,p,0.0,1,n,w,iwmeriousness,1,13
undrunally,undrunally,prss,drun,un,al_ly,undrunally,target,r,,3,n,r,undrurally,0,10
drelint,drelinf,r_long,drelint,,,drelint,control,r,,6,t,f,drelinf,1,7
pontationalist,pontagionalist,rssss,pont,,at_ion_al_ist,pontationalist,target,s,0.0,1,t,g,pontagionalist,1,14
sidselbnemt,sidtelbnemt,prs,selb,sid,nemt,sidselbnemt,control,r,,0,s,t,sidtelbnemt,1,11
drunalistic,drunalistic,rsss,drun,,al_ist_ic,drunalistic,target,r,,1,r,l,dlunalistic,0,11
ersimmear,ersirmear,ppr,mear,er_sim,,ersimmear,control,p,1.0,2,m,r,ersirmear,1,9
sidmarulfyl,sidmarulfyl,prss,mar,sid,ulf_yl,sidmarulfyl,control,s,0.0,0,u,o,sidmarolfyl,0,11
immer,immor,pr,mer,im,,immer,target,r,,1,e,o,immor,1,5
sidnireemoniray,sidnireemoniray,pprss,reem,sid_ni,oni_ray,sidnireemoniray,control,p,0.0,2,d,g,signireemoniray,0,15
unlienational,unlienational,prsss,lien,un,at_ion_al,unlienational,target,p,0.0,0,u,o,onlienational,0,13
nufradtaonila,mufradtaonila,prsss,frad,nu,ta_oni_la,nufradtaonila,control,p,0.0,0,n,m,mufradtaonila,1,13
eredlouk,eredlouk,ppr,louk,er_ed,,eredlouk,control,r,,2,u,o,eredlook,0,8
bels,bels,r,bels,,,bels,target,r,,2,l,r,bers,0,4
cunism,cunism,rs,cun,,ism,cunism,target,s,0.0,2,m,w,cunisw,0,6
wondel,wordel,r_long,wondel,,,wondel,target,r,,2,n,r,wordel,1,6
remisclat,remisclut,ppr,clat,re_mis,,remisclat,target,r,,2,a,u,remisclut,1,9
unprasalisticly,unprasalistacly,prssss,pras,un,al_ist_ic_ly,unprasalisticly,target,s,2.0,0,i,a,unprasalistacly,1,15
renamptorment,yenamptorment,prs_long,namptor,re,ment,renamptorment,target,p,0.0,0,r,y,yenamptorment,1,13
imbelsicablity,ambelsicablity,prsss,bels,im,ic_abl_ity,imbelsicablity,target,p,0.0,0,i,a,ambelsicablity,1,14
sidnaut,sidnaut,pr,naut,sid,,sidnaut,control,r,,0,n,y,sidyaut,0,7
nenurd,nenurd,pr,nurd,ne,,nenurd,control,r,,0,n,m,nemurd,0,6
pookliness,pookliness,rss,pook,,li_ness,pookliness,target,r,,0,p,h,hookliness,0,10
flomakate,flomakate,rs_long,flomak,,ate,flomakate,target,s,0.0,1,t,s,flomakase,0,9
werklasit,werklasit,rss,werk,,la_sit,werklasit,control,s,0.0,0,l,m,werkmasit,0,9
overflenit,overflunit,pr_long,flenit,over,,overflenit,target,r,,2,e,u,overflunit,1,10
ernoleta,emnoleta,prs,nol,er,eta,ernoleta,control,p,0.0,1,r,m,emnoleta,1,8
redepurt,redopurt,ppr,purt,re_de,,redepurt,target,p,1.0,1,e,o,redopurt,1,8
wisically,wisicelly,rsss,wis,,ic_al_ly,wisically,target,s,1.0,0,a,e,wisicelly,1,9
recetate,recetate,prs,cet,re,ate,recetate,target,s,0.0,0,a,e,recetete,0,8
erninautnemt,erninautnamt,pprs,naut,er_ni,nemt,erninautnemt,control,s,0.0,1,e,a,erninautnamt,1,12
koopsitcilayl,koopsitcilayl,rssss,koop,,sit_ci_la_yl,koopsitcilayl,control,s,2.0,1,a,e,koopsitcileyl,0,13
belsmentally,belsmentally,rsss,bels,,ment_al_ly,belsmentally,target,s,2.0,1,y,r,belsmentallr,0,12
negalist,negilist,rss,neg,,al_ist,negalist,target,s,0.0,0,a,i,negilist,1,8
nitonponilayl,nitonponilayl,prsss,tonp,ni,oni_la_yl,nitonponilayl,control,p,0.0,0,n,m,mitonponilayl,0,13
tec,dec,r,tec,,,tec,control,r,,0,t,d,dec,1,3
distaunfully,distaunfully,prss,taun,dis,ful_ly,distaunfully,target,s,1.0,0,l,m,distaunfulmy,0,12
trupilsens,trucilsens,rss,trup,,il_sens,trupilsens,control,r,,3,p,c,trucilsens,1,10
simkaflomoni,simkaflomoni,prs_long,kaflom,sim,oni,simkaflomoni,control,r,,5,m,l,simkafloloni,0,12
unpontical,unsontical,prss,pont,un,ic_al,unpontical,target,r,,0,p,s,unsontical,1,10
overslithon,overplithon,pr_long,slithon,over,,overslithon,target,r,,0,s,p,overplithon,1,11
reinwisment,reinwismenp,pprs,wis,re_in,ment,reinwisment,target,s,0.0,3,t,p,reinwismenp,1,11
remiskrew,remiskrew,ppr,krew,re_mis,,remiskrew,target,p,1.0,2,s,g,remigkrew,0,9
lendowtan,lendortan,rs_long,lendow,,tan,lendowtan,control,r,,5,w,r,lendortan,1,9
revodrelint,revodrelint,pr_long,drelint,revo,,revodrelint,control,r,,2,e,o,revodrolint,0,11
riekcila,riekcila,rss,riek,,ci_la,riekcila,control,s,0.0,1,i,e,riekcela,0,8
miriekcilbayit,mariekcilbayit,prsss,riek,mi,ci_lba_yit,miriekcilbayit,control,p,0.0,1,i,a,mariekcilbayit,1,14
nugencila,nugencila,prss,gen,nu,ci_la,nugencila,control,s,0.0,1,i,o,nugencola,0,9
nulouktasitciyl,nulouktasitciyl,prssss,louk,nu,ta_sit_ci_yl,nulouktasitciyl,control,s,1.0,1,i,a,nulouktasatciyl,0,15
dislien,disliey,pr,lien,dis,,dislien,target,r,,3,n,y,disliey,1,7
nunoltasitciyl,nunoltasitciyl,prssss,nol,nu,ta_sit_ci_yl,nunoltasitciyl,control,p,0.0,0,n,m,munoltasitciyl,0,14
glocical,glocical,rss,gloc,,ic_al,glocical,target,r,,3,c,k,glokical,0,8
edtectaonialsim,edtectaonialsim,prssss,tec,ed,ta_oni_al_sim,edtectaonialsim,control,p,0.0,1,d,p,eptectaonialsim,0,15
erlendownemt,erlondownemt,prs_long,lendow,er,nemt,erlendownemt,control,r,,1,e,o,erlondownemt,1,12
indispurtion,indisdurtion,pprs,purt,in_dis,ion,indispurtion,target,r,,0,p,d,indisdurtion,1,12
revoroltick,revoroltick,pr_long,roltick,revo,,revoroltick,control,p,0.0,1,e,a,ravoroltick,0,11
krotenant,krotenant,rs_long,kroten,,ant,krotenant,target,s,0.0,1,n,r,krotenart,0,9
jadolin,madolin,r_long,jadolin,,,jadolin,target,r,,0,j,m,madolin,1,7
inlonionary,inronionary,pprss,lon,in,ion_ary,inlonionary,target,r,,0,l,r,inronionary,1,11
louklasitci,louklasitco,rsss,louk,,la_sit_ci,louklasitci,control,s,2.0,1,i,o,louklasitco,1,11
drunistically,drunistically,rssss,drun,,ist_ic_al_ly,drunistically,target,s,2.0,1,l,n,drunisticanly,0,13
tranil,tranil,r_long,tranil,,,tranil,control,r,,2,a,e,trenil,0,6
nefelgeta,nefolgeta,rs_long,nefelg,,eta,nefelgeta,control,r,,3,e,o,nefolgeta,1,9
koopcilayl,koapcilayl,rsss,koop,,ci_la_yl,koopcilayl,control,r,,2,o,a,koapcilayl,1,10
inpurtiousness,inpurtiousness,pprss,purt,in,ious_ness,inpurtiousness,target,p,0.0,1,n,r,irpurtiousness,0,14
mistrilockion,mistrilockion,prs_long,trilock,mis,ion,mistrilockion,target,p,0.0,1,i,a,mastrilockion,0,13
belsate,belsate,rs,bels,,ate,belsate,target,s,0.0,1,t,p,belsape,0,7
edfradeta,edfradeta,prs,frad,ed,eta,edfradeta,control,r,,0,f,d,eddradeta,0,9
moftaonilasit,moftaonilacit,rssss,mof,,ta_oni_la_sit,moftaonilasit,control,s,3.0,0,s,c,moftaonilacit,1,13
decunate,decunate,prs,cun,de,ate,decunate,target,p,0.0,1,e,o,docunate,0,8
trigsim,trigsim,rs,trig,,sim,trigsim,control,r,,2,i,u,trugsim,0,7
dewisationalism,dewisationalism,prssss,wis,de,at_ion_al_ism,dewisationalism,target,s,3.0,1,s,p,dewisationalipm,0,15
moosro,moosro,rs,moos,,ro,moosro,control,r,,3,s,c,moocro,0,6
nuselblayl,neselblayl,prss,selb,nu,la_yl,nuselblayl,control,p,0.0,1,u,e,neselblayl,1,10
nisidnuconi,nisidnuhoni,pprs,nuc,ni_sid,oni,nisidnuconi,control,r,,2,c,h,nisidnuhoni,1,11
sidnisarpouissens,sidnosarpouissens,pprss,sarp,sid_ni,ouis_sens,sidnisarpouissens,control,p,1.0,1,i,o,sidnosarpouissens,1,17
meror,yeror,rs,mer,,or,meror,target,r,,0,m,y,yeror,1,5
sidninolouissens,sidninolouissens,pprss,nol,sid_ni,ouis_sens,sidninolouissens,control,p,1.0,0,n,w,sidwinolouissens,0,16
mimear,mimear,pr,mear,mi,,mimear,control,r,,2,a,o,mimeor,0,6
sidniremoni,hidniremoni,pprs,rem,sid_ni,oni,sidniremoni,control,p,0.0,0,s,h,hidniremoni,1,11
indarfionally,indarfionally,prsss,darf,in,ion_al_ly,indarfionally,target,p,0.0,1,n,y,iydarfionally,0,13
triglasitciyl,triglasitciyl,rssss,trig,,la_sit_ci_yl,triglasitciyl,control,r,,0,t,d,driglasitciyl,0,13
