first,second,morphemes,root,prefixes,suffixes,word,target_type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error,wordlength
eryicolgelba,ermicolgelba,pprs,colg,er_mi,elba,ermicolgelba,control,p,1.0,0,m,y,eryicolgelba,3,12
pretrilock,pretrilock,pr_long,trilock,pre,,pretrilock,target,r,,2,i,o,pretrolock,0,10
erpfradcilayl,erptradcilayl,prsss,frad,erp,ci_la_yl,erpfradcilayl,control,r,,0,f,t,erptradcilayl,1,13
nutrunilsens,nutrunilsans,prss,trun,nu,il_sens,nutrunilsens,control,s,1.0,1,e,a,nutrunilsans,1,12
krotenless,krotenless,rs_long,kroten,,less,krotenless,target,r,,1,r,w,kwotenless,0,10
wip,wis,r,wis,,,wis,target,r,,2,s,p,wip,3,3
sidtecre,sidtecye,prs,tec,sid,re,sidtecre,control,s,0.0,0,r,y,sidtecye,1,8
prediscont,predoscont,ppr,cont,pre_dis,,prediscont,target,p,1.0,1,i,o,predoscont,1,10
darfality,dartality,rss,darf,,al_ity,darfality,target,r,,3,f,t,dartality,1,9
colgsim,colgsim,rs,colg,,sim,colgsim,control,s,0.0,2,m,y,colgsiy,0,7
sidnimafouissens,sidnimafouissens,pprss,maf,sid_ni,ouis_sens,sidnimafouissens,control,r,,2,f,h,sidnimahouissens,0,16
neilouis,nealouis,rs,neil,,ouis,neilouis,control,r,,2,i,a,nealouis,1,8
disercont,disemcont,ppr,cont,dis_em,,disemcont,target,p,1.0,1,m,r,disercont,3,9
elptranil,erptranil,pr_long,tranil,erp,,erptranil,control,p,0.0,1,r,l,elptranil,3,9
trilendiius,trilendious,rs_long,trilend,,ious,trilendious,target,s,0.0,1,o,i,trilendiius,3,11
negliness,nesliness,rss,neg,,li_ness,negliness,target,r,,2,g,s,nesliness,1,9
inkelsion,inkelsion,prs,kels,in,ion,inkelsion,target,s,0.0,1,o,a,inkelsian,0,9
nuwerttaonilayl,nuwerttaonilayl,prssss,werk,nu,ta_oni_la_yl,nuwerktaonilayl,control,r,,3,k,t,nuwerttaonilayl,2,15
netonctanyl,nitonctanyl,prss,tonc,ni,tan_yl,nitonctanyl,control,p,0.0,1,i,e,netonctanyl,3,11
irpnearozoni,irpnearozoni,prs_long,nearoz,orp,oni,orpnearozoni,control,p,0.0,0,o,i,irpnearozoni,2,12
nurdnemtlasim,nurdnemtlasim,rsss,nurd,,nemt_la_sim,nurdnemtlasim,control,s,0.0,2,m,y,nurdneytlasim,0,13
meossitcilayl,moossitcilayl,rssss,moos,,sit_ci_la_yl,moossitcilayl,control,r,,1,o,e,meossitcilayl,3,13
tmivin,tmivin,r_long,trivin,,,trivin,target,r,,1,r,m,tmivin,2,6
preliey,preliey,pr,lien,pre,,prelien,target,r,,3,n,y,preliey,2,7
hiw,siw,r,siw,,,siw,control,r,,0,s,h,hiw,3,3
prekmewically,prekmewically,prsss,krew,pre,ic_al_ly,prekrewically,target,r,,1,r,m,prekmewically,2,13
unmismerable,unmosmerable,pprs,mer,un_mis,able,unmismerable,target,p,1.0,1,i,o,unmosmerable,1,12
inwisiously,inwisioasly,pprss,wis,in,ious_ly,inwisiously,target,s,0.0,2,u,a,inwisioasly,1,11
nucnemtlayl,necnemtlayl,rsss,nuc,,nemt_la_yl,nucnemtlayl,control,r,,1,u,e,necnemtlayl,1,11
prekaop,prekoop,pr,koop,pre,,prekoop,target,r,,1,o,a,prekaop,3,7
lienalist,lienalist,rss,lien,,al_ist,lienalist,target,r,,1,i,u,luenalist,0,9
famistically,famistically,rssss,fom,,ist_ic_al_ly,fomistically,target,r,,1,o,a,famistically,2,12
silnetorknemt,simnetorknemt,prs_long,netork,sim,nemt,simnetorknemt,control,p,0.0,2,m,l,silnetorknemt,3,13
nusimtikelba,nusimtikelba,pprs,tek,nu_sim,elba,nusimtekelba,control,r,,1,e,i,nusimtikelba,2,12
infobianary,infobionary,pprss,fob,in,ion_ary,infobionary,target,s,0.0,1,o,a,infobianary,3,11
erverorem,erverorem,ppr,rem,er_vero,,erverorem,control,r,,2,m,n,erveroren,0,9
sirvinelba,tirvinelba,rs_long,tirvin,,elba,tirvinelba,control,r,,0,t,s,sirvinelba,3,10
diskrewer,diskrewer,prs,krew,dis,er,diskrewer,target,r,,1,r,m,diskmewer,0,9
gloc,gloc,r,gloc,,,gloc,target,r,,3,c,f,glof,0,4
coloris,culoris,r_long,culoris,,,culoris,target,r,,1,u,o,coloris,3,7
arpkaflom,orpkaflom,pr_long,kaflom,orp,,orpkaflom,control,p,0.0,0,o,a,arpkaflom,3,9
fomioud,fomious,rs,fom,,ious,fomious,target,s,0.0,3,s,d,fomioud,3,7
unconlaness,unconlaness,prss,con,un,li_ness,unconliness,target,s,0.0,1,i,a,unconlaness,2,11
nifeegsitcilayl,nufeegsitcilayl,prssss,feeg,nu,sit_ci_la_yl,nufeegsitcilayl,control,p,0.0,1,u,i,nifeegsitcilayl,3,15
undrunionally,undrunionally,prsss,drun,un,ion_al_ly,undrunionally,target,p,0.0,0,u,i,indrunionally,0,13
geefmentally,gaefmentally,rsss,geef,,ment_al_ly,geefmentally,target,r,,1,e,a,gaefmentally,1,12
krew,klew,r,krew,,,krew,target,r,,1,r,l,klew,1,4
kaflomouis,kaflomouic,rs_long,kaflom,,ouis,kaflomouis,control,s,0.0,3,s,c,kaflomouic,1,10
sobationalism,sobationalism,rssss,fob,,at_ion_al_ism,fobationalism,target,r,,0,f,s,sobationalism,2,13
sidyof,sidyof,pr,mof,sid,,sidmof,control,r,,0,m,y,sidyof,2,6
subflomak,subflomak,pr_long,flomak,sub,,subflomak,target,r,,3,m,l,subflolak,0,9
teakism,teagism,rs,teak,,ism,teakism,target,r,,3,k,g,teagism,1,7
prekoopically,prekoopically,prsss,koop,pre,ic_al_ly,prekoopically,target,r,,2,o,e,prekoepically,0,13
razoreanable,razoreanable,prs_long,zorean,re,able,rezoreanable,target,p,0.0,1,e,a,razoreanable,2,12
untauniousness,untauniousness,pprss,taun,in,ious_ness,intauniousness,target,p,0.0,0,i,u,untauniousness,2,14
tralil,tranil,r_long,tranil,,,tranil,control,r,,3,n,l,tralil,3,6
nusimmoeselba,nusimmooselba,pprs,moos,nu_sim,elba,nusimmooselba,control,r,,2,o,e,nusimmoeselba,3,13
nutrigtasitciyl,nutrigtasitcayl,prssss,trig,nu,ta_sit_ci_yl,nutrigtasitciyl,control,s,2.0,1,i,a,nutrigtasitcayl,1,15
sidmemaf,sidmomaf,ppr,maf,sid_me,,sidmemaf,control,p,1.0,1,e,o,sidmomaf,1,8
targilsens,targilsens,rss,sarg,,il_sens,sargilsens,control,r,,0,s,t,targilsens,2,10
nutekison,nutekison,prs,tek,nu,ison,nutekison,control,s,0.0,2,o,e,nutekisen,0,9
incetabilaty,incetabilaty,prss,cet,in,abil_ity,incetability,target,s,1.0,0,i,a,incetabilaty,2,12
