first,second,morphemes,root,prefixes,suffixes,word,target_type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error,wordlength
onigrivon,unigrivon,pr_long,grivon,uni,,unigrivon,target,p,0.0,0,u,o,onigrivon,3,9
outfom,outfor,pr,fom,out,,outfom,target,r,,2,m,r,outfor,1,6
tragnemt,tragnemt,rs,trig,,nemt,trignemt,control,r,,2,i,a,tragnemt,2,8
prateerically,preteerically,prsss,teer,pre,ic_al_ly,preteerically,target,p,0.0,2,e,a,prateerically,3,13
contmentally,contmentally,rsss,cont,,ment_al_ly,contmentally,target,s,2.0,1,y,w,contmentallw,0,12
unclatishically,unclatistically,prssss,clat,un,ist_ic_al_ly,unclatistically,target,s,0.0,2,t,h,unclatishically,3,15
inclatity,inclatity,prs,clat,in,ity,inclatity,target,s,0.0,1,t,p,inclatipy,0,9
nemofnemtla,numofnemtla,prss,mof,nu,nemt_la,numofnemtla,control,p,0.0,1,u,e,nemofnemtla,3,11
beflayit,beflayit,rss,bof,,la_yit,boflayit,control,r,,1,o,e,beflayit,2,8
trun,tmun,r,trun,,,trun,control,r,,1,r,m,tmun,1,4
trivinious,trivinious,rs_long,trivin,,ious,trivinious,target,r,,5,n,m,trivimious,0,10
loukciloyl,loukciloyl,rsss,louk,,ci_la_yl,loukcilayl,control,s,1.0,1,a,o,loukciloyl,2,10
numafbalyit,numafbamyit,prss,maf,nu,bal_yit,numafbalyit,control,s,0.0,2,l,m,numafbamyit,1,11
inulendow,inulendow,pr_long,lendow,inu,,inulendow,control,p,0.0,0,i,e,enulendow,0,9
wondel,wendel,r_long,wondel,,,wondel,target,r,,1,o,e,wendel,1,6
disteak,dipteak,pr,teak,dis,,disteak,target,p,0.0,2,s,p,dipteak,1,7
krewolism,krewalism,rss,krew,,al_ism,krewalism,target,s,0.0,0,a,o,krewolism,3,9
onnermoftiyit,onnermofviyit,pprss,mof,onn_er,vi_yit,onnermofviyit,control,s,0.0,0,v,t,onnermoftiyit,3,13
mitrigcilbayit,mitrigcilbayit,prsss,trig,mi,ci_lba_yit,mitrigcilbayit,control,r,,2,i,a,mitragcilbayit,0,14
unzicerelnesc,unzicerelnesc,prs_long,zicerel,un,ness,unzicerelness,target,s,0.0,3,s,c,unzicerelnesc,2,13
emnikeat,emnikeat,ppr,keat,er_ni,,ernikeat,control,p,0.0,1,r,m,emnikeat,2,8
flientsens,flientsenh,rs_long,flient,,sens,flientsens,control,s,0.0,3,s,h,flientsenh,1,10
nomoossitcilayl,nomoossitcilayl,prssss,moos,nu,sit_ci_la_yl,numoossitcilayl,control,p,0.0,1,u,o,nomoossitcilayl,2,15
kren,krew,r,krew,,,krew,target,r,,3,w,n,kren,3,4
uniketly,uniketly,prs,ket,uni,ly,uniketly,target,r,,0,k,h,unihetly,0,8
teculf,teculf,rs,tec,,ulf,teculf,control,r,,0,t,p,peculf,0,6
nisidselkoni,nisidselkoni,pprs,selk,ni_sid,oni,nisidselkoni,control,s,0.0,2,i,o,nisidselkono,0,12
teakationalist,teakationalist,rssss,teak,,at_ion_al_ist,teakationalist,target,r,,2,a,o,teokationalist,0,14
cumationally,cumationally,rssss,cun,,at_ion_al_ly,cunationally,target,r,,2,n,m,cumationally,2,12
riek,riek,r,riek,,,riek,control,r,,1,i,o,roek,0,4
nuwerksitcilayl,nuwerksitciloyl,prssss,werk,nu,sit_ci_la_yl,nuwerksitcilayl,control,s,2.0,1,a,o,nuwerksitciloyl,1,15
nucnemtlayl,nucnemtlayl,rsss,nuc,,nemt_la_yl,nucnemtlayl,control,s,2.0,1,l,w,nucnemtlayw,0,11
undarfmental,undarfmental,prss,darf,un,ment_al,undarfmental,target,s,0.0,1,e,o,undarfmontal,0,12
roltick,roltisk,r_long,roltick,,,roltick,control,r,,5,c,s,roltisk,1,7
lejentsels,lejentsels,rs_long,lejent,,sels,lejentsels,control,r,,2,j,m,lementsels,0,10
nunearozsens,nunearossens,prs_long,nearoz,nu,sens,nunearozsens,control,r,,5,z,s,nunearossens,1,12
sidninurdowi,sidninurdowi,pprs,nurd,sid_ni,oni,sidninurdoni,control,s,0.0,1,n,w,sidninurdowi,2,12
rentisleriez,rentisleriez,pr_long,cleriez,renti,,renticleriez,control,r,,0,c,s,rentisleriez,2,12
inotrigyl,inutrigyl,prs,trig,inu,yl,inutrigyl,control,p,0.0,2,u,o,inotrigyl,3,9
reirnurt,reirnurt,ppr,nurt,re_in,,reinnurt,target,p,1.0,1,n,r,reirnurt,2,8
geronila,geronila,rss,gen,,oni_la,genonila,control,r,,2,n,r,geronila,2,8
otuleuk,otuleuk,pr,louk,otu,,otulouk,control,r,,1,o,e,otuleuk,2,7
innegiousness,innesiousness,pprss,neg,in,ious_ness,innegiousness,target,r,,2,g,s,innesiousness,1,13
geefment,geefmunt,rs,geef,,ment,geefment,target,s,0.0,1,e,u,geefmunt,1,8
erptalcciloyl,erptalccilayl,prsss,talc,erp,ci_la_yl,erptalccilayl,control,s,1.0,1,a,o,erptalcciloyl,3,13
clatationally,clapationally,rssss,clat,,at_ion_al_ly,clatationally,target,r,,3,t,p,clapationally,1,13
remnemtlajl,remnemtlajl,rsss,rem,,nemt_la_yl,remnemtlayl,control,s,2.0,0,y,j,remnemtlajl,2,11
onnerselkviyit,onnersalkviyit,pprss,selk,onn_er,vi_yit,onnerselkviyit,control,r,,1,e,a,onnersalkviyit,1,14
jentorlets,jentorlets,rs_long,jentor,,less,jentorless,target,s,0.0,2,s,t,jentorlets,2,10
girt,girt,r,girt,,,girt,target,r,,2,r,m,gimt,0,4
interflomak,interflowak,pr_long,flomak,inter,,interflomak,target,r,,3,m,w,interflowak,1,11
sidmac,sidmac,pr,maf,sid,,sidmaf,control,r,,2,f,c,sidmac,2,6
flomat,flomat,r_long,flomak,,,flomak,target,r,,5,k,t,flomat,2,6
neggul,neggul,rs,neg,,ful,negful,target,s,0.0,0,f,g,neggul,2,6
drunianal,drunional,rss,drun,,ion_al,drunional,target,s,0.0,1,o,a,drunianal,3,9
ensoomicablity,ensoomicablity,prsss,soom,in,ic_abl_ity,insoomicablity,target,p,0.0,0,i,e,ensoomicablity,2,14
nonocnemtla,nunocnemtla,prss,noc,nu,nemt_la,nunocnemtla,control,p,0.0,1,u,o,nonocnemtla,3,11
rumoftasitciyl,rumoftasitciyl,prssss,mof,nu,ta_sit_ci_yl,numoftasitciyl,control,p,0.0,0,n,r,rumoftasitciyl,2,14
sidmonaut,sidmenaut,ppr,naut,sid_me,,sidmenaut,control,p,1.0,1,e,o,sidmonaut,3,9
disinkeamien,disinkeamien,pprs,keam,dis_in,ion,disinkeamion,target,s,0.0,1,o,e,disinkeamien,2,12
reflenitable,reflenitable,prs_long,flenit,re,able,reflenitable,target,r,,1,l,m,refmenitable,0,12
niriekyit,niruekyit,prs,riek,ni,yit,niriekyit,control,r,,1,i,u,niruekyit,1,9
