first,second,morphemes,root,prefixes,suffixes,word,target_type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error,wordlength
onnerfeegviyid,onnerfeegviyit,pprss,feeg,onn_er,vi_yit,onnerfeegviyit,control,s,1.0,2,t,d,onnerfeegviyid,3,14
erneilehieta,erneilehieta,prss,neil,er,evi_eta,erneilevieta,control,s,0.0,1,v,h,erneilehieta,2,12
reincon,ruincon,ppr,con,re_in,,reincon,target,p,0.0,1,e,u,ruincon,1,7
uniteak,uniteak,pr,teak,uni,,uniteak,target,p,0.0,2,i,e,uneteak,0,7
disinkrewion,disinkrewion,pprs,krew,dis_in,ion,disinkrewion,target,r,,3,w,m,disinkremion,0,12
edmaftaonialsim,edmafsaonialsim,prssss,maf,ed,ta_oni_al_sim,edmaftaonialsim,control,s,0.0,0,t,s,edmafsaonialsim,1,15
meak,meok,r,meak,,,meak,control,r,,2,a,o,meok,1,4
defobize,defobize,prs,fob,de,ize,defobize,target,s,0.0,1,z,h,defobihe,0,8
ketalistih,ketalistih,rsss,ket,,al_ist_ic,ketalistic,target,s,2.0,1,c,h,ketalistih,2,10
nutranelelba,nutranilelba,prs_long,tranil,nu,elba,nutranilelba,control,r,,4,i,e,nutranelelba,3,12
nautlasitciyl,nautlasitciyl,rssss,naut,,la_sit_ci_yl,nautlasitciyl,control,r,,0,n,r,rautlasitciyl,0,13
trelockment,trelockment,rs_long,trilock,,ment,trilockment,target,r,,2,i,e,trelockment,2,11
jenter,jentel,r_long,jentel,,,jentel,target,r,,5,l,r,jenter,3,6
rentituskrit,rentituskrit,pr_long,tuskrip,renti,,rentituskrip,control,r,,6,p,t,rentituskrit,2,12
colgsit,colhsit,rs,colg,,sit,colgsit,control,r,,3,g,h,colhsit,1,7
talcouisll,talcouisyl,rss,talc,,ouis_yl,talcouisyl,control,s,1.0,0,y,l,talcouisll,3,10
incontically,incontically,prsss,cont,in,ic_al_ly,incontically,target,p,0.0,0,i,e,encontically,0,12
ritaunate,ritaunate,prs,taun,re,ate,retaunate,target,p,0.0,1,e,i,ritaunate,2,9
