first,second,morphemes,root,prefixes,suffixes,word,target_type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error,wordlength
slithon,slithon,r_long,slithon,,,slithon,target,r,,3,t,d,slidhon,0,7
ernipalcacne,ernitalcacne,pprs,talc,er_ni,acne,ernitalcacne,control,r,,0,t,p,ernipalcacne,3,12
unrienalistic,unrienalistic,prsss,lien,un,al_ist_ic,unlienalistic,target,r,,0,l,r,unrienalistic,2,13
anfamically,infamically,prsss,fam,in,ic_al_ly,infamically,target,p,0.0,0,i,a,anfamically,3,11
drunistocally,drunistically,rssss,drun,,ist_ic_al_ly,drunistically,target,s,1.0,0,i,o,drunistocally,3,13
foc,foc,r,fob,,,fob,target,r,,2,b,c,foc,2,3
darfless,darflass,rs,darf,,less,darfless,target,s,0.0,1,e,a,darflass,1,8
cetmentally,cetmentawly,rsss,cet,,ment_al_ly,cetmentally,target,s,1.0,1,l,w,cetmentawly,1,11
minocyl,minocyl,prs,noc,ni,yl,ninocyl,control,p,0.0,0,n,m,minocyl,2,7
ouhcontiously,ouhcontiously,prss,cont,out,ious_ly,outcontiously,target,p,0.0,2,t,h,ouhcontiously,2,13
sabkroten,subkroten,pr_long,kroten,sub,,subkroten,target,p,0.0,1,u,a,sabkroten,3,9
orpflientoni,orpflientone,prs_long,flient,orp,oni,orpflientoni,control,s,0.0,2,i,e,orpflientone,1,12
kaflomelba,kaflorelba,rs_long,kaflom,,elba,kaflomelba,control,r,,5,m,r,kaflorelba,1,10
indisgrasian,indisgrasian,pprs,gras,in_dis,ion,indisgrasion,target,s,0.0,1,o,a,indisgrasian,2,12
reetsitci,reetsitci,rss,reet,,sit_ci,reetsitci,control,r,,1,e,a,raetsitci,0,9
unkeerationally,unkeerationally,prssss,keir,un,at_ion_al_ly,unkeirationally,target,r,,2,i,e,unkeerationally,2,15
unikeir,unikeir,pr,keir,uni,,unikeir,target,r,,2,i,u,unikeur,0,7
sidlinurdoniray,sidninurdoniray,pprss,nurd,sid_ni,oni_ray,sidninurdoniray,control,p,1.0,0,n,l,sidlinurdoniray,3,15
nefalg,nefalg,r_long,nefelg,,,nefelg,control,r,,3,e,a,nefalg,2,6
remisset,remisket,ppr,ket,re_mis,,remisket,target,r,,0,k,s,remisset,3,8
clatistically,clatistically,rssss,clat,,ist_ic_al_ly,clatistically,target,s,3.0,0,l,n,clatisticalny,0,13
nisargviita,nisargvieta,prss,sarg,ni,vi_eta,nisargvieta,control,s,1.0,0,e,i,nisargviita,3,11
inkalsly,inkelsly,prs,kels,in,ly,inkelsly,target,r,,1,e,a,inkalsly,3,8
prorer,prorer,pr,mer,pro,,promer,target,r,,0,m,r,prorer,2,6
nocelba,nocenba,rs,noc,,elba,nocelba,control,s,0.0,1,l,n,nocenba,1,7
repsislouk,repsidlouk,ppr,louk,rep_sid,,repsidlouk,control,p,1.0,2,d,s,repsislouk,3,10
pooknemtla,pouknemtla,rss,pook,,nemt_la,pooknemtla,control,r,,2,o,u,pouknemtla,1,10
sednitekouissens,sidnitekouissens,pprss,tek,sid_ni,ouis_sens,sidnitekouissens,control,p,0.0,1,i,e,sednitekouissens,3,16
mooccilayl,mooccilayl,rsss,moos,,ci_la_yl,mooscilayl,control,r,,3,s,c,mooccilayl,2,10
clat,clat,r,clat,,,clat,target,r,,1,l,y,cyat,0,4
trilockable,trilockable,rs_long,trilock,,able,trilockable,target,r,,6,k,d,trilocdable,0,11
nisidmeakone,nisidmeakone,pprs,meak,ni_sid,oni,nisidmeakoni,control,s,0.0,2,i,e,nisidmeakone,2,12
wirgov,nirgov,r_long,nirgov,,,nirgov,control,r,,0,n,w,wirgov,3,6
buslendow,buslendow,pr_long,lendow,bus,,buslendow,control,r,,4,o,u,buslenduw,0,9
procarizorion,pracarizorion,prs_long,carizor,pro,ion,procarizorion,target,p,0.0,2,o,a,pracarizorion,1,13
nucolglasitci,mucolglasitci,prsss,colg,nu,la_sit_ci,nucolglasitci,control,p,0.0,0,n,m,mucolglasitci,1,13
detaunalization,detaunalization,prssss,taun,de,al_iz_at_ion,detaunalization,target,s,3.0,1,o,a,detaunalizatian,0,15
