first,second,morphemes,root,prefixes,suffixes,word,target_type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error,wordlength
jentel,jentel,r_long,jentel,,,jentel,target,r,,3,t,p,jenpel,0,6
untaunationilly,untaunationilly,prssss,taun,un,at_ion_al_ly,untaunationally,target,s,2.0,0,a,i,untaunationilly,2,15
mooconila,mooconila,rss,moos,,oni_la,moosonila,control,r,,3,s,c,mooconila,2,9
upkeir,apkeir,pr,keir,up,,upkeir,target,p,0.0,0,u,a,apkeir,1,6
tranilnemt,tramilnemt,rs_long,tranil,,nemt,tranilnemt,control,r,,3,n,m,tramilnemt,1,10
simnetorknemt,simnetolknemt,prs_long,netork,sim,nemt,simnetorknemt,control,r,,4,r,l,simnetolknemt,1,13
selksim,selksim,rs,selk,,sim,selksim,control,s,0.0,1,i,u,selksum,0,7
sidnitecouisyl,sidnitecouisyl,pprss,tec,sid_ni,ouis_yl,sidnitecouisyl,control,p,0.0,2,d,s,sisnitecouisyl,0,14
gros,gras,r,gras,,,gras,target,r,,2,a,o,gros,3,4
nautlasitci,naetlasitci,rsss,naut,,la_sit_ci,nautlasitci,control,r,,2,u,e,naetlasitci,1,11
koulationalist,kiulationalist,rssss,koul,,at_ion_al_ist,koulationalist,target,r,,1,o,i,kiulationalist,1,14
ersimtec,ersimtec,ppr,tec,er_sim,,ersimtec,control,p,0.0,1,r,m,emsimtec,0,8
ripookcilbayit,mipookcilbayit,prsss,pook,mi,ci_lba_yit,mipookcilbayit,control,p,0.0,0,m,r,ripookcilbayit,3,14
diskoopfully,diskiopfully,prss,koop,dis,ful_ly,diskoopfully,target,r,,1,o,i,diskiopfully,1,12
remiskeirmert,remiskeirmert,pprs,keir,re_mis,ment,remiskeirment,target,s,0.0,2,n,r,remiskeirmert,2,13
mitruloni,mitrunoni,prs,trun,mi,oni,mitrunoni,control,r,,3,n,l,mitruloni,3,9
mistrivin,ristrivin,pr_long,trivin,mis,,mistrivin,target,p,0.0,0,m,r,ristrivin,1,9
remisneg,remisneh,ppr,neg,re_mis,,remisneg,target,r,,2,g,h,remisneh,1,8
flomakious,flomakioos,rs_long,flomak,,ious,flomakious,target,s,0.0,2,u,o,flomakioos,1,10
lement,lement,r_long,lejent,,,lejent,control,r,,2,j,m,lement,2,6
fomability,fomabilety,rss,fom,,abil_ity,fomability,target,s,1.0,0,i,e,fomabilety,1,10
nimodtaoni,nimoftaoni,prss,mof,ni,ta_oni,nimoftaoni,control,r,,2,f,d,nimodtaoni,3,10
ermineutelba,erminautelba,pprs,naut,er_mi,elba,erminautelba,control,r,,1,a,e,ermineutelba,3,12
gontan,gentan,rs,gen,,tan,gentan,control,r,,1,e,o,gontan,3,6
onnerfeegviyit,onnewfeegviyit,pprss,feeg,onn_er,vi_yit,onnerfeegviyit,control,p,1.0,1,r,w,onnewfeegviyit,1,14
nultationalism,nurtationalism,rssss,nurt,,at_ion_al_ism,nurtationalism,target,r,,2,r,l,nultationalism,3,14
precetically,precetically,prsss,cet,pre,ic_al_ly,precetically,target,p,0.0,1,r,y,pyecetically,0,12
intercarizom,intercarizor,pr_long,carizor,inter,,intercarizor,target,r,,6,r,m,intercarizom,3,12
misjentelment,risjentelment,prs_long,jentel,mis,ment,misjentelment,target,p,0.0,0,m,r,risjentelment,1,13
cont,cont,r,cont,,,cont,target,r,,0,c,h,hont,0,4
relienize,relienize,prs,lien,re,ize,relienize,target,p,0.0,0,r,l,lelienize,0,9
lienigally,lienically,rsss,lien,,ic_al_ly,lienically,target,s,0.0,1,c,g,lienigally,3,10
nunucsitcilayl,nunucsitcilayl,prssss,nuc,nu,sit_ci_la_yl,nunucsitcilayl,control,s,0.0,2,t,g,nunucsigcilayl,0,14
sufrad,sufrad,pr,frad,pu,,pufrad,control,p,0.0,0,p,s,sufrad,2,6
jentor,jentor,r_long,jentor,,,jentor,target,r,,0,j,l,lentor,0,6
fam,fam,r,fam,,,fam,target,r,,0,f,c,cam,0,3
ertritzie,ertrigzie,prs,trig,er,zie,ertrigzie,control,r,,3,g,t,ertritzie,3,9
nunitholselba,nunitholsolba,prs_long,nithols,nu,elba,nunitholselba,control,s,0.0,0,e,o,nunitholsolba,1,13
reoutteak,reoutteak,ppr,teak,re_out,,reoutteak,target,r,,2,a,o,reoutteok,0,9
maralistic,meralistic,rsss,mer,,al_ist_ic,meralistic,target,r,,1,e,a,maralistic,3,10
sidreilulfyl,sidneilulfyl,prss,neil,sid,ulf_yl,sidneilulfyl,control,r,,0,n,r,sidreilulfyl,3,12
keatilabyis,keatilabyis,rss,keat,,ilab_yit,keatilabyit,control,s,1.0,2,t,s,keatilabyis,2,11
relienivity,relienivity,pprss,lien,re,iv_ity,relienivity,target,p,0.0,1,e,u,rulienivity,0,11
simdrelimt,simdrelimt,pr_long,drelint,sim,,simdrelint,control,r,,5,n,m,simdrelimt,2,10
fowationalism,fowationalism,rssss,fom,,at_ion_al_ism,fomationalism,target,r,,2,m,w,fowationalism,2,13
edcoltlazitaoni,edcolglazitaoni,prssss,colg,ed,la_zi_ta_oni,edcolglazitaoni,control,r,,3,g,t,edcoltlazitaoni,3,15
erplooscilayl,erpmooscilayl,prsss,moos,erp,ci_la_yl,erpmooscilayl,control,r,,0,m,l,erplooscilayl,3,13
epteak,epteak,pr,teak,up,,upteak,target,p,0.0,0,u,e,epteak,2,6
sidnipookori,sidnipookori,pprs,pook,sid_ni,oni,sidnipookoni,control,s,0.0,1,n,r,sidnipookori,2,12
werant,merant,rs,mer,,ant,merant,target,r,,0,m,w,werant,3,6
jentorious,jentorious,rs_long,jentor,,ious,jentorious,target,r,,4,o,a,jentarious,0,10
erotutalc,erotutarc,ppr,talc,er_otu,,erotutalc,control,r,,2,l,r,erotutarc,1,9
feegcilayl,faegcilayl,rsss,feeg,,ci_la_yl,feegcilayl,control,r,,1,e,a,faegcilayl,1,10
fobalast,fobalast,rss,fob,,al_ist,fobalist,target,s,1.0,0,i,a,fobalast,2,8
roziracouis,roziracuuis,rs_long,rozirac,,ouis,roziracouis,control,s,0.0,0,o,u,roziracuuis,1,11
pukeat,pukeat,pr,keat,pu,,pukeat,control,p,0.0,1,u,o,pokeat,0,6
ingurtiously,ingirtiously,pprss,girt,in,ious_ly,ingirtiously,target,r,,1,i,u,ingurtiously,3,12
tisskrupitful,tisskrupitful,prs_long,skrupit,dis,ful,disskrupitful,target,p,0.0,0,d,t,tisskrupitful,2,13
umtauniousness,untauniousness,prss,taun,un,ious_ness,untauniousness,target,p,0.0,1,n,m,umtauniousness,3,14
