first,second,morphemes,root,prefixes,suffixes,word,target_type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error,wordlength
werkrazei,werkrazei,rss,werk,,la_zei,werklazei,control,s,0.0,0,l,r,werkrazei,2,9
erninocnemt,erninocnemt,pprs,noc,er_ni,nemt,erninocnemt,control,p,1.0,0,n,r,errinocnemt,0,11
nutakcila,nutakcila,prss,tek,nu,ci_la,nutekcila,control,r,,1,e,a,nutakcila,2,9
distrilend,distrilend,pr_long,trilend,dis,,distrilend,target,p,0.0,0,d,c,cistrilend,0,10
moporntenca,moparntenca,rs_long,moparnt,,enca,moparntenca,control,r,,3,a,o,moporntenca,3,11
fomationalist,fowationalist,rssss,fom,,at_ion_al_ist,fomationalist,target,r,,2,m,w,fowationalist,1,13
misfor,misfom,pr,fom,mis,,misfom,target,r,,2,m,r,misfor,3,6
dwun,drun,r,drun,,,drun,target,r,,1,r,w,dwun,3,4
trilend,trelend,r_long,trilend,,,trilend,target,r,,2,i,e,trelend,1,7
nunauttasitciyl,nuwauttasitciyl,prssss,naut,nu,ta_sit_ci_yl,nunauttasitciyl,control,r,,0,n,w,nuwauttasitciyl,1,15
feegci,feegci,rs,feeg,,ci,feegci,control,r,,1,e,u,fuegci,0,6
redrunivity,redrunitity,pprss,drun,re,iv_ity,redrunivity,target,s,0.0,1,v,t,redrunitity,1,11
sistrilendment,distrilendment,prs_long,trilend,dis,ment,distrilendment,target,p,0.0,0,d,s,sistrilendment,3,14
nemafnemt,nemafnemb,prs,maf,ne,nemt,nemafnemt,control,s,0.0,3,t,b,nemafnemb,1,9
repsidtomc,repsidtomc,ppr,tonc,rep_sid,,repsidtonc,control,r,,2,n,m,repsidtomc,2,10
nuwauttaonila,nunauttaonila,prsss,naut,nu,ta_oni_la,nunauttaonila,control,r,,0,n,w,nuwauttaonila,3,13
tecnomtlasim,tecnemtlasim,rsss,tec,,nemt_la_sim,tecnemtlasim,control,s,0.0,1,e,o,tecnomtlasim,3,12
unkelsmental,unkewsmental,prss,kels,un,ment_al,unkelsmental,target,r,,2,l,w,unkewsmental,1,12
pritrilend,protrilend,pr_long,trilend,pro,,protrilend,target,p,0.0,2,o,i,pritrilend,3,10
sidfrad,sidfrad,pr,frad,sid,,sidfrad,control,r,,2,a,o,sidfrod,0,7
unmisgrabable,unmisgrasable,pprs,gras,un_mis,able,unmisgrasable,target,r,,3,s,b,unmisgrabable,3,13
unteerationally,unteerateonally,prssss,teer,un,at_ion_al_ly,unteerationally,target,s,1.0,0,i,e,unteerateonally,1,15
cleriaz,cleriaz,r_long,cleriez,,,cleriez,control,r,,5,e,a,cleriaz,2,7
mofsitci,mofsitci,rss,mof,,sit_ci,mofsitci,control,r,,1,o,e,mefsitci,0,8
febmentalism,febmentalism,rsss,fob,,ment_al_ism,fobmentalism,target,r,,1,o,e,febmentalism,2,12
taunel,taunel,rs,taun,,al,taunal,target,s,0.0,0,a,e,taunel,2,6
entrilenment,entrilenment,prs_long,trilan,en,ment,entrilanment,target,r,,4,a,e,entrilenment,2,12
trilockious,trilockious,rs_long,trilock,,ious,trilockious,target,r,,3,l,m,trimockious,0,11
reteirable,rekeirable,prs,keir,re,able,rekeirable,target,r,,0,k,t,reteirable,3,10
catalisticly,catalisticly,rssss,cet,,al_ist_ic_ly,cetalisticly,target,r,,1,e,a,catalisticly,2,12
nuh,nuc,r,nuc,,,nuc,control,r,,2,c,h,nuh,3,3
uncetational,uncetational,prsss,cet,un,at_ion_al,uncetational,target,p,0.0,1,n,m,umcetational,0,12
predishirt,predisgirt,ppr,girt,pre_dis,,predisgirt,target,r,,0,g,h,predishirt,3,10
sidnisiwouissens,sidnisiwouissens,pprss,siw,sid_ni,ouis_sens,sidnisiwouissens,control,s,1.0,0,s,d,sidnisiwouisdens,0,16
jentel,jentel,r_long,jentel,,,jentel,target,r,,5,l,m,jentem,0,6
jentelance,jentelance,rs_long,jentel,,ance,jentelance,target,r,,0,j,r,rentelance,0,10
clatabme,clatable,rs,clat,,able,clatable,target,s,0.0,2,l,m,clatabme,3,8
reoutwis,reoutwis,ppr,wis,re_out,,reoutwis,target,p,0.0,0,r,y,yeoutwis,0,8
darfmentalism,tarfmentalism,rsss,darf,,ment_al_ism,darfmentalism,target,r,,0,d,t,tarfmentalism,1,13
sidtirvin,didtirvin,pr_long,tirvin,sid,,sidtirvin,control,p,0.0,0,s,d,didtirvin,1,9
nesiwnemtla,nesiwnemtla,prss,siw,nu,nemt_la,nusiwnemtla,control,p,0.0,1,u,e,nesiwnemtla,2,11
inteahiously,inteahiously,pprss,teak,in,ious_ly,inteakiously,target,r,,3,k,h,inteahiously,2,12
memtaonilasit,memtaonilasit,rssss,rem,,ta_oni_la_sit,remtaonilasit,control,r,,0,r,m,memtaonilasit,2,13
undarfalisticly,undarfalisticly,prssss,darf,un,al_ist_ic_ly,undarfalisticly,target,p,0.0,0,u,e,endarfalisticly,0,15
enteakicablity,inteakicablity,prsss,teak,in,ic_abl_ity,inteakicablity,target,p,0.0,0,i,e,enteakicablity,3,14
ergenelba,ergonelba,prs,gen,er,elba,ergenelba,control,r,,1,e,o,ergonelba,1,9
siw,siw,r,siw,,,siw,control,r,,0,s,k,kiw,0,3
sidlejentneyt,sidlejentneyt,prs_long,lejent,sid,nemt,sidlejentnemt,control,s,0.0,2,m,y,sidlejentneyt,2,13
rentibof,rentibif,pr,bof,renti,,rentibof,control,r,,1,o,i,rentibif,1,8
keamalist,koamalist,rss,keam,,al_ist,keamalist,target,r,,1,e,o,koamalist,1,9
erminocelba,erminocelba,pprs,noc,er_mi,elba,erminocelba,control,r,,0,n,r,ermirocelba,0,11
onnergentiyit,onnergentiyit,pprss,gen,onn_er,vi_yit,onnergenviyit,control,s,0.0,0,v,t,onnergentiyit,2,13
renbilendow,rentilendow,pr_long,lendow,renti,,rentilendow,control,p,0.0,3,t,b,renbilendow,3,11
englocment,englocmelt,prs,gloc,en,ment,englocment,target,s,0.0,2,n,l,englocmelt,1,10
conalize,conalize,rss,con,,al_ize,conalize,target,r,,1,o,i,cinalize,0,8
slithon,slithon,r_long,slithon,,,slithon,target,r,,6,n,m,slithom,0,7
nutectaonilayl,nutechaonilayl,prssss,tec,nu,ta_oni_la_yl,nutectaonilayl,control,s,0.0,0,t,h,nutechaonilayl,1,14
losicurnemt,losicurnemt,rs_long,losicur,,nemt,losicurnemt,control,r,,3,i,o,losocurnemt,0,11
rieklasetci,rieklasetci,rsss,riek,,la_sit_ci,rieklasitci,control,s,1.0,1,i,e,rieklasetci,2,11
ersimtrig,ersimtrig,ppr,trig,er_sim,,ersimtrig,control,r,,1,r,l,ersimtlig,0,9
unkoopocally,unkoopically,prsss,koop,un,ic_al_ly,unkoopically,target,s,0.0,0,i,o,unkoopocally,3,12
reetwasitciyl,reetlasitciyl,rssss,reet,,la_sit_ci_yl,reetlasitciyl,control,s,0.0,0,l,w,reetwasitciyl,3,13
teak,teap,r,teak,,,teak,target,r,,3,k,p,teap,1,4
englecenment,englecenment,prs_long,glefen,en,ment,englefenment,target,r,,3,f,c,englecenment,2,12
reinkeamment,reinkiamment,pprs,keam,re_in,ment,reinkeamment,target,r,,1,e,i,reinkiamment,1,12
famic,famic,rs,fam,,ic,famic,target,r,,1,a,e,femic,0,5
simtalc,simtalc,pr,talc,sim,,simtalc,control,p,0.0,2,m,r,sirtalc,0,7
abdarfality,ebdarfality,prss,darf,ab,al_ity,abdarfality,target,p,0.0,0,a,e,ebdarfality,1,11
trunnemtlasam,trunnemtlasam,rsss,trun,,nemt_la_sim,trunnemtlasim,control,s,2.0,1,i,a,trunnemtlasam,2,13
netranilnert,netranilnert,prs_long,tranil,ne,nemt,netranilnemt,control,s,0.0,2,m,r,netranilnert,2,12
interjadoyin,interjadoyin,pr_long,jadolin,inter,,interjadolin,target,r,,4,l,y,interjadoyin,2,12
rieksitcilayl,rieksitcilayl,rssss,riek,,sit_ci_la_yl,rieksitcilayl,control,r,,3,k,b,riebsitcilayl,0,13
nuldelba,nuldelba,rs,nurd,,elba,nurdelba,control,r,,2,r,l,nuldelba,2,8
nemisteer,nemisteer,ppr,teer,re_mis,,remisteer,target,p,0.0,0,r,n,nemisteer,2,9
nusimremelba,nusimremelba,pprs,rem,nu_sim,elba,nusimremelba,control,r,,2,m,l,nusimrelelba,0,12
meaklasit,meaklasut,rss,meak,,la_sit,meaklasit,control,s,1.0,1,i,u,meaklasut,1,9
bagenlayit,bigenlayit,prss,gen,ba,la_yit,bagenlayit,control,p,0.0,1,a,i,bigenlayit,1,10
ungrasalisticly,ungrasalisticly,prssss,gras,un,al_ist_ic_ly,ungrasalisticly,target,r,,3,s,t,ungratalisticly,0,15
tonc,tond,r,tonc,,,tonc,control,r,,3,c,d,tond,1,4
tonjer,toljer,r_long,tonjer,,,tonjer,control,r,,2,n,l,toljer,1,6
