first,second,morphemes,root,prefixes,suffixes,word,target_type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error,wordlength
indrunically,indrurically,prsss,drun,in,ic_al_ly,indrunically,target,r,,3,n,r,indrurically,1,12
tranil,tranel,r_long,tranil,,,tranil,control,r,,4,i,e,tranel,1,6
mooslayit,mooslayit,rss,moos,,la_yit,mooslayit,control,r,,0,m,y,yooslayit,0,9
tookenca,pookenca,rs,pook,,enca,pookenca,control,r,,0,p,t,tookenca,3,8
pmokoulion,pmokoulion,prs,koul,pro,ion,prokoulion,target,p,0.0,1,r,m,pmokoulion,2,10
moos,moos,r,moos,,,moos,control,r,,3,s,t,moot,0,4
untetability,untetability,prss,ket,un,abil_ity,unketability,target,r,,0,k,t,untetability,2,12
glocationally,glocationully,rssss,gloc,,at_ion_al_ly,glocationally,target,s,2.0,0,a,u,glocationully,1,13
prowondemion,prowondemion,prs_long,wondel,pro,ion,prowondelion,target,r,,5,l,m,prowondemion,2,12
erveronoil,erveronoil,ppr,neil,er_vero,,erveroneil,control,r,,1,e,o,erveronoil,2,10
sidnimefoniray,sidnimefoniray,pprss,maf,sid_ni,oni_ray,sidnimafoniray,control,r,,1,a,e,sidnimefoniray,2,14
dojianelba,dojianelba,rs_long,dojian,,elba,dojianelba,control,s,0.0,2,b,d,dojianelda,0,10
undrun,umdrun,pr,drun,un,,undrun,target,p,0.0,1,n,m,umdrun,1,6
lienfully,lienfully,rss,lien,,ful_ly,lienfully,target,r,,1,i,e,leenfully,0,9
trilend,trileng,r_long,trilend,,,trilend,target,r,,6,d,g,trileng,1,7
declotalization,declatalization,prssss,clat,de,al_iz_at_ion,declatalization,target,r,,2,a,o,declotalization,3,15
sun,sun,r,cun,,,cun,target,r,,0,c,s,sun,2,3
edmeakre,odmeakre,prs,meak,ed,re,edmeakre,control,p,0.0,0,e,o,odmeakre,1,8
nutruncila,nutruncila,prss,trun,nu,ci_la,nutruncila,control,p,0.0,1,u,i,nitruncila,0,10
keiralisticly,keiraliscicly,rssss,keir,,al_ist_ic_ly,keiralisticly,target,s,1.0,2,t,c,keiraliscicly,1,13
disinnumtion,disinnumtion,pprs,nurt,dis_in,ion,disinnurtion,target,r,,2,r,m,disinnumtion,2,12
koopance,koopance,rs,koop,,ance,koopance,target,r,,1,o,a,kaopance,0,8
nurdcilayl,nurdcilayl,rsss,nurd,,ci_la_yl,nurdcilayl,control,r,,3,d,g,nurgcilayl,0,10
nunurdcilayl,nunurdcilayl,prsss,nurd,nu,ci_la_yl,nunurdcilayl,control,r,,2,r,l,nunuldcilayl,0,12
subjentor,subrentor,pr_long,jentor,sub,,subjentor,target,r,,0,j,r,subrentor,1,9
inkelsianary,inkelsianary,pprss,kels,in,ion_ary,inkelsionary,target,s,0.0,1,o,a,inkelsianary,2,12
prediskood,prediskoop,ppr,koop,pre_dis,,prediskoop,target,r,,3,p,d,prediskood,3,10
misskrupitaon,misskrupition,prs_long,skrupit,mis,ion,misskrupition,target,s,0.0,0,i,a,misskrupitaon,3,13
clerieznemt,clerieznemt,rs_long,cleriez,,nemt,clerieznemt,control,s,0.0,0,n,m,cleriezmemt,0,11
unmisfobeble,unmisfobable,pprs,fob,un_mis,able,unmisfobable,target,s,0.0,0,a,e,unmisfobeble,3,12
unnegnefs,unnegness,prs,neg,un,ness,unnegness,target,s,0.0,2,s,f,unnegnefs,3,9
culoris,culoris,r_long,culoris,,,culoris,target,r,,0,c,p,puloris,0,7
erotumuf,erotumof,ppr,mof,er_otu,,erotumof,control,r,,1,o,u,erotumuf,3,8
talc,talc,r,talc,,,talc,control,r,,0,t,p,palc,0,4
ernithonsnemt,ernithonsnemt,prs_long,nithols,er,nemt,ernitholsnemt,control,r,,5,l,n,ernithonsnemt,2,13
sidniwerkouisyl,sidniwemkouisyl,pprss,werk,sid_ni,ouis_yl,sidniwerkouisyl,control,r,,2,r,m,sidniwemkouisyl,1,15
nuloukouisyl,nuloukouisyl,prss,louk,nu,ouis_yl,nuloukouisyl,control,p,0.0,0,n,r,ruloukouisyl,0,12
orppook,orppook,pr,pook,orp,,orppook,control,r,,1,o,e,orppeok,0,7
tmunci,tmunci,rs,trun,,ci,trunci,control,r,,1,r,m,tmunci,2,6
simtranil,simtronil,pr_long,tranil,sim,,simtranil,control,r,,2,a,o,simtronil,1,9
edfradlazitaoni,edfradlazitaoni,prssss,frad,ed,la_zi_ta_oni,edfradlazitaoni,control,p,0.0,0,e,o,odfradlazitaoni,0,15
remnemtlasim,memnemtlasim,rsss,rem,,nemt_la_sim,remnemtlasim,control,r,,0,r,m,memnemtlasim,1,12
erpneilcilayl,erpneilcilayl,prsss,neil,erp,ci_la_yl,erpneilcilayl,control,s,0.0,0,c,s,erpneilsilayl,0,13
maftaonilayl,maftaonilayl,rssss,maf,,ta_oni_la_yl,maftaonilayl,control,s,3.0,0,y,m,maftaonilaml,0,12
madolinable,madolinable,rs_long,jadolin,,able,jadolinable,target,r,,0,j,m,madolinable,2,11
mafcila,mafcila,rss,maf,,ci_la,mafcila,control,r,,2,f,h,mahcila,0,7
nurem,nurem,pr,rem,nu,,nurem,control,p,0.0,1,u,e,nerem,0,5
culorisment,culorisment,rs_long,culoris,,ment,culorisment,target,r,,5,i,e,culoresment,0,11
merisal,merical,rss,mer,,ic_al,merical,target,s,0.0,1,c,s,merisal,3,7
mifradcilayy,mifradcilayl,prsss,frad,mi,ci_la_yl,mifradcilayl,control,s,2.0,1,l,y,mifradcilayy,3,12
yeinketable,yeinketable,pprs,ket,re_in,able,reinketable,target,p,0.0,0,r,y,yeinketable,2,11
clet,clat,r,clat,,,clat,target,r,,2,a,e,clet,3,4
mopamnt,moparnt,r_long,moparnt,,,moparnt,control,r,,4,r,m,mopamnt,3,7
degeefer,degeefer,prs,geef,de,er,degeefer,target,r,,1,e,a,degaefer,0,8
keamically,keamically,rsss,keam,,ic_al_ly,keamically,target,r,,3,m,y,keayically,0,10
bofsit,befsit,rs,bof,,sit,bofsit,control,r,,1,o,e,befsit,1,6
ungirtiousyy,ungirtiously,prss,girt,un,ious_ly,ungirtiously,target,s,1.0,0,l,y,ungirtiousyy,3,12
moftaenilasim,moftaenilasim,rssss,mof,,ta_oni_la_sim,moftaonilasim,control,s,1.0,0,o,e,moftaenilasim,2,13
retrilockment,retrilockment,prs_long,trilock,re,ment,retrilockment,target,s,0.0,1,e,i,retrilockmint,0,13
englocionary,inglocionary,pprss,gloc,in,ion_ary,inglocionary,target,p,0.0,0,i,e,englocionary,3,12
ehnautlazitaoni,ednautlazitaoni,prssss,naut,ed,la_zi_ta_oni,ednautlazitaoni,control,p,0.0,1,d,h,ehnautlazitaoni,3,15
repsidcolg,repsidcolg,ppr,colg,rep_sid,,repsidcolg,control,r,,0,c,s,repsidsolg,0,10
proslithon,proslithon,pr_long,slithon,pro,,proslithon,target,p,0.0,1,r,m,pmoslithon,0,10
owpnerfelnoni,orpnerfelnoni,prs_long,nerfeln,orp,oni,orpnerfelnoni,control,p,0.0,1,r,w,owpnerfelnoni,3,13
tonjer,tonjer,r_long,tonjer,,,tonjer,control,r,,5,r,n,tonjen,0,6
nutelctasitciyl,nutelctasitciyl,prssss,talc,nu,ta_sit_ci_yl,nutalctasitciyl,control,r,,1,a,e,nutelctasitciyl,2,15
unnegical,unnehical,prss,neg,un,ic_al,unnegical,target,r,,2,g,h,unnehical,1,9
keatulfyl,keasulfyl,rss,keat,,ulf_yl,keatulfyl,control,r,,3,t,s,keasulfyl,1,9
prekoopically,prekoopically,prsss,koop,pre,ic_al_ly,prekoopically,target,r,,0,k,h,prehoopically,0,13
reoverkuam,reoverkeam,ppr,keam,re_over,,reoverkeam,target,r,,1,e,u,reoverkuam,3,10
koulip,koulip,rs,koul,,ic,koulic,target,s,0.0,1,c,p,koulip,2,6
cetmentalism,cetmentawism,rsss,cet,,ment_al_ism,cetmentalism,target,s,1.0,1,l,w,cetmentawism,1,12
nusimnautelba,nusimnautelba,pprs,naut,nu_sim,elba,nusimnautelba,control,s,0.0,1,l,m,nusimnautemba,0,13
sidnitrigoniray,sidnidrigoniray,pprss,trig,sid_ni,oni_ray,sidnitrigoniray,control,r,,0,t,d,sidnidrigoniray,1,15
misglefen,mitglefen,pr_long,glefen,mis,,misglefen,target,p,0.0,2,s,t,mitglefen,1,9
profam,profom,pr,fom,pro,,profom,target,r,,1,o,a,profam,3,6
tob,tob,r,fob,,,fob,target,r,,0,f,t,tob,2,3
orpniconi,orpnuconi,prs,nuc,orp,oni,orpnuconi,control,r,,1,u,i,orpniconi,3,9
kaflomsent,kaflomsent,rs_long,kaflom,,sens,kaflomsens,control,s,0.0,3,s,t,kaflomsent,2,10
fradrasitciyl,fradlasitciyl,rssss,frad,,la_sit_ci_yl,fradlasitciyl,control,s,0.0,0,l,r,fradrasitciyl,3,13
