first,second,morphemes,root,prefixes,suffixes,word,target_type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error,wordlength
ermigenelba,ermigenelha,pprs,gen,er_mi,elba,ermigenelba,control,s,0.0,2,b,h,ermigenelha,1,11
cetisd,cetisd,rs,cet,,ist,cetist,target,s,0.0,2,t,d,cetisd,2,6
slomakness,slomakness,rs_long,flomak,,ness,flomakness,target,r,,0,f,s,slomakness,2,10
flomak,clomak,r_long,flomak,,,flomak,target,r,,0,f,c,clomak,1,6
cetality,cetality,rss,cet,,al_ity,cetality,target,r,,1,e,a,catality,0,8
butlosicur,buslosicur,pr_long,losicur,bus,,buslosicur,control,p,0.0,2,s,t,butlosicur,3,10
dekelsalization,hekelsalization,prssss,kels,de,al_iz_at_ion,dekelsalization,target,p,0.0,0,d,h,hekelsalization,1,15
riaklasitci,riaklasitci,rsss,riek,,la_sit_ci,rieklasitci,control,r,,2,e,a,riaklasitci,2,11
numaosbalyit,numaosbalyit,prss,moos,nu,bal_yit,numoosbalyit,control,r,,1,o,a,numaosbalyit,2,12
simnetorkoni,simnetirkoni,prs_long,netork,sim,oni,simnetorkoni,control,r,,3,o,i,simnetirkoni,1,12
mutecsens,nutecsens,prs,tec,nu,sens,nutecsens,control,p,0.0,0,n,m,mutecsens,3,9
notrig,netrig,pr,trig,ne,,netrig,control,p,0.0,1,e,o,notrig,3,6
unnurticolly,unnurtically,prsss,nurt,un,ic_al_ly,unnurtically,target,s,1.0,0,a,o,unnurticolly,3,12
reoutgloc,meoutgloc,ppr,gloc,re_out,,reoutgloc,target,p,0.0,0,r,m,meoutgloc,1,9
inlieniously,inlianiously,pprss,lien,in,ious_ly,inlieniously,target,r,,2,e,a,inlianiously,1,12
meak,meak,r,meak,,,meak,control,r,,1,e,o,moak,0,4
negationalisl,negationalisl,rssss,neg,,at_ion_al_ism,negationalism,target,s,3.0,2,m,l,negationalisl,2,13
undarfalisticly,undarfalisticly,prssss,darf,un,al_ist_ic_ly,undarfalisticly,target,p,0.0,0,u,a,andarfalisticly,0,15
endrun,endron,pr,drun,en,,endrun,target,r,,2,u,o,endron,1,6
sidninautoni,sidninautoni,pprs,naut,sid_ni,oni,sidninautoni,control,s,0.0,0,o,a,sidninautani,0,12
orslosicur,orslosicur,pr_long,losicur,orp,,orplosicur,control,p,0.0,2,p,s,orslosicur,2,10
keimalistic,keiralistic,rsss,keir,,al_ist_ic,keiralistic,target,r,,3,r,m,keimalistic,3,11
