first,second,condition,root,prefixes,suffixes,word,target_type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error,wordlength
neillasitciyl,neillasitciyl,rssss,neil,,la_sit_ci_yl,neillasitciyl,control,r,,1,e,a,naillasitciyl,0,13
sidziperel,sidziperel,pr_long,ziperel,sid,,sidziperel,control,r,,3,e,i,sidzipirel,0,10
darfalisticly,darfalisticly,rssss,darf,,al_ist_ic_ly,darfalisticly,target,s,3.0,0,l,r,darfalisticry,0,13
selbsitcilayl,solbsitcilayl,rssss,selb,,sit_ci_la_yl,selbsitcilayl,control,r,,1,e,o,solbsitcilayl,1,13
taunationally,taonationally,rssss,taun,,at_ion_al_ly,taunationally,target,r,,2,u,o,taonationally,1,13
siwtaonilayl,siwtaonilayl,rssss,siw,,ta_oni_la_yl,siwtaonilayl,control,r,,2,w,m,simtaonilayl,0,12
netorkulf,netorkalf,rs_long,netork,,ulf,netorkulf,control,s,0.0,0,u,a,netorkalf,1,9
ermirem,ermirem,ppr,rem,er_mi,,ermirem,control,r,,1,e,i,ermirim,0,7
defomationalism,defowationalism,prssss,fom,de,at_ion_al_ism,defomationalism,target,r,,2,m,w,defowationalism,1,15
reimcun,reimtun,ppr,cun,re_im,,reimcun,target,r,,0,c,t,reimtun,1,7
interteak,enterteak,pr,teak,inter,,interteak,target,p,0.0,0,i,e,enterteak,1,9
trup,trup,r,trup,,,trup,control,r,,0,t,d,drup,0,4
ninurdonilayl,nonurdonilayl,prsss,nurd,ni,oni_la_yl,ninurdonilayl,control,p,0.0,1,i,o,nonurdonilayl,1,13
drelintenca,drelentenca,rs_long,drelint,,enca,drelintenca,control,r,,4,i,e,drelentenca,1,11
predisgirt,predisgirt,ppr,girt,pre_dis,,predisgirt,target,r,,0,g,c,prediscirt,0,10
ermikoopnemt,ermikoopnemt,pprs,koop,er_mi,nemt,ermikoopnemt,control,p,0.0,1,r,l,elmikoopnemt,0,12
reoverket,rioverket,ppr,ket,re_over,,reoverket,target,p,0.0,1,e,i,rioverket,1,9
taunability,tiunability,rss,taun,,abil_ity,taunability,target,r,,1,a,i,tiunability,1,11
retinfeeg,retinfeeg,pr,feeg,retin,,retinfeeg,control,p,0.0,3,i,a,retanfeeg,0,9
distrilend,distrilend,pr_long,trilend,dis,,distrilend,target,r,,2,i,e,distrelend,0,10
impulorision,impulorisior,prs_long,puloris,im,ion,impulorision,target,s,0.0,2,n,r,impulorisior,1,12
edtonptaonialsim,udtonptaonialsim,prssss,tonp,ed,ta_oni_al_sim,edtonptaonialsim,control,p,0.0,0,e,u,udtonptaonialsim,1,16
talc,talc,r,talc,,,talc,control,r,,3,c,s,tals,0,4
inpurtiousness,inpurtiousness,pprss,purt,in,ious_ness,inpurtiousness,target,r,,0,p,v,invurtiousness,0,14
koulically,koulically,rsss,koul,,ic_al_ly,koulically,target,s,0.0,0,i,a,koulacally,0,10
trilockful,trilockful,rs_long,trilock,,ful,trilockful,target,r,,0,t,d,drilockful,0,10
unwisal,unwasal,prs,wis,un,al,unwisal,target,r,,1,i,a,unwasal,1,7
unlienistic,unlienistic,prss,lien,un,ist_ic,unlienistic,target,r,,1,i,a,unlaenistic,0,11
trigilabyit,trigilabyit,rss,trig,,ilab_yit,trigilabyit,control,s,1.0,0,y,m,trigilabmit,0,11
trilan,trilan,r_long,trilan,,,trilan,target,r,,0,t,s,srilan,0,6
dissoomful,dissoomful,prs,soom,dis,ful,dissoomful,target,r,,2,o,u,dissoumful,0,10
nukeatsitcilayl,nukeatpitcilayl,prssss,keat,nu,sit_ci_la_yl,nukeatsitcilayl,control,s,0.0,0,s,p,nukeatpitcilayl,1,15
merism,merihm,rs,mer,,ism,merism,target,s,0.0,1,s,h,merihm,1,6
namptor,nimptor,r_long,namptor,,,namptor,target,r,,1,a,i,nimptor,1,7
nulouksitci,nulouksitci,prss,louk,nu,sit_ci,nulouksitci,control,r,,1,o,e,nuleuksitci,0,11
nenurd,nenurd,pr,nurd,ne,,nenurd,control,r,,1,u,o,nenord,0,6
nisidteconi,nisidtecona,pprs,tec,ni_sid,oni,nisidteconi,control,s,0.0,2,i,a,nisidtecona,1,11
reimmeerment,raimmeerment,pprs,meer,re_im,ment,reimmeerment,target,p,0.0,1,e,a,raimmeerment,1,12
unpurtalisticly,unpurtalisticly,prssss,purt,un,al_ist_ic_ly,unpurtalisticly,target,p,0.0,1,n,m,umpurtalisticly,0,15
teknemtlasim,beknemtlasim,rsss,tek,,nemt_la_sim,teknemtlasim,control,r,,0,t,b,beknemtlasim,1,12
indrunation,andrunation,prss,drun,in,at_ion,indrunation,target,p,0.0,0,i,a,andrunation,1,11
unketational,unketateonal,prsss,ket,un,at_ion_al,unketational,target,s,1.0,0,i,e,unketateonal,1,12
girtability,girtability,rss,girt,,abil_ity,girtability,target,r,,3,t,p,girpability,0,11
inpookity,inpookity,prs,pook,in,ity,inpookity,target,s,0.0,0,i,o,inpookoty,0,9
nuriekonila,nuriekomila,prss,riek,nu,oni_la,nuriekonila,control,s,0.0,1,n,m,nuriekomila,1,11
revoriek,revariek,pr,riek,revo,,revoriek,control,p,0.0,3,o,a,revariek,1,8
nitonpyit,nitonpyit,prs,tonp,ni,yit,nitonpyit,control,s,0.0,1,i,u,nitonpyut,0,9
fradcilayl,fradcilayl,rsss,frad,,ci_la_yl,fradcilayl,control,s,0.0,0,c,f,fradfilayl,0,10
sidnimoosoniray,sidniroosoniray,pprss,moos,sid_ni,oni_ray,sidnimoosoniray,control,r,,0,m,r,sidniroosoniray,1,15
unpurtional,unpumtional,prss,purt,un,ion_al,unpurtional,target,r,,2,r,m,unpumtional,1,11
indispurtion,intispurtion,pprs,purt,in_dis,ion,indispurtion,target,p,1.0,0,d,t,intispurtion,1,12
purtal,purtal,rs,purt,,al,purtal,target,r,,1,u,i,pirtal,0,6
unmeeristically,unmeeristically,prssss,meer,un,ist_ic_al_ly,unmeeristically,target,p,0.0,1,n,r,urmeeristically,0,15
endarf,entarf,pr,darf,en,,endarf,target,r,,0,d,t,entarf,1,6
fomistically,fomittically,rssss,fom,,ist_ic_al_ly,fomistically,target,s,0.0,1,s,t,fomittically,1,12
girt,girt,r,girt,,,girt,target,r,,0,g,t,tirt,0,4
trilockance,triloczance,rs_long,trilock,,ance,trilockance,target,r,,6,k,z,triloczance,1,11
inprasiously,infrasiously,pprss,pras,in,ious_ly,inprasiously,target,r,,0,p,f,infrasiously,1,12
nutalctaonila,netalctaonila,prsss,talc,nu,ta_oni_la,nutalctaonila,control,p,0.0,1,u,e,netalctaonila,1,13
ninoltaoni,ninoltaoyi,prss,nol,ni,ta_oni,ninoltaoni,control,s,1.0,1,n,y,ninoltaoyi,1,10
tecnemtlayl,tecnemtlayl,rsss,tec,,nemt_la_yl,tecnemtlayl,control,s,2.0,0,y,r,tecnemtlarl,0,11
