first,second,morphemes,root,prefixes,suffixes,word,target_type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error,wordlength
darfationally,darfacionally,rssss,darf,,at_ion_al_ly,darfationally,target,s,0.0,1,t,c,darfacionally,1,13
mishobion,misfobion,prs,fob,mis,ion,misfobion,target,r,,0,f,h,mishobion,3,9
neirsitci,neilsitci,rss,neil,,sit_ci,neilsitci,control,r,,3,l,r,neirsitci,3,9
nutelctaonilayl,nutelctaonilayl,prssss,talc,nu,ta_oni_la_yl,nutalctaonilayl,control,r,,1,a,e,nutelctaonilayl,2,15
pupook,pupook,pr,pook,pu,,pupook,control,r,,0,p,d,pudook,0,6
nautnemtlayl,nautnemtnayl,rsss,naut,,nemt_la_yl,nautnemtlayl,control,s,1.0,0,l,n,nautnemtnayl,1,12
cularis,culoris,r_long,culoris,,,culoris,target,r,,3,o,a,cularis,3,7
unkelsational,ulkelsational,prsss,kels,un,at_ion_al,unkelsational,target,p,0.0,1,n,l,ulkelsational,1,13
toncouih,toncouis,rs,tonc,,ouis,toncouis,control,s,0.0,3,s,h,toncouih,3,8
inteerively,inteerively,prss,teer,in,ive_ly,inteerively,target,s,1.0,0,l,n,inteeriveny,0,11
rem,rem,r,rem,,,rem,control,r,,1,e,o,rom,0,3
intertrilock,intertrilock,pr_long,trilock,inter,,intertrilock,target,r,,0,t,s,intersrilock,0,12
erverotonc,erverotons,ppr,tonc,er_vero,,erverotonc,control,r,,3,c,s,erverotons,1,10
tuskripsers,tuskripsers,rs_long,tuskrip,,sens,tuskripsens,control,s,0.0,2,n,r,tuskripsers,2,11
remeravity,remeravity,pprss,mer,re,iv_ity,remerivity,target,s,0.0,0,i,a,remeravity,2,10
reinnegence,reinnegance,pprs,neg,re_in,ance,reinnegance,target,s,0.0,0,a,e,reinnegence,3,11
simtonjeroni,simtonjeroni,prs_long,tonjer,sim,oni,simtonjeroni,control,r,,2,n,m,simtomjeroni,0,12
wontel,wondel,r_long,wondel,,,wondel,target,r,,3,d,t,wontel,3,6
erecnoc,erednoc,ppr,noc,er_ed,,erednoc,control,p,1.0,1,d,c,erecnoc,3,7
enfoy,enfom,pr,fom,en,,enfom,target,r,,2,m,y,enfoy,3,5
protripin,protripin,pr_long,trivin,pro,,protrivin,target,r,,3,v,p,protripin,2,9
unflomaknoss,unflomaknoss,prs_long,flomak,un,ness,unflomakness,target,s,0.0,1,e,o,unflomaknoss,2,12
incontiveness,incontiveness,prss,cont,in,ive_ness,incontiveness,target,r,,3,t,d,incondiveness,0,13
disonnurtant,disinnurtant,pprs,nurt,dis_in,ant,disinnurtant,target,p,1.0,0,i,o,disonnurtant,3,12
keatnemt,kaatnemt,rs,keat,,nemt,keatnemt,control,r,,1,e,a,kaatnemt,1,8
ruetulfyl,ruetulfyl,rss,reet,,ulf_yl,reetulfyl,control,r,,1,e,u,ruetulfyl,2,9
gentaonilayl,gentaunilayl,rssss,gen,,ta_oni_la_yl,gentaonilayl,control,s,1.0,0,o,u,gentaunilayl,1,12
inceirically,inceirically,prsss,keir,in,ic_al_ly,inkeirically,target,r,,0,k,c,inceirically,2,12
teat,teat,r,keat,,,keat,control,r,,0,k,t,teat,2,4
sidninurdoiissens,sidninurdouissens,pprss,nurd,sid_ni,ouis_sens,sidninurdouissens,control,s,0.0,1,u,i,sidninurdoiissens,3,17
bogcilayl,bogcilayl,rsss,bof,,ci_la_yl,bofcilayl,control,r,,2,f,g,bogcilayl,2,9
discunful,discunfol,prs,cun,dis,ful,discunful,target,s,0.0,1,u,o,discunfol,1,9
trilanment,trilanment,rs_long,trilan,,ment,trilanment,target,r,,0,t,d,drilanment,0,10
umfamationally,umfamationally,prssss,fam,un,at_ion_al_ly,unfamationally,target,p,0.0,1,n,m,umfamationally,2,14
redecon,redeton,ppr,con,re_de,,redecon,target,r,,0,c,t,redeton,1,7
dojion,dojian,r_long,dojian,,,dojian,control,r,,4,a,o,dojion,3,6
onnewtoncviyit,onnertoncviyit,pprss,tonc,onn_er,vi_yit,onnertoncviyit,control,p,1.0,1,r,w,onnewtoncviyit,3,14
remaration,remaration,prss,mer,re,at_ion,remeration,target,r,,1,e,a,remaration,2,10
nunirsovsens,nunirsovsens,prs_long,nirgov,nu,sens,nunirgovsens,control,r,,3,g,s,nunirsovsens,2,12
dewisization,dewisizahion,prsss,wis,de,iz_at_ion,dewisization,target,s,1.0,1,t,h,dewisizahion,1,12
sidnoculf,sidnoculf,prs,noc,sid,ulf,sidnoculf,control,r,,2,c,f,sidnofulf,0,9
fowment,fomment,rs,fom,,ment,fomment,target,r,,2,m,w,fowment,3,7
nukeat,nikeat,pr,keat,ni,,nikeat,control,p,0.0,1,i,u,nukeat,3,6
lienically,liunically,rsss,lien,,ic_al_ly,lienically,target,r,,2,e,u,liunically,1,10
unkelsationally,unkelsationally,prssss,kels,un,at_ion_al_ly,unkelsationally,target,p,0.0,1,n,m,umkelsationally,0,15
sidnimieknat,sidnimieknat,pprs,riek,sid_ni,nat,sidnirieknat,control,r,,0,r,m,sidnimieknat,2,12
ertmoparnt,ertmoparnt,pr_long,moparnt,erp,,erpmoparnt,control,p,0.0,2,p,t,ertmoparnt,2,10
clerieznemt,cleroeznemt,rs_long,cleriez,,nemt,clerieznemt,control,r,,4,i,o,cleroeznemt,1,11
truntoonilasit,truntoonilasit,rssss,trun,,ta_oni_la_sit,truntaonilasit,control,s,0.0,1,a,o,truntoonilasit,2,14
louk,louk,r,louk,,,louk,control,r,,3,k,s,lous,0,4
geefistic,geefistic,rss,geef,,ist_ic,geefistic,target,s,1.0,1,c,p,geefistip,0,9
grab,gras,r,gras,,,gras,target,r,,3,s,b,grab,3,4
ersargsaoni,ersargtaoni,prss,sarg,er,ta_oni,ersargtaoni,control,s,0.0,0,t,s,ersargsaoni,3,11
fomically,fomecally,rsss,fom,,ic_al_ly,fomically,target,s,0.0,0,i,e,fomecally,1,9
