first,second,morphemes,root,prefixes,suffixes,word,target_type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error,wordlength
ernikeatacne,ernikeatacne,pprs,keat,er_ni,acne,ernikeatacne,control,s,0.0,2,n,m,ernikeatacme,0,12
unkoopationally,unkoopationally,prssss,koop,un,at_ion_al_ly,unkoopationally,target,s,0.0,1,t,c,unkoopacionally,0,15
reingras,reingras,ppr,gras,re_in,,reingras,target,p,0.0,1,e,a,raingras,0,8
jenhel,jenhel,r_long,jentel,,,jentel,target,r,,3,t,h,jenhel,2,6
dekoopize,dekeopize,prs,koop,de,ize,dekoopize,target,r,,1,o,e,dekeopize,1,9
misskrupition,misskrupition,prs_long,skrupit,mis,ion,misskrupition,target,p,0.0,0,m,w,wisskrupition,0,13
nutruntaonila,nutrultaonila,prsss,trun,nu,ta_oni_la,nutruntaonila,control,r,,3,n,l,nutrultaonila,1,13
cilgnemt,colgnemt,rs,colg,,nemt,colgnemt,control,r,,1,o,i,cilgnemt,3,8
orptonjir,orptonjir,pr_long,tonjer,orp,,orptonjer,control,r,,4,e,i,orptonjir,2,9
slithonness,slithonness,rs_long,slithon,,ness,slithonness,target,s,0.0,3,s,q,slithonnesq,0,11
rekeirivigy,rekeirivigy,pprss,keir,re,iv_ity,rekeirivity,target,s,1.0,1,t,g,rekeirivigy,2,11
contabimity,contability,rss,cont,,abil_ity,contability,target,s,0.0,3,l,m,contabimity,3,11
trasationally,trasationally,rssss,gras,,at_ion_al_ly,grasationally,target,r,,0,g,t,trasationally,2,13
upwis,upwis,pr,wis,up,,upwis,target,p,0.0,1,p,t,utwis,0,5
kelsious,kemsious,rs,kels,,ious,kelsious,target,r,,2,l,m,kemsious,1,8
nimeakiviyl,nimeakeviyl,prss,meak,ni,evi_yl,nimeakeviyl,control,s,0.0,0,e,i,nimeakiviyl,3,11
con,con,r,con,,,con,target,r,,1,o,i,cin,0,3
rentinetolk,rentinetolk,pr_long,netork,renti,,rentinetork,control,r,,4,r,l,rentinetolk,2,11
ernipook,ernipook,ppr,pook,er_ni,,ernipook,control,p,0.0,0,e,i,irnipook,0,8
krewationalist,krewationalist,rssss,krew,,at_ion_al_ist,krewationalist,target,s,2.0,0,a,o,krewationolist,0,14
simcleriezoni,simcleriezoni,prs_long,cleriez,sim,oni,simcleriezoni,control,s,0.0,0,o,u,simcleriezuni,0,13
mureettaonilayl,mureettaonilayl,prssss,reet,nu,ta_oni_la_yl,nureettaonilayl,control,p,0.0,0,n,m,mureettaonilayl,2,15
edpookzitaoni,ecpookzitaoni,prsss,pook,ed,zi_ta_oni,edpookzitaoni,control,p,0.0,1,d,c,ecpookzitaoni,1,13
werkilabyih,werkilabyit,rss,werk,,ilab_yit,werkilabyit,control,s,1.0,2,t,h,werkilabyih,3,11
gertmentally,gertmentally,rsss,girt,,ment_al_ly,girtmentally,target,r,,1,i,e,gertmentally,2,12
roltick,raltick,r_long,roltick,,,roltick,control,r,,1,o,a,raltick,1,7
inwisiousness,inwosiousness,pprss,wis,in,ious_ness,inwisiousness,target,r,,1,i,o,inwosiousness,1,13
unteak,unteak,pr,teak,in,,inteak,target,p,0.0,0,i,u,unteak,2,6
reindarfment,reindarfment,pprs,darf,re_in,ment,reindarfment,target,r,,3,f,s,reindarsment,0,12
flennerment,flennermeyt,rs_long,flenner,,ment,flennerment,target,s,0.0,2,n,y,flennermeyt,1,11
edkeateti,edkeatezi,prs,keat,ed,ezi,edkeatezi,control,s,0.0,1,z,t,edkeateti,3,9
onnerkeatviyit,onnerkeatviyit,pprss,keat,onn_er,vi_yit,onnerkeatviyit,control,s,0.0,0,v,t,onnerkeattiyit,0,14
teakfully,taakfully,rss,teak,,ful_ly,teakfully,target,r,,1,e,a,taakfully,1,9
mewment,mewment,rs,mer,,ment,merment,target,r,,2,r,w,mewment,2,7
flient,fliunt,r_long,flient,,,flient,control,r,,3,e,u,fliunt,1,6
nisiwevisens,nisiwevisens,prss,siw,ni,evi_sens,nisiwevisens,control,r,,0,s,h,nihiwevisens,0,12
rozeracnemt,rozeracnemt,rs_long,rozirac,,nemt,roziracnemt,control,r,,3,i,e,rozeracnemt,2,11
soom,soam,r,soom,,,soom,target,r,,2,o,a,soam,1,4
simsiwoni,simsiwoni,prs,siw,sim,oni,simsiwoni,control,r,,2,w,r,simsironi,0,9
pooktaonilayl,pooktoonilayl,rssss,pook,,ta_oni_la_yl,pooktaonilayl,control,s,0.0,1,a,o,pooktoonilayl,1,13
misgledenion,misglefenion,prs_long,glefen,mis,ion,misglefenion,target,r,,3,f,d,misgledenion,3,12
nufradtaonilayl,nufradtaonilayl,prssss,frad,nu,ta_oni_la_yl,nufradtaonilayl,control,r,,2,a,u,nufrudtaonilayl,0,15
erninautnemf,erninautnemt,pprs,naut,er_ni,nemt,erninautnemt,control,s,0.0,3,t,f,erninautnemf,3,12
pmezicerel,prezicerel,pr_long,zicerel,pre,,prezicerel,target,p,0.0,1,r,m,pmezicerel,3,10
netmun,netrun,pr,trun,ne,,netrun,control,r,,1,r,m,netmun,3,6
riekcilayl,riekcilayl,rsss,riek,,ci_la_yl,riekcilayl,control,r,,2,e,i,riikcilayl,0,10
niwerkcilayl,miwerkcilayl,prsss,werk,mi,ci_la_yl,miwerkcilayl,control,p,0.0,0,m,n,niwerkcilayl,3,12
reovercen,reovercun,ppr,cun,re_over,,reovercun,target,r,,1,u,e,reovercen,3,9
