first,second,condition,root,prefixes,suffixes,word,target_type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error,wordlength
reimtaun,reimtaun,ppr,taun,re_im,,reimtaun,target,r,,2,u,e,reimtaen,0,8
purtmental,purtmental,rss,purt,,ment_al,purtmental,target,r,,3,t,p,purpmental,0,10
inutec,inutec,pr,tec,inu,,inutec,control,r,,0,t,p,inupec,0,6
darfability,darfabinity,rss,darf,,abil_ity,darfability,target,s,0.0,3,l,n,darfabinity,1,11
trigsim,tnigsim,rs,trig,,sim,trigsim,control,r,,1,r,n,tnigsim,1,7
remispont,remispont,ppr,pont,re_mis,,remispont,target,p,1.0,0,m,l,relispont,0,9
dekoulalization,dekoulalizetion,prssss,koul,de,al_iz_at_ion,dekoulalization,target,s,2.0,0,a,e,dekoulalizetion,1,15
lienationalist,lienationamist,rssss,lien,,at_ion_al_ist,lienationalist,target,s,2.0,1,l,m,lienationamist,1,14
nusimkeatbaly,nusimkeavbaly,pprss,keat,nu_sim,bal_y,nusimkeatbaly,control,r,,3,t,v,nusimkeavbaly,1,13
nusimrembaly,nusimrambaly,pprss,rem,nu_sim,bal_y,nusimrembaly,control,r,,1,e,a,nusimrambaly,1,12
unipook,unipook,pr,pook,uni,,unipook,target,r,,2,o,e,unipoek,0,7
ernitalc,ernitalt,ppr,talc,er_ni,,ernitalc,control,r,,3,c,t,ernitalt,1,8
lendowsens,lendowsens,rs_long,lendow,,sens,lendowsens,control,s,0.0,3,s,t,lendowsent,0,10
sidniselbouissens,sidniselbouissens,pprss,selb,sid_ni,ouis_sens,sidniselbouissens,control,p,0.0,2,d,g,signiselbouissens,0,17
ersiwevieta,emsiwevieta,prss,siw,er,evi_eta,ersiwevieta,control,p,0.0,1,r,m,emsiwevieta,1,11
wondelness,wonselness,rs_long,wondel,,ness,wondelness,target,r,,3,d,s,wonselness,1,10
sarptaonilayl,sarptaonilayl,rssss,sarp,,ta_oni_la_yl,sarptaonilayl,control,s,2.0,1,a,o,sarptaoniloyl,0,13
nolci,nolci,rs,nol,,ci,nolci,control,r,,1,o,a,nalci,0,5
declatate,diclatate,prs,clat,de,ate,declatate,target,p,0.0,1,e,i,diclatate,1,9
keattaonilasit,seattaonilasit,rssss,keat,,ta_oni_la_sit,keattaonilasit,control,r,,0,k,s,seattaonilasit,1,14
cetliness,cetliness,rss,cet,,li_ness,cetliness,target,r,,1,e,o,cotliness,0,9
preket,hreket,pr,ket,pre,,preket,target,p,0.0,0,p,h,hreket,1,6
unslithonable,unvlithonable,prs_long,slithon,un,able,unslithonable,target,r,,0,s,v,unvlithonable,1,13
fommentalism,fommentolism,rsss,fom,,ment_al_ism,fommentalism,target,s,1.0,0,a,o,fommentolism,1,12
nisidtekoni,nisidtekoni,pprs,tek,ni_sid,oni,nisidtekoni,control,r,,0,t,f,nisidfekoni,0,11
erpmearcilayl,erpmearcilayl,prsss,mear,erp,ci_la_yl,erpmearcilayl,control,s,1.0,1,a,e,erpmearcileyl,0,13
ermitrignemt,ermitrignemt,pprs,trig,er_mi,nemt,ermitrignemt,control,p,1.0,0,m,r,erritrignemt,0,12
nurd,nuyd,r,nurd,,,nurd,control,r,,2,r,y,nuyd,1,4
erwerknemt,eywerknemt,prs,werk,er,nemt,erwerknemt,control,p,0.0,1,r,y,eywerknemt,1,10
fradsitcilayl,fridsitcilayl,rssss,frad,,sit_ci_la_yl,fradsitcilayl,control,r,,2,a,i,fridsitcilayl,1,13
debelsalization,debelsalization,prssss,bels,de,al_iz_at_ion,debelsalization,target,s,1.0,0,i,a,debelsalazation,0,15
prepontically,prepontically,prsss,pont,pre,ic_al_ly,prepontically,target,r,,0,p,s,presontically,0,13
