first,second,morphemes,root,prefixes,suffixes,word,target_type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error,wordlength
inkouniousness,inkouliousness,pprss,koul,in,ious_ness,inkouliousness,target,r,,3,l,n,inkouniousness,3,14
niteconilayl,niteconilayl,prsss,tec,ni,oni_la_yl,niteconilayl,control,p,0.0,0,n,m,miteconilayl,0,12
reoutfof,reoutfob,ppr,fob,re_out,,reoutfob,target,r,,2,b,f,reoutfof,3,8
toc,tec,r,tec,,,tec,control,r,,1,e,o,toc,3,3
ernefelgelba,ernefelgelba,prs_long,nefelg,er,elba,ernefelgelba,control,r,,3,e,a,ernefalgelba,0,12
flomakment,flomakment,rs_long,flomak,,ment,flomakment,target,r,,2,o,e,flemakment,0,10
revonirgov,revenirgov,pr_long,nirgov,revo,,revonirgov,control,p,0.0,3,o,e,revenirgov,1,10
bofvaonilayl,boftaonilayl,rssss,bof,,ta_oni_la_yl,boftaonilayl,control,s,0.0,0,t,v,bofvaonilayl,3,12
disinlienint,disinlienint,pprs,lien,dis_in,ant,disinlienant,target,s,0.0,0,a,i,disinlienint,2,12
werkouis,werkouis,rs,werk,,ouis,werkouis,control,r,,2,r,m,wemkouis,0,8
grasmentally,crasmentally,rsss,gras,,ment_al_ly,grasmentally,target,r,,0,g,c,crasmentally,1,12
enkeamalisticly,unkeamalisticly,prssss,keam,un,al_ist_ic_ly,unkeamalisticly,target,p,0.0,0,u,e,enkeamalisticly,3,15
ungeefionally,ungeefionallr,prsss,geef,un,ion_al_ly,ungeefionally,target,s,2.0,1,y,r,ungeefionallr,1,13
drun,drun,r,drun,,,drun,target,r,,1,r,m,dmun,0,4
ovarnamptor,overnamptor,pr_long,namptor,over,,overnamptor,target,p,0.0,2,e,a,ovarnamptor,3,11
losicurnemt,losicurnemt,rs_long,losicur,,nemt,losicurnemt,control,s,0.0,0,n,r,losicurremt,0,11
flient,fluent,r_long,flient,,,flient,control,r,,2,i,u,fluent,1,6
ernireet,ernireet,ppr,reet,er_ni,,ernireet,control,p,1.0,1,i,e,ernereet,0,8
bofulfyl,fofulfyl,rss,bof,,ulf_yl,bofulfyl,control,r,,0,b,f,fofulfyl,1,8
bossarg,bussarg,pr,sarg,bus,,bussarg,control,p,0.0,1,u,o,bossarg,3,7
reinfamable,reinfamable,pprs,fam,re_in,able,reinfamable,target,p,1.0,1,n,w,reiwfamable,0,11
intauwionary,intaunionary,pprss,taun,in,ion_ary,intaunionary,target,r,,3,n,w,intauwionary,3,12
unfomfulness,unfomfujness,prss,fom,un,ful_ness,unfomfulness,target,s,0.0,2,l,j,unfomfujness,1,12
enflenitment,enflenitment,prs_long,flenit,en,ment,enflenitment,target,p,0.0,0,e,a,anflenitment,0,12
clatationally,clotationally,rssss,clat,,at_ion_al_ly,clatationally,target,r,,2,a,o,clotationally,1,13
inketly,inkotly,prs,ket,in,ly,inketly,target,r,,1,e,o,inkotly,1,7
simpooknemt,simpooknemt,prs,pook,sim,nemt,simpooknemt,control,p,0.0,0,s,g,gimpooknemt,0,11
noclasitciyl,roclasitciyl,rssss,noc,,la_sit_ci_yl,noclasitciyl,control,r,,0,n,r,roclasitciyl,1,12
carizor,carizor,r_long,carizor,,,carizor,target,r,,0,c,t,tarizor,0,7
efnoclazitaoni,ednoclazitaoni,prssss,noc,ed,la_zi_ta_oni,ednoclazitaoni,control,p,0.0,1,d,f,efnoclazitaoni,3,14
ungartiously,ungirtiously,prss,girt,un,ious_ly,ungirtiously,target,r,,1,i,a,ungartiously,3,12
nugencilayl,nugentilayl,prsss,gen,nu,ci_la_yl,nugencilayl,control,s,0.0,0,c,t,nugentilayl,1,11
reincont,reincont,ppr,cont,re_in,,reincont,target,p,0.0,1,e,i,riincont,0,8
wisally,wibally,rss,wis,,al_ly,wisally,target,r,,2,s,b,wibally,1,7
nearozouis,yearozouis,rs_long,nearoz,,ouis,nearozouis,control,r,,0,n,y,yearozouis,1,10
sidjiriekouisyl,sidniriekouisyl,pprss,riek,sid_ni,ouis_yl,sidniriekouisyl,control,p,1.0,0,n,j,sidjiriekouisyl,3,15
keut,keut,r,keat,,,keat,control,r,,2,a,u,keut,2,4
orpdojian,orpdojian,pr_long,dojian,orp,,orpdojian,control,p,0.0,2,p,g,orgdojian,0,9
refam,refam,pr,fam,re,,refam,target,p,0.0,1,e,o,rofam,0,5
ernatrignemt,ernitrignemt,pprs,trig,er_ni,nemt,ernitrignemt,control,p,1.0,1,i,a,ernatrignemt,3,12
loosoni,loosoni,rs,moos,,oni,moosoni,control,r,,0,m,l,loosoni,2,7
projadolinion,projadolinion,prs_long,jadolin,pro,ion,projadolinion,target,p,0.0,2,o,i,prijadolinion,0,13
fradlasitci,fradlasitci,rsss,frad,,la_sit_ci,fradlasitci,control,r,,3,d,s,fraslasitci,0,11
nuwtalistic,nurtalistic,rsss,nurt,,al_ist_ic,nurtalistic,target,r,,2,r,w,nuwtalistic,3,11
trelanious,trelanious,rs_long,trilan,,ious,trilanious,target,r,,2,i,e,trelanious,2,10
tonctaonilasim,tonhtaonilasim,rssss,tonc,,ta_oni_la_sim,tonctaonilasim,control,r,,3,c,h,tonhtaonilasim,1,14
otuselkeviyl,otuselkeviym,prss,selk,otu,evi_yl,otuselkeviyl,control,s,1.0,1,l,m,otuselkeviym,1,12
sidneteconiray,sidniteconiray,pprss,tec,sid_ni,oni_ray,sidniteconiray,control,p,1.0,1,i,e,sidneteconiray,3,14
keimable,keirable,rs,keir,,able,keirable,target,r,,3,r,m,keimable,3,8
culorit,culoris,r_long,culoris,,,culoris,target,r,,6,s,t,culorit,3,7
misdarfment,misdartment,prs,darf,mis,ment,misdarfment,target,r,,3,f,t,misdartment,1,11
orpkaflomoni,orpkaflomoni,prs_long,kaflom,orp,oni,orpkaflomoni,control,s,0.0,0,o,e,orpkaflomeni,0,12
grat,gras,r,gras,,,gras,target,r,,3,s,t,grat,3,4
nosargtasitciyl,nusargtasitciyl,prssss,sarg,nu,ta_sit_ci_yl,nusargtasitciyl,control,p,0.0,1,u,o,nosargtasitciyl,3,15
lianliness,lianliness,rss,lien,,li_ness,lienliness,target,r,,2,e,a,lianliness,2,10
interzicemel,interzicemel,pr_long,zicerel,inter,,interzicerel,target,r,,4,r,m,interzicemel,2,12
fidnifradnat,sidnifradnat,pprs,frad,sid_ni,nat,sidnifradnat,control,p,0.0,0,s,f,fidnifradnat,3,12
eritumeak,erotumeak,ppr,meak,er_otu,,erotumeak,control,p,1.0,0,o,i,eritumeak,3,9
erkeat,erkeat,pr,keat,er,,erkeat,control,r,,3,t,c,erkeac,0,6
unfimically,unfomically,prsss,fom,un,ic_al_ly,unfomically,target,r,,1,o,i,unfimically,3,11
