first,second,morphemes,root,prefixes,suffixes,word,target_type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error,wordlength
irglefenable,irglefenable,prs_long,glefen,in,able,inglefenable,target,p,0.0,1,n,r,irglefenable,2,12
erpdrelint,erpdrelint,pr_long,drelint,erp,,erpdrelint,control,p,0.0,1,r,m,empdrelint,0,10
drun,dnun,r,drun,,,drun,target,r,,1,r,n,dnun,1,4
tesoom,desoom,pr,soom,de,,desoom,target,p,0.0,0,d,t,tesoom,3,6
reinkalsable,reinkalsable,pprs,kels,re_in,able,reinkelsable,target,r,,1,e,a,reinkalsable,2,12
reouttaun,reouttoun,ppr,taun,re_out,,reouttaun,target,r,,1,a,o,reouttoun,1,9
desoomationalism,desoomationalism,prssss,soom,de,at_ion_al_ism,desoomationalism,target,p,0.0,1,e,o,dosoomationalism,0,16
undarfal,undarfal,prs,darf,un,al,undarfal,target,p,0.0,1,n,r,urdarfal,0,8
werkcilayr,werkcilayr,rsss,werk,,ci_la_yl,werkcilayl,control,s,2.0,1,l,r,werkcilayr,2,10
negless,negless,rs,neg,,less,negless,target,r,,0,n,r,regless,0,7
tirvinouis,tirvinouis,rs_long,tirvin,,ouis,tirvinouis,control,s,0.0,1,u,e,tirvinoeis,0,10
nurtistic,wurtistic,rss,nurt,,ist_ic,nurtistic,target,r,,0,n,w,wurtistic,1,9
getationalism,getationalism,rssss,cet,,at_ion_al_ism,cetationalism,target,r,,0,c,g,getationalism,2,13
sidnikeatouissens,sidnikeatouissens,pprss,keat,sid_ni,ouis_sens,sidnikeatouissens,control,r,,2,a,e,sidnikeetouissens,0,17
flient,fleent,r_long,flient,,,flient,control,r,,2,i,e,fleent,1,6
miriekcilbayit,wiriekcilbayit,prsss,riek,mi,ci_lba_yit,miriekcilbayit,control,p,0.0,0,m,w,wiriekcilbayit,1,14
urtrunevieta,urtrunevieta,prss,trun,er,evi_eta,ertrunevieta,control,p,0.0,0,e,u,urtrunevieta,2,12
sidflientnemt,sitflientnemt,prs_long,flient,sid,nemt,sidflientnemt,control,p,0.0,2,d,t,sitflientnemt,1,13
remishlocment,remisglocment,pprs,gloc,re_mis,ment,remisglocment,target,r,,0,g,h,remishlocment,3,13
lien,mien,r,lien,,,lien,target,r,,0,l,m,mien,1,4
nithels,nithols,r_long,nithols,,,nithols,control,r,,4,o,e,nithels,3,7
nerfolnelba,nerfolnelba,rs_long,nerfeln,,elba,nerfelnelba,control,r,,4,e,o,nerfolnelba,2,11
silksens,silksens,rs,selk,,sens,selksens,control,r,,1,e,i,silksens,2,8
edtonc,odtonc,pr,tonc,ed,,edtonc,control,p,0.0,0,e,o,odtonc,1,6
refamishment,mefamishment,prss,fam,re,ish_ment,refamishment,target,p,0.0,0,r,m,mefamishment,1,12
disgnasly,disgrasly,prs,gras,dis,ly,disgrasly,target,r,,1,r,n,disgnasly,3,9
eredtec,eregtec,ppr,tec,er_ed,,eredtec,control,p,1.0,1,d,g,eregtec,1,7
nirtional,nurtional,rss,nurt,,ion_al,nurtional,target,r,,1,u,i,nirtional,3,9
nuremtaonilayl,nuremtaonilarl,prssss,rem,nu,ta_oni_la_yl,nuremtaonilayl,control,s,3.0,0,y,r,nuremtaonilarl,1,14
nugemcilayl,nugemcilayl,prsss,gen,nu,ci_la_yl,nugencilayl,control,r,,2,n,m,nugemcilayl,2,11
sadrozirac,sidrozirac,pr_long,rozirac,sid,,sidrozirac,control,p,0.0,1,i,a,sadrozirac,3,10
inwitiousness,inwitiousness,pprss,wis,in,ious_ness,inwisiousness,target,r,,2,s,t,inwitiousness,2,13
cehalistic,cehalistic,rsss,cet,,al_ist_ic,cetalistic,target,r,,2,t,h,cehalistic,2,10
sargtaonilasim,sarztaonilasim,rssss,sarg,,ta_oni_la_sim,sargtaonilasim,control,r,,3,g,z,sarztaonilasim,1,14
soopic,koopic,rs,koop,,ic,koopic,target,r,,0,k,s,soopic,3,6
ernauthisnemt,ernauthisnemt,prss,naut,er,his_nemt,ernauthisnemt,control,r,,3,t,s,ernaushisnemt,0,13
werponila,werkonila,rss,werk,,oni_la,werkonila,control,r,,3,k,p,werponila,3,9
nunirgovison,munirgovison,prs_long,nirgov,nu,ison,nunirgovison,control,p,0.0,0,n,m,munirgovison,1,12
unhrunational,undrunational,prsss,drun,un,at_ion_al,undrunational,target,r,,0,d,h,unhrunational,3,13
feiglasitci,feeglasitci,rsss,feeg,,la_sit_ci,feeglasitci,control,r,,2,e,i,feiglasitci,3,11
nagationalist,nagationalist,rssss,neg,,at_ion_al_ist,negationalist,target,r,,1,e,a,nagationalist,2,13
revocleriez,revocleriez,pr_long,cleriez,revo,,revocleriez,control,r,,1,l,m,revocmeriez,0,11
nuneiltahitciyl,nuneiltahitciyl,prssss,neil,nu,ta_sit_ci_yl,nuneiltasitciyl,control,s,1.0,0,s,h,nuneiltahitciyl,2,15
sidniriekoniray,sidwiriekoniray,pprss,riek,sid_ni,oni_ray,sidniriekoniray,control,p,1.0,0,n,w,sidwiriekoniray,1,15
siw,biw,r,siw,,,siw,control,r,,0,s,b,biw,1,3
frenitable,flenitable,rs_long,flenit,,able,flenitable,target,r,,1,l,r,frenitable,3,10
unfobfuw,unfobfuw,prs,fob,un,ful,unfobful,target,s,0.0,2,l,w,unfobfuw,2,8
ermitrunelbi,ermitrunelba,pprs,trun,er_mi,elba,ermitrunelba,control,s,0.0,3,a,i,ermitrunelbi,3,12
redeteew,redeteew,ppr,teer,re_de,,redeteer,target,r,,3,r,w,redeteew,2,8
unifom,unifem,pr,fom,uni,,unifom,target,r,,1,o,e,unifem,1,6
trivin,trevin,r_long,trivin,,,trivin,target,r,,2,i,e,trevin,1,6
