first,second,morphemes,root,prefixes,suffixes,word,target_type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error,wordlength
mikeatcileyl,mikeatcilayl,prsss,keat,mi,ci_la_yl,mikeatcilayl,control,s,1.0,1,a,e,mikeatcileyl,3,12
edfeegeta,edfeegeta,prs,feeg,ed,eta,edfeegeta,control,s,0.0,0,e,a,edfeegata,0,9
tlithonance,slithonance,rs_long,slithon,,ance,slithonance,target,r,,0,s,t,tlithonance,3,11
teakationally,teakataonally,rssss,teak,,at_ion_al_ly,teakationally,target,s,1.0,0,i,a,teakataonally,1,13
ersimtalcnemt,ersimtalcnemt,pprs,talc,er_sim,nemt,ersimtalcnemt,control,p,0.0,0,e,o,orsimtalcnemt,0,13
hirvin,tirvin,r_long,tirvin,,,tirvin,control,r,,0,t,h,hirvin,3,6
eredtic,eredtec,ppr,tec,er_ed,,eredtec,control,r,,1,e,i,eredtic,3,7
sidnimeakouisyl,sidnimeakouisyl,pprss,meak,sid_ni,ouis_yl,sidnimeakouisyl,control,s,1.0,1,l,y,sidnimeakouisyy,0,15
unseak,unseak,pr,teak,un,,unteak,target,r,,0,t,s,unseak,2,6
missoomfulness,missoomfulness,prss,soom,mis,ful_ness,missoomfulness,target,s,0.0,2,l,r,missoomfurness,0,14
unglocistically,unglotistically,prssss,gloc,un,ist_ic_al_ly,unglocistically,target,r,,3,c,t,unglotistically,1,15
overflennerive,overflennerivo,prs_long,flenner,over,ive,overflennerive,target,s,0.0,2,e,o,overflennerivo,1,14
gen,gen,r,gen,,,gen,control,r,,2,n,w,gew,0,3
autflomak,autflomak,pr_long,flomak,out,,outflomak,target,p,0.0,0,o,a,autflomak,2,9
pooksals,pooksals,rs,pook,,sels,pooksels,control,s,0.0,1,e,a,pooksals,2,8
werklasem,werklasim,rss,werk,,la_sim,werklasim,control,s,1.0,1,i,e,werklasem,3,9
bofnemtlayl,bofnemtlayl,rsss,bof,,nemt_la_yl,bofnemtlayl,control,s,1.0,1,a,e,bofnemtleyl,0,11
erpselkeviyl,erpselkoviyl,prss,selk,erp,evi_yl,erpselkeviyl,control,s,0.0,0,e,o,erpselkoviyl,1,12
tetenca,tecenca,rs,tec,,enca,tecenca,control,r,,2,c,t,tetenca,3,7
carizorment,carizorment,rs_long,carizor,,ment,carizorment,target,r,,0,c,s,sarizorment,0,11
sidnipookoni,sidnipookoni,pprs,pook,sid_ni,oni,sidnipookoni,control,s,0.0,2,i,e,sidnipookone,0,12
infomiously,infomaously,pprss,fom,in,ious_ly,infomiously,target,s,0.0,0,i,a,infomaously,1,11
disemsoom,disemhoom,ppr,soom,dis_em,,disemsoom,target,r,,0,s,h,disemhoom,1,9
nelouktasitciyl,nelouktasitciyl,prssss,louk,nu,ta_sit_ci_yl,nulouktasitciyl,control,p,0.0,1,u,e,nelouktasitciyl,2,15
selklasitciyy,selklasitciyy,rssss,selk,,la_sit_ci_yl,selklasitciyl,control,s,3.0,1,l,y,selklasitciyy,2,13
kriten,kroten,r_long,kroten,,,kroten,target,r,,2,o,i,kriten,3,6
busnerveln,busnerfeln,pr_long,nerfeln,bus,,busnerfeln,control,r,,3,f,v,busnerveln,3,10
nibofyet,nibofyet,prs,bof,ni,yit,nibofyit,control,s,0.0,1,i,e,nibofyet,2,8
outcom,outcom,pr,fom,out,,outfom,target,r,,0,f,c,outcom,2,6
imkoulically,imkoulically,prsss,koul,in,ic_al_ly,inkoulically,target,p,0.0,1,n,m,imkoulically,2,12
soom,soom,r,soom,,,soom,target,r,,2,o,a,soam,0,4
teakmentally,teakmentally,rsss,teak,,ment_al_ly,teakmentally,target,s,0.0,1,e,o,teakmontally,0,12
imjentelable,injentelable,prs_long,jentel,in,able,injentelable,target,p,0.0,1,n,m,imjentelable,3,12
centalism,contalism,rss,cont,,al_ism,contalism,target,r,,1,o,e,centalism,3,9
setance,cetance,rs,cet,,ance,cetance,target,r,,0,c,s,setance,3,7
lejentelba,lejenfelba,rs_long,lejent,,elba,lejentelba,control,r,,5,t,f,lejenfelba,1,10
sidmatec,sidmetec,ppr,tec,sid_me,,sidmetec,control,p,1.0,1,e,a,sidmatec,3,8
sutcarizor,subcarizor,pr_long,carizor,sub,,subcarizor,target,p,0.0,2,b,t,sutcarizor,3,10
ernireetacne,ermireetacne,pprs,reet,er_ni,acne,ernireetacne,control,p,1.0,0,n,m,ermireetacne,1,12
nureetilsens,nuroetilsens,prss,reet,nu,il_sens,nureetilsens,control,r,,1,e,o,nuroetilsens,1,12
nurdtaonilayl,nardtaonilayl,rssss,nurd,,ta_oni_la_yl,nurdtaonilayl,control,r,,1,u,a,nardtaonilayl,1,13
nutoncsitcilayl,nutoncsitcilayl,prssss,tonc,nu,sit_ci_la_yl,nutoncsitcilayl,control,p,0.0,0,n,r,rutoncsitcilayl,0,15
rezoreanable,rezoreanable,prs_long,zorean,re,able,rezoreanable,target,r,,4,a,o,rezoreonable,0,12
taunmental,taunmengal,rss,taun,,ment_al,taunmental,target,s,0.0,3,t,g,taunmengal,1,10
desoomate,dasoomate,prs,soom,de,ate,desoomate,target,p,0.0,1,e,a,dasoomate,1,9
inmerioubly,inmeriously,pprss,mer,in,ious_ly,inmeriously,target,s,0.0,3,s,b,inmerioubly,3,11
rem,rer,r,rem,,,rem,control,r,,2,m,r,rer,1,3
moparnt,moparns,r_long,moparnt,,,moparnt,control,r,,6,t,s,moparns,1,7
entersoom,intersoom,pr,soom,inter,,intersoom,target,p,0.0,0,i,e,entersoom,3,9
nemeaklasitci,numeaklasitci,prsss,meak,nu,la_sit_ci,numeaklasitci,control,p,0.0,1,u,e,nemeaklasitci,3,13
