first,second,condition,root,prefixes,suffixes,word,target_type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error,wordlength
cunional,curional,rss,cun,,ion_al,cunional,target,r,,2,n,r,curional,1,8
minuccilayl,minuccilayl,prsss,nuc,mi,ci_la_yl,minuccilayl,control,s,0.0,0,c,d,minucdilayl,0,11
putek,puhek,pr,tek,pu,,putek,control,r,,0,t,h,puhek,1,5
teakationally,teakationally,rssss,teak,,at_ion_al_ly,teakationally,target,s,0.0,0,a,e,teaketionally,0,13
ermitekelba,ermitekilba,pprs,tek,er_mi,elba,ermitekelba,control,s,0.0,0,e,i,ermitekilba,1,11
sidmareru,sodmareru,prs,mar,sid,eru,sidmareru,control,p,0.0,1,i,o,sodmareru,1,9
distaunity,distaurity,prs,taun,dis,ity,distaunity,target,r,,3,n,r,distaurity,1,10
regeefivity,regeefipity,pprss,geef,re,iv_ity,regeefivity,target,s,0.0,1,v,p,regeefipity,1,11
remisfomment,remisfomment,pprs,fom,re_mis,ment,remisfomment,target,p,0.0,0,r,m,memisfomment,0,12
ertrigevieta,ertrigetieta,prss,trig,er,evi_eta,ertrigevieta,control,s,0.0,1,v,t,ertrigetieta,1,12
werknemtlayl,werknemtlayl,rsss,werk,,nemt_la_yl,werknemtlayl,control,s,2.0,0,y,r,werknemtlarl,0,12
reoverdarf,reoverdarf,ppr,darf,re_over,,reoverdarf,target,r,,2,r,m,reoverdamf,0,10
onnernautviyit,onnernautvirit,pprss,naut,onn_er,vi_yit,onnernautviyit,control,s,1.0,0,y,r,onnernautvirit,1,14
noltaonilasit,noltaonilasit,rssss,nol,,ta_oni_la_sit,noltaonilasit,control,r,,2,l,r,nortaonilasit,0,13
nikoopvitaoni,nikoopvitaoni,prsss,koop,ni,vi_ta_oni,nikoopvitaoni,control,s,0.0,1,i,e,nikoopvetaoni,0,13
edmooslazitaoni,edmooslazitaoni,prssss,moos,ed,la_zi_ta_oni,edmooslazitaoni,control,p,0.0,0,e,a,admooslazitaoni,0,15
inbelsivation,inbelsivation,prsss,bels,in,iv_at_ion,inbelsivation,target,r,,2,l,w,inbewsivation,0,13
cunically,cumically,rsss,cun,,ic_al_ly,cunically,target,r,,2,n,m,cumically,1,9
nutec,nutec,pr,tec,nu,,nutec,control,p,0.0,1,u,e,netec,0,5
unfomistically,enfomistically,prssss,fom,un,ist_ic_al_ly,unfomistically,target,p,0.0,0,u,e,enfomistically,1,14
gencilayl,gencilayl,rsss,gen,,ci_la_yl,gencilayl,control,r,,1,e,o,goncilayl,0,9
interfom,intorfom,pr,fom,inter,,interfom,target,p,0.0,3,e,o,intorfom,1,8
dojianelba,dojianelba,rs_long,dojian,,elba,dojianelba,control,r,,1,o,e,dejianelba,0,10
sidniwerkoniray,sidninerkoniray,pprss,werk,sid_ni,oni_ray,sidniwerkoniray,control,r,,0,w,n,sidninerkoniray,1,15
fomable,fomable,rs,fom,,able,fomable,target,s,0.0,0,a,e,fomeble,0,7
onnercolgviyit,onnercolgviyit,pprss,colg,onn_er,vi_yit,onnercolgviyit,control,p,0.0,1,n,y,oynercolgviyit,0,14
inglocivation,inglocivation,prsss,gloc,in,iv_at_ion,inglocivation,target,s,2.0,2,n,r,inglocivatior,0,13
trilanious,trilanious,rs_long,trilan,,ious,trilanious,target,s,0.0,0,i,u,trilanuous,0,10
pookist,peokist,rs,pook,,ist,pookist,target,r,,1,o,e,peokist,1,7
meerationally,meerationally,rssss,meer,,at_ion_al_ly,meerationally,target,s,0.0,1,t,s,meerasionally,0,13
prasmental,prasmental,rss,pras,,ment_al,prasmental,target,s,0.0,1,e,o,prasmontal,0,10
fomically,fomically,rsss,fom,,ic_al_ly,fomically,target,s,2.0,0,l,w,fomicalwy,0,9
imgrivonion,imgrivonion,prs_long,grivon,im,ion,imgrivonion,target,s,0.0,1,o,a,imgrivonian,0,11
ersimriek,ersimriek,ppr,riek,er_sim,,ersimriek,control,p,1.0,1,i,a,ersamriek,0,9
nibofeta,niboheta,prs,bof,ni,eta,nibofeta,control,r,,2,f,h,niboheta,1,8
drelint,drelont,r_long,drelint,,,drelint,control,r,,4,i,o,drelont,1,7
overcardizor,overcardizor,pr_long,cardizor,over,,overcardizor,target,p,0.0,0,o,u,uvercardizor,0,12
flennerable,flennerable,rs_long,flenner,,able,flennerable,target,s,0.0,0,a,e,flennereble,0,11
flenit,frenit,r_long,flenit,,,flenit,target,r,,1,l,r,frenit,1,6
krewationalist,krewatienalist,rssss,krew,,at_ion_al_ist,krewationalist,target,s,1.0,1,o,e,krewatienalist,1,14
koulmental,koulmentar,rss,koul,,ment_al,koulmental,target,s,1.0,1,l,r,koulmentar,1,10
jentel,jentel,r_long,jentel,,,jentel,target,r,,4,e,o,jentol,0,6
retinbof,retinbot,pr,bof,retin,,retinbof,control,r,,2,f,t,retinbot,1,8
ernimoosacne,ernimoosacne,pprs,moos,er_ni,acne,ernimoosacne,control,s,0.0,3,e,a,ernimoosacna,0,12
reinketable,reinkevable,pprs,ket,re_in,able,reinketable,target,r,,2,t,v,reinkevable,1,11
unfomional,unfomianal,prss,fom,un,ion_al,unfomional,target,s,0.0,1,o,a,unfomianal,1,10
moosyl,woosyl,rs,moos,,yl,moosyl,control,r,,0,m,w,woosyl,1,6
meerly,meerny,rs,meer,,ly,meerly,target,s,0.0,0,l,n,meerny,1,6
depookalization,depookalization,prssss,pook,de,al_iz_at_ion,depookalization,target,r,,3,k,p,depoopalization,0,15
mearcilayl,meaycilayl,rsss,mear,,ci_la_yl,mearcilayl,control,r,,3,r,y,meaycilayl,1,10
inkrewate,inkrewate,prs,krew,in,ate,inkrewate,target,r,,2,e,i,inkriwate,0,9
moosnemtla,moesnemtla,rss,moos,,nemt_la,moosnemtla,control,r,,2,o,e,moesnemtla,1,10
nutrupouisyl,nutrupouisyw,prss,trup,nu,ouis_yl,nutrupouisyl,control,s,1.0,1,l,w,nutrupouisyw,1,12
imlonically,iwlonically,prsss,lon,im,ic_al_ly,imlonically,target,p,0.0,1,m,w,iwlonically,1,11
reindrun,reindrun,ppr,drun,re_in,,reindrun,target,p,0.0,0,r,w,weindrun,0,8
distaunure,distaumure,prs,taun,dis,ure,distaunure,target,r,,3,n,m,distaumure,1,10
revokaflom,revekaflom,pr_long,kaflom,revo,,revokaflom,control,p,0.0,3,o,e,revekaflom,1,10
mituskriponi,mituskwiponi,prs_long,tuskrip,mi,oni,mituskriponi,control,r,,4,r,w,mituskwiponi,1,12
displeriez,displeriez,pr_long,pleriez,dis,,displeriez,target,p,0.0,0,d,s,sispleriez,0,10
rekeirivity,yekeirivity,pprss,keir,re,iv_ity,rekeirivity,target,p,0.0,0,r,y,yekeirivity,1,11
uncun,uycun,pr,cun,un,,uncun,target,p,0.0,1,n,y,uycun,1,5
clat,clat,r,clat,,,clat,target,r,,3,t,d,clad,0,4
inramionary,inramionary,pprss,ram,in,ion_ary,inramionary,target,s,0.0,2,n,m,inramiomary,0,11
procardizorion,procardizorion,prs_long,cardizor,pro,ion,procardizorion,target,s,0.0,2,n,m,procardizoriom,0,14
dekeiralization,dekeiralization,prssss,keir,de,al_iz_at_ion,dekeiralization,target,r,,1,e,a,dekairalization,0,15
fradonila,fradonile,rss,frad,,oni_la,fradonila,control,s,1.0,1,a,e,fradonile,1,9
uncetiously,uncetiously,prss,cet,un,ious_ly,uncetiously,target,r,,0,c,b,unbetiously,0,11
rewisivate,rewisivata,prss,wis,re,iv_ate,rewisivate,target,s,1.0,2,e,a,rewisivata,1,10
sarptaonilayl,sarptaonilayl,rssss,sarp,,ta_oni_la_yl,sarptaonilayl,control,r,,0,s,d,darptaonilayl,0,13
sidnearoz,sidmearoz,pr_long,nearoz,sid,,sidnearoz,control,r,,0,n,m,sidmearoz,1,9
remisram,remisrar,ppr,ram,re_mis,,remisram,target,r,,2,m,r,remisrar,1,8
orproltickoni,orpmoltickoni,prs_long,roltick,orp,oni,orproltickoni,control,r,,0,r,m,orpmoltickoni,1,13
nubofsitcilayl,nubofsitcilayl,prssss,bof,nu,sit_ci_la_yl,nubofsitcilayl,control,r,,1,o,e,nubefsitcilayl,0,14
nuwerkonila,nuwerkomila,prss,werk,nu,oni_la,nuwerkonila,control,s,0.0,1,n,m,nuwerkomila,1,11
remtaonilayl,remcaonilayl,rssss,rem,,ta_oni_la_yl,remtaonilayl,control,s,0.0,0,t,c,remcaonilayl,1,12
ketmentally,kepmentally,rsss,ket,,ment_al_ly,ketmentally,target,r,,2,t,p,kepmentally,1,11
erveroneil,erveroneil,ppr,neil,er_vero,,erveroneil,control,r,,3,l,n,erveronein,0,10
ednollazitaoni,ednollazitaoni,prssss,nol,ed,la_zi_ta_oni,ednollazitaoni,control,s,1.0,0,z,s,ednollasitaoni,0,14
netork,netork,r_long,netork,,,netork,control,r,,3,o,e,neterk,0,6
ersimnolnemt,ersimnolnemt,pprs,nol,er_sim,nemt,ersimnolnemt,control,s,0.0,2,m,r,ersimnolnert,0,12
ninucvitaoni,ninucvitaoni,prsss,nuc,ni,vi_ta_oni,ninucvitaoni,control,r,,1,u,o,ninocvitaoni,0,12
talcnemtla,talhnemtla,rss,talc,,nemt_la,talcnemtla,control,r,,3,c,h,talhnemtla,1,10
upsoom,upsoor,pr,soom,up,,upsoom,target,r,,3,m,r,upsoor,1,6
sidneilyti,sidneilyte,prs,neil,sid,yti,sidneilyti,control,s,0.0,2,i,e,sidneilyte,1,10
selb,selb,r,selb,,,selb,control,r,,1,e,o,solb,0,4
erninuc,erninuc,ppr,nuc,er_ni,,erninuc,control,r,,2,c,s,erninus,0,7
nautelba,noutelba,rs,naut,,elba,nautelba,control,r,,1,a,o,noutelba,1,8
frad,frad,r,frad,,,frad,control,r,,0,f,b,brad,0,4
drelintouis,drelintouis,rs_long,drelint,,ouis,drelintouis,control,r,,3,l,r,drerintouis,0,11
talcsit,talcsit,rs,talc,,sit,talcsit,control,s,0.0,0,s,t,talctit,0,7
reinclatance,reincletance,pprs,clat,re_in,ance,reinclatance,target,r,,2,a,e,reincletance,1,12
pras,prus,r,pras,,,pras,target,r,,2,a,u,prus,1,4
