first,second,morphemes,root,prefixes,suffixes,word,target_type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error,wordlength
ungirtisticamly,ungirtisticamly,prssss,girt,un,ist_ic_al_ly,ungirtistically,target,s,2.0,1,l,m,ungirtisticamly,2,15
prenamptor,prenamttor,pr_long,namptor,pre,,prenamptor,target,r,,3,p,t,prenamttor,1,10
unclatateonal,unclatational,prsss,clat,un,at_ion_al,unclatational,target,s,1.0,0,i,e,unclatateonal,3,13
reinfob,reinfob,ppr,fob,re_in,,reinfob,target,p,1.0,0,i,o,reonfob,0,7
abwisally,abwisally,prss,wis,ab,al_ly,abwisally,target,r,,0,w,n,abnisally,0,9
kelsalisticmy,kelsalisticmy,rssss,kels,,al_ist_ic_ly,kelsalisticly,target,s,3.0,0,l,m,kelsalisticmy,2,13
nurtilize,nurtilize,rss,nurt,,al_ize,nurtalize,target,s,0.0,0,a,i,nurtilize,2,9
simtuskroponi,simtuskroponi,prs_long,tuskrip,sim,oni,simtuskriponi,control,r,,5,i,o,simtuskroponi,2,13
con,son,r,con,,,con,target,r,,0,c,s,son,1,3
ermimofelba,errimofelba,pprs,mof,er_mi,elba,ermimofelba,control,p,1.0,0,m,r,errimofelba,1,11
negion,nugion,rs,neg,,ion,negion,target,r,,1,e,u,nugion,1,6
triglazei,triglazii,rss,trig,,la_zei,triglazei,control,s,1.0,1,e,i,triglazii,1,9
innurtabilaty,innurtabilaty,prss,nurt,in,abil_ity,innurtability,target,s,1.0,0,i,a,innurtabilaty,2,13
erdofla,erbofla,prs,bof,er,la,erbofla,control,r,,0,b,d,erdofla,3,7
sidnicolgoniray,sidnicolgoniray,pprss,colg,sid_ni,oni_ray,sidnicolgoniray,control,r,,2,l,y,sidnicoygoniray,0,15
keatnemt,keatnomt,rs,keat,,nemt,keatnemt,control,s,0.0,1,e,o,keatnomt,1,8
premissoom,premissoor,ppr,soom,pre_mis,,premissoom,target,r,,3,m,r,premissoor,1,10
kelsmentally,helsmentally,rsss,kels,,ment_al_ly,kelsmentally,target,r,,0,k,h,helsmentally,1,12
simtranil,simtranel,pr_long,tranil,sim,,simtranil,control,r,,4,i,e,simtranel,1,9
nirgovsens,nirgovsens,rs_long,nirgov,,sens,nirgovsens,control,s,0.0,3,s,t,nirgovsent,0,10
sidninocnat,sidninocnat,pprs,noc,sid_ni,nat,sidninocnat,control,r,,0,n,m,sidnimocnat,0,11
unfobalistic,enfobalistic,prsss,fob,un,al_ist_ic,unfobalistic,target,p,0.0,0,u,e,enfobalistic,1,12
jensor,jentor,r_long,jentor,,,jentor,target,r,,3,t,s,jensor,3,6
teah,teah,r,teak,,,teak,target,r,,3,k,h,teah,2,4
nautlasitciyl,nautlasitciml,rssss,naut,,la_sit_ci_yl,nautlasitciyl,control,s,3.0,0,y,m,nautlasitciml,1,13
unfnenitious,unfnenitious,prs_long,flenit,un,ious,unflenitious,target,r,,1,l,n,unfnenitious,2,12
wisdarf,misdarf,pr,darf,mis,,misdarf,target,p,0.0,0,m,w,wisdarf,3,7
nanurdsitcilayl,nunurdsitcilayl,prssss,nurd,nu,sit_ci_la_yl,nunurdsitcilayl,control,p,0.0,1,u,a,nanurdsitcilayl,3,15
numafsitcilanl,numafsitcilayl,prssss,maf,nu,sit_ci_la_yl,numafsitcilayl,control,s,3.0,0,y,n,numafsitcilanl,3,14
reettaonilayl,reettoonilayl,rssss,reet,,ta_oni_la_yl,reettaonilayl,control,s,0.0,1,a,o,reettoonilayl,1,13
mutranilelba,mutranilelba,prs_long,tranil,nu,elba,nutranilelba,control,p,0.0,0,n,m,mutranilelba,2,12
repsimnurd,repsimnuyd,ppr,nurd,rep_sim,,repsimnurd,control,r,,2,r,y,repsimnuyd,1,10
rekelsal,rekelsal,prs,kels,re,al,rekelsal,target,r,,1,e,a,rekalsal,0,8
jadolinable,jadominable,rs_long,jadolin,,able,jadolinable,target,r,,4,l,m,jadominable,1,11
miwiekcilayl,miriekcilayl,prsss,riek,mi,ci_la_yl,miriekcilayl,control,r,,0,r,w,miwiekcilayl,3,12
disjadolin,disjadolin,pr_long,jadolin,dis,,disjadolin,target,r,,2,d,b,disjabolin,0,10
frad,frad,r,frad,,,frad,control,r,,2,a,i,frid,0,4
niriekbilayit,niriekbilayit,prss,riek,ni,bila_yit,niriekbilayit,control,p,0.0,1,i,u,nuriekbilayit,0,13
unmisfobable,unmisfobablo,pprs,fob,un_mis,able,unmisfobable,target,s,0.0,3,e,o,unmisfobablo,1,12
ingloceonary,ingloceonary,pprss,gloc,in,ion_ary,inglocionary,target,s,0.0,0,i,e,ingloceonary,2,12
geiffulness,geeffulness,rss,geef,,ful_ness,geeffulness,target,r,,2,e,i,geiffulness,3,11
klocalistic,klocalistic,rsss,gloc,,al_ist_ic,glocalistic,target,r,,0,g,k,klocalistic,2,11
otelouk,otulouk,pr,louk,otu,,otulouk,control,p,0.0,2,u,e,otelouk,3,7
zorean,zorean,r_long,zorean,,,zorean,target,r,,5,n,m,zoream,0,6
relelba,relelba,rs,rem,,elba,remelba,control,r,,2,m,l,relelba,2,7
nunurplasitci,nunurplasitci,prsss,nurd,nu,la_sit_ci,nunurdlasitci,control,r,,3,d,p,nunurplasitci,2,13
numoparntison,numoparntison,prs_long,moparnt,nu,ison,numoparntison,control,p,0.0,1,u,o,nomoparntison,0,13
namptor,nampbor,r_long,namptor,,,namptor,target,r,,4,t,b,nampbor,1,7
sidcofulf,sidcofulf,prs,bof,sid,ulf,sidbofulf,control,r,,0,b,c,sidcofulf,2,9
kiatulfsens,keatulfsens,rss,keat,,ulf_sens,keatulfsens,control,r,,1,e,i,kiatulfsens,3,11
eptriglazitaoni,edtriglazitaoni,prssss,trig,ed,la_zi_ta_oni,edtriglazitaoni,control,p,0.0,1,d,p,eptriglazitaoni,3,15
disinkelsant,dosinkelsant,pprs,kels,dis_in,ant,disinkelsant,target,p,0.0,1,i,o,dosinkelsant,1,12
murd,murd,r,nurd,,,nurd,control,r,,0,n,m,murd,2,4
sidlendow,sidlendow,pr_long,lendow,sid,,sidlendow,control,r,,1,e,a,sidlandow,0,9
nekeam,nekeam,pr,keam,re,,rekeam,target,p,0.0,0,r,n,nekeam,2,6
ingresiousness,ingrasiousness,pprss,gras,in,ious_ness,ingrasiousness,target,r,,2,a,e,ingresiousness,3,14
unkrewioesly,unkrewioesly,prss,krew,un,ious_ly,unkrewiously,target,s,0.0,2,u,e,unkrewioesly,2,12
riokoni,riekoni,rs,riek,,oni,riekoni,control,r,,2,e,o,riokoni,3,7
tirvinelba,tirvinelba,rs_long,tirvin,,elba,tirvinelba,control,r,,0,t,h,hirvinelba,0,10
fradsitcileyl,fradsitcilayl,rssss,frad,,sit_ci_la_yl,fradsitcilayl,control,s,2.0,1,a,e,fradsitcileyl,3,13
remlasitci,remlasitci,rsss,rem,,la_sit_ci,remlasitci,control,r,,1,e,i,rimlasitci,0,10
prediscun,prediscun,ppr,cun,pre_dis,,prediscun,target,p,1.0,0,d,t,pretiscun,0,9
grasistically,grasistisally,rssss,gras,,ist_ic_al_ly,grasistically,target,s,1.0,1,c,s,grasistisally,1,13
katment,ketment,rs,ket,,ment,ketment,target,r,,1,e,a,katment,3,7
keamalistic,keemalistic,rsss,keam,,al_ist_ic,keamalistic,target,r,,2,a,e,keemalistic,1,11
outpon,outpon,pr,con,out,,outcon,target,r,,0,c,p,outpon,2,6
degrasalization,degrasalizahion,prssss,gras,de,al_iz_at_ion,degrasalization,target,s,2.0,1,t,h,degrasalizahion,1,15
erproltick,erproltick,pr_long,roltick,erp,,erproltick,control,p,0.0,0,e,a,arproltick,0,10
nusimloukalba,nusimloukelba,pprs,louk,nu_sim,elba,nusimloukelba,control,s,0.0,0,e,a,nusimloukalba,3,13
repsadnuc,repsidnuc,ppr,nuc,rep_sid,,repsidnuc,control,p,1.0,1,i,a,repsadnuc,3,9
cek,tek,r,tek,,,tek,control,r,,0,t,c,cek,3,3
bofimsens,bofimsens,rss,bof,,il_sens,bofilsens,control,s,0.0,1,l,m,bofimsens,2,9
losicur,losicum,r_long,losicur,,,losicur,control,r,,6,r,m,losicum,1,7
sidyiloukouissens,sidyiloukouissens,pprss,louk,sid_ni,ouis_sens,sidniloukouissens,control,p,1.0,0,n,y,sidyiloukouissens,2,17
nufradtaonila,nufradtaomila,prsss,frad,nu,ta_oni_la,nufradtaonila,control,s,1.0,1,n,m,nufradtaomila,1,13
dojianilba,dojianelba,rs_long,dojian,,elba,dojianelba,control,s,0.0,0,e,i,dojianilba,3,10
meskrotenion,meskrotenion,prs_long,kroten,mis,ion,miskrotenion,target,p,0.0,1,i,e,meskrotenion,2,12
numeakooisyl,numeakouisyl,prss,meak,nu,ouis_yl,numeakouisyl,control,s,0.0,1,u,o,numeakooisyl,3,12
nuselkyw,nuselkyw,prs,selk,nu,yl,nuselkyl,control,s,0.0,1,l,w,nuselkyw,2,8
