first,second,condition,root,prefixes,suffixes,word,target_type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error,wordlength
drelint,drelinp,r_long,drelint,,,drelint,control,r,,6,t,p,drelinp,1,7
nurdlasitci,nurdlasitci,rsss,nurd,,la_sit_ci,nurdlasitci,control,r,,0,n,l,lurdlasitci,0,11
sidnisiwouissens,sidmisiwouissens,pprss,siw,sid_ni,ouis_sens,sidnisiwouissens,control,p,1.0,0,n,m,sidmisiwouissens,1,16
nuclayl,muclayl,rss,nuc,,la_yl,nuclayl,control,r,,0,n,m,muclayl,1,7
ermimearelba,ermimeamelba,pprs,mear,er_mi,elba,ermimearelba,control,r,,3,r,m,ermimeamelba,1,12
lonistically,lonistically,rssss,lon,,ist_ic_al_ly,lonistically,target,s,0.0,0,i,e,lonestically,0,12
disjadolin,disjadolin,pr_long,jadolin,dis,,disjadolin,target,p,0.0,0,d,t,tisjadolin,0,10
ersimriek,ersimries,ppr,riek,er_sim,,ersimriek,control,r,,3,k,s,ersimries,1,9
tekro,tecro,rs,tek,,ro,tekro,control,r,,2,k,c,tecro,1,5
reinclatable,reinclatable,pprs,clat,re_in,able,reinclatable,target,r,,3,t,v,reinclavable,0,12
reinkoulance,reirkoulance,pprs,koul,re_in,ance,reinkoulance,target,p,1.0,1,n,r,reirkoulance,1,12
rentimoparnt,mentimoparnt,pr_long,moparnt,renti,,rentimoparnt,control,p,0.0,0,r,m,mentimoparnt,1,12
edreemzitaoni,edreemtitaoni,prsss,reem,ed,zi_ta_oni,edreemzitaoni,control,s,0.0,0,z,t,edreemtitaoni,1,13
siwsitcilayl,sowsitcilayl,rssss,siw,,sit_ci_la_yl,siwsitcilayl,control,r,,1,i,o,sowsitcilayl,1,12
pregirt,pregirt,pr,girt,pre,,pregirt,target,p,0.0,1,r,m,pmegirt,0,7
ernetorknemt,ernetorknemt,prs_long,netork,er,nemt,ernetorknemt,control,p,0.0,0,e,o,ornetorknemt,0,12
erpnuc,erpnac,pr,nuc,erp,,erpnuc,control,r,,1,u,a,erpnac,1,6
trilend,trilend,r_long,trilend,,,trilend,target,r,,5,n,r,trilerd,0,7
nunoltaonila,nunoltaonila,prsss,nol,nu,ta_oni_la,nunoltaonila,control,r,,0,n,m,numoltaonila,0,12
prasmental,prasmendal,rss,pras,,ment_al,prasmental,target,s,0.0,3,t,d,prasmendal,1,10
ednauteta,ednauteta,prs,naut,ed,eta,ednauteta,control,s,0.0,2,a,i,ednauteti,0,9
retrilendment,retrilewdment,prs_long,trilend,re,ment,retrilendment,target,r,,5,n,w,retrilewdment,1,13
unramal,unmamal,prs,ram,un,al,unramal,target,r,,0,r,m,unmamal,1,7
nuboftasitciyl,nuboftasitciyl,prssss,bof,nu,ta_sit_ci_yl,nuboftasitciyl,control,s,2.0,1,i,a,nuboftasitcayl,0,14
fom,fom,r,fom,,,fom,target,r,,2,m,w,fow,0,3
soom,soom,r,soom,,,soom,target,r,,1,o,u,suom,0,4
