first,second,morphemes,root,prefixes,suffixes,word,target_type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error,wordlength
sidnucyti,sidnucyti,prs,nuc,sid,yti,sidnucyti,control,s,0.0,2,i,o,sidnucyto,0,9
reoutliey,reoutlien,ppr,lien,re_out,,reoutlien,target,r,,3,n,y,reoutliey,3,9
meriousness,meriousness,rss,mer,,ious_ness,meriousness,target,s,0.0,1,o,e,merieusness,0,11
oherflomak,oherflomak,pr_long,flomak,over,,overflomak,target,p,0.0,1,v,h,oherflomak,2,10
tonjersels,tonjersens,rs_long,tonjer,,sens,tonjersens,control,s,0.0,2,n,l,tonjersels,3,10
tirvin,tirvun,r_long,tirvin,,,tirvin,control,r,,4,i,u,tirvun,1,6
werknemtlasim,werknemtlasim,rsss,werk,,nemt_la_sim,werknemtlasim,control,r,,0,w,n,nerknemtlasim,0,13
mitoncvitaoni,mitoncvitaoni,prsss,tonc,ni,vi_ta_oni,nitoncvitaoni,control,p,0.0,0,n,m,mitoncvitaoni,2,13
reindarfable,riindarfable,pprs,darf,re_in,able,reindarfable,target,p,0.0,1,e,i,riindarfable,1,12
reehoni,reehoni,rs,reet,,oni,reetoni,control,r,,3,t,h,reehoni,2,7
cisclat,disclat,pr,clat,dis,,disclat,target,p,0.0,0,d,c,cisclat,3,7
prodarfation,prodarfation,prss,darf,pro,at_ion,prodarfation,target,s,1.0,1,o,a,prodarfatian,0,12
sidninocouissens,sidninocouissens,pprss,noc,sid_ni,ouis_sens,sidninocouissens,control,p,1.0,0,n,y,sidyinocouissens,0,16
reit,reet,r,reet,,,reet,control,r,,2,e,i,reit,3,4
enflennermant,enflennerment,prs_long,flenner,en,ment,enflennerment,target,s,0.0,1,e,a,enflennermant,3,13
kaulationalism,kaulationalism,rssss,koul,,at_ion_al_ism,koulationalism,target,r,,1,o,a,kaulationalism,2,14
urteeristically,urteeristically,prssss,teer,un,ist_ic_al_ly,unteeristically,target,p,0.0,1,n,r,urteeristically,2,15
darfrentalism,darfrentalism,rsss,darf,,ment_al_ism,darfmentalism,target,s,0.0,0,m,r,darfrentalism,2,13
ermifradelpa,ermifradelpa,pprs,frad,er_mi,elba,ermifradelba,control,s,0.0,2,b,p,ermifradelpa,2,12
tinjerenca,tonjerenca,rs_long,tonjer,,enca,tonjerenca,control,r,,1,o,i,tinjerenca,3,10
ersidmah,ersidmah,ppr,maf,er_sid,,ersidmaf,control,r,,2,f,h,ersidmah,2,8
koul,toul,r,koul,,,koul,target,r,,0,k,t,toul,1,4
mictrilan,mictrilan,pr_long,trilan,mis,,mistrilan,target,p,0.0,2,s,c,mictrilan,2,9
sidnitekouisyl,sidnitikouisyl,pprss,tek,sid_ni,ouis_yl,sidnitekouisyl,control,r,,1,e,i,sidnitikouisyl,1,14
moosouissens,moesouissens,rss,moos,,ouis_sens,moosouissens,control,r,,2,o,e,moesouissens,1,12
nutelctasitciyl,nutelctasitciyl,prssss,talc,nu,ta_sit_ci_yl,nutalctasitciyl,control,r,,1,a,e,nutelctasitciyl,2,15
discetivemy,discetively,prss,cet,dis,ive_ly,discetively,target,s,1.0,0,l,m,discetivemy,3,11
ingircity,ingircity,prs,girt,in,ity,ingirtity,target,r,,3,t,c,ingircity,2,9
ennegivation,innegivation,prsss,neg,in,iv_at_ion,innegivation,target,p,0.0,0,i,e,ennegivation,3,12
orprem,orprem,pr,rem,orp,,orprem,control,r,,0,r,y,orpyem,0,6
