first,second,morphemes,root,prefixes,suffixes,word,target_type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error,wordlength
sekeamationalism,dekeamationalism,prssss,keam,de,at_ion_al_ism,dekeamationalism,target,p,0.0,0,d,s,sekeamationalism,3,16
sidbofme,sidbofme,prs,bof,sid,re,sidbofre,control,s,0.0,0,r,m,sidbofme,2,8
eredbofnemt,emedbofnemt,pprs,bof,er_ed,nemt,eredbofnemt,control,p,0.0,1,r,m,emedbofnemt,1,11
disclatfulness,ditclatfulness,prss,clat,dis,ful_ness,disclatfulness,target,p,0.0,2,s,t,ditclatfulness,1,14
sidnitrunoniray,sidnitrunoniray,pprss,trun,sid_ni,oni_ray,sidnitrunoniray,control,p,0.0,0,s,h,hidnitrunoniray,0,15
protrivinion,protrivinion,prs_long,trivin,pro,ion,protrivinion,target,r,,0,t,h,prohrivinion,0,12
mofro,mofre,rs,mof,,ro,mofro,control,s,0.0,1,o,e,mofre,1,5
otulosicur,otolosicur,pr_long,losicur,otu,,otulosicur,control,p,0.0,2,u,o,otolosicur,1,10
repsifcolg,repsidcolg,ppr,colg,rep_sid,,repsidcolg,control,p,1.0,2,d,f,repsifcolg,3,10
tirvin,tirvim,r_long,tirvin,,,tirvin,control,r,,5,n,m,tirvim,1,6
vimriek,simriek,pr,riek,sim,,simriek,control,p,0.0,0,s,v,vimriek,3,7
undarfationul,undarfationul,prsss,darf,un,at_ion_al,undarfational,target,s,2.0,0,a,u,undarfationul,2,13
koopistically,koopostically,rssss,koop,,ist_ic_al_ly,koopistically,target,s,0.0,0,i,o,koopostically,1,13
feegolsens,feegolsens,rss,feeg,,il_sens,feegilsens,control,s,0.0,0,i,o,feegolsens,2,10
kelsicalmy,kelsicalmy,rsss,kels,,ic_al_ly,kelsically,target,s,2.0,0,l,m,kelsicalmy,2,10
rentorless,jentorless,rs_long,jentor,,less,jentorless,target,r,,0,j,r,rentorless,3,10
koat,koat,r,keat,,,keat,control,r,,1,e,o,koat,2,4
gimtism,girtism,rs,girt,,ism,girtism,target,r,,2,r,m,gimtism,3,7
reincunable,reingunable,pprs,cun,re_in,able,reincunable,target,r,,0,c,g,reingunable,1,11
toncmasitci,tonclasitci,rsss,tonc,,la_sit_ci,tonclasitci,control,s,0.0,0,l,m,toncmasitci,3,11
nuboftaonila,nugoftaonila,prsss,bof,nu,ta_oni_la,nuboftaonila,control,r,,0,b,g,nugoftaonila,1,12
repsimyerk,repsimyerk,ppr,werk,rep_sim,,repsimwerk,control,r,,0,w,y,repsimyerk,2,10
unkoopateonally,unkoopationally,prssss,koop,un,at_ion_al_ly,unkoopationally,target,s,1.0,0,i,e,unkoopateonally,3,15
londow,londow,r_long,lendow,,,lendow,control,r,,1,e,o,londow,2,6
sitnipookouissens,sitnipookouissens,pprss,pook,sid_ni,ouis_sens,sidnipookouissens,control,p,0.0,2,d,t,sitnipookouissens,2,17
bon,bon,r,con,,,con,target,r,,0,c,b,bon,2,3
nimafbalyit,numafbalyit,prss,maf,nu,bal_yit,numafbalyit,control,p,0.0,1,u,i,nimafbalyit,3,11
meaktaonilayl,meaktaonilayl,rssss,meak,,ta_oni_la_yl,meaktaonilayl,control,r,,2,a,o,meoktaonilayl,0,13
kafloynemt,kaflomnemt,rs_long,kaflom,,nemt,kaflomnemt,control,r,,5,m,y,kafloynemt,3,10
interkeam,inherkeam,pr,keam,inter,,interkeam,target,p,0.0,2,t,h,inherkeam,1,9
enptuskrip,enptuskrip,pr_long,tuskrip,erp,,erptuskrip,control,p,0.0,1,r,n,enptuskrip,2,10
disceter,discetur,prs,cet,dis,er,disceter,target,s,0.0,0,e,u,discetur,1,8
colfonila,colgonila,rss,colg,,oni_la,colgonila,control,r,,3,g,f,colfonila,3,9
mituskripsenh,mituskripsens,prs_long,tuskrip,mi,sens,mituskripsens,control,s,0.0,3,s,h,mituskripsenh,3,13
teclasitci,teclesitci,rsss,tec,,la_sit_ci,teclasitci,control,s,0.0,1,a,e,teclesitci,1,10
kaop,kaop,r,koop,,,koop,target,r,,1,o,a,kaop,2,4
gensitcimayl,gensitcilayl,rssss,gen,,sit_ci_la_yl,gensitcilayl,control,s,2.0,0,l,m,gensitcimayl,3,12
intrilockness,intrilockness,prs_long,trilock,in,ness,intrilockness,target,s,0.0,2,s,d,intrilockneds,0,13
taunful,taunfum,rs,taun,,ful,taunful,target,s,0.0,2,l,m,taunfum,1,7
refsimmaf,refsimmaf,ppr,maf,rep_sim,,repsimmaf,control,p,0.0,2,p,f,refsimmaf,2,9
ermitoncelba,ermitoncelba,pprs,tonc,er_mi,elba,ermitoncelba,control,p,0.0,1,r,m,emmitoncelba,0,12
edgenzitaoni,edgenzetaoni,prsss,gen,ed,zi_ta_oni,edgenzitaoni,control,s,0.0,1,i,e,edgenzetaoni,1,12
preskropit,preskrupit,pr_long,skrupit,pre,,preskrupit,target,r,,3,u,o,preskropit,3,10
drelinc,drelinc,r_long,drelint,,,drelint,control,r,,6,t,c,drelinc,2,7
edtrunru,edtrunru,prs,trun,ed,re,edtrunre,control,s,0.0,1,e,u,edtrunru,2,8
buswerk,huswerk,pr,werk,bus,,buswerk,control,p,0.0,0,b,h,huswerk,1,7
grasional,gmasional,rss,gras,,ion_al,grasional,target,r,,1,r,m,gmasional,1,9
sidmoosrussens,sidmooslussens,prss,moos,sid,lus_sens,sidmooslussens,control,s,0.0,0,l,r,sidmoosrussens,3,14
nuwerktaonilayl,nuwerktaonilayl,prssss,werk,nu,ta_oni_la_yl,nuwerktaonilayl,control,r,,0,w,n,nunerktaonilayl,0,15
krohenment,krohenment,rs_long,kroten,,ment,krotenment,target,r,,3,t,h,krohenment,2,10
pidnitalcouissens,sidnitalcouissens,pprss,talc,sid_ni,ouis_sens,sidnitalcouissens,control,p,0.0,0,s,p,pidnitalcouissens,3,17
desketiously,desketiously,prss,ket,dis,ious_ly,disketiously,target,p,0.0,1,i,e,desketiously,2,12
keiralistic,keiralestic,rsss,keir,,al_ist_ic,keiralistic,target,s,1.0,0,i,e,keiralestic,1,11
predisfob,predisfob,ppr,fob,pre_dis,,predisfob,target,r,,0,f,t,predistob,0,9
skrupig,skrupit,r_long,skrupit,,,skrupit,target,r,,6,t,g,skrupig,3,7
taun,tain,r,taun,,,taun,target,r,,2,u,i,tain,1,4
rentidranil,rentidranil,pr_long,tranil,renti,,rentitranil,control,r,,0,t,d,rentidranil,2,11
deneger,deneger,prs,neg,de,er,deneger,target,s,0.0,1,r,m,denegem,0,7
grocliness,glocliness,rss,gloc,,li_ness,glocliness,target,r,,1,l,r,grocliness,3,10
rentireet,rendireet,pr,reet,renti,,rentireet,control,p,0.0,3,t,d,rendireet,1,9
wuremsitcilayl,nuremsitcilayl,prssss,rem,nu,sit_ci_la_yl,nuremsitcilayl,control,p,0.0,0,n,w,wuremsitcilayl,3,14
simdojeanoni,simdojeanoni,prs_long,dojian,sim,oni,simdojianoni,control,r,,3,i,e,simdojeanoni,2,12
inkeamionary,inkeimionary,pprss,keam,in,ion_ary,inkeamionary,target,r,,2,a,i,inkeimionary,1,12
pooksaonilasim,pooksaonilasim,rssss,pook,,ta_oni_la_sim,pooktaonilasim,control,s,0.0,0,t,s,pooksaonilasim,2,14
kooper,koopor,rs,koop,,or,koopor,target,s,0.0,0,o,e,kooper,3,6
nineilvitaoni,wineilvitaoni,prsss,neil,ni,vi_ta_oni,nineilvitaoni,control,p,0.0,0,n,w,wineilvitaoni,1,13
carizorious,carizomious,rs_long,carizor,,ious,carizorious,target,r,,6,r,m,carizomious,1,11
redecanment,redeconment,pprs,con,re_de,ment,redeconment,target,r,,1,o,a,redecanment,3,11
trigcilayl,trigcilayl,rsss,trig,,ci_la_yl,trigcilayl,control,s,1.0,0,l,r,trigcirayl,0,10
conationally,conationarly,rssss,con,,at_ion_al_ly,conationally,target,s,2.0,1,l,r,conationarly,1,12
inclatiousness,inclatiousness,pprss,clat,in,ious_ness,inclatiousness,target,p,0.0,1,n,m,imclatiousness,0,14
sidnimeakoni,sidnimeakoni,pprs,meak,sid_ni,oni,sidnimeakoni,control,r,,1,e,o,sidnimoakoni,0,12
miswomdelion,miswomdelion,prs_long,wondel,mis,ion,miswondelion,target,r,,2,n,m,miswomdelion,2,12
decontizadion,decontization,prsss,cont,de,iz_at_ion,decontization,target,s,1.0,1,t,d,decontizadion,3,13
selkulf,selkult,rs,selk,,ulf,selkulf,control,s,0.0,2,f,t,selkult,1,7
uwcontability,uwcontability,prss,cont,un,abil_ity,uncontability,target,p,0.0,1,n,w,uwcontability,2,13
udnurdtaonialsim,ednurdtaonialsim,prssss,nurd,ed,ta_oni_al_sim,ednurdtaonialsim,control,p,0.0,0,e,u,udnurdtaonialsim,3,16
noc,nic,r,noc,,,noc,control,r,,1,o,i,nic,1,3
outnamptor,outnamptor,pr_long,namptor,out,,outnamptor,target,r,,5,o,a,outnamptar,0,10
varfmental,darfmental,rss,darf,,ment_al,darfmental,target,r,,0,d,v,varfmental,3,10
lejentsels,lejenttels,rs_long,lejent,,sels,lejentsels,control,s,0.0,0,s,t,lejenttels,1,10
premisdarf,promisdarf,ppr,darf,pre_mis,,premisdarf,target,p,0.0,2,e,o,promisdarf,1,10
subkair,subkair,pr,keir,sub,,subkeir,target,r,,1,e,a,subkair,2,7
trilen,trilen,r_long,trilan,,,trilan,target,r,,4,a,e,trilen,2,6
inteakly,inteakly,prs,teak,in,ly,inteakly,target,s,0.0,0,l,y,inteakyy,0,8
