first,second,morphemes,root,prefixes,suffixes,word,target_type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error,wordlength
sidnitondouissens,sidnitoncouissens,pprss,tonc,sid_ni,ouis_sens,sidnitoncouissens,control,r,,3,c,d,sidnitondouissens,3,17
unicontlm,unicontly,prs,cont,uni,ly,unicontly,target,s,0.0,1,y,m,unicontlm,3,9
cleriez,cleriez,r_long,cleriez,,,cleriez,control,r,,1,l,r,creriez,0,7
erploc,erploc,pr,noc,erp,,erpnoc,control,r,,0,n,l,erploc,2,6
nusimtrigelba,nusimtrigelba,pprs,trig,nu_sim,elba,nusimtrigelba,control,p,0.0,1,u,e,nesimtrigelba,0,13
meror,merom,rs,mer,,or,meror,target,s,0.0,1,r,m,merom,1,5
pramisdarf,premisdarf,ppr,darf,pre_mis,,premisdarf,target,p,0.0,2,e,a,pramisdarf,3,10
werktaonilasim,werktaonilasim,rssss,werk,,ta_oni_la_sim,werktaonilasim,control,s,0.0,1,a,e,werkteonilasim,0,14
merional,merional,rss,mer,,ion_al,merional,target,r,,0,m,y,yerional,0,8
trivinlass,trivinless,rs_long,trivin,,less,trivinless,target,s,0.0,1,e,a,trivinlass,3,10
edmoosvitaona,edmoosvitaona,prsss,moos,ed,vi_ta_oni,edmoosvitaoni,control,s,2.0,2,i,a,edmoosvitaona,2,13
disteakaously,disteakiously,prss,teak,dis,ious_ly,disteakiously,target,s,0.0,0,i,a,disteakaously,3,13
diszicerelment,diszicerelment,prs_long,zicerel,dis,ment,diszicerelment,target,p,0.0,0,d,p,piszicerelment,0,14
koulicalmy,koulicalmy,rsss,koul,,ic_al_ly,koulically,target,s,2.0,0,l,m,koulicalmy,2,10
rien,rien,r,lien,,,lien,target,r,,0,l,r,rien,2,4
nutalctaonilayl,nutalctaonilayl,prssss,talc,nu,ta_oni_la_yl,nutalctaonilayl,control,r,,1,a,e,nutelctaonilayl,0,15
preslithon,pyeslithon,pr_long,slithon,pre,,preslithon,target,p,0.0,1,r,y,pyeslithon,1,10
nocsim,nocsim,rs,noc,,sim,nocsim,control,s,0.0,0,s,t,noctim,0,6
disculomis,disculomis,pr_long,culoris,dis,,disculoris,target,r,,4,r,m,disculomis,2,10
trivir,trivin,r_long,trivin,,,trivin,target,r,,5,n,r,trivir,3,6
nisidpookori,nisidpookoni,pprs,pook,ni_sid,oni,nisidpookoni,control,s,0.0,1,n,r,nisidpookori,3,12
wondemness,wondelness,rs_long,wondel,,ness,wondelness,target,r,,5,l,m,wondemness,3,10
predisgras,predissras,ppr,gras,pre_dis,,predisgras,target,r,,0,g,s,predissras,1,10
demeralization,demeralization,prssss,mer,de,al_iz_at_ion,demeralization,target,r,,0,m,w,deweralization,0,14
incarizorneds,incarizorness,prs_long,carizor,in,ness,incarizorness,target,s,0.0,2,s,d,incarizorneds,3,13
inkelsicabloty,inkelsicablity,prsss,kels,in,ic_abl_ity,inkelsicablity,target,s,2.0,0,i,o,inkelsicabloty,3,14
overteakive,overteakive,prs,teak,over,ive,overteakive,target,p,0.0,3,r,l,ovelteakive,0,11
intarfiously,indarfiously,prss,darf,in,ious_ly,indarfiously,target,r,,0,d,t,intarfiously,3,12
glocatiolalist,glocatiolalist,rssss,gloc,,at_ion_al_ist,glocationalist,target,s,1.0,2,n,l,glocatiolalist,2,14
koulmentally,koelmentally,rsss,koul,,ment_al_ly,koulmentally,target,r,,2,u,e,koelmentally,1,12
feegouityl,feegouisyl,rss,feeg,,ouis_yl,feegouisyl,control,s,0.0,3,s,t,feegouityl,3,10
prevras,prevras,pr,gras,pre,,pregras,target,r,,0,g,v,prevras,2,7
pet,cet,r,cet,,,cet,target,r,,0,c,p,pet,3,3
intaumiousness,intaumiousness,pprss,taun,in,ious_ness,intauniousness,target,r,,3,n,m,intaumiousness,2,14
meak,meak,r,meak,,,meak,control,r,,2,a,e,meek,0,4
erptrig,erptmig,pr,trig,erp,,erptrig,control,r,,1,r,m,erptmig,1,7
tonjersels,tonjersels,rs_long,tonjer,,sels,tonjersels,control,r,,1,o,e,tenjersels,0,10
desoomalization,dasoomalization,prssss,soom,de,al_iz_at_ion,desoomalization,target,p,0.0,1,e,a,dasoomalization,1,15
prekoapively,prekoapively,prss,koop,pre,ive_ly,prekoopively,target,r,,2,o,a,prekoapively,2,12
orptirvin,orptircin,pr_long,tirvin,orp,,orptirvin,control,r,,3,v,c,orptircin,1,9
micolgcilbayit,micolgcilbayit,prsss,colg,mi,ci_lba_yit,micolgcilbayit,control,s,0.0,0,c,d,micolgdilbayit,0,14
disflenibment,disflenitment,prs_long,flenit,dis,ment,disflenitment,target,r,,5,t,b,disflenibment,3,13
werkonula,werkonila,rss,werk,,oni_la,werkonila,control,s,0.0,2,i,u,werkonula,3,9
pooktaonileyl,pooktaonileyl,rssss,pook,,ta_oni_la_yl,pooktaonilayl,control,s,2.0,1,a,e,pooktaonileyl,2,13
ermisargelba,ermisargelba,pprs,sarg,er_mi,elba,ermisargelba,control,s,0.0,0,e,i,ermisargilba,0,12
rekyewate,rekyewate,prs,krew,re,ate,rekrewate,target,r,,1,r,y,rekyewate,2,9
wismentally,wismentally,rsss,wis,,ment_al_ly,wismentally,target,s,0.0,3,t,f,wismenfally,0,11
consism,contism,rs,cont,,ism,contism,target,r,,3,t,s,consism,3,7
sidnimafoniray,sidnimafonimay,pprss,maf,sid_ni,oni_ray,sidnimafoniray,control,s,1.0,0,r,m,sidnimafonimay,1,14
remisnurs,remisnurs,ppr,nurt,re_mis,,remisnurt,target,r,,3,t,s,remisnurs,2,9
lendom,lendom,r_long,lendow,,,lendow,control,r,,5,w,m,lendom,2,6
ednooslazitaoni,edmooslazitaoni,prssss,moos,ed,la_zi_ta_oni,edmooslazitaoni,control,r,,0,m,n,ednooslazitaoni,3,15
nearozsens,nearozsens,rs_long,nearoz,,sens,nearozsens,control,s,0.0,1,e,i,nearozsins,0,10
incunionary,incunionary,pprss,cun,in,ion_ary,incunionary,target,r,,1,u,e,incenionary,0,11
siynemtlayl,siwnemtlayl,rsss,siw,,nemt_la_yl,siwnemtlayl,control,r,,2,w,y,siynemtlayl,3,11
hidnearoz,hidnearoz,pr_long,nearoz,sid,,sidnearoz,control,p,0.0,0,s,h,hidnearoz,2,9
frid,frad,r,frad,,,frad,control,r,,2,a,i,frid,3,4
entaunational,untaunational,prsss,taun,un,at_ion_al,untaunational,target,p,0.0,0,u,e,entaunational,3,13
indistaunion,indistaunion,pprs,taun,in_dis,ion,indistaunion,target,p,0.0,1,n,r,irdistaunion,0,12
erpsimeviyl,erpsiweviyl,prss,siw,erp,evi_yl,erpsiweviyl,control,r,,2,w,m,erpsimeviyl,3,11
miroziracsens,miroziracsens,prs_long,rozirac,mi,sens,miroziracsens,control,r,,4,r,y,miroziyacsens,0,13
repsamnurd,repsamnurd,ppr,nurd,rep_sim,,repsimnurd,control,p,1.0,1,i,a,repsamnurd,2,10
namptor,namptor,r_long,namptor,,,namptor,target,r,,4,t,h,namphor,0,7
fradci,fradce,rs,frad,,ci,fradci,control,s,0.0,1,i,e,fradce,1,6
risationally,wisationally,rssss,wis,,at_ion_al_ly,wisationally,target,r,,0,w,r,risationally,3,12
pleteak,pleteak,pr,teak,pre,,preteak,target,p,0.0,1,r,l,pleteak,2,7
girtalizi,girtalize,rss,girt,,al_ize,girtalize,target,s,1.0,2,e,i,girtalizi,3,9
anumafyl,inumafyl,prs,maf,inu,yl,inumafyl,control,p,0.0,0,i,a,anumafyl,3,8
prowonder,prowonder,pr_long,wondel,pro,,prowondel,target,r,,5,l,r,prowonder,2,9
moostaonilasot,moostaonilasot,rssss,moos,,ta_oni_la_sit,moostaonilasit,control,s,3.0,1,i,o,moostaonilasot,2,14
verogenevi,verogenevi,prs,gen,vero,evi,verogenevi,control,s,0.0,1,v,c,verogeneci,0,10
sitdojiannemt,siddojiannemt,prs_long,dojian,sid,nemt,siddojiannemt,control,p,0.0,2,d,t,sitdojiannemt,3,13
sidmosouisyl,sidmofouisyl,prss,mof,sid,ouis_yl,sidmofouisyl,control,r,,2,f,s,sidmosouisyl,3,12
ankoopiously,ankoopiously,pprss,koop,in,ious_ly,inkoopiously,target,p,0.0,0,i,a,ankoopiously,2,12
nocnemtlayl,nocnemtlayl,rsss,noc,,nemt_la_yl,nocnemtlayl,control,r,,0,n,r,rocnemtlayl,0,11
unhonationally,unconationally,prssss,con,un,at_ion_al_ly,unconationally,target,r,,0,c,h,unhonationally,3,14
unmisceteble,unmiscetable,pprs,cet,un_mis,able,unmiscetable,target,s,0.0,0,a,e,unmisceteble,3,12
taun,taun,r,taun,,,taun,target,r,,3,n,w,tauw,0,4
cunic,cunic,rs,cun,,ic,cunic,target,s,0.0,1,c,h,cunih,0,5
gartiously,girtiously,rss,girt,,ious_ly,girtiously,target,r,,1,i,a,gartiously,3,10
repsidfeeg,reptidfeeg,ppr,feeg,rep_sid,,repsidfeeg,control,p,1.0,0,s,t,reptidfeeg,1,10
nufargtaonila,nusargtaonila,prsss,sarg,nu,ta_oni_la,nusargtaonila,control,r,,0,s,f,nufargtaonila,3,13
punuc,punuc,pr,nuc,pu,,punuc,control,r,,2,c,p,punup,0,5
lejent,lejenf,r_long,lejent,,,lejent,control,r,,5,t,f,lejenf,1,6
dojianoais,dojianoais,rs_long,dojian,,ouis,dojianouis,control,s,0.0,1,u,a,dojianoais,2,10
edmeaklazitaoni,edmeaklazitaoni,prssss,meak,ed,la_zi_ta_oni,edmeaklazitaoni,control,r,,0,m,n,edneaklazitaoni,0,15
dehunivation,dehunivation,prsss,cun,de,iv_at_ion,decunivation,target,r,,0,c,h,dehunivation,2,12
ermofeta,ermofeta,prs,mof,er,eta,ermofeta,control,p,0.0,0,e,a,armofeta,0,8
glefon,glefen,r_long,glefen,,,glefen,target,r,,4,e,o,glefon,3,6
reinkoulable,reinkoulagle,pprs,koul,re_in,able,reinkoulable,target,s,0.0,1,b,g,reinkoulagle,1,12
erptanjer,erptonjer,pr_long,tonjer,erp,,erptonjer,control,r,,1,o,a,erptanjer,3,9
updob,updob,pr,fob,up,,upfob,target,r,,0,f,d,updob,2,5
boflazei,boflazei,rss,bof,,la_zei,boflazei,control,r,,1,o,i,biflazei,0,8
ersimmoos,ersimmeos,ppr,moos,er_sim,,ersimmoos,control,r,,1,o,e,ersimmeos,1,9
mofru,mofru,rs,mof,,ro,mofro,control,s,0.0,1,o,u,mofru,2,5
nineilouisyl,niniilouisyl,prss,neil,ni,ouis_yl,nineilouisyl,control,r,,1,e,i,niniilouisyl,1,12
flenitious,flenitious,rs_long,flenit,,ious,flenitious,target,s,0.0,3,s,h,flenitiouh,0,10
werd,werd,r,werk,,,werk,control,r,,3,k,d,werd,2,4
noccilaml,noccilaml,rsss,noc,,ci_la_yl,noccilayl,control,s,2.0,0,y,m,noccilaml,2,9
sidnitecouisyl,sidnitecouisyl,pprss,tec,sid_ni,ouis_yl,sidnitecouisyl,control,r,,2,c,h,sidnitehouisyl,0,14
sidnirhovnemt,sidnirhovnemt,prs_long,nirgov,sid,nemt,sidnirgovnemt,control,r,,3,g,h,sidnirhovnemt,2,13
keamationalosm,keamationalosm,rssss,keam,,at_ion_al_ism,keamationalism,target,s,3.0,0,i,o,keamationalosm,2,14
