first,second,morphemes,root,prefixes,suffixes,word,target_type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error,wordlength
bofouus,bofouis,rs,bof,,ouis,bofouis,control,s,0.0,2,i,u,bofouus,3,7
nisidremoni,nisidremoni,pprs,rem,ni_sid,oni,nisidremoni,control,p,1.0,1,i,o,nisodremoni,0,11
ovarkroten,overkroten,pr_long,kroten,over,,overkroten,target,p,0.0,2,e,a,ovarkroten,3,10
simremulfsens,samremulfsens,prss,rem,sim,ulf_sens,simremulfsens,control,p,0.0,1,i,a,samremulfsens,1,13
vetional,ketional,rss,ket,,ion_al,ketional,target,r,,0,k,v,vetional,3,8
sidnitonsoniray,sidnitonconiray,pprss,tonc,sid_ni,oni_ray,sidnitonconiray,control,r,,3,c,s,sidnitonsoniray,3,15
unketious,enketious,prs,ket,un,ious,unketious,target,p,0.0,0,u,e,enketious,1,9
unlienianally,unlienionally,prsss,lien,un,ion_al_ly,unlienionally,target,s,0.0,1,o,a,unlienianally,3,13
trivinless,trivinless,rs_long,trivin,,less,trivinless,target,s,0.0,3,s,t,trivinlest,0,10
glac,glac,r,gloc,,,gloc,target,r,,2,o,a,glac,2,4
nusiwtaoniloyl,nusiwtaonilayl,prssss,siw,nu,ta_oni_la_yl,nusiwtaonilayl,control,s,2.0,1,a,o,nusiwtaoniloyl,3,14
sidpiok,sidpook,pr,pook,sid,,sidpook,control,r,,1,o,i,sidpiok,3,7
tuskrip,tuskrip,r_long,tuskrip,,,tuskrip,control,r,,5,i,o,tuskrop,0,7
mirolticksens,mirolticksens,prs_long,roltick,mi,sens,mirolticksens,control,r,,0,r,l,milolticksens,0,13
lienically,lienically,rsss,lien,,ic_al_ly,lienically,target,r,,3,n,r,lierically,0,10
remisnurt,remisnurt,ppr,nurt,re_mis,,remisnurt,target,p,0.0,1,e,u,rumisnurt,0,9
selktaonilayl,selktaonolayl,rssss,selk,,ta_oni_la_yl,selktaonilayl,control,s,1.0,2,i,o,selktaonolayl,1,13
mofciloyl,mofciloyl,rsss,mof,,ci_la_yl,mofcilayl,control,s,1.0,1,a,o,mofciloyl,2,9
inconacally,inconacally,prsss,con,in,ic_al_ly,inconically,target,s,0.0,0,i,a,inconacally,2,11
nifred,nifred,pr,frad,ni,,nifrad,control,r,,2,a,e,nifred,2,6
rizicerelable,rizicerelable,prs_long,zicerel,re,able,rezicerelable,target,p,0.0,1,e,i,rizicerelable,2,13
ersimwerk,ersimwerk,ppr,werk,er_sim,,ersimwerk,control,r,,3,k,t,ersimwert,0,9
revocleriez,revoclereez,pr_long,cleriez,revo,,revocleriez,control,r,,4,i,e,revoclereez,1,11
roostaonilasim,roostaonilasim,rssss,moos,,ta_oni_la_sim,moostaonilasim,control,r,,0,m,r,roostaonilasim,2,14
riekoni,riekomi,rs,riek,,oni,riekoni,control,s,0.0,1,n,m,riekomi,1,7
lendowenca,lendowonca,rs_long,lendow,,enca,lendowenca,control,s,0.0,0,e,o,lendowonca,1,10
ilglociousness,ilglociousness,pprss,gloc,in,ious_ness,inglociousness,target,p,0.0,1,n,l,ilglociousness,2,14
colgulfsens,colgurfsens,rss,colg,,ulf_sens,colgulfsens,control,s,0.0,1,l,r,colgurfsens,1,11
eresbofnemt,eresbofnemt,pprs,bof,er_ed,nemt,eredbofnemt,control,p,1.0,1,d,s,eresbofnemt,2,11
edwerkezi,odwerkezi,prs,werk,ed,ezi,edwerkezi,control,p,0.0,0,e,o,odwerkezi,1,9
unfobalisticly,unfobalisticly,prssss,fob,un,al_ist_ic_ly,unfobalisticly,target,s,2.0,0,i,e,unfobalistecly,0,14
mer,ner,r,mer,,,mer,target,r,,0,m,n,ner,1,3
flomak,plomak,r_long,flomak,,,flomak,target,r,,0,f,p,plomak,1,6
sidmofeveyl,sidmofeveyl,prss,mof,sid,evi_yl,sidmofeviyl,control,s,0.0,2,i,e,sidmofeveyl,2,11
erverotrun,erverotmun,ppr,trun,er_vero,,erverotrun,control,r,,1,r,m,erverotmun,1,10
lien,lien,r,lien,,,lien,target,r,,0,l,r,rien,0,4
indiscetion,indiscetion,pprs,cet,in_dis,ion,indiscetion,target,r,,0,c,h,indishetion,0,11
tekonela,tekonela,rss,tek,,oni_la,tekonila,control,s,0.0,2,i,e,tekonela,2,8
demelize,demelize,prs,mer,de,ize,demerize,target,r,,2,r,l,demelize,2,8
sidnikeatoeissens,sidnikeatoeissens,pprss,keat,sid_ni,ouis_sens,sidnikeatouissens,control,s,0.0,1,u,e,sidnikeatoeissens,2,17
geefion,geefion,rs,geef,,ion,geefion,target,r,,0,g,d,deefion,0,7
kaflom,kiflom,r_long,kaflom,,,kaflom,control,r,,1,a,i,kiflom,1,6
unketally,anketally,prss,ket,un,al_ly,unketally,target,p,0.0,0,u,a,anketally,1,9
sidnirgovnemt,sidnirgovnemt,prs_long,nirgov,sid,nemt,sidnirgovnemt,control,p,0.0,0,s,h,hidnirgovnemt,0,13
qojiansels,dojiansels,rs_long,dojian,,sels,dojiansels,control,r,,0,d,q,qojiansels,3,10
erpnuccilayl,eypnuccilayl,prsss,nuc,erp,ci_la_yl,erpnuccilayl,control,p,0.0,1,r,y,eypnuccilayl,1,12
budreet,busreet,pr,reet,bus,,busreet,control,p,0.0,2,s,d,budreet,3,7
glocationalism,glocationalism,rssss,gloc,,at_ion_al_ism,glocationalism,target,r,,0,g,h,hlocationalism,0,14
mafcilayl,maftilayl,rsss,maf,,ci_la_yl,mafcilayl,control,s,0.0,0,c,t,maftilayl,1,9
mupooktaonilayl,mupooktaonilayl,prssss,pook,nu,ta_oni_la_yl,nupooktaonilayl,control,p,0.0,0,n,m,mupooktaonilayl,2,15
pronamphor,pronamphor,pr_long,namptor,pro,,pronamptor,target,r,,4,t,h,pronamphor,2,10
zicirel,zicirel,r_long,zicerel,,,zicerel,target,r,,3,e,i,zicirel,2,7
srad,srad,r,frad,,,frad,control,r,,0,f,s,srad,2,4
undarfationally,indarfationally,prssss,darf,un,at_ion_al_ly,undarfationally,target,p,0.0,0,u,i,indarfationally,1,15
teakically,teakically,rsss,teak,,ic_al_ly,teakically,target,r,,2,a,e,teekically,0,10
erflientelba,erflientilba,prs_long,flient,er,elba,erflientelba,control,s,0.0,0,e,i,erflientilba,1,12
