first,second,condition,root,prefixes,suffixes,word,target_type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error,wordlength
simtonpulfsens,simtonpulfsens,prss,tonp,sim,ulf_sens,simtonpulfsens,control,r,,0,t,h,simhonpulfsens,0,14
subneg,subneg,pr,neg,sub,,subneg,target,p,0.0,2,b,d,sudneg,0,6
tec,tic,r,tec,,,tec,control,r,,1,e,i,tic,1,3
tranilsels,tranilsels,rs_long,tranil,,sels,tranilsels,control,s,0.0,2,l,n,tranilsens,0,10
nolcilayl,nolcilayl,rsss,nol,,ci_la_yl,nolcilayl,control,r,,1,o,e,nelcilayl,0,9
numoflasitci,numoflasitci,prsss,mof,nu,la_sit_ci,numoflasitci,control,r,,1,o,i,numiflasitci,0,12
sidlouknemt,sidrouknemt,prs,louk,sid,nemt,sidlouknemt,control,r,,0,l,r,sidrouknemt,1,11
misflennerment,misflinnerment,prs_long,flenner,mis,ment,misflennerment,target,r,,2,e,i,misflinnerment,1,14
trilockless,trilocklesf,rs_long,trilock,,less,trilockless,target,s,0.0,3,s,f,trilocklesf,1,11
erednurd,erednard,ppr,nurd,er_ed,,erednurd,control,r,,1,u,a,erednard,1,8
reincetance,reincetarce,pprs,cet,re_in,ance,reincetance,target,s,0.0,1,n,r,reincetarce,1,11
nitonpyl,nitonpyl,prs,tonp,ni,yl,nitonpyl,control,s,0.0,0,y,r,nitonprl,0,8
taun,taon,r,taun,,,taun,target,r,,2,u,o,taon,1,4
reinreamable,reinreamable,pprs,ream,re_in,able,reinreamable,target,r,,1,e,o,reinroamable,0,12
prodrun,prodrun,pr,drun,pro,,prodrun,target,r,,2,u,e,prodren,0,7
koulationally,koulationallw,rssss,koul,,at_ion_al_ly,koulationally,target,s,3.0,1,y,w,koulationallw,1,13
purt,curt,r,purt,,,purt,target,r,,0,p,c,curt,1,4
nuwerkonila,nuwerkonila,prss,werk,nu,oni_la,nuwerkonila,control,r,,0,w,m,numerkonila,0,11
nicolgonilayl,wicolgonilayl,prsss,colg,ni,oni_la_yl,nicolgonilayl,control,p,0.0,0,n,w,wicolgonilayl,1,13
simtranilnemt,siytranilnemt,prs_long,tranil,sim,nemt,simtranilnemt,control,p,0.0,2,m,y,siytranilnemt,1,13
sidnithols,sadnithols,pr_long,nithols,sid,,sidnithols,control,p,0.0,1,i,a,sadnithols,1,10
ermisarpnemt,ermigarpnemt,pprs,sarp,er_mi,nemt,ermisarpnemt,control,r,,0,s,g,ermigarpnemt,1,12
buswerk,buswerk,pr,werk,bus,,buswerk,control,p,0.0,1,u,o,boswerk,0,7
nuriektasitciyl,nuriektasitciyr,prssss,riek,nu,ta_sit_ci_yl,nuriektasitciyl,control,s,3.0,1,l,r,nuriektasitciyr,1,15
fradulfsens,fradelfsens,rss,frad,,ulf_sens,fradulfsens,control,s,0.0,0,u,e,fradelfsens,1,11
