first,second,morphemes,root,prefixes,suffixes,word,target_type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error,wordlength
enlosicurnemt,enlosicurnemt,prs_long,losicur,er,nemt,erlosicurnemt,control,p,0.0,1,r,n,enlosicurnemt,2,13
erpsiw,erpsiw,pr,siw,erp,,erpsiw,control,p,0.0,1,r,w,ewpsiw,0,6
ungirtalistig,ungirtalistic,prsss,girt,un,al_ist_ic,ungirtalistic,target,s,2.0,1,c,g,ungirtalistig,3,13
tirt,girt,r,girt,,,girt,target,r,,0,g,t,tirt,3,4
teakital,teakital,rss,teak,,ic_al,teakical,target,s,0.0,1,c,t,teakital,2,8
sihnitoncouisyl,sihnitoncouisyl,pprss,tonc,sid_ni,ouis_yl,sidnitoncouisyl,control,p,0.0,2,d,h,sihnitoncouisyl,2,15
flennem,flenner,r_long,flenner,,,flenner,target,r,,6,r,m,flennem,3,7
indrunness,indrunness,prs,drun,in,ness,indrunness,target,p,0.0,1,n,r,irdrunness,0,10
nusimkeatelba,nusimkeagelba,pprs,keat,nu_sim,elba,nusimkeatelba,control,r,,3,t,g,nusimkeagelba,1,13
otumeakhissens,otumeadhissens,prss,meak,otu,his_sens,otumeakhissens,control,r,,3,k,d,otumeadhissens,1,14
rediskein,rediskein,ppr,keir,re_dis,,rediskeir,target,r,,3,r,n,rediskein,2,9
pretriran,pretrilan,pr_long,trilan,pre,,pretrilan,target,r,,3,l,r,pretriran,3,9
taunist,taurist,rs,taun,,ist,taunist,target,r,,3,n,r,taurist,1,7
keirationalist,keirationalist,rssss,keir,,at_ion_al_ist,keirationalist,target,s,1.0,2,n,m,keiratiomalist,0,14
nunoctaonilayl,nunoctaonilayl,prssss,noc,nu,ta_oni_la_yl,nunoctaonilayl,control,r,,1,o,i,nunictaonilayl,0,14
meaknemtlayl,neaknemtlayl,rsss,meak,,nemt_la_yl,meaknemtlayl,control,r,,0,m,n,neaknemtlayl,1,12
nearozsens,nearozsens,rs_long,nearoz,,sens,nearozsens,control,s,0.0,2,n,r,nearozsers,0,10
unmisteakible,unmisteakible,pprs,teak,un_mis,able,unmisteakable,target,s,0.0,0,a,i,unmisteakible,2,13
keammensal,keammensal,rss,keam,,ment_al,keammental,target,s,0.0,3,t,s,keammensal,2,10
sidnisiwoniray,sidnisimoniray,pprss,siw,sid_ni,oni_ray,sidnisiwoniray,control,r,,2,w,m,sidnisimoniray,1,14
proteak,proteak,pr,teak,pre,,preteak,target,p,0.0,2,e,o,proteak,2,7
diskrewful,diskrewfum,prs,krew,dis,ful,diskrewful,target,s,0.0,2,l,m,diskrewfum,1,10
resoomivate,resoomivate,prss,soom,re,iv_ate,resoomivate,target,s,1.0,2,e,i,resoomivati,0,11
flomakarce,flomakance,rs_long,flomak,,ance,flomakance,target,s,0.0,1,n,r,flomakarce,3,10
disnamptorful,disnamptorful,prs_long,namptor,dis,ful,disnamptorful,target,r,,5,o,a,disnamptarful,0,13
gensot,gensot,rs,gen,,sit,gensit,control,s,0.0,1,i,o,gensot,2,6
nerheln,nerfeln,r_long,nerfeln,,,nerfeln,control,r,,3,f,h,nerheln,3,7
reinkels,ruinkels,ppr,kels,re_in,,reinkels,target,p,0.0,1,e,u,ruinkels,1,8
kaattaonilasit,keattaonilasit,rssss,keat,,ta_oni_la_sit,keattaonilasit,control,r,,1,e,a,kaattaonilasit,3,14
budkaflom,buskaflom,pr_long,kaflom,bus,,buskaflom,control,p,0.0,2,s,d,budkaflom,3,9
