first,second,morphemes,root,prefixes,suffixes,word,target_type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error,wordlength
ketistic,ketistic,rss,ket,,ist_ic,ketistic,target,r,,0,k,t,tetistic,0,8
ingrasiously,ingrasiously,pprss,gras,in,ious_ly,ingrasiously,target,s,1.0,1,y,r,ingrasiouslr,0,12
upkeam,upteam,pr,keam,up,,upkeam,target,r,,0,k,t,upteam,1,6
sidtranalnemt,sidtranilnemt,prs_long,tranil,sid,nemt,sidtranilnemt,control,r,,4,i,a,sidtranalnemt,3,13
koopmentally,koopmentally,rsss,koop,,ment_al_ly,koopmentally,target,r,,0,k,t,toopmentally,0,12
ersitpook,ersitpook,ppr,pook,er_sid,,ersidpook,control,p,1.0,2,d,t,ersitpook,2,9
misflennerour,misflennerour,prs_long,flenner,mis,our,misflennerour,target,r,,1,l,m,misfmennerour,0,13
feegtaonilasit,feegtaonilasit,rssss,feeg,,ta_oni_la_sit,feegtaonilasit,control,s,1.0,1,n,l,feegtaolilasit,0,14
unkoulability,uncoulability,prss,koul,un,abil_ity,unkoulability,target,r,,0,k,c,uncoulability,1,13
kafrom,kaflom,r_long,kaflom,,,kaflom,control,r,,3,l,r,kafrom,3,6
deglocalization,daglocalization,prssss,gloc,de,al_iz_at_ion,deglocalization,target,p,0.0,1,e,a,daglocalization,1,15
simcolgoru,simcolgomu,prs,colg,sim,oru,simcolgoru,control,s,0.0,1,r,m,simcolgomu,1,10
zoraanious,zoreanious,rs_long,zorean,,ious,zoreanious,target,r,,3,e,a,zoraanious,3,10
selkcilo,selkcila,rss,selk,,ci_la,selkcila,control,s,1.0,1,a,o,selkcilo,3,8
contont,contant,rs,cont,,ant,contant,target,s,0.0,0,a,o,contont,3,7
sidnicolgnat,sidnicolgnaf,pprs,colg,sid_ni,nat,sidnicolgnat,control,s,0.0,2,t,f,sidnicolgnaf,1,12
onnertalcsiyit,onnertalcsiyit,pprss,talc,onn_er,vi_yit,onnertalcviyit,control,s,0.0,0,v,s,onnertalcsiyit,2,14
outflomak,outflomak,pr_long,flomak,out,,outflomak,target,p,0.0,1,u,e,oetflomak,0,9
intercont,intemcont,pr,cont,inter,,intercont,target,p,0.0,4,r,m,intemcont,1,9
delienization,deliewization,prsss,lien,de,iz_at_ion,delienization,target,r,,3,n,w,deliewization,1,13
teekmentally,teakmentally,rsss,teak,,ment_al_ly,teakmentally,target,r,,2,a,e,teekmentally,3,12
taun,taun,r,taun,,,taun,target,r,,0,t,c,caun,0,4
nucsitci,nucsitci,rss,nuc,,sit_ci,nucsitci,control,s,0.0,2,t,d,nucsidci,0,8
miscarizormend,miscarizormend,prs_long,carizor,mis,ment,miscarizorment,target,s,0.0,3,t,d,miscarizormend,2,14
rentimeak,rentimeap,pr,meak,renti,,rentimeak,control,r,,3,k,p,rentimeap,1,9
insoowity,insoomity,prs,soom,in,ity,insoomity,target,r,,3,m,w,insoowity,3,9
keeg,keeg,r,feeg,,,feeg,control,r,,0,f,k,keeg,2,4
meralisticly,meralisticly,rssss,mer,,al_ist_ic_ly,meralisticly,target,r,,0,m,r,reralisticly,0,12
disinkelsant,gisinkelsant,pprs,kels,dis_in,ant,disinkelsant,target,p,0.0,0,d,g,gisinkelsant,1,12
erotuwerk,erotuwerk,ppr,werk,er_otu,,erotuwerk,control,p,1.0,1,t,d,eroduwerk,0,9
ebfeegzitaoni,edfeegzitaoni,prsss,feeg,ed,zi_ta_oni,edfeegzitaoni,control,p,0.0,1,d,b,ebfeegzitaoni,3,13
selknemtlayl,selknemtlayl,rsss,selk,,nemt_la_yl,selknemtlayl,control,r,,3,k,s,selsnemtlayl,0,12
abdrunelly,abdrunelly,prss,drun,ab,al_ly,abdrunally,target,s,0.0,0,a,e,abdrunelly,2,10
ednoclazitaoni,ednoclazitaoni,prssss,noc,ed,la_zi_ta_oni,ednoclazitaoni,control,p,0.0,0,e,a,adnoclazitaoni,0,14
sidnigenouissens,sidnigenouissens,pprss,gen,sid_ni,ouis_sens,sidnigenouissens,control,r,,2,n,m,sidnigemouissens,0,16
tekhan,tektan,rs,tek,,tan,tektan,control,s,0.0,0,t,h,tekhan,3,6
sidnerfeln,sidnerfeln,pr_long,nerfeln,sid,,sidnerfeln,control,p,0.0,1,i,o,sodnerfeln,0,10
hrilan,hrilan,r_long,trilan,,,trilan,target,r,,0,t,h,hrilan,2,6
tonjerelba,tonrerelba,rs_long,tonjer,,elba,tonjerelba,control,r,,3,j,r,tonrerelba,1,10
