first,second,morphemes,root,prefixes,suffixes,word,target_type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error,wordlength
outkoulishly,outkoulishly,prss,koul,out,ish_ly,outkoulishly,target,p,0.0,2,t,v,ouvkoulishly,0,12
edtoncwazitaoni,edtonclazitaoni,prssss,tonc,ed,la_zi_ta_oni,edtonclazitaoni,control,s,0.0,0,l,w,edtoncwazitaoni,3,15
ruinteakable,reinteakable,pprs,teak,re_in,able,reinteakable,target,p,0.0,1,e,u,ruinteakable,3,12
nucce,nucci,rs,nuc,,ci,nucci,control,s,0.0,1,i,e,nucce,3,5
glefenaple,glefenaple,rs_long,glefen,,able,glefenable,target,s,0.0,1,b,p,glefenaple,2,10
unketicalll,unketically,prsss,ket,un,ic_al_ly,unketically,target,s,2.0,1,y,l,unketicalll,3,11
otutirviy,otutirvin,pr_long,tirvin,otu,,otutirvin,control,r,,5,n,y,otutirviy,3,9
soammentally,soammentally,rsss,soom,,ment_al_ly,soommentally,target,r,,2,o,a,soammentally,2,12
rediscor,rediscor,ppr,con,re_dis,,rediscon,target,r,,2,n,r,rediscor,2,8
mof,mof,r,mof,,,mof,control,r,,1,o,u,muf,0,3
netork,natork,r_long,netork,,,netork,control,r,,1,e,a,natork,1,6
triglasitciyl,triclasitciyl,rssss,trig,,la_sit_ci_yl,triglasitciyl,control,r,,3,g,c,triclasitciyl,1,13
didlienion,didlienion,prs,lien,dis,ion,dislienion,target,p,0.0,2,s,d,didlienion,2,10
neilouisyw,neilouisyw,rss,neil,,ouis_yl,neilouisyl,control,s,1.0,1,l,w,neilouisyw,2,10
incetiousness,incetiousness,pprss,cet,in,ious_ness,incetiousness,target,p,0.0,1,n,m,imcetiousness,0,13
simdrelintolu,simdrelintolu,prs_long,drelint,sim,oru,simdrelintoru,control,s,0.0,1,r,l,simdrelintolu,2,13
punaus,punaut,pr,naut,pu,,punaut,control,r,,3,t,s,punaus,3,6
otupookhisyl,otupoakhisyl,prss,pook,otu,his_yl,otupookhisyl,control,r,,2,o,a,otupoakhisyl,1,12
talcnemtlayl,talcnemtlayl,rsss,talc,,nemt_la_yl,talcnemtlayl,control,r,,3,c,p,talpnemtlayl,0,12
nurcic,nurtic,rs,nurt,,ic,nurtic,target,r,,3,t,c,nurcic,3,6
mirucyti,mirucyti,prs,nuc,mi,yti,minucyti,control,r,,0,n,r,mirucyti,2,8
interdrivin,intertrivin,pr_long,trivin,inter,,intertrivin,target,r,,0,t,d,interdrivin,3,11
nunurdtilayl,nunurdtilayl,prsss,nurd,nu,ci_la_yl,nunurdcilayl,control,s,0.0,0,c,t,nunurdtilayl,2,12
pumof,pimof,pr,mof,pu,,pumof,control,p,0.0,1,u,i,pimof,1,5
krewalisticly,krewalosticly,rssss,krew,,al_ist_ic_ly,krewalisticly,target,s,1.0,0,i,o,krewalosticly,1,13
unmisfamabre,unmisfamable,pprs,fam,un_mis,able,unmisfamable,target,s,0.0,2,l,r,unmisfamabre,3,12
soomical,soomical,rss,soom,,ic_al,soomical,target,s,0.0,0,i,o,soomocal,0,8
refamivity,refamivity,pprss,fam,re,iv_ity,refamivity,target,s,0.0,0,i,o,refamovity,0,10
pwemisnurt,pwemisnurt,ppr,nurt,pre_mis,,premisnurt,target,p,0.0,1,r,w,pwemisnurt,2,10
degrasalization,desrasalization,prssss,gras,de,al_iz_at_ion,degrasalization,target,r,,0,g,s,desrasalization,1,15
trarilelba,tranilelba,rs_long,tranil,,elba,tranilelba,control,r,,3,n,r,trarilelba,3,10
zorean,zorean,r_long,zorean,,,zorean,target,r,,3,e,o,zoroan,0,6
colg,folg,r,colg,,,colg,control,r,,0,c,f,folg,1,4
dislondelment,diswondelment,prs_long,wondel,dis,ment,diswondelment,target,r,,0,w,l,dislondelment,3,13
sidninailouisyl,sidnineilouisyl,pprss,neil,sid_ni,ouis_yl,sidnineilouisyl,control,r,,1,e,a,sidninailouisyl,3,15
rentimoparnt,rentimopamnt,pr_long,moparnt,renti,,rentimoparnt,control,r,,4,r,m,rentimopamnt,1,12
glocationalipt,glocationalipt,rssss,gloc,,at_ion_al_ist,glocationalist,target,s,3.0,1,s,p,glocationalipt,2,14
trelock,trelock,r_long,trilock,,,trilock,target,r,,2,i,e,trelock,2,7
erpreetcilaml,erpreetcilaml,prsss,reet,erp,ci_la_yl,erpreetcilayl,control,s,2.0,0,y,m,erpreetcilaml,2,13
cimnirgovnemt,simnirgovnemt,prs_long,nirgov,sim,nemt,simnirgovnemt,control,p,0.0,0,s,c,cimnirgovnemt,3,13
nusimbofalba,nusimbofelba,pprs,bof,nu_sim,elba,nusimbofelba,control,s,0.0,0,e,a,nusimbofalba,3,12
koop,hoop,r,koop,,,koop,target,r,,0,k,h,hoop,1,4
neilnemtlaml,neilnemtlaml,rsss,neil,,nemt_la_yl,neilnemtlayl,control,s,2.0,0,y,m,neilnemtlaml,2,12
netorkouis,netorkouis,rs_long,netork,,ouis,netorkouis,control,r,,2,t,h,nehorkouis,0,10
reoutdrun,reouddrun,ppr,drun,re_out,,reoutdrun,target,p,1.0,2,t,d,reouddrun,1,9
opkels,upkels,pr,kels,up,,upkels,target,p,0.0,0,u,o,opkels,3,6
srigulf,srigulf,rs,trig,,ulf,trigulf,control,r,,0,t,s,srigulf,2,7
tanautlayl,tanautlayl,prss,naut,ba,la_yl,banautlayl,control,p,0.0,0,b,t,tanautlayl,2,10
hecetalization,hecetalization,prssss,cet,de,al_iz_at_ion,decetalization,target,p,0.0,0,d,h,hecetalization,2,14
nagiously,negiously,rss,neg,,ious_ly,negiously,target,r,,1,e,a,nagiously,3,9
sidfeegoni,sidfeegoni,prs,feeg,sid,oni,sidfeegoni,control,p,0.0,0,s,p,pidfeegoni,0,10
edganlazitaoni,edganlazitaoni,prssss,gen,ed,la_zi_ta_oni,edgenlazitaoni,control,r,,1,e,a,edganlazitaoni,2,14
nureetbalmit,nureetbalyit,prss,reet,nu,bal_yit,nureetbalyit,control,s,1.0,0,y,m,nureetbalmit,3,12
erminurdelba,erminurdelba,pprs,nurd,er_mi,elba,erminurdelba,control,r,,1,u,o,erminordelba,0,12
prefobically,prefobecally,prsss,fob,pre,ic_al_ly,prefobically,target,s,0.0,0,i,e,prefobecally,1,12
disglefen,disglefen,pr_long,glefen,dis,,disglefen,target,r,,3,f,t,disgleten,0,9
soomful,soomful,rs,soom,,ful,soomful,target,s,0.0,2,l,r,soomfur,0,7
retsimtrig,repsimtrig,ppr,trig,rep_sim,,repsimtrig,control,p,0.0,2,p,t,retsimtrig,3,10
dojian,dejian,r_long,dojian,,,dojian,control,r,,1,o,e,dejian,1,6
reetlasitciyl,reetlasitciyl,rssss,reet,,la_sit_ci_yl,reetlasitciyl,control,s,0.0,1,a,o,reetlositciyl,0,13
zoreanasle,zoreanasle,rs_long,zorean,,able,zoreanable,target,s,0.0,1,b,s,zoreanasle,2,10
moskeirour,moskeirour,prs,keir,mis,our,miskeirour,target,p,0.0,1,i,o,moskeirour,2,10
lien,liem,r,lien,,,lien,target,r,,3,n,m,liem,1,4
