first,second,condition,root,prefixes,suffixes,word,target_type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error,wordlength
enpras,enprac,pr,pras,en,,enpras,target,r,,3,s,c,enprac,1,6
sidnikeatouissens,sidnikeatouissens,pprss,keat,sid_ni,ouis_sens,sidnikeatouissens,control,r,,1,e,a,sidnikaatouissens,0,17
purtationally,purtatiolally,rssss,purt,,at_ion_al_ly,purtationally,target,s,1.0,2,n,l,purtatiolally,1,13
edcolgzitaoni,edcolgzitaoni,prsss,colg,ed,zi_ta_oni,edcolgzitaoni,control,r,,0,c,v,edvolgzitaoni,0,13
onnerwerkviyit,onnerwerkvuyit,pprss,werk,onn_er,vi_yit,onnerwerkviyit,control,s,0.0,1,i,u,onnerwerkvuyit,1,14
otureem,otuleem,pr,reem,otu,,otureem,control,r,,0,r,l,otuleem,1,7
unclatfully,enclatfully,prss,clat,un,ful_ly,unclatfully,target,p,0.0,0,u,e,enclatfully,1,11
geef,geef,r,geef,,,geef,target,r,,1,e,o,goef,0,4
erpcolg,erpcolg,pr,colg,erp,,erpcolg,control,r,,3,g,s,erpcols,0,7
nubofulfyl,nubofulfyl,prss,bof,nu,ulf_yl,nubofulfyl,control,r,,1,o,i,nubifulfyl,0,10
sidflientoni,pidflientoni,prs_long,flient,sid,oni,sidflientoni,control,p,0.0,0,s,p,pidflientoni,1,12
nutalcsens,netalcsens,prs,talc,nu,sens,nutalcsens,control,p,0.0,1,u,e,netalcsens,1,10
ingeefively,ingeefively,prss,geef,in,ive_ly,ingeefively,target,r,,3,f,h,ingeehively,0,11
unmispontable,unmispomtable,pprs,pont,un_mis,able,unmispontable,target,r,,2,n,m,unmispomtable,1,13
nefelg,nedelg,r_long,nefelg,,,nefelg,control,r,,2,f,d,nedelg,1,6
repsidneil,repsidleil,ppr,neil,rep_sid,,repsidneil,control,r,,0,n,l,repsidleil,1,10
detaunization,detaunizatior,prsss,taun,de,iz_at_ion,detaunization,target,s,2.0,2,n,r,detaunizatior,1,13
wisable,wisable,rs,wis,,able,wisable,target,r,,0,w,n,nisable,0,7
unteakalistic,untiakalistic,prsss,teak,un,al_ist_ic,unteakalistic,target,r,,1,e,i,untiakalistic,1,13
predispook,predispook,ppr,pook,pre_dis,,predispook,target,r,,2,o,e,predispoek,0,10
cardizor,cardezor,r_long,cardizor,,,cardizor,target,r,,4,i,e,cardezor,1,8
distrilockful,distrilockful,prs_long,trilock,dis,ful,distrilockful,target,p,0.0,1,i,o,dostrilockful,0,13
darf,darf,r,darf,,,darf,target,r,,3,f,t,dart,0,4
prasmentalism,prasmentalism,rsss,pras,,ment_al_ism,prasmentalism,target,s,1.0,0,a,u,prasmentulism,0,13
inprasiousness,inprasiousness,pprss,pras,in,ious_ness,inprasiousness,target,p,0.0,1,n,r,irprasiousness,0,14
riekulfsens,riekulfsens,rss,riek,,ulf_sens,riekulfsens,control,s,1.0,0,s,f,riekulffens,0,11
cetationalism,cotationalism,rssss,cet,,at_ion_al_ism,cetationalism,target,r,,1,e,o,cotationalism,1,13
nusimriekelba,nusimriekelba,pprs,riek,nu_sim,elba,nusimriekelba,control,s,0.0,2,b,p,nusimriekelpa,0,13
edsarptaonialsim,edsarptaonialsim,prssss,sarp,ed,ta_oni_al_sim,edsarptaonialsim,control,r,,1,a,e,edserptaonialsim,0,16
soomfulness,saomfulness,rss,soom,,ful_ness,soomfulness,target,r,,1,o,a,saomfulness,1,11
trupcilayl,trupcilayl,rsss,trup,,ci_la_yl,trupcilayl,control,s,1.0,0,l,r,trupcirayl,0,10
colgouisyl,congouisyl,rss,colg,,ouis_yl,colgouisyl,control,r,,2,l,n,congouisyl,1,10
subtrilock,tubtrilock,pr_long,trilock,sub,,subtrilock,target,p,0.0,0,s,t,tubtrilock,1,10
zipereleta,ziperelete,rs_long,ziperel,,eta,zipereleta,control,s,0.0,2,a,e,ziperelete,1,10
nukoopison,nukoopison,prs,koop,nu,ison,nukoopison,control,p,0.0,0,n,l,lukoopison,0,10
nesiw,nesiw,pr,siw,ne,,nesiw,control,r,,2,w,m,nesim,0,5
lienate,lienete,rs,lien,,ate,lienate,target,s,0.0,0,a,e,lienete,1,7
mibofcilayl,mibofcilayl,prsss,bof,mi,ci_la_yl,mibofcilayl,control,s,2.0,0,y,m,mibofcilaml,0,11
unlieniously,unlieniously,prss,lien,un,ious_ly,unlieniously,target,p,0.0,0,u,i,inlieniously,0,12
ednurdlazitaoni,ednurdlazataoni,prssss,nurd,ed,la_zi_ta_oni,ednurdlazitaoni,control,s,1.0,1,i,a,ednurdlazataoni,1,15
remnemtlasim,memnemtlasim,rsss,rem,,nemt_la_sim,remnemtlasim,control,r,,0,r,m,memnemtlasim,1,12
louknemt,louknemp,rs,louk,,nemt,louknemt,control,s,0.0,3,t,p,louknemp,1,8
sidziperel,sidziferel,pr_long,ziperel,sid,,sidziperel,control,r,,2,p,f,sidziferel,1,10
displeriezion,displeriezoon,prs_long,pleriez,dis,ion,displeriezion,target,s,0.0,0,i,o,displeriezoon,1,13
onnersiwviyit,omnersiwviyit,pprss,siw,onn_er,vi_yit,onnersiwviyit,control,p,0.0,1,n,m,omnersiwviyit,1,13
nusimsarpelba,nusimsarpelba,pprs,sarp,nu_sim,elba,nusimsarpelba,control,s,0.0,3,a,e,nusimsarpelbe,0,13
keiristically,keiristically,rssss,keir,,ist_ic_al_ly,keiristically,target,r,,3,r,l,keilistically,0,13
remulfsens,renulfsens,rss,rem,,ulf_sens,remulfsens,control,r,,2,m,n,renulfsens,1,10
ednurdlazitaoni,edrurdlazitaoni,prssss,nurd,ed,la_zi_ta_oni,ednurdlazitaoni,control,r,,0,n,r,edrurdlazitaoni,1,15
preram,preram,pr,ram,pre,,preram,target,p,0.0,1,r,w,pweram,0,6
overtaunive,overtaunive,prs,taun,over,ive,overtaunive,target,s,0.0,0,i,a,overtaunave,0,11
dewisalization,dewisalization,prssss,wis,de,al_iz_at_ion,dewisalization,target,p,0.0,1,e,i,diwisalization,0,14
selbnemtlayl,gelbnemtlayl,rsss,selb,,nemt_la_yl,selbnemtlayl,control,r,,0,s,g,gelbnemtlayl,1,12
wondel,wonden,r_long,wondel,,,wondel,target,r,,5,l,n,wonden,1,6
