first,second,condition,root,prefixes,suffixes,word,target_type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error,wordlength
inglocionary,inglocionary,pprss,gloc,in,ion_ary,inglocionary,target,s,0.0,2,n,r,inglociorary,0,12
nifeeg,nefeeg,pr,feeg,ni,,nifeeg,control,p,0.0,1,i,e,nefeeg,1,6
buskoop,buskoop,pr,koop,bus,,buskoop,control,p,0.0,2,s,t,butkoop,0,7
drunional,drunional,rss,drun,,ion_al,drunional,target,s,1.0,1,l,r,drunionar,0,9
edmearlazitaoni,edmearlasitaoni,prssss,mear,ed,la_zi_ta_oni,edmearlazitaoni,control,s,1.0,0,z,s,edmearlasitaoni,1,15
engrivonment,engrivonment,prs_long,grivon,en,ment,engrivonment,target,p,0.0,0,e,u,ungrivonment,0,12
riekcilayl,riekcilayl,rsss,riek,,ci_la_yl,riekcilayl,control,s,2.0,0,y,m,riekcilaml,0,10
sidnicolgoniray,sidnicolgeniray,pprss,colg,sid_ni,oni_ray,sidnicolgoniray,control,s,0.0,0,o,e,sidnicolgeniray,1,15
ream,reum,r,ream,,,ream,target,r,,2,a,u,reum,1,4
moosla,moosla,rs,moos,,la,moosla,control,r,,3,s,k,mookla,0,6
ketically,ketically,rsss,ket,,ic_al_ly,ketically,target,s,1.0,0,a,e,keticelly,0,9
redeream,rederoam,ppr,ream,re_de,,redeream,target,r,,1,e,o,rederoam,1,8
sidnitecouissens,sidnitecoiissens,pprss,tec,sid_ni,ouis_sens,sidnitecouissens,control,s,0.0,1,u,i,sidnitecoiissens,1,16
frad,frod,r,frad,,,frad,control,r,,2,a,o,frod,1,4
moftaonilasim,moftaonilasim,rssss,mof,,ta_oni_la_sim,moftaonilasim,control,s,1.0,2,i,a,moftaonalasim,0,13
edreemlazitaoni,edreemlazitaoni,prssss,reem,ed,la_zi_ta_oni,edreemlazitaoni,control,s,0.0,1,a,e,edreemlezitaoni,0,15
