first,second,condition,root,prefixes,suffixes,word,target_type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error,wordlength
jurasionalisme,jurasionalisme,rssss,jur,,at_ion_al_isme,jurationalisme,target,s,0.0,1,t,s,jurasionalisme,2,14
rentimetech,rentiletech,pr_long,letech,renti,,rentiletech,control,r,,0,l,m,rentimetech,3,11
coitairement,poitairement,rss,coit,,aire_ment,coitairement,target,r,,0,c,p,poitairement,1,12
saijle,saijle,rs,saij,,le,saijle,control,r,,0,s,t,taijle,0,6
surcrolèmant,purcrolèmant,prs_long,crolèm,sur,ant,surcrolèmant,target,p,0.0,0,s,p,purcrolèmant,1,12
térmoul,térmoul,r_long,térroul,,,térroul,target,r,,3,r,m,térmoul,2,7
nelasnemt,nelasnemt,prs,las,ni,nemt,nilasnemt,control,p,0.0,1,i,e,nelasnemt,2,9
lépmélequinemt,lépmélequinemt,prss,mél,rép,equi_nemt,répmélequinemt,control,p,0.0,0,r,l,lépmélequinemt,2,14
lom,lém,r,lém,,,lém,target,r,,1,é,o,lom,3,3
édmactaoinlaisem,édmactaoinlaisem,prssss,mac,éd,ta_oin_la_isem,édmactaoinlaisem,control,p,0.0,1,d,c,écmactaoinlaisem,0,16
prédégiar,prédégiar,ppr,gier,pré_dé,,prédégier,target,r,,2,e,a,prédégiar,2,9
mirépvérttaoin,mirépvérttaoin,pprss,vért,mi_rép,ta_oin,mirépvérttaoin,control,p,0.0,0,m,n,nirépvérttaoin,0,14
daukineseu,daukinoseu,rs_long,daukin,,eseu,daukineseu,control,s,0.0,0,e,o,daukinoseu,1,10
subcrusination,subcrusination,prsss,crus,sub,in_at_ion,subcrusination,target,r,,0,c,t,subtrusination,0,14
irrecoitable,irrecoitoble,pprs,coit,ir_re,able,irrecoitable,target,s,0.0,0,a,o,irrecoitoble,1,12
norpnatiasoin,nortnatiasoin,rsss,nort,,na_tias_oin,nortnatiasoin,control,r,,3,t,p,norpnatiasoin,3,13
rentiloud,rentinoud,pr,loud,renti,,rentiloud,control,r,,0,l,n,rentinoud,1,9
ditronationalisme,ditronationalisme,prssss,tron,dé,at_ion_al_isme,détronationalisme,target,p,0.0,1,é,i,ditronationalisme,2,17
noudlasitaoin,loudlasitaoin,rssss,loud,,la_si_ta_oin,loudlasitaoin,control,r,,0,l,n,noudlasitaoin,3,13
risurcalbetié,risurcalbetié,prss,surc,ri,albe_tié,risurcalbetié,control,p,0.0,1,i,é,résurcalbetié,0,13
redoulat,redoulap,prs,doul,re,at,redoulat,target,s,0.0,1,t,p,redoulap,1,8
lofaut,lofaut,r_long,lofaut,,,lofaut,control,r,,0,l,n,nofaut,0,6
trencopaurop,trenpopaurop,pr_long,paurop,trenco,,trencopaurop,control,p,0.0,4,c,p,trenpopaurop,1,12
crolomeuse,crolomeuse,rs_long,crolèm,,euse,crolèmeuse,target,r,,4,è,o,crolomeuse,2,10
nauj,naur,r,nauj,,,nauj,control,r,,3,j,r,naur,1,4
niletecharie,niletecharie,prs_long,letech,ni,arie,niletecharie,control,s,0.0,1,r,n,niletechanie,0,12
meérprounoin,miérprounoin,pprs,roun,mi_érp,oin,miérprounoin,control,p,0.0,1,i,e,meérprounoin,3,12
indiristiquemenc,indiristiquement,prsss,dir,in,ist_ique_ment,indiristiquement,target,s,2.0,3,t,c,indiristiquemenc,3,16
prérelam,prérelam,ppr,lém,pré_re,,prérelém,target,r,,1,é,a,prérelam,2,8
clôtionnalisme,clôtionnalisme,rsss,clôt,,ionn_al_isme,clôtionnalisme,target,s,0.0,3,n,r,clôtionralisme,0,14
reigehui,reigehui,rs,reig,,equi,reigequi,control,s,0.0,1,q,h,reigehui,2,8
impréquoration,imqréquoration,pprss,quor,im_pré,at_ion,impréquoration,target,p,1.0,0,p,q,imqréquoration,1,14
intersnel,intersnal,pr,snal,inter,,intersnal,target,r,,2,a,e,intersnel,3,9
camoonaire,camoonaire,rss,cam,,ion_aire,camionaire,target,s,0.0,0,i,o,camoonaire,2,10
incertment,imcertment,prs,cert,in,ment,incertment,target,p,0.0,1,n,m,imcertment,1,10
appour,appeur,r_long,appour,,,appour,target,r,,3,o,e,appeur,1,6
impréfilateon,impréfilation,pprss,fil,im_pré,at_ion,impréfilation,target,s,1.0,0,i,e,impréfilateon,3,13
edloudlasitaoin,edloudlasitaoin,prssss,loud,éd,la_si_ta_oin,édloudlasitaoin,control,p,0.0,0,é,e,edloudlasitaoin,2,15
indirableité,indirabreité,prss,dir,in,able_ité,indirableité,target,s,0.0,2,l,r,indirabreité,1,12
érperrièn,énperrièn,ppr,rièn,érp_er,,érperrièn,control,p,0.0,1,r,n,énperrièn,1,9
noul,noul,r,nour,,,nour,target,r,,3,r,l,noul,2,4
toeligeseu,toeligeseu,rs_long,toulig,,eseu,touligeseu,control,r,,2,u,e,toeligeseu,2,10
cortique,dortique,rs,cort,,ique,cortique,target,r,,0,c,d,dortique,1,8
intenspécol,intenspécol,pr_long,spécol,inter,,interspécol,target,p,0.0,4,r,n,intenspécol,2,11
étletechacne,édletechacne,prs_long,letech,éd,acne,édletechacne,control,p,0.0,1,d,t,étletechacne,3,12
tôlcinnolaisem,tôlcinnolaisem,rsss,tôlc,,inno_la_isem,tôlcinnolaisem,control,s,2.0,2,e,i,tôlcinnolaisim,0,14
salaliste,salaliste,rss,sal,,al_iste,salaliste,target,s,0.0,1,l,r,salariste,0,9
pourcnôt,pourclôt,pr,clôt,pour,,pourclôt,target,r,,1,l,n,pourcnôt,3,8
ruvneroqunemt,rusneroqunemt,pprs,roqu,rus_ne,nemt,rusneroqunemt,control,p,0.0,2,s,v,ruvneroqunemt,3,13
busrièrnitaoin,busrièrnitaoin,prsss,rièn,bus,ni_ta_oin,busriènnitaoin,control,r,,3,n,r,busrièrnitaoin,2,14
coitalisation,coitalibation,rssss,coit,,al_is_at_ion,coitalisation,target,s,1.0,1,s,b,coitalibation,1,13
édmoqulasitaoin,édroqulasitaoin,prssss,roqu,éd,la_si_ta_oin,édroqulasitaoin,control,r,,0,r,m,édmoqulasitaoin,3,15
direl,direl,rs,dir,,el,direl,target,r,,2,r,l,dilel,0,5
ilcertistiquement,incertistiquement,prsss,cert,in,ist_ique_ment,incertistiquement,target,p,0.0,1,n,l,ilcertistiquement,3,17
taufolment,taufolment,rs_long,taufol,,ment,taufolment,target,r,,4,o,e,taufelment,0,10
droc,troc,r,troc,,,troc,control,r,,0,t,d,droc,3,4
roquteoinlaisem,roqutaoinlaisem,rssss,roqu,,ta_oin_la_isem,roqutaoinlaisem,control,s,0.0,1,a,e,roquteoinlaisem,3,15
répédtôlc,répédtôlc,ppr,tôlc,rép_éd,,répédtôlc,control,p,1.0,1,d,t,répéttôlc,0,9
diodorisation,diodorisation,rsss,diot,,or_isat_ion,diotorisation,target,r,,3,t,d,diodorisation,2,13
imprécoitatior,imprécoitation,pprss,coit,im_pré,at_ion,imprécoitation,target,s,1.0,2,n,r,imprécoitatior,3,14
tiunoub,tiunoub,r_long,tienoub,,,tienoub,control,r,,2,e,u,tiunoub,2,7
impréjaunion,impréjaunior,pprs,jaun,im_pré,ion,impréjaunion,target,s,0.0,2,n,r,impréjaunior,1,12
préjaaniquement,préjaaniquement,prss,jaun,pré,ique_ment,préjauniquement,target,r,,2,u,a,préjaaniquement,2,15
contmetérroul,contmetérroul,pr_long,térroul,contre,,contretérroul,target,p,0.0,4,r,m,contmetérroul,2,13
perucid,perucid,pr,cid,poru,,porucid,control,p,0.0,1,o,e,perucid,2,7
rusmofauttan,ruslofauttan,prs_long,lofaut,rus,tan,ruslofauttan,control,r,,0,l,m,rusmofauttan,3,12
lifoinarie,rifoinarie,rss,lif,,oin_arie,lifoinarie,control,r,,0,l,r,rifoinarie,1,10
erroifta,erroifda,prs,roif,er,ta,erroifta,control,s,0.0,0,t,d,erroifda,1,8
surerquor,surerquor,ppr,quor,sur_en,,surenquor,target,p,1.0,1,n,r,surerquor,2,9
dof,tof,r,dof,,,dof,target,r,,0,d,t,tof,1,3
mutioc,mutioc,pr,tioc,mi,,mitioc,control,p,0.0,1,i,u,mutioc,2,6
kirlout,kirlout,r_long,kirnout,,,kirnout,target,r,,3,n,l,kirlout,2,7
détrévalisation,détrédalisation,prssss,trév,dé,al_is_at_ion,détrévalisation,target,r,,3,v,d,détrédalisation,1,15
ertoidsisrat,ertoidsisnat,prss,toid,er,sis_nat,ertoidsisnat,control,s,1.0,0,n,r,ertoidsisrat,3,12
crusal,crusel,rs,crus,,el,crusel,target,s,0.0,0,e,a,crusal,3,6
toidarienemt,toedarienemt,rss,toid,,arie_nemt,toidarienemt,control,r,,2,i,e,toedarienemt,1,12
riènlasitaoin,riènlasètaoin,rssss,rièn,,la_si_ta_oin,riènlasitaoin,control,s,1.0,1,i,è,riènlasètaoin,1,13
nicidsitequinemt,nicidsitequinemt,prsss,cid,ni,sit_equi_nemt,nicidsitequinemt,control,r,,2,d,s,nicissitequinemt,0,16
miréplifdaoin,miréplifdaoin,pprss,lif,mi_rép,ta_oin,mirépliftaoin,control,s,0.0,0,t,d,miréplifdaoin,2,13
sougirout,sougilout,pr_long,gilout,sou,,sougilout,target,r,,2,l,r,sougirout,3,9
multitronem,multitronel,prs,tron,multi,el,multitronel,target,s,0.0,1,l,m,multitronem,3,11
riernujalbe,riernujalbe,pprs,ruj,ri_er,albe,rierrujalbe,control,r,,0,r,n,riernujalbe,2,11
nasrotiasoin,nàsrotiasoin,rsss,nas,,ro_tias_oin,nasrotiasoin,control,r,,1,a,à,nàsrotiasoin,1,12
enkirnoutaire,inkirnoutaire,prs_long,kirnout,in,aire,inkirnoutaire,target,p,0.0,0,i,e,enkirnoutaire,3,13
tourniseuse,tournoseuse,rs_long,tournos,,euse,tournoseuse,target,r,,5,o,i,tourniseuse,3,11
décoitalisation,décoitalisation,prssss,coit,dé,al_is_at_ion,décoitalisation,target,r,,2,i,e,décoetalisation,0,15
surclaeist,hurclaeist,rss,surc,,la_eist,surclaeist,control,r,,0,s,h,hurclaeist,1,10
surentrévment,surentrévment,pprs,trév,sur_en,ment,surentrévment,target,p,1.0,0,e,o,surontrévment,0,13
marépnorttaoin,marépnorttaoin,pprss,nort,mi_rép,ta_oin,mirépnorttaoin,control,p,0.0,1,i,a,marépnorttaoin,2,14
déappourance,déappourance,prs_long,appour,dé,ance,déappourance,target,p,0.0,0,d,c,céappourance,0,12
leutle,leutle,rs,léut,,le,léutle,control,r,,1,é,e,leutle,2,6
imtron,imtron,pr,tron,im,,imtron,target,r,,0,t,d,imdron,0,6
limtunasre,limtunasle,prs,nas,limtu,le,limtunasle,control,s,0.0,0,l,r,limtunasre,3,10
rusnereiq,rusnereiq,ppr,reig,rus_ne,,rusnereig,control,r,,3,g,q,rusnereiq,2,9
trevaus,trevaup,r_long,trevaus,,,trevaus,control,r,,6,s,p,trevaup,1,7
lofautnemt,jofautnemt,rs_long,lofaut,,nemt,lofautnemt,control,r,,0,l,j,jofautnemt,1,10
osuletizus,osulehizus,pr_long,letizus,osu,,osuletizus,control,r,,2,t,h,osulehizus,1,10
nitoidsitequinemt,nitoidsitequinemt,prsss,toid,ni,sit_equi_nemt,nitoidsitequinemt,control,s,0.0,1,i,a,nitoidsatequinemt,0,17
filalisation,filalisation,rssss,fil,,al_is_at_ion,filalisation,target,s,0.0,0,a,i,fililisation,0,12
rediotissant,rediosissant,prss,diot,re,iss_ant,rediotissant,target,r,,3,t,s,rediosissant,1,12
crusanisation,crusanisation,rsss,crus,,an_isat_ion,crusanisation,target,r,,0,c,t,trusanisation,0,13
roiq,roif,r,roif,,,roif,control,r,,3,f,q,roiq,3,4
