first,second,condition,root,prefixes,suffixes,word,target_type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error,wordlength
porunetizus,poruletizus,pr_long,letizus,poru,,poruletizus,control,r,,0,l,n,porunetizus,3,11
réprasequinemt,réplasequinemt,prss,las,rép,equi_nemt,réplasequinemt,control,r,,0,l,r,réprasequinemt,3,14
ricertitation,ricertitation,prsss,cert,re,it_at_ion,recertitation,target,p,0.0,1,e,i,ricertitation,2,13
tronique,tronoque,rs,tron,,ique,tronique,target,s,0.0,0,i,o,tronoque,1,8
redéplem,redétlem,ppr,plem,re_dé,,redéplem,target,r,,0,p,t,redétlem,1,8
troc,truc,r,troc,,,troc,control,r,,2,o,u,truc,1,4
mirupsurctaoin,mirupsurctaoin,pprss,surc,mi_rép,ta_oin,mirépsurctaoin,control,p,1.0,1,é,u,mirupsurctaoin,2,14
lourret,lourrét,r_long,lourrét,,,lourrét,control,r,,5,é,e,lourret,3,7
encenoutment,encenoutlent,prs_long,cenout,en,ment,encenoutment,target,s,0.0,0,m,l,encenoutlent,1,12
drusentialiste,drusentialiste,rsss,crus,,ent_ial_iste,crusentialiste,target,r,,0,c,d,drusentialiste,2,14
édtoidtaoinlaisem,ébtoidtaoinlaisem,prssss,toid,éd,ta_oin_la_isem,édtoidtaoinlaisem,control,p,0.0,1,d,b,ébtoidtaoinlaisem,1,17
fodtaoinliisem,fodtaoinliisem,rssss,fod,,ta_oin_la_isem,fodtaoinlaisem,control,s,2.0,1,a,i,fodtaoinliisem,2,14
relémeur,relémeur,prs,lém,re,eur,relémeur,target,p,0.0,1,e,a,ralémeur,0,8
touligaree,touligaree,rs_long,toulig,,arie,touligarie,control,s,0.0,2,i,e,touligaree,2,10
riertiidalbe,riertoidalbe,pprs,toid,ri_er,albe,riertoidalbe,control,r,,1,o,i,riertiidalbe,3,12
liudnemtarie,loudnemtarie,rss,loud,,nemt_arie,loudnemtarie,control,r,,1,o,i,liudnemtarie,3,12
inbuél,inbuél,pr,tuél,in,,intuél,target,r,,0,t,b,inbuél,2,6
rid,rid,r,rid,,,rid,control,r,,1,i,o,rod,0,3
resleutiek,rusleutiek,pr_long,leutiek,rus,,rusleutiek,control,p,0.0,1,u,e,resleutiek,3,10
miérpruun,miérpruun,ppr,roun,mi_érp,,miérproun,control,r,,1,o,u,miérpruun,2,9
nicivtiémisla,nicivtiémisla,prsss,cid,ni,tié_mis_la,nicidtiémisla,control,r,,2,d,v,nicivtiémisla,2,13
décoisationalisme,décoitationalisme,prssss,coit,dé,at_ion_al_isme,décoitationalisme,target,r,,3,t,s,décoisationalisme,3,17
recrolèmmemt,recrolèmment,prs_long,crolèm,re,ment,recrolèmment,target,s,0.0,2,n,m,recrolèmmemt,3,12
arlubure,erlubure,prs,lub,er,ure,erlubure,control,p,0.0,0,e,a,arlubure,3,8
miréptrectaoin,miréptrectaoin,pprss,trec,mi_rép,ta_oin,miréptrectaoin,control,r,,0,t,s,mirépsrectaoin,0,14
corvièrement,cortièrement,rss,cort,,ière_ment,cortièrement,target,r,,3,t,v,corvièrement,3,12
clôtipiquement,clôtifiquement,rsss,clôt,,if_ique_ment,clôtifiquement,target,s,0.0,1,f,p,clôtipiquement,3,14
trévalisation,trétalisation,rssss,trév,,al_is_at_ion,trévalisation,target,r,,3,v,t,trétalisation,1,13
irradoulable,irradoulable,pprs,doul,ir_re,able,irredoulable,target,p,1.0,1,e,a,irradoulable,2,12
préquoriquement,préquoriquement,prss,quor,pré,ique_ment,préquoriquement,target,r,,1,u,e,préqeoriquement,0,15
chévaulaire,chévaulaire,rs_long,chévaul,,aire,chévaulaire,target,r,,5,u,o,chévaolaire,0,11
nirauj,ninauj,pr,nauj,ni,,ninauj,control,r,,0,n,r,nirauj,3,6
gilout,giluut,r_long,gilout,,,gilout,target,r,,3,o,u,giluut,1,6
coitisne,coitisme,rs,coit,,isme,coitisme,target,s,0.0,2,m,n,coitisne,3,8
netretaru,netretaru,prs,tret,ne,eru,netreteru,control,s,0.0,0,e,a,netretaru,2,9
peurkieutel,peurkieutel,pr_long,kieutel,pour,,pourkieutel,target,p,0.0,1,o,e,peurkieutel,2,11
lanslasitaoin,lanslasitaoin,rssss,lans,,la_si_ta_oin,lanslasitaoin,control,s,1.0,1,i,é,lanslasétaoin,0,13
ertroctitaoin,ertrocsitaoin,prsss,troc,er,ti_ta_oin,ertroctitaoin,control,s,0.0,0,t,s,ertrocsitaoin,1,13
giemité,gierité,rs,gier,,ité,gierité,target,r,,3,r,m,giemité,3,7
dédirablement,dédêrablement,prss,dir,dé,able_ment,dédirablement,target,r,,1,i,ê,dédêrablement,1,13
ropnaamournemt,ropnaimournemt,prs_long,naimour,rop,nemt,ropnaimournemt,control,r,,2,i,a,ropnaamournemt,3,14
sal,sal,r,sal,,,sal,target,r,,2,l,n,san,0,3
cértfiequinemt,vértfiequinemt,rsss,vért,,fi_equi_nemt,vértfiequinemt,control,r,,0,v,c,cértfiequinemt,3,14
noutrot,noutrot,r_long,noutros,,,noutros,control,r,,6,s,t,noutrot,2,7
imprétuélation,imprétuélation,pprss,tuél,im_pré,at_ion,imprétuélation,target,p,1.0,1,r,m,impmétuélation,0,14
iysan,insan,pr,san,in,,insan,target,p,0.0,1,n,y,iysan,3,5
jaismentairo,jaismentaire,rss,jais,,ment_aire,jaismentaire,target,s,1.0,3,e,o,jaismentairo,3,12
débulalisation,débolalisation,prssss,bul,dé,al_is_at_ion,débulalisation,target,r,,1,u,o,débolalisation,1,14
niousmacalbe,niousmacalbe,pprs,mac,ni_ous,albe,niousmacalbe,control,s,0.0,1,l,r,niousmacarbe,0,12
erédléut,erédléut,ppr,léut,er_éd,,erédléut,control,p,1.0,0,é,i,eridléut,0,8
daukineseu,daukineseu,rs_long,daukin,,eseu,daukineseu,control,r,,2,u,ê,daêkineseu,0,10
réqulasitaoin,roqulasitaoin,rssss,roqu,,la_si_ta_oin,roqulasitaoin,control,r,,1,o,é,réqulasitaoin,3,13
inlaunelité,inlaunelité,prss,jaun,in,el_ité,injaunelité,target,r,,0,j,l,inlaunelité,2,11
nespocéllemt,nespocélnemt,prs_long,spocél,ne,nemt,nespocélnemt,control,s,0.0,0,n,l,nespocéllemt,3,12
rierlansalbe,rierlansalbe,pprs,lans,ri_er,albe,rierlansalbe,control,p,1.0,1,r,l,riellansalbe,0,12
incamitésimul,incamitésimul,prsss,cam,in,ité_sim_al,incamitésimal,target,s,2.0,0,a,u,incamitésimul,2,13
roquisem,roquisem,rs,roqu,,isem,roquisem,control,r,,2,q,b,robuisem,0,8
précairoun,précairoun,pr_long,cairoun,pré,,précairoun,target,r,,0,c,v,prévairoun,0,10
imprécoitation,imprécoitation,pprss,coit,im_pré,at_ion,imprécoitation,target,r,,2,i,u,imprécoutation,0,14
