first,second,condition,root,prefixes,suffixes,word,target_type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error,wordlength
dofionnel,dosionnel,rss,dof,,ionn_el,dofionnel,target,r,,2,f,s,dosionnel,1,9
trevauseist,trevauseist,rs_long,trevaus,,eist,trevauseist,control,r,,3,v,b,trebauseist,0,11
mirépnastaoin,mirépnaspaoin,pprss,nas,mi_rép,ta_oin,mirépnastaoin,control,s,0.0,0,t,p,mirépnaspaoin,1,13
malrour,malnour,pr,nour,mal,,malnour,target,r,,0,n,r,malrour,3,7
resalablement,resalablement,prss,sal,re,able_ment,resalablement,target,r,,0,s,c,recalablement,0,13
coitart,coitant,rs,coit,,ant,coitant,target,s,0.0,1,n,r,coitart,3,7
gert,gert,r,cert,,,cert,target,r,,0,c,g,gert,2,4
jaihorisation,jaihorisation,rsss,jais,,or_isat_ion,jaisorisation,target,r,,3,s,h,jaihorisation,2,13
nitounecagne,nitounecacne,prs_long,tounec,ni,acne,nitounecacne,control,s,0.0,1,c,g,nitounecagne,3,12
recalisation,recamisation,prsss,cam,re,is_at_ion,recamisation,target,r,,2,m,l,recalisation,3,12
désintroner,désintroler,pprs,tron,dés_in,er,désintroner,target,r,,3,n,l,désintroler,1,11
spécol,spécol,r_long,spécol,,,spécol,target,r,,2,é,i,spicol,0,6
réptoidnemt,réptoidnemt,prs,toid,rép,nemt,réptoidnemt,control,s,0.0,3,t,c,réptoidnemc,0,11
xréappour,xréappour,pr_long,appour,pré,,préappour,target,p,0.0,0,p,x,xréappour,2,9
tronationalisme,tronationalisme,rssss,tron,,at_ion_al_isme,tronationalisme,target,r,,3,n,l,trolationalisme,0,15
imprédiot,imprédioc,ppr,diot,im_pré,,imprédiot,target,r,,3,t,c,imprédioc,1,9
décertationalisme,décertasionalisme,prssss,cert,dé,at_ion_al_isme,décertationalisme,target,s,0.0,1,t,s,décertasionalisme,1,17
nilans,nilans,pr,lans,ni,,nilans,control,r,,0,l,n,ninans,0,6
contreerbair,contreerbair,pr_long,erbail,contre,,contreerbail,target,r,,5,l,r,contreerbair,2,12
