first,second,condition,root,prefixes,suffixes,word,target_type,error_to_which_morpheme,i_morpheme,i_within_morpheme,target_letter_before_error,letter_after_error,error_word,is_error,wordlength
certmentaine,certmentaire,rss,cert,,ment_aire,certmentaire,target,s,1.0,2,r,n,certmentaine,3,12
décoitance,décoitance,prs,coit,dé,ance,décoitance,target,s,0.0,2,c,s,décoitanse,0,10
rinaujalbenemt,rinaejalbenemt,prss,nauj,ri,albe_nemt,rinaujalbenemt,control,r,,2,u,e,rinaejalbenemt,1,14
vért,vént,r,vért,,,vért,control,r,,2,r,n,vént,1,4
diralisation,hiralisation,rssss,dir,,al_is_at_ion,diralisation,target,r,,0,d,h,hiralisation,1,12
chévaulment,csévaulment,rs_long,chévaul,,ment,chévaulment,target,r,,1,h,s,csévaulment,1,11
nurentiruj,nirentiruj,ppr,ruj,ni_renti,,nirentiruj,control,p,0.0,1,i,u,nurentiruj,3,10
édnaslasitaoin,édnaslasitaoin,prssss,nas,éd,la_si_ta_oin,édnaslasitaoin,control,s,2.0,1,a,i,édnaslasitioin,0,14
toidule,toidure,rs,toid,,ure,toidure,control,s,0.0,1,r,l,toidule,3,7
nilastiémisla,nilastiémisla,prsss,las,ni,tié_mis_la,nilastiémisla,control,r,,0,l,r,nirastiémisla,0,13
rusnoutrosacne,rusnoutrosacne,prs_long,noutros,rus,acne,rusnoutrosacne,control,r,,6,s,p,rusnoutropacne,0,14
contretaél,contretaél,pr,tuél,contre,,contretuél,target,r,,1,u,a,contretaél,2,10
nouzros,noutros,r_long,noutros,,,noutros,control,r,,3,t,z,nouzros,3,7
snalmenfalité,snalmentalité,rsss,snal,,ment_al_ité,snalmentalité,target,s,0.0,3,t,f,snalmenfalité,3,13
tanilofaut,tanilofait,pr_long,lofaut,tani,,tanilofaut,control,r,,4,u,i,tanilofait,1,10
imprédication,imprédication,pprss,dic,im_pré,at_ion,imprédication,target,p,1.0,2,é,i,impridication,0,13
miroppelmalbe,miréppelmalbe,pprs,pelm,mi_rép,albe,miréppelmalbe,control,p,1.0,1,é,o,miroppelmalbe,3,13
lifnemtlatié,lifnemtlatié,rsss,lif,,nemt_la_tié,lifnemtlatié,control,r,,1,i,u,lufnemtlatié,0,12
désofalisation,désofalisation,prssss,dof,dé,al_is_at_ion,dédofalisation,target,r,,0,d,s,désofalisation,2,14
zulites,zunites,r_long,zulites,,,zulites,target,r,,2,l,n,zunites,1,7
andicablement,indicablement,prss,dic,in,able_ment,indicablement,target,p,0.0,0,i,a,andicablement,3,13
mirépsaejtaoin,mirépsaijtaoin,pprss,saij,mi_rép,ta_oin,mirépsaijtaoin,control,r,,2,i,e,mirépsaejtaoin,3,14
bustiocnitaoin,bubtiocnitaoin,prsss,tioc,bus,ni_ta_oin,bustiocnitaoin,control,p,0.0,2,s,b,bubtiocnitaoin,1,14
trévivité,trévivite,rss,trév,,iv_ité,trévivité,target,s,1.0,2,é,e,trévivite,1,9
précoitment,trécoitment,prs,coit,pré,ment,précoitment,target,p,0.0,0,p,t,trécoitment,1,11
impratronion,imprétronion,pprs,tron,im_pré,ion,imprétronion,target,p,1.0,2,é,a,impratronion,3,12
froplem,proplem,pr,plem,pro,,proplem,target,p,0.0,0,p,f,froplem,3,7
tertin,tertin,rs,tert,,in,tertin,target,r,,3,t,q,terqin,0,6
nièr,neèr,r,nièr,,,nièr,target,r,,1,i,e,neèr,1,4
sauvertisme,dauvertisme,rs_long,sauvert,,isme,sauvertisme,target,r,,0,s,d,dauvertisme,1,11
préchetelioj,préchetelioj,prs_long,chetel,pré,ion,préchetelion,target,s,0.0,2,n,j,préchetelioj,2,12
répédvért,répédvért,ppr,vért,rép_éd,,répédvért,control,r,,3,t,x,répédvérx,0,9
antikieutel,antikieutul,pr_long,kieutel,anti,,antikieutel,target,r,,5,e,u,antikieutul,1,11
pelmlasitaoin,pelnlasitaoin,rssss,pelm,,la_si_ta_oin,pelmlasitaoin,control,r,,3,m,n,pelnlasitaoin,1,13
rièntaoinlaisem,rièntaoinlausem,rssss,rièn,,ta_oin_la_isem,rièntaoinlaisem,control,s,3.0,0,i,u,rièntaoinlausem,1,15
qeorivité,qeorivité,rss,quor,,iv_ité,quorivité,target,r,,1,u,e,qeorivité,2,9
tiunoubnemt,tiunoubnemt,rs_long,tienoub,,nemt,tienoubnemt,control,r,,2,e,u,tiunoubnemt,2,11
subbulination,subbulination,prsss,bul,sub,in_at_ion,subbulination,target,p,0.0,2,b,t,sutbulination,0,13
résletech,résletech,pr_long,letech,rép,,répletech,control,p,0.0,2,p,s,résletech,2,9
clôtour,clôtour,rs,clôt,,eur,clôteur,target,s,0.0,0,e,o,clôtour,2,7
nitreclatoé,nitreclatié,prss,trec,ni,la_tié,nitreclatié,control,s,1.0,1,i,o,nitreclatoé,3,11
érpernis,érpernis,ppr,nas,érp_er,,érpernas,control,r,,1,a,i,érpernis,2,8
rusnenasnemd,rusnenasnemt,pprs,nas,rus_ne,nemt,rusnenasnemt,control,s,0.0,3,t,d,rusnenasnemd,3,12
lasinnolaisem,lasinnolaisem,rsss,las,,inno_la_isem,lasinnolaisem,control,r,,2,s,c,lacinnolaisem,0,13
mirépnorttaoin,marépnorttaoin,pprss,nort,mi_rép,ta_oin,mirépnorttaoin,control,p,0.0,1,i,a,marépnorttaoin,1,14
répdeuchamequi,répdeuchamequi,prs_long,deucham,rép,equi,répdeuchamequi,control,r,,0,d,t,répteuchamequi,0,14
cailoun,cairoun,r_long,cairoun,,,cairoun,target,r,,3,r,l,cailoun,3,7
trencotioc,trencotioc,pr,tioc,trenco,,trencotioc,control,r,,2,o,i,trencotiic,0,10
répmélnemt,répmélremt,prs,mél,rép,nemt,répmélnemt,control,s,0.0,0,n,r,répmélremt,1,10
détrétalisation,détrévalisation,prssss,trév,dé,al_is_at_ion,détrévalisation,target,r,,3,v,t,détrétalisation,3,15
jais,jait,r,jais,,,jais,target,r,,3,s,t,jait,1,4
naimour,naimoar,r_long,naimour,,,naimour,control,r,,5,u,a,naimoar,1,7
surensuélment,surentuélment,pprs,tuél,sur_en,ment,surentuélment,target,r,,0,t,s,surensuélment,3,13
nediotitation,nediotitation,prsss,diot,re,it_at_ion,rediotitation,target,p,0.0,0,r,n,nediotitation,2,13
préchetel,préchetel,pr_long,chetel,pré,,préchetel,target,p,0.0,1,r,n,pnéchetel,0,9
préredof,préredof,ppr,dof,pré_re,,préredof,target,p,1.0,1,e,a,préradof,0,8
lauvéchitem,lauvéchitem,rs_long,lauvéch,,isem,lauvéchisem,control,s,0.0,1,s,t,lauvéchitem,2,11
reènvitié,reènvitié,rss,rièn,,vi_tié,riènvitié,control,r,,1,i,e,reènvitié,2,9
décortmint,décortmint,prs,cort,dé,ment,décortment,target,s,0.0,1,e,i,décortmint,2,10
imprétuélation,imprétuélation,pprss,tuél,im_pré,at_ion,imprétuélation,target,s,1.0,0,i,a,imprétuélataon,0,14
osusurc,osusurc,pr,surc,osu,,osusurc,control,r,,3,c,t,osusurt,0,7
répsokuniroin,répsokuniroin,prs_long,tokunir,rép,oin,réptokuniroin,control,r,,0,t,s,répsokuniroin,2,13
ervértsisnot,ervértsisnot,prss,vért,er,sis_nat,ervértsisnat,control,s,1.0,1,a,o,ervértsisnot,2,12
dutuélationalisme,détuélationalisme,prssss,tuél,dé,at_ion_al_isme,détuélationalisme,target,p,0.0,1,é,u,dutuélationalisme,3,17
dicationalisme,dacationalisme,rssss,dic,,at_ion_al_isme,dicationalisme,target,r,,1,i,a,dacationalisme,1,14
rujnemtlatié,rujnemtlatié,rsss,ruj,,nemt_la_tié,rujnemtlatié,control,r,,2,j,r,rurnemtlatié,0,12
léut,léut,r,léut,,,léut,control,r,,3,t,c,léuc,0,4
coitef,coitef,rs,coit,,if,coitif,target,s,0.0,0,i,e,coitef,2,6
letechequi,letechequi,rs_long,letech,,equi,letechequi,control,r,,4,c,s,leteshequi,0,10
pomulauvéch,porulauvéch,pr_long,lauvéch,poru,,porulauvéch,control,p,0.0,2,r,m,pomulauvéch,3,11
prékieutelique,prékiiutelique,prs_long,kieutel,pré,ique,prékieutelique,target,r,,2,e,i,prékiiutelique,1,14
roqutaoijlaisem,roqutaoijlaisem,rssss,roqu,,ta_oin_la_isem,roqutaoinlaisem,control,s,1.0,2,n,j,roqutaoijlaisem,2,15
imdréfoirable,impréfoirable,pprs,foir,im_pré,able,impréfoirable,target,p,1.0,0,p,d,imdréfoirable,3,13
prédejaun,prédéjaun,ppr,jaun,pré_dé,,prédéjaun,target,p,1.0,1,é,e,prédejaun,3,9
édlubacne,édlubacne,prs,lub,éd,acne,édlubacne,control,r,,1,u,à,édlàbacne,0,9
rounnemtarie,rounnemtarie,rss,roun,,nemt_arie,rounnemtarie,control,r,,1,o,e,reunnemtarie,0,12
mubni,lubni,rs,lub,,ni,lubni,control,r,,0,l,m,mubni,3,5
indoulalité,indoulalité,prss,doul,in,al_ité,indoulalité,target,s,0.0,1,l,n,indoulanité,0,11
gauntir,gauntir,r_long,gauntir,,,gauntir,control,r,,6,r,l,gauntil,0,7
errountitaoin,errountitaoin,prsss,roun,er,ti_ta_oin,errountitaoin,control,r,,1,o,i,erriuntitaoin,0,13
éftôlctaoinlaisem,édtôlctaoinlaisem,prssss,tôlc,éd,ta_oin_la_isem,édtôlctaoinlaisem,control,p,0.0,1,d,f,éftôlctaoinlaisem,3,17
miréproiftaoin,mirépriiftaoin,pprss,roif,mi_rép,ta_oin,miréproiftaoin,control,r,,1,o,i,mirépriiftaoin,1,14
roqu,noqu,r,roqu,,,roqu,control,r,,0,r,n,noqu,1,4
soafoir,soufoir,pr,foir,sou,,soufoir,target,p,0.0,2,u,a,soafoir,3,7
tronionnalisme,tronionnalisme,rsss,tron,,ionn_al_isme,tronionnalisme,target,r,,1,r,n,tnonionnalisme,0,14
tnévmentalité,trévmentalité,rsss,trév,,ment_al_ité,trévmentalité,target,r,,1,r,n,tnévmentalité,3,13
peurchévaul,pourchévaul,pr_long,chévaul,pour,,pourchévaul,target,p,0.0,1,o,e,peurchévaul,3,11
reigvitii,reigvitié,rss,reig,,vi_tié,reigvitié,control,s,1.0,2,é,i,reigvitii,3,9
recamissant,lecamissant,prss,cam,re,iss_ant,recamissant,target,p,0.0,0,r,l,lecamissant,1,11
enintertuél,inintertuél,ppr,tuél,in_inter,,inintertuél,target,p,0.0,0,i,e,enintertuél,3,11
cenoet,cenout,r_long,cenout,,,cenout,target,r,,4,u,e,cenoet,3,6
trév,tlév,r,trév,,,trév,target,r,,1,r,l,tlév,1,4
édrujnomt,édrujnomt,prs,ruj,éd,nemt,édrujnemt,control,s,0.0,1,e,o,édrujnomt,2,9
impréfilation,impréfiration,pprss,fil,im_pré,at_ion,impréfilation,target,r,,2,l,r,impréfiration,1,13
fodfi,fodfe,rs,fod,,fi,fodfi,control,s,0.0,1,i,e,fodfe,1,5
certationalisme,certacionalisme,rssss,cert,,at_ion_al_isme,certationalisme,target,s,0.0,1,t,c,certacionalisme,1,15
spécoliquo,spécolique,rs_long,spécol,,ique,spécolique,target,s,0.0,3,e,o,spécoliquo,3,10
ilcamitésimal,incamitésimal,prsss,cam,in,ité_sim_al,incamitésimal,target,p,0.0,1,n,l,ilcamitésimal,3,13
surerbailance,hurerbailance,prs_long,erbail,sur,ance,surerbailance,target,p,0.0,0,s,h,hurerbailance,1,13
miérptretoin,miérptretoin,pprs,tret,mi_érp,oin,miérptretoin,control,p,1.0,2,p,v,miérvtretoin,0,12
édtôlclasitaoin,édtôlclasitaoin,prssss,tôlc,éd,la_si_ta_oin,édtôlclasitaoin,control,s,0.0,1,a,u,édtôlclusitaoin,0,15
roppioc,roppioc,pr,tioc,rop,,roptioc,control,r,,0,t,p,roppioc,2,7
